Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Catherine Silvestri,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Lucy Nemerov,Calls - Leila Assil,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Mihir Shah,Calls - Nick Martino,Salesforce ID
001Hr000028ZcDu,"City Of Mission Viejo, CA",California,Municipality,Alicia Gopal,92449,,Tier S,2.0,33.5969,-117.6582,026834c4-063c-4477-b516-aeddb26f2f93,,,,,,,,,9,2025-11-20,,,9,,,,,,,,
001Hr000028ZcDx,City of Irvine,California,Municipality,Alicia Gopal,297868,,Tier S,2.0,33.6846,-117.8265,8e2a443c-1970-4b3f-bddf-a5fbcc230b3a,,,,,,,,,4,2026-02-02,,4,,,,,,,,,
001Hr000028ZcEG,City of Victorville,California,Municipality,Catherine Silvestri,132924,,Tier S,2.0,34.5362,-117.2928,ae2e25ea-fedc-4d5f-b5b2-fcccd0f29f05,,,,,,,,,3,2026-05-11,3,,,,,,,,,,
001Hr000028ZcEH,"City of Salinas, CA",California,Municipality,Catherine Silvestri,163004,Open Opportunity,Tier S,2.0,36.6777,-121.6555,cc6d5c82-79fa-4557-a1b6-f0cee4815efa,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/2/2026,,,24,2026-04-21,1,23,,,,,,,,,
001Hr000028ZcEf,City of Visalia,California,Municipality,Catherine Silvestri,140109,,Tier S,2.0,36.3301,-119.2966,8d37c706-016f-4224-bd19-d8de97907531,,,,,,,,,2,2026-04-20,2,,,,,,,,,,
001Hr000028ZcEg,City of Vacaville,California,Municipality,Lucy Nemerov,102256,Open Opportunity,Tier S,2.0,38.3566,-121.9877,ba62028d-2bea-4657-82f4-7db775f1c3cd,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/26/2026,,Yes,3,2026-03-03,,3,,,,,,,,,
001Hr000028ZcEq,City of Rialto,California,Municipality,Catherine Silvestri,103799,Open Opportunity,Tier S,2.0,34.1064,-117.3703,25e6b9b6-ce42-4461-93a3-e94568234da7,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/6/2025,,,10,2025-12-04,,10,,,,,,,,,
001Hr000028ZcEw,City of Elk Grove,California,Municipality,Lucy Nemerov,175510,,Tier S,2.0,38.409,-121.3789,9b5b684b-3699-4076-a0fb-dd984f91dc27,,,,,,,,,8,2026-05-15,,7,,1,,,,,,,
001Hr000028ZcFE,City of Fairfield,California,Municipality,Lucy Nemerov,118932,,Tier S,2.0,38.2492,-122.0405,f24b2419-a3c4-47b7-93b2-b20f80e7f429,,,,,,,,,3,2026-05-15,,,,3,,,,,,,
001Hr000028ZcFK,"County Of Yuba, CA",California,County,Lucy Nemerov,83421,,Tier S,2.0,39.2547,-121.3999,f4de5b8c-83cc-4522-b493-1358e495b41f,,,,,,,,,26,2026-05-15,,,22,4,,,,,,,
001Hr000028ZcFN,"City Of San Leandro, CA",California,Municipality,Lucy Nemerov,88868,,Tier S,2.0,37.7258,-122.1569,b3aa4eb9-2f45-4760-9e6c-248d5802aa01,,,,,,,,,22,2026-05-22,7,,,7,,8,,,,,
001Hr000028ZcFQ,"City Of Westlake Village, CA",California,Municipality,Catherine Silvestri,7845,,Tier 3,0.75,34.1466,-118.8074,a9930e86-d530-4e71-85a1-19b3e8e4ec66,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcFU,City of Antioch,California,Municipality,Lucy Nemerov,114750,Nurture,Tier S,2.0,38.0049,-121.8058,e567f4e7-83a1-4af1-ac49-31c75603525a,Closed Lost,,,Ali Cohen,3/12/2026,2/27/2026,,,12,2026-02-25,,12,,,,,,,,,
001Hr000028ZcFZ,"City Of Palm Springs, CA",California,Municipality,Alicia Gopal,45019,Nurture,Tier 1,1.5,33.8232,-116.5106,49cd5f69-a807-4960-b506-52ff9e53c63a,Closed Lost,,,Ali Cohen,2/10/2026,1/29/2026,,,40,2026-01-27,,40,,,,,,,,,
001Hr000028ZcFm,City of Fremont,California,Municipality,Lucy Nemerov,231502,,Tier S,2.0,37.5485,-121.9886,fd5d3309-637f-44a3-b380-36c967fcc8ae,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcFo,Kings County,California,County,Catherine Silvestri,151887,,Tier S,2.0,36.0988,-119.8815,2f626afb-a5d0-40c8-a7fd-4d8dbfa2a91d,,,,,,,,,1,2025-12-18,,1,,,,,,,,,
001Hr000028ZcFp,"City Of Malibu, CA",California,Municipality,Alicia Gopal,10429,Open Opportunity,Tier 2,1.0,34.0381,-118.6923,2fd21619-f95e-44bd-b386-74f8b70e51b4,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,1/30/2026,,,90,2026-04-09,48,,35,,,7,,,,,
001Hr000028ZcFx,"City Of Placentia, CA",California,Municipality,Alicia Gopal,51274,Nurture,Tier S,2.0,33.871,-117.8628,333e384e-50f9-4a23-8306-0e3e81136122,Closed Lost,,,Ryan Minter,1/14/2026,9/15/2025,,,64,2026-01-13,,,64,,,,,,,,
001Hr000028ZcG3,"City Of South San Francisco, CA",California,Municipality,Catherine Silvestri,64251,Recent Competitor Purchase,Tier S,2.0,37.6547,-122.4077,1695a435-9b80-498a-a2a9-fa5ddb90ece0,Closed Lost,,,Ryan Minter,,10/6/2025,,,19,2026-03-13,1,,18,,,,,,,,
001Hr000028ZcGP,"City Of Brentwood, CA",California,Municipality,Lucy Nemerov,64870,Open Opportunity,Tier S,2.0,37.9319,-121.6958,bafbe186-25c5-4e10-8bf1-be02d449cbf8,Open,Demo,Mid Funnel,Catherine Silvestri,4/30/2026,4/9/2026,,,34,2026-05-06,28,,6,,,,,,,,
001Hr000028ZcH6,"Town Of Atherton, CA",California,Municipality,Catherine Silvestri,6915,Nurture,Tier 3,0.75,37.4613,-122.1977,d04069fb-257b-41a4-925a-88d0f411cb49,Closed Lost,,,Catherine Silvestri,3/12/2026,2/25/2026,,,20,2026-04-29,16,,4,,,,,,,,
001Hr000028ZcHB,"Town Of Moraga, CA",California,Municipality,Lucy Nemerov,16624,,Tier 2,1.0,37.8349,-122.1297,f2707fa6-b256-4712-a912-77a4d180107d,,,,,,,,,19,2026-05-22,,,,16,3,,,,,,
001Hr000028ZcHK,City of Chula Vista,California,Municipality,Alicia Gopal,274818,,Tier S,2.0,32.6401,-117.0842,bf5bf906-3b7c-43ed-ae7d-b1e1b5d62a89,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcHk,"City Of Bellflower, CA",California,Municipality,Alicia Gopal,77408,,Tier S,2.0,33.8817,-118.117,bc309a79-efde-4060-8bc9-8f96863d33c4,,,,,,,,,3,2025-05-27,,,,,,3,,,,,
001Hr000028ZcHn,"City Of Madera, CA",California,Municipality,Lucy Nemerov,67944,Open Opportunity,Tier S,2.0,36.9613,-120.0607,2c1d37b1-cdf9-4477-8c7a-16e789967e79,Open,Proposal,Mid Funnel,Ryan Minter,9/30/2025,9/18/2025,"$88,000",,11,2025-09-19,,,11,,,,,,,,
001Hr000028ZcHp,City of Bakersfield,California,Municipality,Catherine Silvestri,398756,Open Opportunity,Tier S,2.0,35.3735,-119.0205,45712e3c-ba4c-493f-84c8-147fec3e4ebc,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,4/16/2026,,,1,2025-06-17,,,,,1,,,,,,
001Hr000028ZcHs,City of Hanford,California,Municipality,Catherine Silvestri,57359,,Tier S,2.0,36.3274,-119.6457,f27aa845-b67c-4e44-bbca-d2180f0dc51c,,,,,,,,,25,2026-03-20,7,,18,,,,,,,,
001Hr000028ZcHx,City of Tulare,California,Municipality,Catherine Silvestri,68395,Open Opportunity,Tier S,2.0,36.2077,-119.3473,121907b3-357b-4706-b2e7-d7bbd691e6c9,Open,Sales Qualified,Mid Funnel,Ryan Minter,11/10/2025,8/27/2025,,,13,2025-11-04,,,13,,,,,,,,
001Hr000028ZcIF,"County Of Sutter, CA",California,County,Lucy Nemerov,99063,,Tier S,2.0,39.022,-121.6739,f4cff487-2141-4506-952c-222bdf06763d,,,,,,,,,12,2026-04-29,,,11,1,,,,,,,
001Hr000028ZcIG,Shasta County,California,County,Lucy Nemerov,181935,,Tier S,2.0,40.7909,-121.8474,2a9abadf-ef08-4b4e-bcc6-a1cf265cc4f2,,,,,,,,,2,2026-05-15,,,,2,,,,,,,
001Hr000028ZcIM,"City Of Lakewood, CA",California,Municipality,Alicia Gopal,80611,,Tier S,2.0,33.8508,-118.1334,b51bad22-95c2-4488-ae04-8dee4386108a,,,,,,,,,2,2026-01-05,,,2,,,,,,,,
001Hr000028ZcIO,City of Vallejo,California,Municipality,Lucy Nemerov,125350,,Tier S,2.0,38.1041,-122.2566,ed6799e3-886c-47e0-abb7-15222db2644a,,,,,,,,,3,2026-03-19,3,,,,,,,,,,
001Hr000028ZcIR,City of Long Beach,California,Municipality,Alicia Gopal,466565,,Tier S,2.0,33.77,-118.1937,4bcb65b6-c85f-43cf-b56c-83f8cfdf6308,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIS,"City Of Coronado, CA",California,Municipality,Alicia Gopal,19860,Open Opportunity,Tier 2,1.0,32.6859,-117.1799,5ad84c9e-fe8f-4133-9f35-63e06b7d1879,Open,Meeting Booked,Top of Funnel,Alicia Gopal,5/28/2026,5/11/2026,,,39,2026-05-26,22,,,,,2,15,,,,
001Hr000028ZcIp,City of Santa Maria,California,Municipality,Catherine Silvestri,109309,,Tier S,2.0,34.953,-120.4357,09b51b53-0c41-4c48-9f10-401ff4d407e2,,,,,,,,,6,2026-03-26,5,,1,,,,,,,,
001Hr000028ZcIr,City of Escondido,California,Municipality,Alicia Gopal,151443,Open Opportunity,Tier S,2.0,33.1192,-117.0864,2fd0802b-e965-4aa2-8b20-db23a5f7bc06,Open,Initial Interest,Top of Funnel,Ryan Minter,,11/13/2025,,,30,2026-04-10,22,,8,,,,,,,,
001Hr000028ZcIt,"City Of Upland, CA",California,Municipality,Alicia Gopal,79274,,Tier S,2.0,34.0975,-117.6484,7a9a6ef5-2185-4db3-9ec5-8c571ba9478b,,,,,,,,,9,2026-04-02,1,,8,,,,,,,,
001Hr000028ZcJS,"City Of Scotts Valley, CA",California,Municipality,Catherine Silvestri,12232,Nurture,Tier 2,1.0,37.0483,-122.0168,95744280-7cf2-40a1-8b42-1fd0ecf73dd9,Closed Lost,,,Ryan Minter,11/14/2025,10/30/2025,,,6,2025-11-07,,,6,,,,,,,,
001Hr000028ZcJn,"City Of Suisun City, CA",California,Municipality,Lucy Nemerov,29165,,Tier 1,1.5,38.2382,-122.0402,b0876766-b111-4d08-9e56-2cbe47c7f589,,,,,,,,,10,2026-05-20,,4,,6,,,,,,,
001Hr000028ZcJq,"City Of Highland, CA",California,Municipality,Catherine Silvestri,57159,,Tier S,2.0,34.1212,-117.2016,c953cfc7-bdbf-4fad-98e5-196fb1b92d6e,,,,,,,,,19,2026-04-08,7,,12,,,,,,,,
001Hr000028ZcKB,City of Temecula,California,Municipality,Alicia Gopal,109376,,Tier S,2.0,33.4934,-117.1488,9d1c3684-9765-49f4-9e07-ef08fd6fb2b1,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKP,"City Of Baldwin Park, CA",California,Municipality,Alicia Gopal,70629,,Tier S,2.0,34.0853,-117.9609,507a31dc-13b0-4fb2-9caf-3871d95da67d,,,,,,,,,3,2025-11-06,,,3,,,,,,,,
001Hr000028ZcKQ,"City Of Santa Cruz, CA",California,Municipality,Lucy Nemerov,61950,,Tier S,2.0,36.9741,-122.0288,6287de32-6c5a-42b9-a4ef-d15c6420761c,,,,,,,,,21,2025-10-22,,,21,,,,,,,,
001Hr000028ZcKe,"Town Of Tiburon, CA",California,Municipality,Lucy Nemerov,9052,,Tier 3,0.75,37.8735,-122.4566,f875168f-d27c-4064-afd7-323dcf88048c,,,,,,,,,15,2026-02-20,13,,1,,,1,,,,,
001Hr000028ZcKi,"City Of Buena Park, CA",California,Municipality,Alicia Gopal,83011,Open Opportunity,Tier S,2.0,33.8674,-117.9981,1afe8b41-d94f-458f-b95b-ac111e9103fd,Open,Initial Interest,Top of Funnel,Catherine Silvestri,4/6/2026,3/23/2026,,,16,2026-05-13,9,,7,,,,,,,,
001Hr000028ZcKz,"City Of Cerritos, CA",California,Municipality,Alicia Gopal,48394,,Tier 1,1.5,33.8659,-118.0639,eecf762e-d217-423c-9df7-86bd14ad9b9f,,,,,,,,,5,2026-02-17,4,,1,,,,,,,,
001Hr000028ZcLS,"City of Pasadena, CA",California,Municipality,Catherine Silvestri,138771,Nurture,Tier S,2.0,34.1477,-118.1443,2745314d-1ad3-4347-a8ff-78f9f2ed233f,Closed Lost,,,Catherine Silvestri,4/24/2026,4/16/2026,,,29,2026-04-29,5,24,,,,,,,,,
001Hr000028ZcLb,City of Orange,California,Municipality,Alicia Gopal,139195,,Tier S,2.0,33.7879,-117.8553,6ef2eb50-afd9-482d-8a1f-83ea1fe7f2e3,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLj,City of Corona,California,Municipality,Alicia Gopal,157844,,Tier S,2.0,33.8788,-117.576,44a0f6b5-0a31-45a8-add5-94cf94c6a95d,,,,,,,,,5,2026-02-09,,5,,,,,,,,,
001Hr000028ZcM6,"County Of Tehama, CA",California,County,Lucy Nemerov,65498,,Tier S,2.0,40.0982,-122.1746,2df6d15f-1732-4e65-88f4-04b446717a2c,,,,,,,,,16,2026-03-13,7,,7,,,2,,,,,
001Hr000028ZcM7,"Butte County, CA",California,County,Lucy Nemerov,217884,Open Opportunity,Tier S,2.0,39.6254,-121.537,d0c4872f-0581-4474-b9bb-d3a85e1b80b6,Open,Initial Interest,Top of Funnel,Ali Cohen,,12/12/2025,,,9,2026-04-15,,9,,,,,,,,,
001Hr000028ZcMA,City Of El Monte,California,Municipality,Alicia Gopal,110144,Open Opportunity,Tier S,2.0,34.0727,-118.0323,17568b62-4804-4a53-a2ad-ab6cdf5919af,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,4/10/2026,,,25,2026-04-21,19,,6,,,,,,,,
001Hr000028ZcME,"City Of Santee, CA",California,Municipality,Alicia Gopal,59703,,Tier S,2.0,32.8384,-116.9739,99201d65-7a9a-4e44-adbd-09cb0e67c63d,,,,,,,,,15,2026-03-25,10,,5,,,,,,,,
001Hr000028ZcMG,City of Pomona,California,Municipality,Alicia Gopal,151592,Nurture,Tier S,2.0,34.0551,-117.75,404d0c38-eae7-4eb3-8257-58272d44967f,Closed Lost,,,Ali Cohen,1/21/2026,1/12/2026,,,8,2026-04-07,,8,,,,,,,,,
001Hr000028ZcMO,City of La Mesa,California,Municipality,Alicia Gopal,61040,,Tier S,2.0,32.7678,-117.0231,0d3b77ae-7370-41b9-8ad8-4aff87cc159b,,,,,,,,,9,2026-04-02,2,,7,,,,,,,,
001Hr000028ZcMT,"City Of National City, CA",California,Municipality,Alicia Gopal,55912,,Tier S,2.0,32.6781,-117.0992,c8cb9b34-97b5-4b14-9f31-06c714984f80,,,,,,,,,7,2026-02-18,1,,6,,,,,,,,
001Hr000028ZcMU,City of Vista,California,Municipality,Alicia Gopal,98651,,Tier S,2.0,33.2,-117.2425,5b890ab9-6402-4b70-9be5-962240c22ce8,,,,,,,,,16,2025-09-16,,,16,,,,,,,,
001Hr000028ZcMe,"City Of Arcadia, CA",California,Municipality,Catherine Silvestri,55345,Open Opportunity,Tier S,2.0,34.1397,-118.0353,1ea0cfcd-1ac1-4028-8a53-8636ef724afe,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/6/2025,,,16,2026-05-26,7,,9,,,,,,,,
001Hr000028ZcMn,City of El Cajon,California,Municipality,Alicia Gopal,106043,,Tier S,2.0,32.7948,-116.9625,be03e044-a445-4c40-a312-050ce703305e,,,,,,,,,1,2025-11-20,,,1,,,,,,,,
001Hr000028ZcMq,"City Of Winters, CA",California,Municipality,Lucy Nemerov,7305,,Tier 3,0.75,38.5249,-121.9708,7bae3eb1-f299-4ba1-a708-cece28e4839a,,,,,,,,,8,2026-05-14,2,,,6,,,,,,,
001Hr000028ZcMs,City of Monterey Park,California,Municipality,Alicia Gopal,61153,Open Opportunity,Tier S,2.0,34.0625,-118.1228,c32f01d1-5af9-4465-8778-aaebb786d1cd,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/6/2025,,,14,2026-02-24,1,,13,,,,,,,,
001Hr000028ZcN3,"City Of Redwood, CA",California,Municipality,Catherine Silvestri,81643,Open Opportunity,Tier S,2.0,37.4848,-122.2281,76198361-68fb-4196-bdfe-aa6483e507e6,Open,Initial Interest,Top of Funnel,Ali Cohen,4/28/2026,4/16/2026,,,46,2026-05-14,39,3,4,,,,,,,,
001Hr000028ZcN6,"City Of Colton, CA",California,Municipality,Alicia Gopal,54285,Open Opportunity,Tier S,2.0,34.0739,-117.3137,73f9b893-2bba-4282-8083-bfcb37b042da,Open,Initial Interest,Top of Funnel,Ryan Minter,6/27/2025,6/18/2025,,,37,2026-05-22,,,11,,,,26,,,,
001Hr000028ZcN7,City of West Covina,California,Municipality,Alicia Gopal,109396,,Tier S,2.0,34.0686,-117.939,24bcde8f-b04c-42bd-b0c8-defed6bd07ba,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcNN,City of Huntington Beach,California,Municipality,Alicia Gopal,198735,,Tier S,2.0,33.6595,-117.9988,5f76928f-4f98-42e4-b8d2-2305fab8bc26,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcNS,City of San Buenaventura,California,Municipality,Catherine Silvestri,110572,,Tier S,2.0,34.2808,-119.2931,9db428ad-9791-4ee4-8dd4-77fb0fbdd295,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcNW,"City of Lancaster, CA",California,Municipality,Catherine Silvestri,167426,,Tier S,2.0,34.7039,-118.1481,b31deccf-b1af-47b1-9b63-bd1ec56f07e9,,,,,,,,,5,2026-05-21,3,,2,,,,,,,,
001Hr000028ZcNf,"City Of Lake Forest, CA",California,Municipality,Alicia Gopal,85742,,Tier S,2.0,33.6469,-117.6861,4f4c9a4c-7c91-47fa-9da8-5994e3327ea5,,,,,,,,,17,2026-04-20,,,13,,,,4,,,,
001Hr000028ZcNp,"Town Of Paradise, CA",California,Municipality,Lucy Nemerov,9114,All Modules Live,Tier 3,0.75,39.7596,-121.6219,559436f3-e944-483c-aa43-81f7bdc18bb0,Closed Won,,,Asher Rosenfeld,8/28/2024,1/5/2025,"$73,000",,,,,,,,,,,,,,
001Hr000028ZcO0,City of Santa Rosa,California,Municipality,Lucy Nemerov,179213,,Tier S,2.0,38.4404,-122.7141,73049d3b-8f74-40a3-9db3-fc11e3073c57,,,,,,,,,4,2026-03-11,4,,,,,,,,,,
001Hr000028ZcO2,"City Of Escalon, CA",California,Municipality,Lucy Nemerov,7453,,Tier 3,0.75,37.7974,-120.9966,d7fdda58-14e7-4f81-98e4-0ed927593c56,,,,,,,,,9,2026-05-15,6,,,2,,1,,,,,
001Hr000028ZcO3,"City Of Ojai, CA",California,Municipality,Catherine Silvestri,7590,,Tier 3,0.75,34.4481,-119.2429,a6bf3740-69ed-4cfa-9802-7a18016f6630,,,,,,,,,36,2026-02-18,6,,4,,,26,,,,,
001Hr000028ZcO5,City of Petaluma,California,Municipality,Lucy Nemerov,60050,,Tier S,2.0,38.2324,-122.6367,243664de-58e8-4b07-9130-13431dab1be4,,,,,,,,,24,2026-05-22,4,,13,7,,,,,,,
001Hr000028ZcOJ,"City Of Shasta Lake, CA",California,Municipality,Lucy Nemerov,10423,,Tier 2,1.0,40.6808,-122.3707,c3ff96da-1ad9-47a7-b7d2-12f804fea975,,,,,,,,,16,2026-05-14,,,,7,9,,,,,,
001Hr000028ZcOq,"City Of Rancho Cordova, CA",California,Municipality,Lucy Nemerov,80413,Open Opportunity,Tier S,2.0,38.5879,-121.2868,9dd975c4-5f55-4461-843c-bc8faddd8f03,Open,Demo,Mid Funnel,Catherine Silvestri,4/13/2026,4/2/2026,,,13,2026-04-02,7,,6,,,,,,,,
001Hr000028ZcPV,Solano County,California,County,Ali Cohen,451432,,Tier S,2.0,38.3105,-121.9018,3d372e82-025d-4651-b150-4556ebf72dc6,,,,,,,,,9,2025-11-20,,9,,,,,,,,,
001Hr000028ZcPv,City of Concord,California,Municipality,Lucy Nemerov,125769,,Tier S,2.0,37.9817,-122.0259,b5651284-5678-4e65-ad71-74e4e4bc55fc,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcQF,City of Walnut Creek,California,Municipality,Lucy Nemerov,69876,Nurture,Tier S,2.0,37.9101,-122.0652,cf94edcc-4db0-44d2-8dd9-2bf8cef30473,Closed Lost,,,Catherine Silvestri,4/9/2026,3/17/2026,,,28,2026-04-09,16,,12,,,,,,,,
001Hr000028ZcQM,"City of Aliso Viejo, CA",California,Municipality,Alicia Gopal,51943,,Tier S,2.0,33.5685,-117.7263,4e3b7607-9f4f-4143-8548-2693889644f5,,,,,,,,,7,2025-09-19,,,7,,,,,,,,
001Hr000028ZcQW,City of Hesperia,California,Municipality,Catherine Silvestri,99287,,Tier S,2.0,34.4237,-117.3156,28ad2e35-b9c3-4c45-8afb-a762555d4618,,,,,,,,,19,2026-04-21,3,,16,,,,,,,,
001Hr000028ZcQg,City of Ontario,California,Municipality,Alicia Gopal,175223,,Tier S,2.0,34.0646,-117.6483,6de6779f-0910-44ea-832b-a87d1f99f0f7,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcQy,"City Of Cloverdale, CA",California,Municipality,Lucy Nemerov,8954,,Tier 3,0.75,38.8055,-123.0172,dea5f8d7-09e6-475e-b61e-85d806a67ea8,,,,,,,,,17,2026-05-20,9,,,3,,5,,,,,
001Hr000028ZcRE,City of Palm Desert,California,Municipality,Alicia Gopal,51081,,Tier S,2.0,33.7222,-116.3745,8b0951d2-a25b-492c-952b-9e54346a7dd3,,,,,,,,,11,2026-03-09,2,,9,,,,,,,,
001Hr000028ZcS9,City of Simi Valley,California,Municipality,Catherine Silvestri,126809,,Tier S,2.0,34.2694,-118.7815,6c29b9ce-108f-452c-802e-11e3471a4e51,,,,,,,,,8,2026-04-06,8,,,,,,,,,,
001Hr000028ZcSA,City of Jurupa Valley,California,Municipality,Alicia Gopal,104684,,Tier S,2.0,33.9943,-117.4972,98c5afa1-1143-49f1-b462-03c3fab187b7,,,,,,,,,20,2026-02-12,,20,,,,,,,,,
001Hr000028ZcSx,County of San Luis Obispo,California,County,Catherine Silvestri,282771,Open Opportunity,Tier S,2.0,35.3102,-120.4358,c70c47dc-6c98-4800-b027-a7835920f658,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/7/2025,,,17,2026-01-30,3,,14,,,,,,,,
001Hr000028ZcT7,City of Pittsburg,California,Municipality,Lucy Nemerov,75701,Open Opportunity,Tier S,2.0,38.028,-121.8847,65930c8b-4660-4cf1-abcd-60b47074264d,Open,Initial Interest,Top of Funnel,Ryan Minter,,7/2/2025,,,35,2026-04-09,25,,10,,,,,,,,
001Hr000028ZcTA,City of Camarillo,California,Municipality,Catherine Silvestri,70593,,Tier S,2.0,34.2164,-119.0376,8e9030bc-9d0d-4469-811f-0bbeb0063fe4,,,,,,,,,13,2026-04-03,6,,7,,,,,,,,
001Hr000028ZcTK,City of Thousand Oaks,California,Municipality,Catherine Silvestri,127274,,Tier S,2.0,34.1761,-118.8488,f99c48ea-bf87-46be-a450-bba3c452ce43,,,,,,,,,9,2025-10-13,,9,,,,,,,,,
001Hr000028ZcTX,"City Of La Puente, CA",California,Municipality,Alicia Gopal,37303,Open Opportunity,Tier 1,1.5,34.02,-117.9495,b61c04eb-cce6-418e-a0b3-82696a697843,,,,,,,,,29,2026-02-18,,17,,,12,,,,,,
001Hr000028ZcTe,City of Oxnard,California,Municipality,Catherine Silvestri,202981,,Tier S,2.0,34.1977,-119.1775,cf4d3a29-6e7f-4376-9d9a-8c5f9031feff,,,,,,,,,16,2026-05-26,16,,,,,,,,,,
001Hr000028ZcTh,Santa Cruz County,California,County,Lucy Nemerov,272138,Open Opportunity,Tier S,2.0,37.0454,-121.958,,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/6/2025,,,18,2026-05-14,15,,1,,,2,,,,,
001Hr000028ZcTj,"City Of Santa Barbara, CA",California,Municipality,Catherine Silvestri,88255,,Tier S,2.0,34.4203,-119.6989,a3027a86-1e3b-4cc7-9953-f670f3bf3b05,,,,,,,,,19,2026-05-12,11,,8,,,,,,,,
001Hr000028ZcTv,"City Of Livermore, CA",California,Municipality,Lucy Nemerov,86803,,Tier S,2.0,37.6819,-121.7685,268c66b5-9718-4b4b-98c2-9b1aa94ad080,,,,,,,,,12,2026-05-22,,,5,7,,,,,,,
001Hr000028ZcUT,"City Of Citrus Heights, CA",California,Municipality,Lucy Nemerov,87402,,Tier S,2.0,38.6783,-121.2925,43532eaa-1c56-4888-83c8-b3b5c2aeb067,,,,,,,,,9,2026-05-15,,,6,3,,,,,,,
001Hr000028ZcUc,City of Burbank,California,Municipality,Catherine Silvestri,107364,,Tier S,2.0,34.1821,-118.3075,1c5c3456-4da8-47e1-9036-e6b255a7a68a,,,,,,,,,2,2026-01-12,,2,,,,,,,,,
001Hr000028ZcUi,Sonoma County,California,County,Ali Cohen,492498,,Tier S,2.0,38.578,-122.9888,d35b0c5f-3bf6-4c4a-bdef-d37703e0b884,,,,,,,,,7,2026-02-12,,7,,,,,,,,,
001Hr000028ZcUt,"City Of Diamond Bar, CA",California,Municipality,Alicia Gopal,53857,,Tier S,2.0,34.001,-117.8112,00a95ed1-ce70-43a4-8efa-62df67248c9c,,,,,,,,,6,2026-02-18,1,,5,,,,,,,,
001Hr000028ZcVh,City of Moreno Valley,California,Municipality,Alicia Gopal,208371,Open Opportunity,Tier S,2.0,33.9355,-117.2263,72d81534-2995-4630-8542-12940044939c,Open,Initial Interest,Top of Funnel,Ali Cohen,,11/3/2025,,,1,2025-11-19,,1,,,,,,,,,
001Hr000028ZcW6,"City Of La Habra Heights, CA",California,Municipality,Alicia Gopal,5551,Nurture,Tier 3,0.75,33.9608,-117.9506,c3ddf628-dfb1-4a7b-9d8a-808f0d0d20b8,Closed Lost,,,Ryan Minter,10/27/2025,10/6/2025,,,4,2025-10-22,,,4,,,,,,,,
001Hr000028ZcWG,"City Of Calimesa, CA",California,Municipality,Alicia Gopal,10893,,Tier 2,1.0,34.0039,-117.062,0cdc9f80-e4a4-4ee2-a0fb-c9e2a1263ebe,,,,,,,,,5,2026-04-06,4,,,,,1,,,,,
001Hr000028ZcWU,El Dorado County,California,County,Lucy Nemerov,190568,,Tier S,2.0,38.7426,-120.4358,f24c5340-5534-4694-8ca3-babfb0d18b1b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcWZ,"City Of Gridley, CA",California,Municipality,Lucy Nemerov,7356,Open Opportunity,Tier 3,0.75,39.3638,-121.6936,ffd9b2ff-87a7-4617-a747-f23511c90bd4,,,,,,,,,6,2025-10-03,,6,,,,,,,,,
001Hr000028ZcWh,"City of Murrieta, CA",California,Municipality,Alicia Gopal,112539,Open Opportunity,Tier S,2.0,33.5613,-117.2105,3fe557eb-53ad-4087-b73b-b99549153b83,Open,Initial Interest,Top of Funnel,Ryan Minter,,11/3/2025,,,5,2025-11-10,,,5,,,,,,,,
001Hr000028ZcWp,"County Of Tuolumne, CA",California,County,Lucy Nemerov,55810,,Tier S,2.0,38.0297,-119.9741,26ac09b9-b8cc-41eb-915b-c28067e39ebc,,,,,,,,,23,2026-05-19,,,16,7,,,,,,,
