Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Hugh Bargeron,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Nick Martino,Calls - Emily Murnane
001Hr000028ZcRO,"City Of Peachtree, GA",Georgia,Municipality,Hugh Bargeron,38818,Nurture,Tier 1,1.5,33.4014,-84.5817,1e468aa5-757c-4e47-86ed-5a86268bb03c,Closed Lost,,,,,1/23/2025,,,4,2026-01-22,,2,,,2,,
001Hr000028ZcRT,"City Of Winder, GA",Georgia,Municipality,Hugh Bargeron,18825,,Tier 2,1.0,33.9926,-83.7202,2cec827f-144c-46ea-b807-6ac7e07b531a,,,,,,,,,3,2026-04-09,3,,,,,,
001Hr000028ZcRY,"City Of Cartersville, GA",Georgia,Municipality,Hugh Bargeron,23222,,Tier 2,1.0,34.1651,-84.7999,69a1cdb3-d821-406e-acde-9fd09bfcd631,,,,,,,,,2,2025-10-08,,2,,,,,
001Hr000028ZcRd,"City Of Newnan, GA",Georgia,Municipality,Hugh Bargeron,43298,Open Opportunity,Tier 1,1.5,33.3807,-84.7997,5664eff4-9072-4e14-8861-2272faaade10,Open,Initial Interest,Top of Funnel,Quinzel Perry,11/5/2025,10/29/2025,,,13,2026-05-11,4,6,3,,,,
001Hr000028ZcRi,"City Of Doraville, GA",Georgia,Municipality,Hugh Bargeron,10889,Open Opportunity,Tier 2,1.0,33.8982,-84.2833,aa85817f-36c8-4c83-8466-ded8d71586c2,Open,Initial Interest,Top of Funnel,Nick Martino,,11/26/2025,,,25,2026-04-13,10,,,,,15,
001Hr000028ZcRn,"City Of Stone Mountain, GA",Georgia,Municipality,Hugh Bargeron,6614,Open Opportunity,Tier 3,0.75,33.8082,-84.1702,df292976-3dfc-4edb-b5b4-c94561aa2aaf,Open,Meeting Booked,Top of Funnel,Hugh Bargeron,3/23/2026,3/20/2026,,,5,2026-04-30,5,,,,,,
001Hr000028ZcRs,"City Of Cumming, GA",Georgia,Municipality,Hugh Bargeron,7235,,Tier 3,0.75,34.2073,-84.1402,e065e426-d258-4351-a7c2-af44126214f5,,,,,,,,,13,2026-04-13,6,7,,,,,
001Hr000028ZcRx,"City Of Canton, GA",Georgia,Municipality,Hugh Bargeron,34576,Open Opportunity,Tier 1,1.5,34.2368,-84.4908,cb47935e-db90-4ef1-ba9b-a7cb2e11c9b5,Open,Initial Interest,Top of Funnel,Shane Lieberman,1/9/2024,1/5/2025,,,27,2026-05-19,5,,,,22,,
001Hr000028ZcS2,"City Of Riverdale, GA",Georgia,Municipality,Hugh Bargeron,14912,,Tier 2,1.0,33.5726,-84.4133,8e2ef8c9-ab33-404c-b009-ef931591e634,,,,,,,,,5,2026-03-30,5,,,,,,
001Hr000028ZcS7,"City Of Dacula, GA",Georgia,Municipality,Hugh Bargeron,7008,,Tier 3,0.75,33.9887,-83.898,879be106-b7ab-4f1e-a8f2-efcb2df9f36d,,,,,,,,,4,2026-03-30,4,,,,,,
001Hr000028ZcSN,"City Of Waycross, GA",Georgia,Municipality,Hugh Bargeron,13759,,Tier 2,1.0,31.2136,-82.354,4145ce30-00aa-4a81-9613-9c88b7d4d8f8,,,,,,,,,16,2026-04-13,16,,,,,,
001Hr000028ZcUA,Whitfield County,Georgia,County,Hugh Bargeron,102848,,Tier S,2.0,34.8034,-84.9818,663542a7-89e3-4f64-9558-eaac0b87c370,,,,,,,,,10,2026-05-06,10,,,,,,
001Hr000028ZcVD,"City Of Kingsland, GA",Georgia,Municipality,Hugh Bargeron,19075,All Modules Live,Tier 2,1.0,30.8,-81.6898,1b9ffea7-f9e6-418c-9181-2b805cb7c8f2,Closed Won,,,Asher Rosenfeld,,1/5/2025,"$20,000",,,,,,,,,,
001Hr000028ZcXh,"City Of Vidalia, GA",Georgia,Municipality,Hugh Bargeron,10710,Nurture,Tier 2,1.0,32.2177,-82.4135,ba91bdad-fb92-40f3-b0d1-921a0e77ad79,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,2,2026-03-18,2,,,,,,
001Hr000028ZcXj,"Richmond County, GA",Georgia,County,Hugh Bargeron,206303,,Tier S,2.0,33.3205,-82.0843,dbbc7e84-4e6b-43c1-94ee-7123eff376c2,,,,,,,,,12,2026-04-13,2,10,,,,,
001Hr000028ZcXv,"City Of Douglas, GA",Georgia,Municipality,Hugh Bargeron,11727,,Tier 2,1.0,31.5088,-82.8499,ef59a095-3ff7-4ca1-bd63-f83c9a5d6cba,,,,,,,,,8,2026-04-09,2,,3,,3,,
001Hr000028ZcY0,"City Of Jesup, GA",Georgia,Municipality,Hugh Bargeron,9899,Nurture,Tier 3,0.75,31.6074,-81.8854,56124b26-6235-4c77-85fc-c9f658355aed,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,14,2026-05-19,14,,,,,,
001Hr000028ZcYJ,"Paulding County, GA",Georgia,County,Hugh Bargeron,188549,,Tier S,2.0,33.9142,-84.8985,251ad883-1d3c-48ad-a37e-09f6b727f1e6,,,,,,,,,34,2026-04-20,10,24,,,,,
001Hr000028ZcjK,"City Of Auburn, GA",Georgia,Municipality,Hugh Bargeron,8094,,Tier 3,0.75,34.0137,-83.8277,0f50c7f0-e2c6-4c37-af19-a58c1639409b,,,,,,,,,2,2026-05-07,2,,,,,,
001Hr000028Zcl9,"County Of Mcduffie, GA",Georgia,County,Hugh Bargeron,21633,,Tier 2,1.0,33.5259,-82.5186,fdd7699a-ddfd-4940-a088-412c1d7eaefd,,,,,,,,,6,2026-04-13,5,1,,,,,
001Hr000028Zcmd,"Jackson County, GA",Georgia,County,Hugh Bargeron,93825,,Tier S,2.0,34.1175,-83.5497,01a57288-6146-4458-bc40-a5552816cb8f,,,,,,,,,12,2026-04-14,1,11,,,,,
001Hr000028Zcnn,"Henry County, GA",Georgia,County,Hugh Bargeron,259315,,Tier S,2.0,33.4348,-84.1435,5c1f18c2-9763-4d95-a187-b278b5e9cab4,,,,,,,,,21,2026-04-29,8,13,,,,,
001Hr000028Zd8W,"County Of Jones, GA",Georgia,County,Hugh Bargeron,28400,Open Opportunity,Tier 1,1.5,33.0003,-83.507,2666ae46-207e-47b6-bf58-694b41809eb6,Open,Initial Interest,Top of Funnel,Alicia Gopal,,1/8/2026,,Yes,3,2026-04-16,,,,,3,,
001Hr000028Zd93,"Floyd County, GA",Georgia,County,Hugh Bargeron,101390,,Tier S,2.0,34.2829,-85.2308,cc89bee4-3c53-4ba5-8022-cd91ed352324,,,,,,,,,2,2026-04-13,1,1,,,,,
001Hr000028ZdC9,"Polk County, GA",Georgia,County,Hugh Bargeron,44610,,Tier 1,1.5,34.0132,-85.1479,a3ee76be-eed7-4a89-ba73-d771ed9e09f8,,,,,,,,,18,2026-05-13,17,1,,,,,
001Hr000028ZdG9,"Walton County, GA",Georgia,County,Hugh Bargeron,109792,,Tier S,2.0,33.7709,-83.7199,0962903b-d081-4749-b9e4-9f6bf76efad8,,,,,,,,,9,2026-03-30,4,5,,,,,
001Hr000028ZdJZ,"Upson County, GA",Georgia,County,Hugh Bargeron,28358,,Tier 1,1.5,32.9048,-84.3121,380422b1-b7ce-4b8e-a3bb-ee2a77c4e872,,,,,,,,,3,2026-04-23,1,2,,,,,
001Hr000028ZdK3,"Bryan County, GA",Georgia,County,Hugh Bargeron,49739,Nurture,Tier 1,1.5,32.0237,-81.4718,d8e76e04-ba7e-4770-b03b-7090e5a662dd,Closed Lost,,,Liam Shaw,5/16/2024,1/5/2025,,,3,2025-11-12,,,3,,,,
001Hr000028ZdME,"Houston County, GA",Georgia,County,Hugh Bargeron,174897,,Tier S,2.0,32.422,-83.6348,c49560b8-5137-45a8-ad10-f8b1ad154d12,,,,,,,,,2,2025-10-02,,2,,,,,
001Hr000028ZdOn,"Gilmer County, GA",Georgia,County,Hugh Bargeron,33327,,Tier 1,1.5,34.6935,-84.4803,47c3836e-8873-447a-8381-b0eba6b74e43,,,,,,,,,4,2026-04-13,1,3,,,,,
001Hr000028ZdRi,"Spalding County, GA",Georgia,County,Hugh Bargeron,70292,,Tier S,2.0,33.2637,-84.3121,76e01960-0f17-4b68-87cf-551b8393f342,,,,,,,,,2,2026-03-20,1,1,,,,,
001Hr000028ZdUl,"Oconee County, GA",Georgia,County,Hugh Bargeron,44751,,Tier 1,1.5,33.8232,-83.443,6d8444a3-3be4-4138-b191-a1bc7542fc91,,,,,,,,,20,2026-04-29,20,,,,,,
001Hr000028ZdZH,"County Of Bulloch, GA",Georgia,County,Hugh Bargeron,82442,Open Opportunity,Tier S,2.0,32.3596,-81.7787,9a7033f9-cede-421a-ba0c-95eef53ebdb1,Open,Initial Interest,Top of Funnel,Granger West,5/29/2025,5/12/2025,,,71,2026-05-19,10,61,,,,,
001Hr000028ZdaG,"Columbia County, GA",Georgia,County,Hugh Bargeron,167472,,Tier S,2.0,33.5099,-82.2583,19349a29-ae42-4b07-b972-26c3f5df06d3,,,,,,,,,13,2026-05-06,10,3,,,,,
001Hr000028ZdaJ,"City Of Stonecrest, GA",Georgia,Municipality,Hugh Bargeron,59863,Open Opportunity,Tier S,2.0,33.7041,-84.1307,a3153836-e1c0-4311-9da9-dd9384e9d3a8,Open,Sales Qualified,Mid Funnel,Hugh Bargeron,4/8/2026,3/26/2026,,,20,2026-05-06,20,,,,,,
001Hr000028ZdaY,"City Of Warner Robins, GA",Georgia,Municipality,Hugh Bargeron,81446,,Tier S,2.0,32.613,-83.6242,23b0f4e7-88d5-4dd3-89dc-6644e0b3bb2c,,,,,,,,,1,2026-03-20,1,,,,,,
001Hr000028Zdbp,"City Of Alpharetta, GA",Georgia,Municipality,Hugh Bargeron,66127,Nurture,Tier S,2.0,34.0746,-84.2923,7245d06c-a0ce-4aed-897a-eb15d5804e10,Closed Lost,,,Quinzel Perry,3/21/2025,3/20/2025,,,17,2026-04-08,17,,,,,,
001Hr000028Zdbv,"Worth County, GA",Georgia,County,Hugh Bargeron,20273,Open Opportunity,Tier 2,1.0,31.5282,-83.8897,ef735cf4-26de-4395-a944-4cb5830e58b2,Open,Proposal,Mid Funnel,Hugh Bargeron,5/4/2026,5/1/2026,"$6,000",Yes,15,2026-05-06,12,,3,,,,
001Hr000028ZdcP,"City Of Valdosta, GA",Georgia,Municipality,Hugh Bargeron,55567,,Tier S,2.0,30.8329,-83.2772,88e12bab-e759-4f7d-8476-291d93bda9dc,,,,,,,,,12,2026-05-06,12,,,,,,
001Hr000028Zdcs,"City Of Albany, GA",Georgia,Municipality,Hugh Bargeron,69048,,Tier S,2.0,31.5785,-84.1514,6473757f-9143-4ec4-8a9c-6402851b6674,,,,,,,,,17,2026-05-14,17,,,,,,
001Hr000028ZddC,"Lee County, GA",Georgia,County,Hugh Bargeron,34073,,Tier 1,1.5,31.8128,-84.1435,2254eae1-2a2b-4ddd-bfb7-251e6de4cc99,,,,,,,,,37,2026-04-10,1,36,,,,,
001Hr000028ZddD,"Fayette County, GA",Georgia,County,Hugh Bargeron,125107,,Tier S,2.0,33.4502,-84.4803,2e6e7008-b573-4562-a5d6-1748a5879966,,,,,,,,,14,2026-04-21,7,7,,,,,
001Hr000028ZdeE,"Marietta, GA",Georgia,Municipality,Hugh Bargeron,63122,Open Opportunity,Tier S,2.0,33.9533,-84.5499,d8ff3faf-c8d4-435b-829d-ed94ab5ecbd8,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,1,2025-07-16,,1,,,,,
001Hr000028Zdee,"City Of Johns Creek, GA",Georgia,Municipality,Hugh Bargeron,82065,,Tier S,2.0,34.0289,-84.1986,b09ba118-d441-4dec-8248-ebfe2a9c8cb7,,,,,,,,,2,2026-03-19,2,,,,,,
001Hr000028Zdel,"Hall County, GA",Georgia,County,Hugh Bargeron,221745,,Tier S,2.0,34.3078,-83.8049,b95f0dfd-626b-4eec-bbc3-efa0c4a305e4,,,,,,,,,2,2025-10-02,,2,,,,,
001Hr000028Zdey,"City Of Smyrna, GA",Georgia,Municipality,Hugh Bargeron,55685,Open Opportunity,Tier S,2.0,33.884,-84.5144,df3e8821-1a10-45a5-b811-b41e0d3a23d4,Open,Demo,Mid Funnel,Hugh Bargeron,3/26/2026,3/23/2026,,Yes,3,2026-03-23,3,,,,,,
001Hr000028Zdez,"Newton County, GA",Georgia,County,Hugh Bargeron,124010,,Tier S,2.0,33.5544,-83.8473,7b579a59-8c16-4199-adc4-8d12ab14fd5d,,,,,,,,,14,2026-04-13,4,10,,,,,
001Hr000028ZdfM,"City Of Brookhaven, GA",Georgia,Municipality,Hugh Bargeron,55366,Open Opportunity,Tier S,2.0,33.865,-84.3371,586a52ba-2e54-4918-b334-f83708dfa943,Open,Meeting Booked,Top of Funnel,Jason Ginsberg,3/26/2026,3/24/2026,,,2,2026-03-19,2,,,,,,
001Hr000028ZdfO,"Coweta County, GA",Georgia,County,Hugh Bargeron,158223,,Tier S,2.0,33.3717,-84.7316,b39131ea-75e6-471d-979b-b1faeb9b8292,,,,,,,,,15,2026-03-20,2,13,,,,,
001Hr000028Zdfc,"City Of Roswell, GA",Georgia,Municipality,Hugh Bargeron,92530,Recent Competitor Purchase,Tier S,2.0,34.0232,-84.3616,6e4e9016-c67a-405b-bc56-353a40f24866,,,,,,,,,16,2026-05-12,14,2,,,,,
001Hr000028ZdhZ,"White County, GA",Georgia,County,Hugh Bargeron,29668,,Tier 1,1.5,34.6568,-83.7199,06eadbe2-2c15-4bcc-88ee-af4f98f8101e,,,,,,,,,11,2026-04-29,9,2,,,,,
001Hr000028Zdhx,"Effingham County, GA",Georgia,County,Hugh Bargeron,73148,,Tier S,2.0,32.3781,-81.3839,30d51ca3-ac09-4fe1-b86f-6f958eba56b6,,,,,,,,,14,2026-04-14,11,3,,,,,
001Hr000028Zdig,"Rockdale County, GA",Georgia,County,Hugh Bargeron,95987,Nurture,Tier S,2.0,33.6752,-84.0379,64fd4a10-1bb8-494d-b2b7-22c87cafba80,Closed Lost,,,Quinzel Perry,9/5/2025,8/15/2025,,,16,2026-04-17,5,11,,,,,
001Hr000028ZdjC,"Habersham County, GA",Georgia,County,Hugh Bargeron,49665,,Tier 1,1.5,34.6479,-83.5497,4712ac8f-126c-408b-bb9a-a6e5046a3620,,,,,,,,,13,2026-04-22,6,7,,,,,
001Hr000028ZdjU,"County Of Catoosa, GA",Georgia,County,Hugh Bargeron,68397,Open Opportunity,Tier S,2.0,34.8982,-85.1479,6828d8cf-18d7-4cb0-b65a-e011c52a875d,Open,Initial Interest,Top of Funnel,Quinzel Perry,,5/1/2025,,,7,2026-04-29,6,1,,,,,
001Hr000028Zdja,"Camden County, GA",Georgia,County,Hugh Bargeron,58118,1+ Module Live,Tier S,2.0,30.8983,-81.6035,d2bd076f-5be7-49e5-a60c-28fd5a605863,Closed Won,,,Shane Lieberman,10/21/2024,1/5/2025,"$27,000",,,,,,,,,,
001Hr000028Zdkm,"Tift County, GA",Georgia,County,Hugh Bargeron,41708,,Tier 1,1.5,31.4206,-83.5497,6eaafc5c-77dd-41a7-978e-e3191fe67e41,,,,,,,,,2,2026-03-27,1,1,,,,,
001Hr000028Zdnh,"Carroll County, GA",Georgia,County,Hugh Bargeron,129911,,Tier S,2.0,33.5642,-85.0649,ba482e49-1e74-471b-8d67-c55b87e704f2,,,,,,,,,4,2026-04-13,4,,,,,,
001Hr000028Zdnl,"Walker County, GA",Georgia,County,Hugh Bargeron,69340,,Tier S,2.0,34.6858,-85.355,178bf7fe-94ba-42ed-8035-3ce99c567a04,,,,,,,,,2,2026-04-15,1,1,,,,,
001Hr000028ZdoE,"Harris County, GA",Georgia,County,Hugh Bargeron,36929,,Tier 1,1.5,32.7033,-84.8568,f83b5a21-c3fd-4aee-9f2e-47001d5ec0d2,,,,,,,,,12,2026-04-09,1,11,,,,,
001Hr000028ZdoZ,"Clarke County, GA",Georgia,County,Hugh Bargeron,129995,,Tier S,2.0,33.9519,-83.3576,e3e51765-d51c-46a0-a492-8c91ad185970,,,,,,,,,15,2026-05-18,10,5,,,,,
001Hr000028Zdoj,"Lowndes County, GA",Georgia,County,Hugh Bargeron,122082,Nurture,Tier S,2.0,30.86,-83.2934,5c7f5b91-16e0-44ad-a862-98576fd736dd,Closed Lost,,,Granger West,,5/12/2025,,,15,2026-04-16,6,9,,,,,
001Hr000028Zdp2,"Barrow County, GA",Georgia,County,Hugh Bargeron,96294,,Tier S,2.0,34.0143,-83.6987,47fc8bac-102e-4200-82d5-38a8d2547963,,,,,,,,,12,2026-05-19,11,1,,,,,
001Hr000028ZdpI,"Bartow County, GA",Georgia,County,Hugh Bargeron,117508,,Tier S,2.0,34.266,-84.8151,c551848d-3714-467b-8f91-30b88762b5ca,,,,,,,,,11,2026-03-30,7,4,,,,,
001Hr000028Zdpv,"Muscogee County, GA",Georgia,County,Hugh Bargeron,201830,,Tier S,2.0,32.4794,-84.8985,,,,,,,,,,11,2025-11-03,,11,,,,,
001Hr000028ZdqK,"Douglas County, GA",Georgia,County,Hugh Bargeron,149160,,Tier S,2.0,33.729,-84.7316,3031ce79-c319-45a7-95ee-b6e36a020b4f,,,,,,,,,42,2026-05-06,17,25,,,,,
001Hr000028Zdqe,"Bibb County, GA",Georgia,County,Hugh Bargeron,157056,,Tier S,2.0,32.7866,-83.7199,6105545c-ed1b-40b1-bebd-84bdb87e2527,,,,,,,,,5,2025-11-03,,5,,,,,
001Hr000028Zdra,"Madison, GA",Georgia,Municipality,Hugh Bargeron,5136,,Tier 3,0.75,34.099,-83.2078,ab6c53e1-ef51-404b-aa36-d9152399f0a7,,,,,,,,,1,2025-10-02,,1,,,,,
001Hr000028ZjDr,"Forsyth County, GA",Georgia,County,Hugh Bargeron,272887,Nurture,Tier S,2.0,34.2358,-84.1435,b9977bd4-6fce-46d5-9b1f-770f7dd5e532,Closed Lost,,,Liam Shaw,5/15/2024,1/5/2025,,,3,2026-04-13,1,2,,,,,
001Hr000028aCFJ,"City Of Adairsville, GA",Georgia,Municipality,Hugh Bargeron,4979,Cold,Tier 3,0.75,34.3687,-84.9341,25caae6a-1bb2-470c-a85b-6d0bd1cee439,,,,,,,,,2,2026-04-10,1,1,,,,,
001cv000006fVFj,"City Of Berkeley Lake, GA",Georgia,Municipality,Hugh Bargeron,2051,,Tier 3,0.75,33.9857,-84.1893,ca579deb-f8e3-45ba-99b2-7706bdb880ca,,,,,,,,,5,2026-05-19,5,,,,,,
001cv000007yGyr,"City Of Hogansville, GA",Georgia,Municipality,Hugh Bargeron,3209,Open Opportunity,Tier 3,0.75,33.173,-84.9148,3884f798-e49c-4056-bb47-633bc4160b87,Open,Initial Interest,Top of Funnel,Joe del Rosario,3/14/2025,3/10/2025,,,4,2026-04-14,2,,,2,,,
001cv000008gqtk,"City Of Tybee Island, GA",Georgia,Municipality,Hugh Bargeron,3091,Nurture,Tier 3,0.75,32.0002,-80.8457,c4758f45-fa1d-4094-b7ec-962cf3cab92a,Closed Lost,,,Quinzel Perry,4/4/2025,3/28/2025,,,,,,,,,,,
001cv000008hUg0,"City Of Bloomingdale, GA",Georgia,Municipality,Hugh Bargeron,2860,Open Opportunity,Tier 3,0.75,32.1324,-81.299,fa0c26a5-94b8-49d5-aeee-d6a4465fb25c,,,,,,,,,,,,,,,,,
001cv00000AoaAj,"City of Darian, GA",Georgia,Municipality,Hugh Bargeron,1678,Open Opportunity,Tier 3,0.75,31.3702,-81.434,a1d12883-efc6-46fe-a1b2-c3da25757bb9,Open,Initial Interest,Top of Funnel,Granger West,,5/12/2025,,,10,2026-05-12,10,,,,,,
001cv00000Aopfv,"City of Savannah, GA",Georgia,Municipality,Hugh Bargeron,147748,Nurture,Tier S,2.0,32.0809,-81.0912,7d9d2f71-3a10-4c4a-83df-c822d9e14c3e,,,,,,,,,3,2026-03-31,3,,,,,,
001cv00000AozSR,"Lamar County, GA",Georgia,County,Hugh Bargeron,20401,Open Opportunity,Tier 2,1.0,33.0766,-84.1435,6c71ad2b-0cba-450a-af4f-6d718c6bd2b5,Open,Initial Interest,Top of Funnel,Granger West,,5/12/2025,,,6,2026-05-14,6,,,,,,
001cv00000AuVkq,"County Of Troup, GA",Georgia,County,Hugh Bargeron,69720,,Tier S,2.0,33.0699,-85.0233,86257714-79e2-489d-a31a-3ff0268151e0,,,,,,,,,4,2026-04-09,1,3,,,,,
001cv00000AuWPF,"Town Of Sparks, GA",Georgia,Municipality,Hugh Bargeron,2030,,Tier 3,0.75,31.167,-83.4374,df597ae0-1203-4f91-b5a3-c57ed6edadb2,,,,,,,,,1,2025-08-07,,1,,,,,
001cv00000AuWPg,"City Of Clayton, GA",Georgia,Municipality,Hugh Bargeron,2035,,Tier 3,0.75,34.8781,-83.401,4c3255ab-7734-44f8-9314-70fbfeddd066,,,,,,,,,,,,,,,,,
001cv00000AuWcr,"City Of Lavonia, GA",Georgia,Municipality,Hugh Bargeron,2157,,Tier 3,0.75,34.4359,-83.1068,e5615aad-5322-462a-a3ae-b453ef3608fc,,,,,,,,,,,,,,,,,
001cv00000AuWdW,"City Of Bowdon, GA",Georgia,Municipality,Hugh Bargeron,2168,,Tier 3,0.75,33.5379,-85.2533,fcb6cf3b-87ba-4c83-9cbf-eed6ea29c587,,,,,,,,,,,,,,,,,
001cv00000AuWpJ,"City Of Varnell, GA",Georgia,Municipality,Hugh Bargeron,2179,,Tier 3,0.75,34.9012,-84.9738,fd9d7ca6-214c-4dd4-835f-9f83135a4e7c,,,,,,,,,,,,,,,,,
001cv00000AuWpL,"City Of Wrens, GA",Georgia,Municipality,Hugh Bargeron,2180,,Tier 3,0.75,33.2076,-82.3918,c628dd3a-b202-4bb4-a15b-2ce29a9e4adb,,,,,,,,,,,,,,,,,
001cv00000AuWpz,"City Of Midway, GA",Georgia,Municipality,Hugh Bargeron,2190,,Tier 3,0.75,31.8054,-81.4307,437dbc88-5376-40bf-a9fb-b8dd24c5f47a,,,,,,,,,2,2026-05-11,2,,,,,,
001cv00000AuWqY,"City Of Trenton, GA",Georgia,Municipality,Hugh Bargeron,2201,,Tier 3,0.75,34.872,-85.5091,81b7b4f4-5684-4833-9491-6e21f214d17b,,,,,,,,,,,,,,,,,
001cv00000AuWvM,"Unified Government Of Georgetown And Quitman County, GA",Georgia,Municipality,Hugh Bargeron,2243,,Tier 3,0.75,31.8486,-84.9818,6df0ef4c-c4e4-4232-bf18-cf89368cfe11,,,,,,,,,,,,,,,,,
001cv00000AuX6n,"City Of Oxford, GA",Georgia,Municipality,Hugh Bargeron,2275,,Tier 3,0.75,33.619,-83.8674,d6e59d91-0d8e-4216-95e5-f2026e5365f0,,,,,,,,,3,2026-05-13,3,,,,,,
001cv00000AuX8o,"City Of Homerville, GA",Georgia,Municipality,Hugh Bargeron,2317,,Tier 3,0.75,31.0366,-82.7471,a02a07a7-9e45-481d-90b7-5b4d31c1074f,,,,,,,,,,,,,,,,,
001cv00000AuXAZ,"City Of Louisville, GA",Georgia,Municipality,Hugh Bargeron,2361,,Tier 3,0.75,33.0015,-82.4112,c91ed7b6-fa31-4b10-8760-f82c32df049e,,,,,,,,,,,,,,,,,
001cv00000AuXAp,"Unified Government Of Webster County, GA",Georgia,Municipality,Hugh Bargeron,2367,,Tier 3,0.75,32.013,-84.5641,066c8f8c-f022-49f0-97d4-5d16d2207996,,,,,,,,,,,,,,,,,
001cv00000AuXO2,"City Of East Dublin, GA",Georgia,Municipality,Hugh Bargeron,2479,,Tier 3,0.75,32.5482,-82.8718,02dfd6c2-cda9-4d1f-b6cb-188aaa9548c0,,,,,,,,,,,,,,,,,
001cv00000AuXTe,"Town Of Thunderbolt, GA",Georgia,Municipality,Hugh Bargeron,2533,,Tier 3,0.75,32.0335,-81.0498,3976ccfa-ee2c-4138-9c99-c671e429aa09,,,,,,,,,5,2026-04-10,5,,,,,,
001cv00000AuXUP,"City Of Guyton, GA",Georgia,Municipality,Hugh Bargeron,2557,,Tier 3,0.75,32.3422,-81.3922,42887741-bc9c-47a7-bd6e-f40f50ec4033,,,,,,,,,2,2026-05-06,2,,,,,,
001cv00000AuXVL,"City Of Claxton, GA",Georgia,Municipality,Hugh Bargeron,2580,,Tier 3,0.75,32.1613,-81.904,a775fe36-5c01-44bf-928c-ef30a34d8801,,,,,,,,,,,,,,,,,
001cv00000AuXY7,"City Of Ball Ground, GA",Georgia,Municipality,Hugh Bargeron,2687,Open Opportunity,Tier 3,0.75,34.3373,-84.378,964310c2-f7db-424a-84b6-a99641306145,Open,Sales Qualified,Mid Funnel,Hugh Bargeron,4/28/2026,4/20/2026,,,6,2026-04-20,6,,,,,,
001cv00000AuXgu,"City Of Lakeland, GA",Georgia,Municipality,Hugh Bargeron,2762,,Tier 3,0.75,31.041,-83.0751,addcdfd2-624d-41ad-948b-ce04aece1057,,,,,,,,,,,,,,,,,
001cv00000AuXjC,"County Of Baker, GA",Georgia,County,Hugh Bargeron,2819,,Tier 3,0.75,31.2816,-84.4803,af662e86-df4e-4fd0-a791-6fbd8b747ff9,,,,,,,,,,,,,,,,,
001cv00000AuXjN,"City Of Donalsonville, GA",Georgia,Municipality,Hugh Bargeron,2822,,Tier 3,0.75,31.0405,-84.8791,06b9a7ea-66c6-447e-b8e9-483c53d6ea01,,,,,,,,,,,,,,,,,
001cv00000AuXk0,"City Of Soperton, GA",Georgia,Municipality,Hugh Bargeron,2843,,Tier 3,0.75,32.3771,-82.5924,3ec3a761-7507-4fad-b1a4-14664ab33efb,,,,,,,,,,,,,,,,,
001cv00000AuXkH,"City Of Unadilla, GA",Georgia,Municipality,Hugh Bargeron,2847,,Tier 3,0.75,32.2617,-83.7366,6f6705bf-bc79-4cb2-ae54-e99312beb818,,,,,,,,,,,,,,,,,
001cv00000AuXka,"City Of Statham, GA",Georgia,Municipality,Hugh Bargeron,2857,,Tier 3,0.75,33.9651,-83.5966,d33c9e3e-c516-4274-80d3-328d2b40855c,,,,,,,,,,,,,,,,,
001cv00000AuXlg,"County Of Clay, GA",Georgia,County,Hugh Bargeron,2882,,Tier 3,0.75,31.6448,-85.0026,86e6f409-8ff9-422b-896a-c1527fafabd5,,,,,,,,,,,,,,,,,
001cv00000AuXm0,"City Of Lula, GA",Georgia,Municipality,Hugh Bargeron,2895,,Tier 3,0.75,34.3876,-83.6663,156987fa-3c9f-41ab-8d4c-4732379266fd,,,,,,,,,,,,,,,,,
001cv00000AuXmd,"City Of Vienna, GA",Georgia,Municipality,Hugh Bargeron,2912,,Tier 3,0.75,32.0916,-83.7955,ec4bbc13-a590-4834-a811-039ab9ab5928,,,,,,,,,,,,,,,,,
001cv00000AuXmo,"County Of Glascock, GA",Georgia,County,Hugh Bargeron,2919,,Tier 3,0.75,33.2423,-82.6267,da071548-a957-4f75-9630-532624bf985f,,,,,,,,,,,,,,,,,
001cv00000AuXn3,"City Of Millen, GA",Georgia,Municipality,Hugh Bargeron,2934,,Tier 3,0.75,32.8041,-81.9493,b4340f33-9d16-44c7-89a1-a978a9f85de6,,,,,,,,,,,,,,,,,
001cv00000AuXn8,"City Of Watkinsville, GA",Georgia,Municipality,Hugh Bargeron,2937,,Tier 3,0.75,33.8629,-83.4088,a6e67ad5-6c29-4e41-bf7f-119934c8afed,,,,,,,,,,,,,,,,,
001cv00000AuXzG,"City Of Chickamauga, GA",Georgia,Municipality,Hugh Bargeron,3070,,Tier 3,0.75,34.8712,-85.2908,43992c56-4a8c-46c6-b509-1d899a1ed078,,,,,,,,,,,,,,,,,
001cv00000AuXzH,"City Of Lake City, GA",Georgia,Municipality,Hugh Bargeron,3071,,Tier 3,0.75,33.6065,-84.3352,ec4eec4e-d532-443a-9969-2533db7093d1,,,,,,,,,,,,,,,,,
