Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Alicia Gopal,Calls - Ben Laddis,Calls - Quinzel Perry,Calls - Joe del Rosario,Calls - Ryan Minter,Calls - Jenny Allison,Calls - Sydney Ireland,Calls - Emily Murnane
001Hr000028Zcb0,"Village Of Tuckahoe, NY",New York,Municipality,Mihir Shah,6974,,Tier 3,0.75,40.9504,-73.8274,4064f117-e214-430c-b8f4-2796fe31ec37,,,,,,,,,8,2025-07-03,,,,8,,,,
001Hr000028ZcbM,"Village Of Chestnut Ridge, NY",New York,Municipality,Mihir Shah,10481,,Tier 2,1.0,41.0843,-74.0557,5fcd585d-cae7-4d73-a41b-0c4a57fb5385,,,,,,,,,8,2026-02-25,,8,,,,,,
001Hr000028Zcbl,"Town Of Busti, NY",New York,Municipality,Alicia Gopal,7469,,Tier 3,0.75,42.0381,-79.2834,70e9f678-f6b6-4815-85ed-eb6e4bf4e147,,,,,,,,,,,,,,,,,,
001Hr000028Zcbz,"Village Of Northport, NY",New York,Municipality,Alicia Gopal,7344,Nurture,Tier 3,0.75,40.9009,-73.3432,f7b8668c-599e-4097-b0e3-247fad0b7194,Closed Lost,,,Alicia Gopal,5/19/2026,5/11/2026,,,17,2026-05-19,16,,,,,1,,
001Hr000028ZccX,"Village Of Hilton, NY",New York,Municipality,Mihir Shah,5985,Nurture,Tier 3,0.75,43.2881,-77.7933,1299dfa8-d9ad-4d52-a8dc-f1293a8ff4de,Closed Lost,,,Alicia Gopal,12/16/2025,12/11/2025,,,4,2025-12-16,3,,,,,1,,
001Hr000028ZccY,"Village Of East Rochester, NY",New York,Municipality,Mihir Shah,6269,Nurture,Tier 3,0.75,43.1087,-77.4875,b828ce7f-8d6f-4183-807c-c33f941993b2,Closed Lost,,,Alicia Gopal,3/12/2026,3/9/2026,,,1,2026-03-12,,,,,,1,,
001Hr000028Zcdf,"City Of Mechanicville, NY",New York,Municipality,Ben Laddis,5168,,Tier 3,0.75,42.9029,-73.6873,ccf5c246-4474-4f8d-b7d8-45defe1c35a3,,,,,,,,,1,2026-04-30,1,,,,,,,
001Hr000028Zcds,"Town Of Bath, NY",New York,Municipality,Mihir Shah,11334,,Tier 2,1.0,42.337,-77.3178,be8598ff-6eae-446b-88d8-aafe07f020cf,,,,,,,,,4,2026-03-20,,2,2,,,,,
001Hr000028Zce4,"Town Of Windsor, NY",New York,Municipality,Alicia Gopal,5751,,Tier 3,0.75,42.0782,-75.6674,289caf44-0362-44a9-acfa-6b85a79afc09,,,,,,,,,,,,,,,,,,
001Hr000028Zce7,"Village Of Depew, NY",New York,Municipality,Ben Laddis,15060,Open Opportunity,Tier 2,1.0,42.9039,-78.6923,3a0149d7-b6f6-475a-8020-54e85d88297a,Open,Sales Qualified,Mid Funnel,Ben Laddis,5/19/2026,6/3/2025,,,25,2026-05-15,,22,3,,,,,
001Hr000028ZceD,"Village Of Sea Cliff, NY",New York,Municipality,Mihir Shah,5047,Nurture,Tier 3,0.75,40.849,-73.6449,067b7b84-88ba-44c2-97c4-39ce676a10aa,Closed Lost,,,Joe del Rosario,2/7/2025,1/31/2025,"$15,000",,,,,,,,,,,
001Hr000028ZceR,"Town Of Northumberland, NY",New York,Municipality,Ben Laddis,5246,,Tier 3,0.75,43.1583,-73.6301,963a9056-3ca7-4c11-a209-f30a5cfa0685,,,,,,,,,,,,,,,,,,
001Hr000028Zcer,"Town Of Maine, NY",New York,Municipality,Alicia Gopal,5125,,Tier 3,0.75,42.1926,-76.061,fb6daff8-f502-45fd-bffd-982be7b98fe6,,,,,,,,,1,2025-07-01,,,,1,,,,
001Hr000028Zcev,"City Of Batavia, NY",New York,Municipality,Ben Laddis,15482,,Tier 2,1.0,42.9981,-78.1875,dce2adcc-32d3-4a7f-9d4a-a6700bcc888f,,,,,,,,,,,,,,,,,,
001Hr000028Zcey,"Village Of Kaser, NY",New York,Municipality,Ben Laddis,5582,,Tier 3,0.75,41.1212,-74.0671,a131b83c-3615-47b3-a364-393d71015e60,,,,,,,,,,,,,,,,,,
001Hr000028ZcfB,"Town Of Walton, NY",New York,Municipality,Mihir Shah,5236,,Tier 3,0.75,42.168,-75.1297,3e6c1656-ddb4-460e-8fc3-4231962f447e,,,,,,,,,,,,,,,,,,
001Hr000028ZcfH,"Village Of Bath, NY",New York,Municipality,Mihir Shah,5542,,Tier 3,0.75,42.3327,-77.3095,86e684ad-5310-4e45-8458-0da1e4af5415,,,,,,,,,2,2026-02-11,2,,,,,,,
001Hr000028Zcfa,"Village Of Fairport, NY",New York,Municipality,Alicia Gopal,5423,Open Opportunity,Tier 3,0.75,43.0987,-77.4419,db1493cf-ba53-49f7-b6a3-81e4f0532297,Open,Initial Interest,Top of Funnel,Alicia Gopal,,3/25/2026,,,6,2026-03-25,6,,,,,,,
001Hr000028Zcfo,"Village Of Monroe, NY",New York,Municipality,Ben Laddis,9548,Open Opportunity,Tier 3,0.75,41.3306,-74.1868,1371f0fc-b001-4686-9b0e-9a66d08e679c,,,,,,,,,3,2026-05-15,,2,,1,,,,
001Hr000028Zcg0,"Village Of Ballston Spa, NY",New York,Municipality,Alicia Gopal,5095,,Tier 3,0.75,43.0009,-73.849,30c93bbd-5836-48d6-bec0-dc0cd4bd1551,,,,,,,,,6,2025-06-23,,,,6,,,,
001Hr000028Zcg6,"Village Of Geneseo, NY",New York,Municipality,Alicia Gopal,8129,Nurture,Tier 3,0.75,42.808,-77.7681,dfd824bb-a239-476b-a762-fed9722aa8bb,,,,,,,,,14,2026-02-07,3,,,11,,,,
001Hr000028ZcgL,"Village Of Woodbury, NY",New York,Municipality,Mihir Shah,11645,,Tier 2,1.0,41.3645,-74.106,b6617e06-229b-4592-a31e-c74ceb6a0308,,,,,,,,,7,2026-03-20,7,,,,,,,
001Hr000028ZcgP,"Village Of Medina, NY",New York,Municipality,Ben Laddis,5996,,Tier 3,0.75,43.2201,-78.387,f2f75bd6-3995-473b-abba-9e4658993152,,,,,,,,,,,,,,,,,,
001Hr000028Zcgf,"Town Of Wellsville, NY",New York,Municipality,Alicia Gopal,7031,,Tier 3,0.75,42.1218,-77.9479,c2c9ba3b-de66-40ca-be4a-0c05b7350e46,,,,,,,,,,,,,,,,,,
001Hr000028Zcgs,"Town Of Alfred, NY",New York,Municipality,Mihir Shah,4880,,Tier 3,0.75,42.2542,-77.7906,ba1b97b5-dbb2-4c66-b634-a3827b4584d9,,,,,,,,,,,,,,,,,,
001Hr000028Zchn,"City Of Ogdensburg, NY",New York,Municipality,Ben Laddis,10064,Open Opportunity,Tier 2,1.0,44.6942,-75.4863,9fe89086-166e-41ae-aba1-99d4f38ebcd7,Open,Meeting Booked,Top of Funnel,Ben Laddis,3/12/2026,3/2/2026,,Yes,35,2026-04-02,1,34,,,,,,
001Hr000028ZciF,"Village Of North Hills, NY",New York,Municipality,Ben Laddis,5424,,Tier 3,0.75,40.7748,-73.6711,43a91a92-522e-4f64-9d9a-4b6248fa14d0,,,,,,,,,,,,,,,,,,
001Hr000028ZciG,"Village Of Hamburg, NY",New York,Municipality,Mihir Shah,9767,,Tier 3,0.75,42.728,-78.8609,da1497b2-52c1-4229-a29f-d4819f0c3aa3,,,,,,,,,10,2025-07-14,,,,10,,,,
001Hr000028ZciJ,"Town Of Fort Edward, NY",New York,Municipality,Alicia Gopal,5961,,Tier 3,0.75,43.267,-73.5846,3f837d2d-035f-4092-951e-af8485dea146,,,,,,,,,,,,,,,,,,
001Hr000028Zcir,"Village Of Fredonia, NY",New York,Municipality,Ben Laddis,9809,,Tier 3,0.75,42.4401,-79.3317,96121e83-ea2c-45fc-aeae-25df209cdb93,,,,,,,,,1,2026-02-05,,1,,,,,,
001Hr000028Zcjj,"Village Of Malverne, NY",New York,Municipality,Alicia Gopal,8521,Open Opportunity,Tier 3,0.75,40.679,-73.674,eaa1f5f8-6ab8-4dc3-82f4-195af34edf3b,Open,Initial Interest,Top of Funnel,Alicia Gopal,,3/22/2026,,,8,2026-04-09,8,,,,,,,
001Hr000028ZckH,"Village Of East Hills, NY",New York,Municipality,Alicia Gopal,7267,,Tier 3,0.75,40.7937,-73.6271,9e78a123-33dd-4c87-8811-d47dfab4a492,,,,,,,,,2,2026-03-18,2,,,,,,,
001Hr000028ZckI,"Village Of Garden City, NY",New York,Municipality,Mihir Shah,23029,,Tier 2,1.0,40.7268,-73.6343,d9d1ba26-1205-447b-bae9-c37ed3552ec6,,,,,,,,,2,2026-03-18,,1,1,,,,,
001Hr000028Zckc,"Town Of Southport, NY",New York,Municipality,Ben Laddis,9515,,Tier 3,0.75,42.0554,-76.8197,22a66d79-8a74-4389-89a2-bbf53e7cc2be,,,,,,,,,3,2026-04-01,,3,,,,,,
001Hr000028Zcl6,"Village Of Brockport, NY",New York,Municipality,Mihir Shah,6961,Nurture,Tier 3,0.75,43.2137,-77.9392,a6666d02-7bcb-4cd3-8e1d-abc1b40062cd,Closed Lost,,,Joe del Rosario,1/30/2025,1/27/2025,,,,,,,,,,,,
001Hr000028Zcln,"Village Of Walden, NY",New York,Municipality,Alicia Gopal,6829,,Tier 3,0.75,41.5612,-74.1885,710e89a5-8966-4e8c-bc1d-ccc22a29bb52,,,,,,,,,,,,,,,,,,
001Hr000028Zcm6,"Village Of Westbury, NY",New York,Municipality,Mihir Shah,15809,,Tier 2,1.0,40.7557,-73.5876,c2c6ebef-9542-43ba-9b64-096a35c25488,,,,,,,,,,,,,,,,,,
001Hr000028ZcmH,"Village Of Manorhaven, NY",New York,Municipality,Alicia Gopal,6934,Open Opportunity,Tier 3,0.75,40.8432,-73.7149,f44d8db7-403e-49b7-baf3-ad1a38483f59,Open,Initial Interest,Top of Funnel,Alicia Gopal,3/19/2026,3/18/2026,,,9,2026-04-15,9,,,,,,,
001Hr000028ZcmY,"Town Of Milo, NY",New York,Municipality,Mihir Shah,6812,,Tier 3,0.75,42.6107,-77.0334,648202d5-116d-4c01-b81c-c8bd4ee9c45d,,,,,,,,,,,,,,,,,,
001Hr000028ZcmZ,"Village Of Avon, NY",New York,Municipality,Mihir Shah,3337,,Tier 3,0.75,42.912,-77.7456,b38b15d1-ff63-4887-b0d7-cb4768526f66,,,,,,,,,,,,,,,,,,
001Hr000028Zcmc,"Town Of Greece, NY",New York,Municipality,Alicia Gopal,96231,Nurture,Tier S,2.0,43.2098,-77.6931,f1b9aa79-0408-4893-b0c5-be1c03a99b44,Closed Lost,,,Granger West,10/9/2024,1/5/2025,,,2,2025-12-09,2,,,,,,,
001Hr000028Zcmk,"Town Of Chenango, NY",New York,Municipality,Ben Laddis,10876,Open Opportunity,Tier 2,1.0,42.2015,-75.8766,19ec6d1c-9baf-4091-8a6c-c13c58238c89,Open,Initial Interest,Top of Funnel,Quinzel Perry,3/19/2025,3/18/2025,,Yes,16,2026-05-19,2,14,,,,,,
001Hr000028Zcnt,"Town Of Coeymans, NY",New York,Municipality,Mihir Shah,7197,,Tier 3,0.75,42.4685,-73.8162,baac1505-9278-4d6e-9b64-41f82699a3f4,,,,,,,,,,,,,,,,,,
001Hr000028Zcnu,"Village Of Lynbrook, NY",New York,Municipality,Mihir Shah,20299,,Tier 2,1.0,40.6548,-73.6718,ff84cfdf-ecad-4611-aba0-27edd1fe9ed4,,,,,,,,,1,2026-03-16,1,,,,,,,
001Hr000028Zco8,"Village Of Great Neck Plaza, NY",New York,Municipality,Mihir Shah,7522,,Tier 3,0.75,40.7868,-73.7265,695e3f07-aa5e-418b-8e23-51b9a8d40b21,,,,,,,,,1,2026-03-17,1,,,,,,,
001Hr000028ZcoI,"Town Of Allegany, NY",New York,Municipality,Alicia Gopal,7324,,Tier 3,0.75,42.0901,-78.4944,f49b01c0-83ae-4ca4-b6e7-96a11a3617d4,,,,,,,,,,,,,,,,,,
001Hr000028ZcoN,"Village Of Pleasantville, NY",New York,Municipality,Ben Laddis,7411,,Tier 3,0.75,41.1333,-73.7924,2c426605-0538-4234-849c-aa971fc350ba,,,,,,,,,,,,,,,,,,
001Hr000028ZcoZ,"Town Of Lagrange, NY",New York,Municipality,Ben Laddis,16263,,Tier 2,1.0,41.6496,-73.7634,69cc9ed9-c1b5-4c8a-bca3-5d3199c688ff,,,,,,,,,14,2026-03-05,8,,6,,,,,
001Hr000028Zcow,"Village Of Williston Park, NY",New York,Municipality,Mihir Shah,7552,,Tier 3,0.75,40.7565,-73.6449,cd18edd5-dee5-492e-8d46-ee14a0882833,,,,,,,,,6,2026-04-07,6,,,,,,,
001Hr000028Zcpb,"Town Of Kinderhook, NY",New York,Municipality,Alicia Gopal,8362,,Tier 3,0.75,42.3954,-73.6979,99fca895-6f8e-42e4-a0fa-ef1cd6118fe1,,,,,,,,,,,,,,,,,,
001Hr000028Zcpd,"Town Of Barton, NY",New York,Municipality,Alicia Gopal,8467,Nurture,Tier 3,0.75,42.0429,-76.4486,244429ed-c6ac-4a5b-b4db-0887cfdafa0b,Closed Lost,,,Joe del Rosario,2/27/2025,2/19/2025,,,6,2025-11-10,6,,,,,,,
001Hr000028Zcpe,"Town Of Lloyd, NY",New York,Municipality,Ben Laddis,11266,,Tier 2,1.0,41.7362,-74.0054,9932b0e9-e69d-443f-b926-e8f148ee2142,,,,,,,,,,,,,,,,,,
001Hr000028Zcpk,"Village Of Ilion, NY",New York,Municipality,Alicia Gopal,7650,Open Opportunity,Tier 3,0.75,43.0151,-75.0354,1ead9cd3-ee6b-4af9-a029-76f9213e57e9,Open,Initial Interest,Top of Funnel,Alicia Gopal,,1/12/2026,,,7,2026-01-28,7,,,,,,,
001Hr000028Zcq5,"Village Of Lancaster, NY",New York,Municipality,Alicia Gopal,9977,Recent Competitor Purchase,Tier 3,0.75,42.9006,-78.6703,e5d1ac64-299c-4c67-bfc8-97b6edb3d86b,,,,,,,,,,,,,,,,,,
001Hr000028ZcqV,"Town Of Newstead, NY",New York,Municipality,Alicia Gopal,8669,Open Opportunity,Tier 3,0.75,43.0213,-78.5207,2098cd4b-3fae-4e48-b9a7-38ca8bf4b5d7,Open,Initial Interest,Top of Funnel,Alicia Gopal,,3/12/2026,,,13,2026-05-18,13,,,,,,,
001Hr000028Zcqi,"Town Of Pawling, NY",New York,Municipality,Alicia Gopal,7989,,Tier 3,0.75,41.5797,-73.583,32f3cd43-5847-4d80-92a4-812a058b4da4,,,,,,,,,,,,,,,,,,
001Hr000028ZcrC,"City Of Johnstown, NY",New York,Municipality,Ben Laddis,8157,,Tier 3,0.75,43.0067,-74.3676,d40dfc12-e498-4252-9fe1-aadd8541db35,,,,,,,,,1,2026-03-18,,1,,,,,,
001Hr000028ZcrD,"Village Of Sleepy Hollow, NY",New York,Municipality,Mihir Shah,10955,,Tier 2,1.0,41.0857,-73.8585,f181c0c0-2444-4be7-9ff3-f032c6c07e48,,,,,,,,,17,2026-03-19,,17,,,,,,
001Hr000028ZcrE,"Village Of Suffern, NY",New York,Municipality,Ben Laddis,11402,,Tier 2,1.0,41.1148,-74.1496,9325d570-65f8-4bd7-bfaf-c66f5fae7ebc,,,,,,,,,9,2026-03-25,,7,2,,,,,
001Hr000028ZcrL,"City Of Canandaigua, NY",New York,Municipality,Ben Laddis,10526,,Tier 2,1.0,42.8875,-77.2817,00a9bea0-d457-40ed-8d37-fbf309b547f5,,,,,,,,,,,,,,,,,,
001Hr000028Zcrg,"Town Of Dover, NY",New York,Municipality,Mihir Shah,8343,Nurture,Tier 3,0.75,41.6962,-73.583,54fe762d-d36a-42f6-943d-f7e3b4913d1c,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,
001Hr000028Zcs9,"Town Of Pomfret, NY",New York,Municipality,Alicia Gopal,13150,Nurture,Tier 2,1.0,42.3879,-79.3578,64e840b2-fa37-491c-bdc3-a66b2b0c1ce4,Closed Lost,,,Asher Rosenfeld,,1/5/2025,"$5,000",,7,2026-05-19,,7,,,,,,
001Hr000028ZcsB,"Town Of Ellicott, NY",New York,Municipality,Alicia Gopal,8708,Nurture,Tier 3,0.75,42.1196,-79.243,bdc7fcc6-816e-4c20-8054-5fdf350c8690,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,
001Hr000028ZcsG,"Village Of West Haverstraw, NY",New York,Municipality,Ben Laddis,10679,Open Opportunity,Tier 2,1.0,41.2095,-73.9854,fc86531d-4047-4369-bc59-d3af93e4e628,Open,Initial Interest,Top of Funnel,Ben Laddis,,4/21/2026,,,6,2026-05-13,,6,,,,,,
001Hr000028Zcsg,"Village Of New Hyde Park, NY",New York,Municipality,Ben Laddis,10258,,Tier 2,1.0,40.7351,-73.6879,c9a42f3c-c54a-445c-b463-e3add8512c3b,,,,,,,,,11,2026-05-14,,1,10,,,,,
001Hr000028ZctD,"Town Of Seneca Falls, NY",New York,Municipality,Mihir Shah,8906,,Tier 3,0.75,42.9188,-76.7914,13791ed9-0074-4b19-b5c3-650194e7deab,,,,,,,,,3,2025-07-24,,,,3,,,,
001Hr000028ZctL,"Town Of Woodstock, NY",New York,Municipality,Alicia Gopal,6295,Open Opportunity,Tier 3,0.75,42.0409,-74.1182,166bd310-acfd-4afb-a781-f27aa5ffa04d,Open,Initial Interest,Top of Funnel,Alicia Gopal,,4/28/2026,,,,,,,,,,,,
001Hr000028Zcta,"Town Of Candor, NY",New York,Municipality,Mihir Shah,5092,,Tier 3,0.75,42.2364,-76.3174,9ec1c78c-7b94-436f-9012-5024f0d05d0b,,,,,,,,,,,,,,,,,,
001Hr000028Zcte,"Village Of Airmont, NY",New York,Municipality,Ben Laddis,10114,,Tier 2,1.0,41.1009,-74.1163,6c15c00d-f301-435e-8ded-2fcd7fdfe2d4,,,,,,,,,,,,,,,,,,
001Hr000028ZcuU,"Town Of Oneonta, NY",New York,Municipality,Mihir Shah,5026,,Tier 3,0.75,42.477,-75.0962,4592960f-0dd8-4828-9295-5ecafe72ad31,,,,,,,,,1,2026-04-27,,1,,,,,,
001Hr000028Zcuw,"Town Of Goshen, NY",New York,Municipality,Alicia Gopal,14415,,Tier 2,1.0,41.3863,-74.347,12996a50-217f-43ae-88a3-2b74da91a076,,,,,,,,,1,2026-02-12,1,,,,,,,
001Hr000028Zcv4,"Village Of New Square, NY",New York,Municipality,Alicia Gopal,9721,,Tier 3,0.75,41.1395,-74.0285,4fdb4301-22f5-46c2-bdbd-d693048f1fc6,,,,,,,,,,,,,,,,,,
001Hr000028Zcv8,"Town Of Fort Ann, NY",New York,Municipality,Mihir Shah,5752,,Tier 3,0.75,43.4142,-73.4877,3c6e3c7f-1887-4983-8702-c71d447a5b8b,,,,,,,,,,,,,,,,,,
001Hr000028ZcvI,"Town Of East Hampton, NY",New York,Municipality,Ben Laddis,28512,,Tier 1,1.5,41.0537,-71.9447,5ed5ada9-5f33-4742-b05b-891868b93c45,,,,,,,,,13,2026-03-24,,9,4,,,,,
001Hr000028ZcwA,"Town Of Walworth, NY",New York,Municipality,Mihir Shah,9233,Nurture,Tier 3,0.75,43.139,-77.2724,e642037f-fe2c-446a-a58c-1c7ba61e05b6,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,4,2025-12-11,3,,,1,,,,
001Hr000028Zcwd,"City Of Oneida, NY",New York,Municipality,Ben Laddis,10329,Nurture,Tier 2,1.0,43.0926,-75.6513,15bfa405-8ff7-4e13-b51a-c443f9f22b0d,Closed Lost,,,Asher Rosenfeld,,1/5/2025,"$11,400",,10,2026-03-25,10,,,,,,,
001Hr000028Zcx4,"Town Of Brownville, NY",New York,Municipality,Alicia Gopal,5862,,Tier 3,0.75,44.007,-75.9841,d18da82c-b101-4496-a575-0e5bd4344b61,,,,,,,,,,,,,,,,,,
001Hr000028Zcxo,"Village Of Mount Kisco, NY",New York,Municipality,Ben Laddis,10777,Nurture,Tier 2,1.0,41.2043,-73.7271,25af77a6-f94c-4358-ba1b-53f008a2fe32,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,,,,,,,,,,
001Hr000028Zcy8,"Village Of Lake Grove, NY",New York,Municipality,Alicia Gopal,11092,,Tier 2,1.0,40.8529,-73.1151,8b21ffee-ab63-44e5-99c5-47cedf3ae0cb,,,,,,,,,15,2026-05-15,,10,5,,,,,
001Hr000028ZcyC,"Town Of North Greenbush, NY",New York,Municipality,Mihir Shah,13326,,Tier 2,1.0,42.6719,-73.6772,9bf51a50-6bd0-49d8-bc86-16a8d5ef462b,,,,,,,,,11,2025-11-03,,,11,,,,,
001Hr000028ZcyU,"Village Of Babylon, NY",New York,Municipality,Ben Laddis,12194,,Tier 2,1.0,40.6958,-73.3257,4008a513-25a3-4d72-bd5b-fce60ed9d756,,,,,,,,,13,2026-04-30,,8,5,,,,,
001Hr000028ZcyV,"City Of Beacon, NY",New York,Municipality,Mihir Shah,13721,,Tier 2,1.0,41.5048,-73.9696,fc8252c1-65d7-4415-bb79-66314d739cd8,,,,,,,,,,,,,,,,,,
001Hr000028Zcyn,"Town Of Plattsburgh, NY",New York,Municipality,Mihir Shah,11813,,Tier 2,1.0,44.6995,-73.4529,7b5a4141-a7ff-4f7e-a19a-0c01ab182c27,,,,,,,,,4,2026-02-11,4,,,,,,,
001Hr000028ZczA,"Town Of Duanesburg, NY",New York,Municipality,Alicia Gopal,5876,Open Opportunity,Tier 3,0.75,42.7616,-74.1336,40ee481b-520e-4395-9865-f2f32ef22f30,Closed Lost,,,Joe del Rosario,5/6/2025,4/2/2025,,,,,,,,,,,,
001Hr000028ZczE,"Town Of Cazenovia, NY",New York,Municipality,Mihir Shah,6694,,Tier 3,0.75,42.8939,-75.8766,7eda4b08-0e02-4610-bcd2-16bcc2d30fae,,,,,,,,,,,,,,,,,,
001Hr000028Zd0C,"City Of Rye, NY",New York,Municipality,Alicia Gopal,16383,Open Opportunity,Tier 2,1.0,40.9807,-73.6837,c3f26729-1edb-4cd6-a1e5-4953771ac124,Open,Initial Interest,Top of Funnel,Alicia Gopal,3/17/2026,3/3/2026,,Yes,29,2026-05-01,21,8,,,,,,
001Hr000028Zd0n,"Village Of Haverstraw, NY",New York,Municipality,Mihir Shah,12286,,Tier 2,1.0,41.2063,-74.0418,2be53ebf-5388-4770-ac28-f6c4a7a366ab,,,,,,,,,10,2026-03-18,,10,,,,,,
001Hr000028Zd0q,"City Of Tonawanda, NY",New York,Municipality,Ben Laddis,15053,,Tier 2,1.0,43.0203,-78.8803,cc69913a-7be7-4604-951d-67170bf74078,,,,,,,,,,,,,,,,,,
001Hr000028Zd17,"Village Of Patchogue, NY",New York,Municipality,Ben Laddis,12393,,Tier 2,1.0,40.766,-73.0193,daa82921-4aac-4d20-8ad6-c4c727951ea1,,,,,,,,,2,2026-03-16,2,,,,,,,
001Hr000028Zd1m,"Village Of Mamaroneck, NY",New York,Municipality,Alicia Gopal,19877,Open Opportunity,Tier 2,1.0,40.9268,-73.736,1becf092-afba-432c-8147-54fbf8758bc8,Open,Initial Interest,Top of Funnel,Alicia Gopal,,3/4/2026,,,16,2026-03-05,16,,,,,,,
001Hr000028Zd1u,"Town Of Coxsackie, NY",New York,Municipality,Ben Laddis,8384,,Tier 3,0.75,42.3509,-73.8029,10f78126-f17d-4006-b8dc-65f9dd534fec,,,,,,,,,4,2025-08-26,,,,4,,,,
001Hr000028Zd2I,"Village Of Kenmore, NY",New York,Municipality,Alicia Gopal,15082,Open Opportunity,Tier 2,1.0,42.9659,-78.87,348535df-d2a7-4fa9-a60b-7a3fd106c616,Open,Initial Interest,Top of Funnel,Quinzel Perry,,1/30/2025,,,11,2026-05-18,,8,3,,,,,
001Hr000028Zd2W,"Village Of Johnson City, NY",New York,Municipality,Ben Laddis,15203,Open Opportunity,Tier 2,1.0,42.1156,-75.9588,6f510152-bc19-4f9f-bbe0-77ad98b85b0d,Open,Initial Interest,Top of Funnel,Ben Laddis,,2/5/2026,,,35,2026-03-06,,35,,,,,,
001Hr000028Zd2w,"Town Of Putnam Valley, NY",New York,Municipality,Ben Laddis,11778,,Tier 2,1.0,41.3535,-73.8398,7d1887ab-15e6-4cd8-be80-0c675711c487,,,,,,,,,10,2026-05-18,,2,8,,,,,
001Hr000028Zd36,"Town Of North Dansville, NY",New York,Municipality,Alicia Gopal,5213,Open Opportunity,Tier 3,0.75,42.5584,-77.688,d3cd87bb-361e-49ab-813b-c4a1dd94825e,Open,Initial Interest,Top of Funnel,Alicia Gopal,1/27/2026,1/23/2026,,,2,2026-01-27,1,,,,,1,,
001Hr000028Zd3L,"Town Of Cambria, NY",New York,Municipality,Alicia Gopal,5717,,Tier 3,0.75,43.1849,-78.8156,5f98f5e7-4e57-4f35-8ab4-64427c901eae,,,,,,,,,13,2026-04-17,10,3,,,,,,
001Hr000028Zd3w,"Town Of Beekman, NY",New York,Municipality,Mihir Shah,14348,,Tier 2,1.0,41.6109,-73.7129,e08300dc-c621-461b-a73c-a102cae33d41,,,,,,,,,,,,,,,,,,
001Hr000028Zd4W,"City Of Gloversville, NY",New York,Municipality,Ben Laddis,15068,Open Opportunity,Tier 2,1.0,43.0529,-74.3437,ede63744-55c1-4fc5-84de-7c42eec20ceb,Open,Initial Interest,Top of Funnel,Ben Laddis,,3/4/2026,,,13,2026-04-02,,9,4,,,,,
001Hr000028Zd4a,"City Of Olean, NY",New York,Municipality,Alicia Gopal,13786,,Tier 2,1.0,42.0836,-78.4299,be02ac91-bb55-4695-9be1-35cd037c67fc,,,,,,,,,4,2026-04-29,,1,3,,,,,
001Hr000028Zd4e,"Town Of Riga, NY",New York,Municipality,Alicia Gopal,5577,,Tier 3,0.75,43.0695,-77.8839,444af832-d562-4f6a-ae30-c92d574c6420,,,,,,,,,4,2026-02-13,4,,,,,,,
001Hr000028Zd4g,"Town Of Marbletown, NY",New York,Municipality,Mihir Shah,5709,,Tier 3,0.75,41.855,-74.1475,432a007f-a8f7-4151-a2b3-7cf5d6abfbf1,,,,,,,,,,,,,,,,,,
001Hr000028Zd5D,"Town Of Newfane, NY",New York,Municipality,Ben Laddis,9267,,Tier 3,0.75,43.2692,-78.7023,d31a2ac7-c2cc-40a3-8706-7ef6ed3928b1,,,,,,,,,,,,,,,,,,
001Hr000028Zd75,"Village Of Floral Park, NY",New York,Municipality,Ben Laddis,16083,,Tier 2,1.0,40.7237,-73.7049,69377d47-8a37-4f9f-a7d3-ab22918e33d5,,,,,,,,,15,2026-05-18,,8,7,,,,,
001Hr000028Zd77,"Town Of Livonia, NY",New York,Municipality,Mihir Shah,7365,Open Opportunity,Tier 3,0.75,42.7981,-77.6765,97d5dcce-5614-4e7c-a5e8-f00ddd07b3c4,Open,Demo,Mid Funnel,Joe del Rosario,5/28/2025,4/23/2025,,Yes,1,2025-05-28,,,,1,,,,
001Hr000028Zd8I,"City Of Oswego, NY",New York,Municipality,Mihir Shah,17047,,Tier 2,1.0,43.4553,-76.5116,726deeb9-61b9-4f23-a011-1ca8717dbda1,,,,,,,,,4,2025-09-19,,,4,,,,,
001Hr000028Zd8Q,"Town Of Gouverneur, NY",New York,Municipality,Mihir Shah,6517,,Tier 3,0.75,44.3367,-75.463,ba3168cc-2782-4e4e-aee1-3e1020810fdf,,,,,,,,,,,,,,,,,,
001Hr000028Zd8R,"Town Of Williamson, NY",New York,Municipality,Ben Laddis,6839,,Tier 3,0.75,43.2239,-77.1861,d1f715d2-196a-4e59-805a-30a1c38845dc,,,,,,,,,,,,,,,,,,
001Hr000028Zd90,"Town Of Wheatfield, NY",New York,Municipality,Ben Laddis,18570,,Tier 2,1.0,43.0869,-78.8895,747dcb11-67d6-4545-816c-d01dcf9f9b92,,,,,,,,,,,,,,,,,,
