Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Ben Laddis,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Catherine Silvestri,Salesforce ID
001cv00000AuZxQ,"County Of Washington, NE",Nebraska,County,Ben Laddis,20969,,Tier 2,1.0,41.3975,-96.2081,0e00771b-474d-400e-ae7c-eda2469e4a3e,,,,,,,,,3,2026-04-30,2,1,,,,
001cv00000AuZxc,"County Of Dakota, NE",Nebraska,County,Ben Laddis,21241,,Tier 2,1.0,42.4041,-96.5356,ad415b6e-53f2-4ca9-9a22-dfa8c843200b,,,,,,,,,8,2026-05-13,,8,,,,
001cv00000AuZxz,"County Of Gage, NE",Nebraska,County,Ben Laddis,21616,,Tier 2,1.0,40.1989,-96.6638,0e5546c7-c0f4-4ed1-9385-b19b604e703d,,,,,,,,,9,2026-05-26,2,7,,,,
001cv00000Aua63,"County Of Platte, NE",Nebraska,County,Ben Laddis,34241,,Tier 1,1.5,41.5941,-97.5247,c95cc8a7-e3ba-4f4f-8d58-5fe1cb908057,,,,,,,,,4,2026-04-28,,4,,,,
001cv00000Aua8C,"County Of Adams, NE",Nebraska,County,Ben Laddis,31027,,Tier 1,1.5,40.5596,-98.5721,db942566-d455-4f78-8697-f483a71980d0,,,,,,,,,4,2026-04-30,3,1,,,,
001cv00000AuaA5,"County Of Saunders, NE",Nebraska,County,Ben Laddis,22787,,Tier 2,1.0,41.1686,-96.6638,49da4e27-6567-47bb-a712-3c2520c164ec,,,,,,,,,1,2026-04-30,,1,,,,
001cv00000AuaAk,"County Of Dawson, NE",Nebraska,County,Ben Laddis,23898,,Tier 2,1.0,40.1311,-95.8305,58fc7549-a1c8-4f1e-bb1a-873965cebe88,,,,,,,,,3,2026-05-01,2,1,,,,
001cv00000AuaAp,"City Of Columbus, NE",Nebraska,Municipality,Ben Laddis,25126,Open Opportunity,Tier 1,1.5,41.4303,-97.3594,c2df4748-b007-454f-ade8-5f11f324d35f,Open,Initial Interest,Top of Funnel,Ryan Minter,,10/7/2025,,,28,2026-05-11,8,20,,,,
001cv00000AuaBo,"County Of Cass, NE",Nebraska,County,Ben Laddis,27017,,Tier 1,1.5,40.8756,-96.1527,9e32bed7-97b0-44b7-8cd2-60c5ee550bc1,,,,,,,,,,,,,,,,
001cv00000AuaCw,"County Of Madison, NE",Nebraska,County,Ben Laddis,35337,,Tier 1,1.5,41.9108,-97.5247,5f6d8a3c-5ce3-4cc2-8ca3-59313fb1f280,,,,,,,,,15,2026-05-08,11,4,,,,
001cv00000AuaD7,"County Of Scotts Bluff, NE",Nebraska,County,Ben Laddis,35745,,Tier 1,1.5,41.8141,-103.6363,e33615c9-b8d3-405e-99b2-c35b993eda85,Open,Initial Interest,Top of Funnel,Quinzel Perry,,5/22/2025,,,9,2026-03-27,4,2,3,,,
001cv00000AuaDm,"County Of Dodge, NE",Nebraska,County,Ben Laddis,37103,,Tier 1,1.5,41.7211,-96.8828,32cd8ee5-4eeb-4fb8-834e-fa964ed8cc63,,,,,,,,,3,2026-05-04,1,2,,,,
001cv00000AuaKr,"County Of Buffalo, NE",Nebraska,County,Ben Laddis,50339,,Tier S,2.0,40.841,-99.1013,512b7c2a-18ad-45b5-bdfb-405b02682580,,,,,,,,,13,2026-04-28,6,7,,,,
001cv00000AuaOU,"County Of Hall, NE",Nebraska,County,Ben Laddis,61979,Open Opportunity,Tier S,2.0,40.8817,-98.5721,49f3df09-a350-4a67-a7c5-a03e191d0eb4,Open,Meeting Booked,Top of Funnel,Ben Laddis,9/17/2026,4/30/2026,,,21,2026-04-30,9,4,8,,,
001cv00000AuaOi,"City Of Bellevue, NE",Nebraska,Municipality,Ben Laddis,63737,Implementation,Tier S,2.0,41.1567,-95.9262,f2abcda1-0d5d-4918-8ed4-0f1fbfb80df3,Closed Won,,,Leila Assil,3/13/2026,3/3/2026,"$66,500",,9,2026-03-13,6,3,,,,
001cv00000B21qA,"City Of St Paul, NE",Nebraska,Municipality,Ben Laddis,2394,Nurture,Tier 3,0.75,41.2147,-98.4581,ff60324d-521c-4e6c-a3fc-ca07cca054c6,Closed Lost,,,Catherine Silvestri,4/1/2026,3/12/2026,,,4,2026-04-10,,1,,1,2,
001cv00000B21wB,"City Of Valentine, NE",Nebraska,Municipality,Ben Laddis,2613,,Tier 3,0.75,42.8728,-100.551,a7f4556b-b909-4397-86cd-3932e677ee7b,,,,,,,,,,,,,,,,
001cv00000B21z9,"County Of Morrill, NE",Nebraska,County,Ben Laddis,4574,,Tier 3,0.75,41.9633,-103.9263,d0b08ccd-f856-477e-83c9-fe7e9ad8d400,,,,,,,,,,,,,,,,
001cv00000B220W,"County Of Furnas, NE",Nebraska,County,Ben Laddis,4604,,Tier 3,0.75,40.1214,-99.9912,129483d5-4e99-4aaa-b7d8-d1b8a347eec9,,,,,,,,,,,,,,,,
001cv00000B221A,"City Of Aurora, NE",Nebraska,Municipality,Ben Laddis,4646,,Tier 3,0.75,40.8672,-98.003,e419b83b-f794-4862-acba-07f27f137e24,,,,,,,,,2,2025-10-07,2,,,,,
001cv00000bB8Ps,City of Mitchell,Nebraska,Municipality,Asher Rosenfeld,1521,,Tier 3,0.75,41.9429,-103.8096,69afc1e2-d0cc-4d0a-9359-89dbc335ffb1,,,,,,,,,,,,,,,,
001cv00000bBVeK,Village of Bertrand,Nebraska,Municipality,Asher Rosenfeld,706,,Tier 3,0.75,40.5257,-99.6339,89a77014-bf62-4137-989d-a5bbfa07162a,,,,,,,,,,,,,,,,
001cv00000bBVeP,City of Elgin,Nebraska,Municipality,Asher Rosenfeld,710,,Tier 3,0.75,41.9833,-98.0837,a61b2416-624a-4d2c-bec3-5d2bf9d60ad9,,,,,,,,,,,,,,,,
001cv00000bBVee,Township of Nemaha,Nebraska,Municipality,Asher Rosenfeld,727,,Tier 3,0.75,40.3383,-95.673,d97e55f4-4762-4650-870d-b79b6cfe0527,,,,,,,,,,,,,,,,
001cv00000bBVf9,Village of Hemingford,Nebraska,Municipality,Asher Rosenfeld,766,,Tier 3,0.75,42.3216,-103.073,1d314c0c-437b-43e4-94de-fbbb9592241a,,,,,,,,,,,,,,,,
001cv00000bBVkn,City of Friend,Nebraska,Municipality,Asher Rosenfeld,938,,Tier 3,0.75,40.6536,-97.2862,2975432c-a9da-4025-a654-bede3e6d3b43,,,,,,,,,,,,,,,,
001cv00000bBVky,City of Arapahoe,Nebraska,Municipality,Asher Rosenfeld,944,,Tier 3,0.75,40.3063,-99.8978,9c653f3c-4361-46e6-be23-9b9e97072353,,,,,,,,,,,,,,,,
001cv00000bBVlx,City of Alma,Nebraska,Municipality,Asher Rosenfeld,1011,,Tier 3,0.75,40.0975,-99.362,5b9ef182-3186-481e-8285-9f24c3cea2c8,,,,,,,,,,,,,,,,
001cv00000bBVm2,City of Burwell,Nebraska,Municipality,Asher Rosenfeld,1019,,Tier 3,0.75,41.7817,-99.1332,8010da1b-4979-4847-b8a8-05ca52b76fab,,,,,,,,,,,,,,,,
001cv00000bBVo4,City of Terrytown,Nebraska,Municipality,Asher Rosenfeld,1045,,Tier 3,0.75,41.8475,-103.6616,a857943a-7703-4e43-89e6-08fce318c392,,,,,,,,,,,,,,,,
001cv00000bBVo5,Village of Shelton,Nebraska,Municipality,Asher Rosenfeld,1045,,Tier 3,0.75,40.7792,-98.7309,aef1099f-c9a7-409d-b3b8-2cb5322cde6a,,,,,,,,,,,,,,,,
001cv00000bBVoG,City of Cambridge,Nebraska,Municipality,Asher Rosenfeld,1053,,Tier 3,0.75,40.282,-100.1657,0a351e93-e3a6-4930-8ea7-5494d93449ad,,,,,,,,,,,,,,,,
001cv00000bBVom,Township of Harvard,Nebraska,Municipality,Asher Rosenfeld,1086,,Tier 3,0.75,40.6189,-98.0973,9679a52a-2abd-46a7-8391-2f75007b4ff3,,,,,,,,,,,,,,,,
001cv00000bBVp3,"City of Fort Calhoun, NE",Nebraska,Municipality,Asher Rosenfeld,1102,,Tier 3,0.75,41.5791,-99.449,ae10d23d-3ee0-46aa-a7bc-1ce18d2b8bfa,,,,,,,,,,,,,,,,
001cv00000bBVp8,City of Bayard,Nebraska,Municipality,Asher Rosenfeld,1111,,Tier 3,0.75,41.755,-103.3241,d5adda5c-f9d9-42db-afba-420076c82069,,,,,,,,,,,,,,,,
001cv00000bBVsh,City of Stromsburg,Nebraska,Municipality,Asher Rosenfeld,1159,,Tier 3,0.75,41.1153,-97.5916,94458009-1fcf-4d19-9b27-dbd72c5f2a54,,,,,,,,,,,,,,,,
001cv00000bBVw3,City of Wood River,Nebraska,Municipality,Asher Rosenfeld,1164,,Tier 3,0.75,40.8205,-98.6002,781366c8-c531-42c8-92d5-34e1d1021aa3,,,,,,,,,,,,,,,,
001cv00000bBVwE,City of Battle Creek,Nebraska,Municipality,Asher Rosenfeld,1178,,Tier 3,0.75,41.9995,-97.5984,e8adeec6-4b6a-422a-b69e-eda65ed5f6a1,,,,,,,,,,,,,,,,
001cv00000bBVx5,City of Wisner,Nebraska,Municipality,Asher Rosenfeld,1233,,Tier 3,0.75,41.9872,-96.9142,ed175c34-76bf-4def-abaa-28c6bd724478,,,,,,,,,,,,,,,,
001cv00000bBVxC,Rock County,Nebraska,County,Asher Rosenfeld,1241,,Tier 3,0.75,42.3952,-99.4562,218ff3a9-fcd8-4405-9473-30ff0553e3a4,,,,,,,,,,,,,,,,
001cv00000bBVyL,City of Atkinson,Nebraska,Municipality,Asher Rosenfeld,1315,,Tier 3,0.75,42.5313,-98.9783,fa9c7177-76ab-4cc4-92e1-3940281ef477,,,,,,,,,,,,,,,,
001cv00000bBW3q,City of Albion,Nebraska,Municipality,Asher Rosenfeld,1740,,Tier 3,0.75,41.6918,-98.0012,58c7e766-2636-454d-9617-06650e78acf0,,,,,,,,,,,,,,,,
001cv00000bBWBn,City of Neligh,Nebraska,Municipality,Asher Rosenfeld,1556,,Tier 3,0.75,42.1286,-98.0298,19c45e69-4de4-4007-86b3-e11e8468372a,,,,,,,,,,,,,,,,
001cv00000bBWDG,City of Wilber,Nebraska,Municipality,Asher Rosenfeld,1952,,Tier 3,0.75,40.4813,-96.9606,8e9d5212-cde0-44ea-86d3-7de9196838a0,,,,,,,,,,,,,,,,
001cv00000bBWJF,Garden County,Nebraska,County,Asher Rosenfeld,1804,,Tier 3,0.75,41.737,-102.2548,e5b1ddd7-4915-42d7-89e7-02fb857ddcb6,,,,,,,,,,,,,,,,
001cv00000bBWJm,City of Pierce,Nebraska,Municipality,Asher Rosenfeld,1843,,Tier 3,0.75,42.1992,-97.5267,eeb4de15-eea7-4963-a8e6-6f2fd482dec3,,,,,,,,,,,,,,,,
001cv00000bBWKU,Deuel County,Nebraska,County,Asher Rosenfeld,1892,,Tier 3,0.75,41.1402,-102.3006,9c68bcc6-c4b7-4fc7-a37a-95803e86a9a8,,,,,,,,,,,,,,,,
001cv00000bBWNf,City of Ainsworth,Nebraska,Municipality,Asher Rosenfeld,1605,,Tier 3,0.75,42.545,-99.8615,e7db3294-6b36-4935-93f0-fbf03c3d8f83,,,,,,,,,,,,,,,,
001cv00000bBWP1,City of Tecumseh,Nebraska,Municipality,Asher Rosenfeld,1697,,Tier 3,0.75,40.3668,-96.1958,e878cd1f-d3d7-4a17-aef5-3804ba056989,,,,,,,,,,,,,,,,
001cv00000bBWP3,Boyd County,Nebraska,County,Asher Rosenfeld,1700,,Tier 3,0.75,42.8824,-98.7041,c12992fe-0227-47af-84e8-3de32b64769e,,,,,,,,,,,,,,,,
001cv00000bBWP9,Garfield County,Nebraska,County,Asher Rosenfeld,1707,,Tier 3,0.75,41.9679,-98.9245,f7a7ca04-62d7-4ee3-b271-8e70ea858765,,,,,,,,,,,,,,,,
001cv00000bBWPP,City of Tekamah,Nebraska,Municipality,Asher Rosenfeld,1717,,Tier 3,0.75,41.7783,-96.2211,fac250f7-00d5-4be9-bd69-8a521b83fc74,,,,,,,,,,,,,,,,
001cv00000bBWY8,"Douglas County, NE",Nebraska,County,Asher Rosenfeld,601158,,Tier S,2.0,41.0747,-99.7626,2dc77780-5206-4907-83c6-c6ed71dc0a1b,,,,,,,,,11,2026-05-19,,11,,,,
001cv00000bBWsw,City of Wymore,Nebraska,Municipality,Asher Rosenfeld,1345,,Tier 3,0.75,40.1222,-96.6625,f0d9d23d-97d5-4852-b8a8-3681e8283a16,,,,,,,,,,,,,,,,
001cv00000bBWu8,City of Sutton,Nebraska,Municipality,Asher Rosenfeld,1443,,Tier 3,0.75,40.6064,-97.8597,98d98f2f-dd88-4def-ad8b-e664684c11e5,,,,,,,,,,,,,,,,
001cv00000bBX0S,Lancaster County,Nebraska,County,Asher Rosenfeld,332857,,Tier S,2.0,40.8471,-96.6638,308d36d9-e530-49a7-9505-51a830e03177,,,,,,,,,,,,,,,,
001cv00000cAVWA,"City of Bennet, NE",Nebraska,Municipality,Ryan Minter,1082,Open Opportunity,Tier 3,0.75,40.6826,-96.5067,,Open,Initial Interest,Top of Funnel,Ryan Minter,3/24/2026,3/11/2026,,,1,2026-03-24,1,,,,,
001cv00000iL2Th,"City of Lincoln, NE",Nebraska,Municipality,Ben Laddis,300619,,Tier S,2.0,41.1254,-98.2681,,,,,,,,,,5,2026-05-18,,5,,,,
