Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ali Cohen,Calls - Leila Assil,Calls - Catherine Silvestri,Calls - Joe del Rosario,Calls - Sydney Ireland,Calls - Jenny Allison,Calls - Quinzel Perry,Calls - Ryan Minter,Calls - Hugh Bargeron,Calls - Nick Martino,Salesforce ID
001Hr000028ZcFT,"Borough Of Grove City, PA",Pennsylvania,Municipality,Catherine Silvestri,7849,,Tier 3,0.75,41.1578,-80.0887,13ee23de-f813-4ab2-9c67-6f2476749801,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcFd,"Township Of Upper Mount Bethel, PA",Pennsylvania,Municipality,Ali Cohen,6430,,Tier 3,0.75,40.8922,-75.1312,244bbb5e-ba20-46f3-a689-596522d6527d,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcFi,"Borough Of West Chester, PA",Pennsylvania,Municipality,Sydney Ireland,18630,,Tier 2,1.0,39.9599,-75.6062,226e3488-0a59-4235-9bb0-e66d59f912c2,,,,,,,,,15,2025-09-08,,15,,,,,,,,,
001Hr000028ZcG2,"Township Of Palmer, PA",Pennsylvania,Municipality,Ali Cohen,22356,,Tier 2,1.0,40.7168,-75.2493,9306ad80-dee2-4866-b38e-0243fdb64797,,,,,,,,,3,2025-12-15,,,,,,3,,,,,
001Hr000028ZcG7,"Township Of East Buffalo, PA",Pennsylvania,Municipality,Sydney Ireland,7465,,Tier 3,0.75,40.9426,-76.9067,5b5adcf9-d3cf-46bd-b0f7-a645e937b1f4,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcGY,"Township Of Douglass, PA",Pennsylvania,Municipality,Sydney Ireland,10627,,Tier 2,1.0,40.3401,-75.5917,24a14be9-e7e2-4f2a-b351-a2b97b8ee4c1,,,,,,,,,2,2026-05-13,,,,,2,,,,,,
001Hr000028ZcGZ,"Borough Of Oxford, PA",Pennsylvania,Municipality,Ali Cohen,5737,,Tier 3,0.75,39.7854,-75.9788,c2cbede0-3999-4d4b-907e-26536b091811,,,,,,,,,3,2025-06-04,,3,,,,,,,,,
001Hr000028ZcGb,"Township Of South Middleton, PA",Pennsylvania,Municipality,Hugh Bargeron,16438,,Tier 2,1.0,40.131,-77.16,f0f6b69e-7132-4294-a269-8485916086a2,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcGv,"Borough Of Blakely, PA",Pennsylvania,Municipality,Sydney Ireland,6660,,Tier 3,0.75,41.4809,-75.5946,0615990d-eb55-4706-beb7-f1ac6d4dc5f0,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcH0,"Borough Of Kennett Square, PA",Pennsylvania,Municipality,Catherine Silvestri,5925,,Tier 3,0.75,39.8468,-75.7116,bd903369-4b6d-4961-8579-6c9016a85138,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcHG,"Shenango Township, PA",Pennsylvania,Municipality,Ali Cohen,7141,Nurture,Tier 3,0.75,40.9322,-80.299,207829de-1faf-4649-8dfe-4eb44919def4,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,,,,
001Hr000028ZcHL,"Borough Of Chambersburg, PA",Pennsylvania,Municipality,Catherine Silvestri,22354,Nurture,Tier 2,1.0,39.9376,-77.6611,c3291389-e882-42a0-8693-88d1c7a81aa7,Closed Lost,,,Joe del Rosario,6/4/2025,6/4/2025,"$49,500",,,,,,,,,,,,,,
001Hr000028ZcHP,"Township Of South Lebanon, PA",Pennsylvania,Municipality,Hugh Bargeron,10472,,Tier 2,1.0,40.3285,-76.4129,e851fcb2-fa9d-4c46-ae54-9d44ad4f1418,,,,,,,,,2,2025-06-18,,2,,,,,,,,,
001Hr000028ZcHQ,"City Of Jeannette, PA",Pennsylvania,Municipality,Sydney Ireland,8689,,Tier 3,0.75,40.3281,-79.6153,6a2c11b6-fd0b-4f59-9cfe-3387b6038e9c,,,,,,,,,7,2026-05-19,,,,,2,,5,,,,
001Hr000028ZcHS,"City Of Johnstown, PA",Pennsylvania,Municipality,Catherine Silvestri,18238,Nurture,Tier 2,1.0,40.3267,-78.922,be3f2117-16b3-4b05-b8bc-1b01f498db6f,Closed Lost,,,Leila Assil,6/16/2025,6/5/2025,,,8,2026-05-22,,2,6,,,,,,,,
001Hr000028ZcHe,"Township Of Newport, PA",Pennsylvania,Municipality,Hugh Bargeron,4453,,Tier 3,0.75,41.1772,-76.0508,5e663ed1-642b-4004-9cfb-60a89a5dd06b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcHf,"Township Of Manchester, PA",Pennsylvania,Municipality,Catherine Silvestri,19528,,Tier 2,1.0,40.003,-76.7452,7b6e8dd7-cb6f-495e-88d1-d513fd9cb2f4,,,,,,,,,2,2025-12-04,,,,,,2,,,,,
001Hr000028ZcHg,"Ligonier Township, PA",Pennsylvania,Municipality,Ali Cohen,6107,,Tier 3,0.75,40.2119,-79.1986,debc526f-991b-4cd7-8a95-75f7f1f83198,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcHl,"North Coventry Township, PA",Pennsylvania,Municipality,Hugh Bargeron,8386,,Tier 3,0.75,40.216,-75.679,9908c096-7801-43c5-b2bc-095faefb8661,,,,,,,,,1,2026-05-18,,,,,,,,,1,,
001Hr000028ZcHm,"Borough Of Darby, PA",Pennsylvania,Municipality,Sydney Ireland,10641,Open Opportunity,Tier 2,1.0,39.9184,-75.2591,ce108b23-6238-4d10-932c-2305a286cf83,Open,Meeting Booked,Top of Funnel,Sydney Ireland,7/8/2026,5/15/2026,,,11,2026-05-14,8,,,,3,,,,,,
001Hr000028ZcHq,"Township Of North Strabane, PA",Pennsylvania,Municipality,Catherine Silvestri,15910,,Tier 2,1.0,40.2251,-80.154,b2124712-2fd4-42ab-a937-01cb61bf4573,,,,,,,,,1,2025-09-30,,,,1,,,,,,,
001Hr000028ZcHt,"Borough Of Archbald, PA",Pennsylvania,Municipality,Ali Cohen,7508,,Tier 3,0.75,41.4948,-75.5369,c4e365ba-5267-4bed-a4f0-05d402641e00,,,,,,,,,3,2025-09-02,,,,3,,,,,,,
001Hr000028ZcI8,"Township Of Charlestown, PA",Pennsylvania,Municipality,Ali Cohen,6223,,Tier 3,0.75,40.0852,-75.5568,cd39f56f-0fa2-440b-a134-176c7165f4f4,,,,,,,,,1,2026-01-22,,,,,,1,,,,,
001Hr000028ZcI9,"City Of Latrobe, PA",Pennsylvania,Municipality,Catherine Silvestri,7983,Nurture,Tier 3,0.75,40.3212,-79.3795,f160b44f-f9d6-4acd-8f59-adabb8e0afa9,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,,,,
001Hr000028ZcID,"Township Of North Whitehall, PA",Pennsylvania,Municipality,Ali Cohen,15702,Open Opportunity,Tier 2,1.0,40.6833,-75.5859,20028f52-6c4d-4a58-a5c8-f098d9967f17,Open,Initial Interest,Top of Funnel,Granger West,,9/17/2025,,,18,2026-05-11,,,13,5,,,,,,,
001Hr000028ZcIN,"Township Of Upper Pottsgrove, PA",Pennsylvania,Municipality,Sydney Ireland,5921,,Tier 3,0.75,40.2859,-75.6383,c854df78-7fb0-4177-aeab-10eb8d902dab,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIW,"Borough Of Swoyersville, PA",Pennsylvania,Municipality,Sydney Ireland,5007,,Tier 3,0.75,41.2917,-75.8746,8e0180bd-e79f-4ab6-9996-e109e95697b3,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIX,"Township Of West Whiteland, PA",Pennsylvania,Municipality,Sydney Ireland,19810,,Tier 2,1.0,40.0265,-75.6092,f601f4be-ba4b-41ad-9207-3ff2bbe40bd0,,,,,,,,,1,2026-05-12,,,,,1,,,,,,
001Hr000028ZcIY,"Township Of Hopewell, PA",Pennsylvania,Municipality,Sydney Ireland,5253,,Tier 3,0.75,40.578,-80.2656,d834fd0e-3f7c-4608-84f0-bf2c5dbf21b3,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIb,"Township Of Loyalsock, PA",Pennsylvania,Municipality,Hugh Bargeron,11506,,Tier 2,1.0,41.2511,-76.972,2c9eb88b-0ed6-412c-9099-6718154cd424,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIc,"Township Of West Hempfield, PA",Pennsylvania,Municipality,Ali Cohen,17182,,Tier 2,1.0,40.0512,-76.4679,ae388dcf-0d33-48ee-8c3d-bf7abb1ae97c,,,,,,,,,1,2025-12-04,,,,,,1,,,,,
001Hr000028ZcIg,"Borough Of Moosic, PA",Pennsylvania,Municipality,Hugh Bargeron,5976,,Tier 3,0.75,41.3534,-75.7382,008afa39-f372-41c0-add0-1b6f2d929efc,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIh,"Township Of Valley, PA",Pennsylvania,Municipality,Catherine Silvestri,7954,,Tier 3,0.75,39.9809,-75.8476,59c5e74d-2998-4acb-b150-c48c0dbfa5a2,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIi,"Borough Of Nazareth, PA",Pennsylvania,Municipality,Catherine Silvestri,6027,,Tier 3,0.75,40.7404,-75.3096,dda5385a-ea68-4c4b-959b-58f3f33fff8e,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIj,"Borough Of Ephrata, PA",Pennsylvania,Municipality,Catherine Silvestri,13736,Nurture,Tier 2,1.0,40.1798,-76.1788,92034a82-5dee-4249-92a4-75e47dbaf7f5,Closed Lost,,,Joe del Rosario,1/29/2025,1/8/2025,"$14,000",,,,,,,,,,,,,,
001Hr000028ZcIl,"Borough Of Mount Carmel, PA",Pennsylvania,Municipality,Hugh Bargeron,5711,Nurture,Tier 3,0.75,40.797,-76.4119,bbdcbd11-bab5-4b65-8b46-173530fa7c22,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,,,,
001Hr000028ZcIn,"Bullskin Township, PA",Pennsylvania,Municipality,Catherine Silvestri,6733,,Tier 3,0.75,40.0957,-79.4929,577e710c-48c0-44d1-b203-d01e9db0e41c,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIq,"Township Of Tobyhanna, PA",Pennsylvania,Municipality,Ali Cohen,8354,,Tier 3,0.75,41.1047,-75.551,5f997e01-64f1-405d-a80c-c35d1941ed4b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcIv,"Borough Of Old Forge, PA",Pennsylvania,Municipality,Catherine Silvestri,8552,Open Opportunity,Tier 3,0.75,41.3712,-75.7349,33de0170-9d55-4c49-922c-a7f2d7ae3ec8,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJ0,"City Of Hazleton, PA",Pennsylvania,Municipality,Hugh Bargeron,29970,,Tier 1,1.5,40.9584,-75.9746,f7c7fe62-5c80-4ec9-a455-4b09cc91230b,,,,,,,,,7,2025-07-11,,7,,,,,,,,,
001Hr000028ZcJ5,"Borough Of Exeter, PA",Pennsylvania,Municipality,Sydney Ireland,5510,Open Opportunity,Tier 3,0.75,41.3206,-75.8191,0fcdab14-68a9-4d52-97c3-d8fbbd2a7d48,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJ6,"Township Of Middle Paxton, PA",Pennsylvania,Municipality,Catherine Silvestri,5061,,Tier 3,0.75,40.3871,-76.849,403b95f8-d7ec-4f28-957e-1c3995e3b1c0,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJA,"Borough Of Taylor, PA",Pennsylvania,Municipality,Hugh Bargeron,6282,,Tier 3,0.75,41.3948,-75.7066,a09e1816-a751-4b28-8d99-9b0e0f5af0b5,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJF,"Township Of Pocono, PA",Pennsylvania,Municipality,Ali Cohen,10931,,Tier 2,1.0,41.0633,-75.3062,5af0ad2d-19c7-4bc7-8c59-2589416e30c5,,,,,,,,,8,2025-10-17,,,,8,,,,,,,
001Hr000028ZcJK,"City Of Shamokin, PA",Pennsylvania,Municipality,Catherine Silvestri,6901,,Tier 3,0.75,40.789,-76.5588,b05040a1-bcd1-4f10-90a1-efc3dbe30bea,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJP,"City Of Lock Haven, PA",Pennsylvania,Municipality,Catherine Silvestri,8239,,Tier 3,0.75,41.137,-77.4469,2a9d98d8-537f-4901-b260-15423ef837c1,,,,,,,,,1,2025-09-30,,,,,,,1,,,,
001Hr000028ZcJV,"Township Of Rapho, PA",Pennsylvania,Municipality,Sydney Ireland,12065,,Tier 2,1.0,40.1833,-76.4794,0014e311-d4ae-46ab-aad0-6bb540b94b2d,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJa,"Borough Of Greenville, PA",Pennsylvania,Municipality,Catherine Silvestri,5499,,Tier 3,0.75,41.4045,-80.3912,c01f0e7d-c6d0-437d-b479-75675c8729a3,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcJk,"Township Of Caln, PA",Pennsylvania,Municipality,Hugh Bargeron,14379,Open Opportunity,Tier 2,1.0,39.9892,-75.7872,694fe71a-77ee-4a9a-b058-a58db734716f,Open,Initial Interest,Top of Funnel,Ali Cohen,4/2/2026,2/9/2026,,,37,2026-04-22,37,,,,,,,,,,
001Hr000028ZcJy,"Township Of Forks, PA",Pennsylvania,Municipality,Sydney Ireland,16295,,Tier 2,1.0,40.7518,-75.233,7878db7c-3059-4fa5-9449-557b2ca21374,,,,,,,,,4,2026-05-19,,,,,4,,,,,,
001Hr000028ZcJz,"Township Of Thornbury, PA",Pennsylvania,Municipality,Ali Cohen,3168,,Tier 3,0.75,39.934,-75.526,e0b910e1-7f01-483a-ace2-11048e5c9829,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcK3,"Borough Of Northampton, PA",Pennsylvania,Municipality,Hugh Bargeron,10363,,Tier 2,1.0,40.6862,-75.4968,bbb1da3c-89ff-4681-ae7f-3bdb6bc400f2,,,,,,,,,1,2025-12-15,,,,,,1,,,,,
001Hr000028ZcK6,"Borough Of Tyrone, PA",Pennsylvania,Municipality,Ali Cohen,5420,,Tier 3,0.75,40.6706,-78.2386,f3361f83-9fd6-4d15-9d9f-f3d855c070dd,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcK8,"Township Of Allen, PA",Pennsylvania,Municipality,Catherine Silvestri,5476,,Tier 3,0.75,40.7054,-75.4869,78ca4ee8-0e66-41b9-9a71-606a3a241c03,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcK9,"Township Of Perkiomen, PA",Pennsylvania,Municipality,Sydney Ireland,8970,,Tier 3,0.75,40.2337,-75.4636,3ae1bd82-de02-4e04-8105-c4e21a3c73e3,,,,,,,,,2,2025-06-24,,,,2,,,,,,,
001Hr000028ZcKD,"Township Of New Garden, PA",Pennsylvania,Municipality,Hugh Bargeron,11393,,Tier 2,1.0,39.8023,-75.7488,4144be5d-0747-4418-bad3-50add42beb1f,,,,,,,,,2,2025-08-21,,,,2,,,,,,,
001Hr000028ZcKI,"Township Of Whitpain, PA",Pennsylvania,Municipality,Catherine Silvestri,20366,,Tier 2,1.0,40.1654,-75.2829,f4e21c71-fd22-48c1-b10e-ea525b1a9f45,,,,,,,,,1,2025-09-30,,,,1,,,,,,,
001Hr000028ZcKJ,"Middletown Township (Delaware County), PA",Pennsylvania,Municipality,Catherine Silvestri,16372,Open Opportunity,Tier 2,1.0,39.908,-75.4286,be1c0d15-445f-451a-ac98-1836923d6b4b,Open,Sales Qualified,Mid Funnel,Ali Cohen,5/13/2026,4/28/2026,,,1,2026-05-07,1,,,,,,,,,,
001Hr000028ZcKN,"Township Of West Bradford, PA",Pennsylvania,Municipality,Catherine Silvestri,14631,,Tier 2,1.0,39.9607,-75.7255,e82c4ab9-0682-4ae9-a9db-7c2cc2278ff3,,,,,,,,,5,2026-01-27,5,,,,,,,,,,
001Hr000028ZcKO,"Borough Of Sharon Hill, PA",Pennsylvania,Municipality,Catherine Silvestri,5957,,Tier 3,0.75,39.9065,-75.2716,d22f8cbe-f382-47e8-ba4f-ec4c90cff772,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKS,"Township Of Weisenberg, PA",Pennsylvania,Municipality,Ali Cohen,4962,,Tier 3,0.75,40.5985,-75.7023,cc272693-bf80-4cde-8423-a78d11fcc234,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKT,"Borough Of Bangor, PA",Pennsylvania,Municipality,Catherine Silvestri,5172,,Tier 3,0.75,40.8657,-75.2066,342720a1-62e1-45cb-abca-c429138ee57e,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKU,"Township Of College, PA",Pennsylvania,Municipality,Sydney Ireland,10695,,Tier 2,1.0,41.8037,-77.0747,1bcba234-c796-4c64-914d-662baccdefd2,,,,,,,,,6,2026-05-18,,,,,6,,,,,,
001Hr000028ZcKX,"Township Of Honey Brook, PA",Pennsylvania,Municipality,Hugh Bargeron,8292,,Tier 3,0.75,40.0815,-75.8883,d6ee9803-3bf2-485b-a074-20b5c1985aa1,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKY,"Township Of East Pikeland, PA",Pennsylvania,Municipality,Catherine Silvestri,8384,,Tier 3,0.75,40.1353,-75.5568,705f058d-76c9-4fc0-bdf1-250262d8609e,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKZ,"Township Of Southampton (Franklin County), PA",Pennsylvania,Municipality,Catherine Silvestri,7761,Nurture,Tier 3,0.75,40.0127,-77.5505,8ee82b2b-fc8b-4311-a683-28bbe1d19a9a,Closed Lost,,,Troy LeCaire,,1/5/2025,,,,,,,,,,,,,,,
001Hr000028ZcKa,"Township Of Marshall, PA",Pennsylvania,Municipality,Ali Cohen,10217,,Tier 2,1.0,40.6532,-80.0795,621be975-1f76-48fd-a59f-71483c2698b4,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKb,"Township Of Summit, PA",Pennsylvania,Municipality,Ali Cohen,7339,,Tier 3,0.75,42.0298,-80.0423,fd6d3f74-32de-4c42-874b-d65d8a7c382b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKc,"Township Of East Brandywine, PA",Pennsylvania,Municipality,Sydney Ireland,9979,,Tier 3,0.75,40.0407,-75.7239,30657460-9fa6-4a08-9304-4ba140079949,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKh,"Township Of Marple, PA",Pennsylvania,Municipality,Hugh Bargeron,24062,,Tier 2,1.0,39.9737,-75.3529,e8d54697-e160-406a-8f47-495e8e5c43dc,,,,,,,,,5,2026-01-15,5,,,,,,,,,,
001Hr000028ZcKm,"Township Of West Caln, PA",Pennsylvania,Municipality,Ali Cohen,8913,,Tier 3,0.75,40.0109,-75.8677,f3c8807f-569e-4f73-98fc-c33084886832,,,,,,,,,1,2025-06-23,,,,1,,,,,,,
001Hr000028ZcKn,"Township Of Amity, PA",Pennsylvania,Municipality,Catherine Silvestri,13421,,Tier 2,1.0,40.2934,-75.7371,5f54c587-dc70-4013-8d3f-2adf66226516,,,,,,,,,1,2026-05-13,,,1,,,,,,,,
001Hr000028ZcKr,"Township Of Kennett, PA",Pennsylvania,Municipality,Sydney Ireland,8724,Open Opportunity,Tier 3,0.75,39.8339,-75.679,3a59159c-b6b8-4b99-b1b6-1ec19bcb1f03,Open,Meeting Booked,Top of Funnel,Catherine Silvestri,5/28/2026,5/19/2026,,,2,2025-10-22,,,,2,,,,,,,
001Hr000028ZcKs,"Township Of Lower Heidelberg, PA",Pennsylvania,Municipality,Catherine Silvestri,6325,,Tier 3,0.75,40.3423,-76.0508,a6c274c8-9b0e-4ee9-af16-6a59ed3fe5f9,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcKw,"Township Of East Fallowfield, PA",Pennsylvania,Municipality,Catherine Silvestri,7716,,Tier 3,0.75,39.9478,-75.8243,3dae6ce6-48b0-43e0-92f1-708172aeeb58,,,,,,,,,1,2025-11-12,1,,,,,,,,,,
001Hr000028ZcL1,"Township Of Upper Macungie, PA",Pennsylvania,Municipality,Hugh Bargeron,26741,,Tier 1,1.5,40.5698,-75.6324,29db323f-888f-4e92-a152-229a5b8a065b,,,,,,,,,1,2025-08-12,,,,1,,,,,,,
001Hr000028ZcL2,"Township Of West Manheim, PA",Pennsylvania,Municipality,Hugh Bargeron,9274,,Tier 3,0.75,39.7226,-76.9178,f1db72c4-f67b-42fe-8c22-c932d21289fa,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcL6,"Township Of South Whitehall, PA",Pennsylvania,Municipality,Sydney Ireland,21135,,Tier 2,1.0,40.6117,-75.5659,40d34a4a-2e42-4c6d-914d-018f8eb07b04,,,,,,,,,1,2025-09-30,,,,1,,,,,,,
001Hr000028ZcLB,"Borough Of Collegeville, PA",Pennsylvania,Municipality,Ali Cohen,4976,,Tier 3,0.75,40.1857,-75.4516,76856675-5343-4453-ba21-0739cf875be3,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLG,"Township Of Skippack, PA",Pennsylvania,Municipality,Ali Cohen,14193,,Tier 2,1.0,40.2235,-75.4228,7c086e39-c3a0-439e-9f1a-8011436b3856,,,,,,,,,6,2026-05-15,6,,,,,,,,,,
001Hr000028ZcLL,"Bethel Township (Delaware County), PA",Pennsylvania,Municipality,Catherine Silvestri,9462,,Tier 3,0.75,39.8494,-75.4848,0e5e02e5-d85e-4b2f-8327-26f71a741013,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLQ,"Township Of Limerick, PA",Pennsylvania,Municipality,Hugh Bargeron,20651,,Tier 2,1.0,40.2384,-75.5393,ad0416e5-f230-482e-b689-aff29091f699,,,,,,,,,14,2025-07-15,,,,14,,,,,,,
001Hr000028ZcLR,"Borough Of Hellertown, PA",Pennsylvania,Municipality,Ali Cohen,6109,,Tier 3,0.75,40.5795,-75.3407,c2315dc9-dcc8-491d-8332-bd4d1a6bac3d,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLV,"Township Of Robeson, PA",Pennsylvania,Municipality,Sydney Ireland,7601,,Tier 3,0.75,40.2306,-75.8766,a9f203bc-e387-4185-9739-ce990dfe2ccc,,,,,,,,,1,2025-09-30,,,,,,,1,,,,
001Hr000028ZcLa,"Borough Of Swarthmore, PA",Pennsylvania,Municipality,Hugh Bargeron,6595,,Tier 3,0.75,39.9021,-75.3499,1f67b212-da79-4593-b689-779826a9e5b4,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLf,"Township Of Darby, PA",Pennsylvania,Municipality,Catherine Silvestri,9137,,Tier 3,0.75,39.8981,-75.2675,39f7fb12-8aab-4127-b88e-7cc2f9adaf39,,,,,,,,,1,2025-05-27,,,,1,,,,,,,
001Hr000028ZcLg,"Borough Of Conshohocken, PA",Pennsylvania,Municipality,Ali Cohen,9266,Open Opportunity,Tier 3,0.75,40.0793,-75.3016,c91e13ea-8b2e-4012-99bd-a974583cff9e,Open,Initial Interest,Top of Funnel,Granger West,,9/17/2025,,,12,2026-05-06,,,7,5,,,,,,,
001Hr000028ZcLk,"Township Of East Nottingham, PA",Pennsylvania,Municipality,Ali Cohen,8969,,Tier 3,0.75,39.7503,-75.9812,34442b8b-1b35-42e8-846a-cb66eebac040,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLp,"Township Of West Goshen, PA",Pennsylvania,Municipality,Sydney Ireland,23168,,Tier 2,1.0,39.979,-75.5917,4eb9082e-9417-4309-83c6-c50fba0b1ad9,,,,,,,,,5,2026-05-19,,,,,5,,,,,,
001Hr000028ZcLu,"Borough Of Shillington, PA",Pennsylvania,Municipality,Ali Cohen,5477,,Tier 3,0.75,40.3079,-75.9655,fe6b4c8d-57b8-4b46-af0d-f1033747f3ca,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLv,"City Of Greensburg, PA",Pennsylvania,Municipality,Hugh Bargeron,14939,,Tier 2,1.0,40.3015,-79.5389,ede36dd7-2bdc-49e5-a873-3f323888747c,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcLz,"Township Of Lower Saucon, PA",Pennsylvania,Municipality,Catherine Silvestri,11083,,Tier 2,1.0,40.5877,-75.3062,38671932-5556-4aa6-99a3-43d6b3e69eaa,,,,,,,,,4,2026-05-22,,,4,,,,,,,,
001Hr000028ZcM4,"Township Of Bethlehem, PA",Pennsylvania,Municipality,Ali Cohen,25966,Open Opportunity,Tier 1,1.5,40.6673,-75.3062,a34d66e1-0b77-4985-a2bc-4bdf6c8ada2e,Open,Initial Interest,Top of Funnel,Ali Cohen,,11/3/2025,,,24,2026-04-09,24,,,,,,,,,,
001Hr000028ZcM9,"Township Of Muhlenberg, PA",Pennsylvania,Municipality,Catherine Silvestri,21955,Open Opportunity,Tier 2,1.0,40.4023,-75.9289,6364fc90-793a-4f11-87ad-bc10d2d936e8,Open,Demo,Mid Funnel,Granger West,,9/17/2025,,,15,2025-10-21,,4,,11,,,,,,,
001Hr000028ZcMB,"Township Of West Hanover, PA",Pennsylvania,Municipality,Ali Cohen,10871,,Tier 2,1.0,40.3651,-76.7452,bc4df784-5d22-4129-a8cc-fc46bcd152b8,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcMC,"Borough Of Waynesboro, PA",Pennsylvania,Municipality,Ali Cohen,10910,,Tier 2,1.0,39.7559,-77.5778,d03f2073-ad64-4e0b-a05f-cf483715db34,,,,,,,,,9,2025-07-07,,9,,,,,,,,,
001Hr000028ZcMJ,"Schuylkill Township, PA",Pennsylvania,Municipality,Sydney Ireland,8748,,Tier 3,0.75,40.1121,-75.4927,a3ff321d-a456-477c-9924-228a8314c950,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcML,"City Of Titusville, PA",Pennsylvania,Municipality,Ali Cohen,5224,,Tier 3,0.75,41.627,-79.6737,a446e74f-2f20-4aac-b224-25a73b7d7522,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcMd,Montour County,Pennsylvania,County,Catherine Silvestri,18198,,Tier 2,1.0,41.0262,-76.6875,7e46df4b-8808-44ef-8cbc-a14763b28cbe,,,,,,,,,1,2025-12-03,,,,,,1,,,,,
001Hr000028ZcMx,Juniata County,Pennsylvania,County,Sydney Ireland,23607,Open Opportunity,Tier 2,1.0,40.5522,-77.4243,cae42363-5fbd-4b9e-8864-efbcda009eda,Open,Initial Interest,Top of Funnel,Ryan Minter,,7/10/2025,,,9,2026-05-11,,,3,,1,,,5,,,
001Hr000028ZcN5,"City Of Connellsville, PA",Pennsylvania,Municipality,Ali Cohen,6899,,Tier 3,0.75,40.0179,-79.5895,19e622c1-6a11-4e77-9cbe-a58f8b5e5f2a,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcNX,"City Of Sharon, PA",Pennsylvania,Municipality,Sydney Ireland,13032,,Tier 2,1.0,41.234,-80.5049,bd4476e5-2d53-498d-a5c1-75b62b691aa2,,,,,,,,,6,2026-05-13,,,,,2,4,,,,,
001Hr000028ZcNr,"Borough Of New Brighton, PA",Pennsylvania,Municipality,Ali Cohen,5653,,Tier 3,0.75,40.7303,-80.3101,3623f328-786e-43bb-80a7-2b5e4597b55b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcO7,"Township Of Windsor, PA",Pennsylvania,Municipality,Sydney Ireland,17853,,Tier 2,1.0,39.9263,-76.6066,2f28189a-bb96-45b1-b1c5-a3e2c89da8f8,,,,,,,,,3,2025-12-02,,,,,,3,,,,,
001Hr000028ZcOB,"Township Of East Pennsboro, PA",Pennsylvania,Municipality,Catherine Silvestri,21036,,Tier 2,1.0,40.2917,-76.9355,75e2cb3c-8721-4726-a365-d554b0d8f444,,,,,,,,,2,2025-12-04,,,,,,2,,,,,
