Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Ryan Minter,Calls - Quinzel Perry,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Emily Murnane,Calls - Leila Assil,Calls - Lucy Nemerov,Salesforce ID
001Hr000028Zd1l,"City Of Branson, MO",Missouri,Municipality,Ben Laddis,12883,,Tier 2,1.0,36.6441,-93.2183,7f21f51b-db74-4f2b-b2d2-ba00029264ae,,,,,,,,,7,2026-05-26,5,2,,,,,,,,
001Hr000028Zd3F,"City Of Sikeston, MO",Missouri,Municipality,Ben Laddis,16135,All Modules Live,Tier 2,1.0,36.8767,-89.5879,b5b00048-382f-4de1-9849-c4669a936860,Closed Won,,,Joe del Rosario,3/20/2025,3/11/2025,"$7,500",,,,,,,,,,,,,
001Hr000028Zd3x,"City Of Lebanon, MO",Missouri,Municipality,Ben Laddis,15054,Open Opportunity,Tier 2,1.0,37.6805,-92.6638,d98cfc9b-80ef-4e1c-9832-a920ef1f4c2c,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,31,2026-04-17,28,3,,,,,,,,
001Hr000028Zd6i,"City Of Warrensburg, MO",Missouri,Municipality,Ben Laddis,19638,,Tier 2,1.0,38.7628,-93.7361,9e51a3a5-63ae-4582-b7b6-3487184aa101,,,,,,,,,7,2026-02-02,6,1,,,,,,,,
001Hr000028Zd7j,"City Of Poplar Bluff, MO",Missouri,Municipality,Ben Laddis,16145,Open Opportunity,Tier 2,1.0,36.757,-90.3929,6829ad94-15b4-4c50-a72f-cd64026c5d88,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,18,2026-01-30,18,,,,,,,,,
001Hr000028Zd7p,"City Of Sedalia, MO",Missouri,Municipality,Ben Laddis,21809,,Tier 2,1.0,38.7043,-93.2284,c02aa0cd-afa3-43c4-85fa-71d81c233411,,,,,,,,,26,2026-02-23,25,1,,,,,,,,
001Hr000028Zd85,"City Of Wildwood, MO",Missouri,Municipality,Ben Laddis,35255,Nurture,Tier 1,1.5,38.5828,-90.6629,f0f1e79d-9d0d-4d55-99e0-f7ffadfff014,Closed Lost,,,Joe del Rosario,5/6/2025,5/1/2025,,,,,,,,,,,,,,
001Hr000028Zd86,"City Of University City, MO",Missouri,Municipality,Ben Laddis,34629,Nurture,Tier 1,1.5,38.6682,-90.3325,da40a6d1-e898-4971-8e78-35feaca5bd06,Closed Lost,,,Ben Laddis,6/3/2026,1/5/2025,,,4,2026-05-15,3,1,,,,,,,,
001Hr000028Zd8t,"City Of Grandview, MO",Missouri,Municipality,Ben Laddis,25844,Nurture,Tier 1,1.5,38.8858,-94.533,901805a0-5e48-44e4-ac1b-1b1278d05b49,Closed Lost,,,Ben Laddis,2/26/2026,2/19/2026,"$50,000",,25,2026-02-20,15,10,,,,,,,,
001Hr000028Zd9G,"City Of Manchester, MO",Missouri,Municipality,Ben Laddis,18240,Open Opportunity,Tier 2,1.0,38.597,-90.5093,19739567-e1e7-49f7-a151-a6a45f0d1d88,Open,Initial Interest,Top of Funnel,Ben Laddis,,1/28/2026,,,30,2026-02-19,27,3,,,,,,,,
001Hr000028Zd9H,"City Of Rolla, MO",Missouri,Municipality,Ben Laddis,20129,Nurture,Tier 2,1.0,37.9485,-91.7715,9e58a52b-7562-4e25-9c81-4aca6e7d17be,Closed Lost,,,Shane Lieberman,4/4/2024,1/5/2025,,,7,2026-01-23,7,,,,,,,,,
001Hr000028Zd9L,"City Of Creve Coeur, MO",Missouri,Municipality,Ben Laddis,18660,Recent Competitor Purchase,Tier 2,1.0,38.6609,-90.4226,5680aa65-eba7-476d-a382-74a777e0d2b8,,,,,,,,,7,2026-01-23,7,,,,,,,,,
001Hr000028Zd9M,"City Of Liberty, MO",Missouri,Municipality,Ben Laddis,30377,Recent Competitor Purchase,Tier 1,1.5,39.2461,-94.4191,db3f6cf2-8f2d-430a-b01c-edd520a5c3a0,,,,,,,,,4,2025-07-16,,,,4,,,,,,
001Hr000028Zd9Q,"City Of Ferguson, MO",Missouri,Municipality,Ben Laddis,18343,Nurture,Tier 2,1.0,38.7442,-90.3054,d20e35b6-3958-49eb-a5ca-7f4f4333e516,Closed Lost,,,Troy LeCaire,,1/5/2025,,,4,2026-02-02,3,1,,,,,,,,
001Hr000028ZdAA,"City Of Hazelwood, MO",Missouri,Municipality,Ben Laddis,25241,,Tier 1,1.5,38.7714,-90.3709,d3e8ff18-1ffc-4a50-ae53-cad4cd97c67a,,,,,,,,,9,2026-01-23,9,,,,,,,,,
001Hr000028ZdBV,"City Of Cape Girardeau, MO",Missouri,Municipality,Ben Laddis,39820,Nurture,Tier 1,1.5,37.3059,-89.5181,ee604a9a-fe57-4e7a-aec0-61812d9adc18,Closed Lost,,,Shane Lieberman,3/29/2024,1/5/2025,,,20,2026-05-26,10,10,,,,,,,,
001Hr000028ZdC6,"City Of Raymore, MO",Missouri,Municipality,Ben Laddis,24164,Open Opportunity,Tier 2,1.0,38.802,-94.4527,4cdd86b1-542d-4ef0-ad01-ea4049cd2c43,Open,Initial Interest,Top of Funnel,,8/6/2025,7/2/2025,,,31,2026-04-29,21,10,,,,,,,,
001Hr000028ZdCo,"City Of Webster Groves, MO",Missouri,Municipality,Ben Laddis,23770,Open Opportunity,Tier 2,1.0,38.5926,-90.3573,1d44a2cd-4fb8-414f-99f1-9fdeb1bd13df,Open,Meeting Booked,Top of Funnel,Ben Laddis,7/1/2026,1/28/2026,,,15,2026-03-17,4,10,,1,,,,,,
001Hr000028ZdCt,"City Of Belton, MO",Missouri,Municipality,Ben Laddis,25861,Nurture,Tier 1,1.5,38.8147,-94.5348,2151ee58-9e6f-4549-b5d1-9c47920c3f9f,Closed Lost,,,Jenny Allison,11/18/2025,10/29/2025,,,11,2025-11-10,,5,,,,6,,,,
001Hr000028ZdFs,"City Of Maryland Heights, MO",Missouri,Municipality,Ben Laddis,28024,Nurture,Tier 1,1.5,38.7131,-90.4298,507a4f2e-0f87-48c8-8ce1-6cf072aecfb9,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,31,2026-05-26,27,4,,,,,,,,
001Hr000028ZdGJ,"City of Saint Charles, MO",Missouri,Municipality,Ben Laddis,72458,Recent Competitor Purchase,Tier S,2.0,38.7833,-90.4816,5b555d9a-54ae-4fdd-810c-35030252fa04,,,,,,,,,50,2026-02-23,44,,,6,,,,,,
001Hr000028ZdGK,"Platte County, MO",Missouri,County,Ben Laddis,113207,,Tier S,2.0,39.3476,-94.7692,e5f8f32a-50d1-4fe4-8930-a89e37f6e24b,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdHv,"City Of O'Fallon, MO",Missouri,Municipality,Ben Laddis,93644,,Tier S,2.0,38.8106,-90.6998,c20d4189-2f04-4738-abb2-02e01234d1e9,,,,,,,,,3,2026-01-20,1,,,2,,,,,,
001Hr000028ZdKU,"City Of Wentzville, MO",Missouri,Municipality,Ben Laddis,45452,,Tier 1,1.5,38.8114,-90.8529,e5a4c94a-7f9a-4162-9f04-e32dd297300a,,,,,,,,,14,2026-05-26,11,3,,,,,,,,
001Hr000028ZdNF,"Jefferson County, MO",Missouri,County,Ben Laddis,229458,,Tier S,2.0,38.231,-90.5258,f72e4a1d-d037-4138-afbb-27ab6529e868,,,,,,,,,14,2026-05-06,14,,,,,,,,,
001Hr000028ZdWS,"City Of St Joseph, MO",Missouri,Municipality,Ben Laddis,71602,Nurture,Tier S,2.0,39.7675,-94.8467,6e5f78a9-b37e-4a32-a3ae-d4a53c551780,Closed Lost,,,Quinzel Perry,5/28/2025,5/19/2025,,,24,2026-02-11,13,,,11,,,,,,
001Hr000028ZdWT,"City Of Florissant, MO",Missouri,Municipality,Ben Laddis,52003,Open Opportunity,Tier S,2.0,38.7892,-90.3226,36ad32f5-426d-4e93-a32e-526a3a769c19,Open,Proposal,Mid Funnel,Ben Laddis,4/17/2026,4/2/2026,"$105,000",,35,2026-04-02,26,8,,1,,,,,,
001Hr000028ZdXt,"Cass County, MO",Missouri,County,Ben Laddis,117774,Open Opportunity,Tier S,2.0,38.6574,-94.3154,399e4d6e-7642-457e-83cd-864aa954a031,Open,Meeting Booked,Top of Funnel,Ben Laddis,6/3/2026,5/13/2026,,,5,2026-05-13,5,,,,,,,,,
001Hr000028ZdfT,"Warren County, MO",Missouri,County,Ryan Minter,,Open Opportunity,Tier 3,0.75,38.7313,-91.1353,4ea25c2a-0265-437f-95f7-be8968d86887,Open,Initial Interest,Top of Funnel,Ryan Minter,,7/10/2025,,,4,2025-10-17,,,4,,,,,,,
001Hr000028Zdge,"City Of Blue Springs, MO",Missouri,Municipality,Ben Laddis,59430,,Tier S,2.0,39.017,-94.2816,2fc4a0c1-0323-4ab0-bff7-59b2e4c2de57,,,,,,,,,7,2026-01-27,6,1,,,,,,,,
001Hr000028ZdhC,"County Of Christian, MO",Missouri,County,Ben Laddis,91499,,Tier S,2.0,36.9976,-93.178,426adf20-0b92-4abd-88fb-3fb4a8edce5f,,,,,,,,,5,2026-01-20,5,,,,,,,,,
001Hr000028Zdo5,"Franklin County, MO",Missouri,County,Ben Laddis,,,Tier 3,0.75,38.3954,-91.1353,4a8ae285-e54c-4765-8e78-ace562859156,,,,,,,,,,,,,,,,,,,,
001Hr000028ZdoG,"Stone County, MO",Missouri,County,Ben Laddis,32658,Open Opportunity,Tier 1,1.5,36.7749,-93.4599,01f2cb86-78a0-46a7-8756-631f059daae3,Open,Initial Interest,Top of Funnel,Ben Laddis,,4/27/2026,,,1,2025-06-03,,,,,,,,1,,
001cv00000AuWO6,"City Of Warson Woods, MO",Missouri,Municipality,Ben Laddis,2009,,Tier 3,0.75,38.6073,-90.3835,8376fc5f-da99-49a2-b3bd-e1dbe6114ecd,,,,,,,,,1,2025-07-08,,1,,,,,,,,
001cv00000AuWOs,"City Of Merriam Woods, MO",Missouri,Municipality,Ben Laddis,2024,,Tier 3,0.75,36.7139,-93.1714,98f52c76-7756-4f96-9609-e04c6008f229,,,,,,,,,1,2025-07-08,,1,,,,,,,,
001cv00000AuWXo,"City Of Marionville, MO",Missouri,Municipality,Ben Laddis,2062,,Tier 3,0.75,37.0031,-93.6374,1940808e-ac15-4236-905a-23bae2c9b845,,,,,,,,,1,2025-07-07,,1,,,,,,,,
001cv00000AuWY1,"City Of Granby, MO",Missouri,Municipality,Ben Laddis,2066,,Tier 3,0.75,36.9192,-94.2552,a0e8b7c4-c179-47d9-935e-85e5e81751b3,,,,,,,,,,,,,,,,,,,,
001cv00000AuWZA,"City Of Weatherby Lake, MO",Missouri,Municipality,Ben Laddis,2088,,Tier 3,0.75,39.2378,-94.6964,c1fae2e5-3442-4706-8200-ebcc905bc9d4,,,,,,,,,,,,,,,,,,,,
001cv00000AuWaB,"Township Of Athens, MO",Missouri,Municipality,Ben Laddis,2109,,Tier 3,0.75,40.2498,-94.2949,eac3595f-4fe6-459b-8542-392e6dfab63c,,,,,,,,,,,,,,,,,,,,
001cv00000AuWaj,"Village Of Bel Ridge, MO",Missouri,Municipality,Ben Laddis,2116,,Tier 3,0.75,38.7135,-90.3277,d5e4d369-ae43-431c-9d90-88cf0260d669,,,,,,,,,1,2025-07-08,,1,,,,,,,,
001cv00000AuWbD,"City Of Marceline, MO",Missouri,Municipality,Ben Laddis,2125,,Tier 3,0.75,39.712,-92.9483,7715f4de-f131-40d1-a33a-6878994ddde3,,,,,,,,,2,2025-07-08,,2,,,,,,,,
001cv00000AuWbE,"City Of Noel, MO",Missouri,Municipality,Ben Laddis,2125,,Tier 3,0.75,36.5456,-94.4852,8a143163-db34-419d-8a4a-19b7ee632665,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbM,"City Of Lake Ozark, MO",Missouri,Municipality,Ben Laddis,2129,,Tier 3,0.75,38.1986,-92.6388,518ba823-ee1e-4e10-b135-bbdc65e0c45d,,,,,,,,,3,2025-08-05,,3,,,,,,,,
001cv00000AuWbd,"City Of Houston, MO",Missouri,Municipality,Ben Laddis,2134,,Tier 3,0.75,37.3262,-91.956,baed3d02-94fa-494d-8df9-44068d549560,,,,,,,,,,,,,,,,,,,,
001cv00000AuWbo,"City Of Moline Acres, MO",Missouri,Municipality,Ben Laddis,2138,,Tier 3,0.75,38.747,-90.2401,99cd6374-0b3a-44f7-8f36-604fbd298f8f,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcR,"Township Of Union, MO",Missouri,Municipality,Ben Laddis,2149,,Tier 3,0.75,38.4501,-91.0085,77d30c24-33a3-45c9-be0a-7c30098938a0,,,,,,,,,,,,,,,,,,,,
001cv00000AuWcV,"Township Of Union, MO",Missouri,Municipality,Ben Laddis,2150,,Tier 3,0.75,38.4501,-91.0085,68643960-6251-48e4-9993-893bb3e29220,,,,,,,,,,,,,,,,,,,,
001cv00000AuWdN,"City Of Willow Springs, MO",Missouri,Municipality,Ben Laddis,2166,,Tier 3,0.75,36.9923,-91.9699,0b20de31-68c9-450d-bbb2-45217b03b25c,,,,,,,,,,,,,,,,,,,,
001cv00000AuWpO,"City Of Hermann, MO",Missouri,Municipality,Ben Laddis,2180,,Tier 3,0.75,38.7043,-91.4379,df7cf3b5-352d-4bb7-9899-a09ffc2ea5ac,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqT,"City Of Holden, MO",Missouri,Municipality,Ben Laddis,2200,,Tier 3,0.75,38.718,-93.9909,ff7031ed-3ab7-432c-b03a-cc90d4e27bc0,,,,,,,,,,,,,,,,,,,,
001cv00000AuWqr,"Village Of Marlborough, MO",Missouri,Municipality,Ben Laddis,2208,,Tier 3,0.75,38.5703,-90.3371,bbe40d6c-1694-4139-8d77-0e8ba4d71d08,,,,,,,,,,,,,,,,,,,,
001cv00000AuWr6,"City Of Plattsburg, MO",Missouri,Municipality,Ben Laddis,2214,,Tier 3,0.75,39.5656,-94.448,2d9d3962-9bc8-4950-80ae-e0f2a08ab3cd,,,,,,,,,,,,,,,,,,,,
001cv00000AuWro,"City Of Warsaw, MO",Missouri,Municipality,Ben Laddis,2231,,Tier 3,0.75,38.2408,-93.3802,7f107994-65d1-4192-a8a2-b1eb7c81e251,,,,,,,,,,,,,,,,,,,,
001cv00000AuWyf,"Township Of Washington, MO",Missouri,Municipality,Ben Laddis,2303,,Tier 3,0.75,38.5581,-91.0121,e02fbb4b-bc8a-4833-a8cd-fb7e12e61bac,,,,,,,,,,,,,,,,,,,,
001cv00000AuX5w,"City Of Seneca, MO",Missouri,Municipality,Ben Laddis,2258,,Tier 3,0.75,36.8416,-94.6112,7a524363-7fd8-4ddd-b800-c6dca55e56f0,,,,,,,,,,,,,,,,,,,,
001cv00000AuX6g,"City Of Lathrop, MO",Missouri,Municipality,Ben Laddis,2273,,Tier 3,0.75,39.5483,-94.3299,398dbd8f-8ccb-45fd-933d-98429ec71c6c,,,,,,,,,,,,,,,,,,,,
001cv00000AuX7l,"Township Of Hamilton, MO",Missouri,Municipality,Ben Laddis,2296,,Tier 3,0.75,39.7436,-93.9983,2ee06f28-895b-4f3c-91c8-77482a4e51e3,,,,,,,,,,,,,,,,,,,,
001cv00000AuX9h,"City Of Lake Lotawana, MO",Missouri,Municipality,Ben Laddis,2336,,Tier 3,0.75,38.9231,-94.2441,2b096c12-495a-4068-a92e-9b6865ed3051,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAF,"City Of Concordia, MO",Missouri,Municipality,Ben Laddis,2351,,Tier 3,0.75,38.9833,-93.5685,f9041e4c-1649-4764-b681-b6723e96bd30,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAP,"Village Of Duquesne, MO",Missouri,Municipality,Ben Laddis,2355,,Tier 3,0.75,37.0767,-94.4594,f47fbf1a-6533-4de2-8cdf-4149d21bb625,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAo,"City Of New Haven, MO",Missouri,Municipality,Ben Laddis,2366,,Tier 3,0.75,38.6084,-91.219,b720c551-e824-46b7-9680-82ad0d0d4952,,,,,,,,,,,,,,,,,,,,
001cv00000AuXAs,"City Of Kimberling City, MO",Missouri,Municipality,Ben Laddis,2368,,Tier 3,0.75,36.6334,-93.4169,a0e88886-a6fc-4b0e-8697-ab25ff050c7b,,,,,,,,,,,,,,,,,,,,
001cv00000AuXB3,"Village Of Riverview, MO",Missouri,Municipality,Ben Laddis,2373,,Tier 3,0.75,38.7478,-90.2115,f6f1df2d-6b93-47b1-9a28-ca5af724cc1c,,,,,,,,,,,,,,,,,,,,
001cv00000AuXNi,"Village Of Country Club, MO",Missouri,Municipality,Ben Laddis,2473,,Tier 3,0.75,39.8264,-94.8142,76380956-f278-4c8c-8038-60d917556f84,,,,,,,,,,,,,,,,,,,,
001cv00000AuXTN,"City Of Lawson, MO",Missouri,Municipality,Ben Laddis,2526,,Tier 3,0.75,39.4403,-94.2043,94b1a9a0-df39-432b-8845-ae9674fa5d32,,,,,,,,,,,,,,,,,,,,
001cv00000AuXTO,"City Of Potosi, MO",Missouri,Municipality,Ben Laddis,2526,,Tier 3,0.75,37.9364,-90.7879,c7d7f3c7-118b-4a16-a8e9-c35a06095e61,,,,,,,,,4,2025-09-04,,4,,,,,,,,
001cv00000AuXTk,"City Of Versailles, MO",Missouri,Municipality,Ben Laddis,2536,,Tier 3,0.75,38.4314,-92.841,85935ef4-7602-4cbc-b5c2-25bb80c43e75,,,,,,,,,,,,,,,,,,,,
001cv00000AuXTw,"City Of Pagedale, MO",Missouri,Municipality,Ben Laddis,2542,,Tier 3,0.75,38.6834,-90.3076,5f27a05e-eb44-4210-bc2f-0511158af890,,,,,,,,,,,,,,,,,,,,
001cv00000AuXUc,"City Of Mountain View, MO",Missouri,Municipality,Ben Laddis,2563,,Tier 3,0.75,36.9953,-91.7038,28fcf837-29d2-4afa-8ec0-2287b5ecfee5,,,,,,,,,,,,,,,,,,,,
001cv00000AuXVk,"City Of Clarkson Valley, MO",Missouri,Municipality,Ben Laddis,2590,,Tier 3,0.75,38.6184,-90.5893,7a7c0893-2e46-4e6c-8c88-8e4072fd58e5,,,,,,,,,,,,,,,,,,,,
001cv00000AuXW1,"City Of Strafford, MO",Missouri,Municipality,Ben Laddis,2598,,Tier 3,0.75,37.2684,-93.1171,214a6a33-2eca-415b-9a3b-ae660d4eae9c,,,,,,,,,,,,,,,,,,,,
001cv00000AuXf4,"City Of New Madrid, MO",Missouri,Municipality,Ben Laddis,2705,,Tier 3,0.75,36.5864,-89.5279,4760c2bf-78c1-414a-a438-d65b1025cff3,,,,,,,,,,,,,,,,,,,,
001cv00000AuXf5,"City Of Forsyth, MO",Missouri,Municipality,Ben Laddis,2705,,Tier 3,0.75,36.6851,-93.1199,ff67fd0b-52cf-43e2-9560-b3a686d8f9aa,,,,,,,,,5,2025-07-16,,5,,,,,,,,
001cv00000AuXfR,"City Of Fayette, MO",Missouri,Municipality,Ben Laddis,2717,,Tier 3,0.75,39.1459,-92.6838,6cfe962d-97d0-4cb7-8335-ceb1be9be814,,,,,,,,,,,,,,,,,,,,
001cv00000AuXfT,"City Of Licking, MO",Missouri,Municipality,Ben Laddis,2718,,Tier 3,0.75,37.4993,-91.8569,9a644933-8890-4e54-9f5d-104ae05ed833,,,,,,,,,,,,,,,,,,,,
001cv00000AuXg7,"City Of Owensville, MO",Missouri,Municipality,Ben Laddis,2742,,Tier 3,0.75,38.3456,-91.5015,38cf4eff-835d-4b65-9e14-b38e1c00cc45,,,,,,,,,,,,,,,,,,,,
001cv00000AuXgA,"City Of Pleasant Valley, MO",Missouri,Municipality,Ben Laddis,2743,,Tier 3,0.75,39.2164,-94.4795,6e2fd1ce-37e0-44f3-988d-4805ced538f1,,,,,,,,,,,,,,,,,,,,
001cv00000AuXhz,"City Of Knob Noster, MO",Missouri,Municipality,Ben Laddis,2785,Nurture,Tier 3,0.75,38.7667,-93.5585,388ace6b-d3d3-4d23-be07-4d3b760349bd,Closed Lost,,,Emily Murnane,11/25/2025,11/20/2025,,,3,2025-11-25,,1,,,,,2,,,
001cv00000AuXiv,"City Of Windsor, MO",Missouri,Municipality,Ben Laddis,2805,,Tier 3,0.75,38.5322,-93.5222,bc2dff3c-3666-4bb4-ae61-421884fe4197,,,,,,,,,,,,,,,,,,,,
001cv00000AuXjQ,"City Of Montgomery City, MO",Missouri,Municipality,Ben Laddis,2822,,Tier 3,0.75,38.9775,-91.5049,151e8186-50f0-4e9e-bdd9-4bfdf7f820d6,,,,,,,,,,,,,,,,,,,,
001cv00000AuXlD,"City Of Tipton, MO",Missouri,Municipality,Ben Laddis,2867,,Tier 3,0.75,38.6556,-92.7799,e7bdfe58-8164-4eab-928b-c10162c428c0,,,,,,,,,,,,,,,,,,,,
001cv00000AuXlV,"City Of Portageville, MO",Missouri,Municipality,Ben Laddis,2877,,Tier 3,0.75,36.4253,-89.6995,9641fa3f-8172-46bf-aff3-b611cd126faa,,,,,,,,,,,,,,,,,,,,
001cv00000AuXlm,"City Of Ava, MO",Missouri,Municipality,Ben Laddis,2885,,Tier 3,0.75,36.952,-92.6604,6aec1fe2-e707-495a-8dd5-32c92786699d,,,,,,,,,,,,,,,,,,,,
001cv00000AuXlz,"City Of Bethany, MO",Missouri,Municipality,Ben Laddis,2893,,Tier 3,0.75,40.2683,-94.0283,16f9ea71-93e0-4d28-a282-ecf07dd9dca4,,,,,,,,,,,,,,,,,,,,
001cv00000AuXmq,"City Of Buckner, MO",Missouri,Municipality,Ben Laddis,2920,,Tier 3,0.75,39.1325,-94.1986,b65f6c30-f4e2-4669-a2b7-e04de46ac1da,,,,,,,,,,,,,,,,,,,,
001cv00000AuXng,"City Of East Prairie, MO",Missouri,Municipality,Ben Laddis,2954,,Tier 3,0.75,36.7798,-89.3856,4f40941b-b5dc-4835-85ab-b1f289d462bf,,,,,,,,,,,,,,,,,,,,
001cv00000AuYAR,"City Of Byrnes Mill, MO",Missouri,Municipality,Ben Laddis,3166,,Tier 3,0.75,38.4428,-90.5846,b43e152a-16b1-48f6-85b5-55285e6421a9,,,,,,,,,9,2025-07-24,,9,,,,,,,,
001cv00000AuYDI,"City Of Cuba, MO",Missouri,Municipality,Ben Laddis,3163,,Tier 3,0.75,38.0628,-91.4035,7e5d0931-118f-4bf7-a9c4-ef399179d2a3,,,,,,,,,,,,,,,,,,,,
001cv00000AuYFR,"City Of Clever, MO",Missouri,Municipality,Ben Laddis,3020,,Tier 3,0.75,37.0303,-93.473,dfb47e1f-38ee-47d4-9255-b460c45125df,,,,,,,,,,,,,,,,,,,,
001cv00000AuYFq,"City Of Chaffee, MO",Missouri,Municipality,Ben Laddis,3033,,Tier 3,0.75,37.1801,-89.6551,77e049fb-ab02-4476-9199-f582e68b1be5,,,,,,,,,,,,,,,,,,,,
001cv00000AuYGJ,"Township Of Duck Creek, MO",Missouri,Municipality,Ben Laddis,3049,,Tier 3,0.75,36.9035,-90.1701,959597b8-cc85-4ebf-a904-08cc02bb5397,,,,,,,,,,,,,,,,,,,,
001cv00000AuYHl,"City Of St Paul, MO",Missouri,Municipality,Ben Laddis,3301,,Tier 3,0.75,38.8614,-90.7418,24a892f2-cfcd-487a-8fde-43ff7c1fc425,,,,,,,,,,,,,,,,,,,,
001cv00000AuYIH,"City Of Buffalo, MO",Missouri,Municipality,Ben Laddis,3318,,Tier 3,0.75,37.6439,-93.0924,4bce0c41-8c39-4632-89a6-12427d374152,,,,,,,,,,,,,,,,,,,,
001cv00000AuYJe,"Township Of Windsor, MO",Missouri,Municipality,Ben Laddis,3372,,Tier 3,0.75,38.5322,-93.5222,09edfee6-2087-422c-b20c-ad3ec4112ccc,,,,,,,,,,,,,,,,,,,,
001cv00000AuYLN,"City Of Carrollton, MO",Missouri,Municipality,Ben Laddis,3430,,Tier 3,0.75,39.3584,-93.4958,bbad1bfe-a30f-4e99-9212-cbf1e3da7b94,,,,,,,,,,,,,,,,,,,,
001cv00000AuYM1,"City Of Vandalia, MO",Missouri,Municipality,Ben Laddis,3462,,Tier 3,0.75,39.3109,-91.4885,ebb13dd6-1e5f-4fc8-bffe-78d94a13669f,,,,,,,,,,,,,,,,,,,,
001cv00000AuYMW,"County Of Mercer, MO",Missouri,County,Ben Laddis,3488,,Tier 3,0.75,40.5114,-93.5322,9da0dae7-6b4e-4b39-8dce-0ffac0130562,,,,,,,,,,,,,,,,,,,,
001cv00000AuYMn,"City Of Hillsboro, MO",Missouri,Municipality,Ben Laddis,3497,,Tier 3,0.75,38.232,-90.5627,f0085886-4dd6-4387-b009-368c046eacfb,,,,,,,,,,,,,,,,,,,,
001cv00000AuYNF,"City Of El Dorado Springs, MO",Missouri,Municipality,Ben Laddis,3515,,Tier 3,0.75,37.877,-94.0213,54042ad0-413e-498e-a4a8-dee6b49bf8cf,,,,,,,,,,,,,,,,,,,,
001cv00000AuYNu,"Township Of Burdine, MO",Missouri,Municipality,Ben Laddis,3189,,Tier 3,0.75,37.129,-92.0861,077c71db-561e-4e0b-9d6d-327ccd33646c,,,,,,,,,,,,,,,,,,,,
001cv00000AuYO2,"City Of Cassville, MO",Missouri,Municipality,Ben Laddis,3192,,Tier 3,0.75,36.6772,-93.8691,c8d63794-5b9d-44fa-b7d3-5f94c40ed29c,,,,,,,,,,,,,,,,,,,,
001cv00000AuYOh,"City Of Sugar Creek, MO",Missouri,Municipality,Ben Laddis,3219,,Tier 3,0.75,39.1097,-94.4447,06b7e97f-fd99-4db2-ba85-e09bf996ccba,,,,,,,,,5,2025-08-20,,5,,,,,,,,
001cv00000AuYP9,"City Of Louisiana, MO",Missouri,Municipality,Ben Laddis,3242,,Tier 3,0.75,39.4489,-91.0515,2716921e-80cf-447c-a40e-93d45d99800c,,,,,,,,,,,,,,,,,,,,
001cv00000AuYSg,"Township Of Pike, MO",Missouri,Municipality,Ben Laddis,3616,,Tier 3,0.75,37.0829,-89.8879,9f2e4c5f-aa49-4b23-988c-ee4ea9f38800,,,,,,,,,,,,,,,,,,,,
001cv00000AuYSn,"City Of Palmyra, MO",Missouri,Municipality,Ben Laddis,3621,,Tier 3,0.75,39.7942,-91.5232,00456d06-2e92-45be-a771-470292f6afc8,,,,,,,,,,,,,,,,,,,,
001cv00000AuYT9,"City Of Malden, MO",Missouri,Municipality,Ben Laddis,3634,,Tier 3,0.75,36.557,-89.9665,2745f5aa-c84a-422b-bb18-3cf7f7568beb,,,,,,,,,,,,,,,,,,,,
001cv00000AuYTb,"City Of Northwoods, MO",Missouri,Municipality,Ben Laddis,3650,,Tier 3,0.75,38.7021,-90.2832,3cdcd561-0ce6-495d-85d5-3ff554738ff6,,,,,,,,,,,,,,,,,,,,
001cv00000AuYdd,"City Of Moscow Mills, MO",Missouri,Municipality,Ben Laddis,3661,,Tier 3,0.75,38.9478,-90.9182,5f19f5a5-1e23-4ac2-9170-ad1e49862c66,,,,,,,,,,,,,,,,,,,,
001cv00000AuYfp,"County Of Knox, MO",Missouri,County,Ben Laddis,3808,,Tier 3,0.75,40.2058,-92.2237,49025d9a-105f-4dd5-a056-44870f149326,,,,,,,,,,,,,,,,,,,,
001cv00000AuYkz,"City Of St James, MO",Missouri,Municipality,Ben Laddis,3968,,Tier 3,0.75,37.9971,-91.6143,4199288f-084b-4a41-aa76-db28c66434b4,,,,,,,,,,,,,,,,,,,,
001cv00000AuYl0,"City Of Fenton, MO",Missouri,Municipality,Ben Laddis,3968,,Tier 3,0.75,38.5126,-90.443,ebaae29f-706e-4be5-a82c-895073b3e732,,,,,,,,,,,,,,,,,,,,
