Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Hugh Bargeron,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Ryan Minter,Calls - Nick Martino,Calls - Catherine Silvestri,Calls - Jenny Allison,Outreach ID
001cv00000AuX5Q,"Town Of New Ellenton, SC",South Carolina,Municipality,Hugh Bargeron,2248,,Tier 3,0.75,33.4218,-81.6856,bef23fe9-e9b7-4037-a079-c11c4ec474ba,,,,,,,,,,,,,,,,,,13663
001cv00000AuX9O,"Town Of Pacolet, SC",South Carolina,Municipality,Hugh Bargeron,2331,,Tier 3,0.75,34.8967,-81.7603,1e813f83-786f-488d-9202-0e1880f0f279,,,,,,,,,2,2025-09-08,,2,,,,,,13888
001cv00000AuXAe,"City Of Westminster, SC",South Carolina,Municipality,Hugh Bargeron,2363,,Tier 3,0.75,34.6648,-83.0965,37cb5531-5319-426b-b199-8fa538b3a8a1,,,,,,,,,1,2025-09-03,,1,,,,,,13995
001cv00000AuXBA,"Town Of Edgefield, SC",South Carolina,Municipality,Hugh Bargeron,2375,,Tier 3,0.75,33.7896,-81.9296,6ae3ac6c-b8a1-4130-8edb-3dca8b38ac76,,,,,,,,,,,,,,,,,,14017
001cv00000AuXTp,"City Of Landrum, SC",South Carolina,Municipality,Hugh Bargeron,2540,,Tier 3,0.75,35.1749,-82.1893,839302dc-db22-4bda-9905-b15e4c74a1b6,,,,,,,,,,,,,,,,,,14117
001cv00000AuXUD,"Town Of Andrews, SC",South Carolina,Municipality,Hugh Bargeron,2550,,Tier 3,0.75,33.4513,-79.5609,15b91263-59f9-4216-ac56-934dca698e24,,,,,,,,,,,,,,,,,,14369
001cv00000AuXUT,"Town Of Ravenel, SC",South Carolina,Municipality,Hugh Bargeron,2558,,Tier 3,0.75,32.7759,-80.2501,8e3b0455-f3a7-4f00-ae2c-8ea4e594d707,,,,,,,,,3,2025-10-01,,3,,,,,,14329
001cv00000AuXV1,"City Of Loris, SC",South Carolina,Municipality,Hugh Bargeron,2572,,Tier 3,0.75,34.0563,-78.8903,978d48a4-2380-4b63-a44d-9bc57009cadb,,,,,,,,,3,2025-07-09,,3,,,,,,14325
001cv00000AuXgH,"Town Of Springdale, SC",South Carolina,Municipality,Hugh Bargeron,2746,,Tier 3,0.75,33.9593,-81.109,60053d7a-2e65-4ebf-bb95-6159cab53edd,,,,,,,,,2,2025-09-04,,2,,,,,,14534
001cv00000AuXiJ,"Town Of Hampton, SC",South Carolina,Municipality,Hugh Bargeron,2791,,Tier 3,0.75,32.8779,-81.1276,aad5bb52-ae90-4c15-a8e6-32598eb1ad16,,,,,,,,,1,2025-09-08,,1,,,,,,14611
001cv00000AuXla,"Town Of Williston, SC",South Carolina,Municipality,Hugh Bargeron,2879,,Tier 3,0.75,33.4026,-81.4201,5e026692-2bac-4540-af5d-9253976f1c45,,,,,,,,,,,,,,,,,,14833
001cv00000AuXnP,"City Of Bishopville, SC",South Carolina,Municipality,Hugh Bargeron,2946,,Tier 3,0.75,34.2182,-80.2484,3a13882f-f5fa-448f-a254-b8fc5f457d3a,,,,,,,,,,,,,,,,,,14958
001cv00000AuXzF,"Town Of Saluda, SC",South Carolina,Municipality,Hugh Bargeron,3069,,Tier 3,0.75,34.0015,-81.7721,030207ec-67b4-4af7-b07c-70716317fd7c,,,,,,,,,,,,,,,,,,14948
001cv00000AuYAm,"Town Of Kingstree, SC",South Carolina,Municipality,Hugh Bargeron,3181,,Tier 3,0.75,33.6677,-79.8306,efd073a6-4087-4429-88c6-d0f470f5dd85,,,,,,,,,3,2026-04-10,1,2,,,,,,15610
001cv00000AuYCh,"City Of Denmark, SC",South Carolina,Municipality,Hugh Bargeron,3139,,Tier 3,0.75,33.3227,-81.1423,0591742f-17b5-470a-96c2-803caa7f0a15,,,,,,,,,,,,,,,,,,15223
001cv00000AuYCx,"Town Of Burnettown, SC",South Carolina,Municipality,Hugh Bargeron,3150,,Tier 3,0.75,33.5092,-81.8562,3abac578-fc6a-4ee7-950e-5489970f81c2,,,,,,,,,,,,,,,,,,15292
001cv00000AuYDL,"Town Of Winnsboro, SC",South Carolina,Municipality,Hugh Bargeron,3163,,Tier 3,0.75,34.3807,-81.0865,26985b91-9a63-4374-b7ef-b4881e6ba84b,,,,,,,,,,,,,,,,,,15234
001cv00000AuYG2,"Town Of Bamberg, SC",South Carolina,Municipality,Hugh Bargeron,3040,,Tier 3,0.75,33.2971,-81.0348,ace48ab5-9fee-4dc3-b54a-0112dbf9e203,,,,,,,,,,,,,,,,,,15128
001cv00000AuYGS,"City Of Inman, SC",South Carolina,Municipality,Hugh Bargeron,3054,Open Opportunity,Tier 3,0.75,35.0487,-82.0908,71a65f47-d280-432a-8601-58219a04ac1b,Open,Meeting Booked,Top of Funnel,Joe del Rosario,10/8/2025,9/30/2025,,,12,2026-05-06,7,5,,,,,,15093
001cv00000AuYIx,"Town Of Liberty, SC",South Carolina,Municipality,Hugh Bargeron,3344,,Tier 3,0.75,34.7879,-82.6924,17974ff2-dd94-4c5e-8f74-cfde837e9abd,,,,,,,,,2,2025-08-22,,2,,,,,,15763
001cv00000AuYJd,"Town Of Pickens, SC",South Carolina,Municipality,Hugh Bargeron,3371,,Tier 3,0.75,34.8834,-82.7074,aadebebb-cbe9-4d93-9a41-6ae6242eb7b7,,,,,,,,,,,,,,,,,,15784
001cv00000AuYKu,"City Of Wellford, SC",South Carolina,Municipality,Hugh Bargeron,3415,,Tier 3,0.75,34.951,-82.1054,cbce9d2d-2ed5-412d-aa67-0a5c52252c1e,,,,,,,,,,,,,,,,,,15888
001cv00000AuYRW,"Town Of Pendleton, SC",South Carolina,Municipality,Hugh Bargeron,3553,,Tier 3,0.75,34.6518,-82.7838,38d9e58d-9039-4da8-bf34-6df9bd49ba00,,,,,,,,,6,2025-09-23,,6,,,,,,15655
001cv00000AuYZ4,"City Of Mullins, SC",South Carolina,Municipality,Hugh Bargeron,3935,,Tier 3,0.75,34.2057,-79.2545,a14f456e-8d94-45a8-b284-e2c85ebe7941,,,,,,,,,2,2025-07-14,,2,,,,,,16383
001cv00000AuYgs,"Town Of Manning, SC",South Carolina,Municipality,Hugh Bargeron,3859,,Tier 3,0.75,33.6952,-80.2109,03a99283-d13a-483f-a554-69ab5e13acaf,,,,,,,,,2,2026-04-09,1,1,,,,,,16239
001cv00000AuYni,"City Of Walhalla, SC",South Carolina,Municipality,Hugh Bargeron,4095,,Tier 3,0.75,34.7648,-83.064,3b3a8995-746d-46f4-9c64-f5a76a25410e,,,,,,,,,1,2025-08-22,,1,,,,,,16856
001cv00000AuYo9,"Town Of Williamston, SC",South Carolina,Municipality,Hugh Bargeron,4115,,Tier 3,0.75,34.6184,-82.4779,262f5d7d-7a52-423e-bbc6-f7bef95056c4,,,,,,,,,2,2026-04-06,1,1,,,,,,16666
001cv00000AuYom,"Town Of Duncan, SC",South Carolina,Municipality,Hugh Bargeron,4151,,Tier 3,0.75,34.9376,-82.1395,ae309830-2d58-4ee4-baa5-2410cfc062bf,,,,,,,,,,,,,,,,,,16631
001cv00000AuYr6,"Town Of Ridgeland, SC",South Carolina,Municipality,Hugh Bargeron,3683,,Tier 3,0.75,32.4807,-80.9804,7efdf8a4-1952-4e6c-b484-c06e1a820a52,,,,,,,,,10,2026-03-27,4,6,,,,,,16375
001cv00000AuYsK,"Town Of Honea Path, SC",South Carolina,Municipality,Hugh Bargeron,3741,,Tier 3,0.75,34.4465,-82.3915,b0f4c7c8-61b5-4f51-bc4c-7baec05cfba5,,,,,,,,,,,,,,,,,,16351
001cv00000AuYuI,"Town Of Surfside Beach, SC",South Carolina,Municipality,Hugh Bargeron,4253,,Tier 3,0.75,33.606,-78.9731,34aacddd-6a26-4e67-8175-7b4f8a6ed395,,,,,,,,,6,2025-10-21,,6,,,,,,16955
001cv00000AuYv0,"City Of Woodruff, SC",South Carolina,Municipality,Hugh Bargeron,4294,Open Opportunity,Tier 3,0.75,34.7398,-82.0372,133af2db-884a-4c78-a6f3-736311b13ab7,Open,Sales Qualified,Mid Funnel,Hugh Bargeron,5/5/2026,4/20/2026,,,19,2026-05-14,15,2,,,,,2,16752
001cv00000AuYvD,"City Of Isle Of Palms, SC",South Carolina,Municipality,Hugh Bargeron,4307,Open Opportunity,Tier 3,0.75,32.7987,-79.7584,9f2f2ace-b195-4d86-b064-2bc93ae9350e,Open,Initial Interest,Top of Funnel,Hugh Bargeron,,4/28/2026,,Yes,12,2026-05-11,9,3,,,,,,16843
001cv00000AuYxW,"City Of Belton, SC",South Carolina,Municipality,Hugh Bargeron,4405,,Tier 3,0.75,34.5229,-82.4943,cfb25329-ac2c-4ddc-b10d-ad8026d09478,,,,,,,,,1,2025-08-22,,1,,,,,,19986
001cv00000AuYyx,"City Of Barnwell, SC",South Carolina,Municipality,Hugh Bargeron,4489,,Tier 3,0.75,33.2449,-81.3587,0da88917-813a-4859-b645-3b459cc5e5ed,,,,,,,,,1,2025-08-22,,1,,,,,,20083
001cv00000AuZ7f,"Town Of Blythewood, SC",South Carolina,Municipality,Hugh Bargeron,5317,,Tier 3,0.75,34.2143,-80.974,15e079b2-5f54-4f69-ad40-5a477b9e5e3d,,,,,,,,,8,2026-03-26,5,3,,,,,,17056
001cv00000AuZIO,"Town Of Lyman, SC",South Carolina,Municipality,Hugh Bargeron,6321,,Tier 3,0.75,34.9557,-82.1276,e2cf63eb-ba0a-47de-8b2c-f1e806ec4c08,,,,,,,,,2,2026-04-10,1,1,,,,,,17394
001cv00000AuZVM,"County Of Allendale, SC",South Carolina,County,Hugh Bargeron,7858,,Tier 3,0.75,33.006,-81.3839,1038c79c-c238-45f9-a743-cc8dc25011e2,,,,,,,,,4,2026-04-13,4,,,,,,,17663
001cv00000AuZg1,"County Of Bamberg, SC",South Carolina,County,Hugh Bargeron,13189,Open Opportunity,Tier 2,1.0,33.2074,-81.0755,23c3fdcd-b867-451a-b1f5-c3f38eaeb7b4,Open,Meeting Booked,Top of Funnel,Joe del Rosario,9/16/2025,8/26/2025,,,36,2026-05-18,6,30,,,,,,18296
001cv00000AuZni,"County Of Calhoun, SC",South Carolina,County,Hugh Bargeron,14165,,Tier 2,1.0,34.6834,-82.8374,1be22a1e-b904-4b3f-b8dd-e395594914ca,,,,,,,,,1,2025-07-15,,1,,,,,,17862
001cv00000AuZpN,"County Of Lee, SC",South Carolina,County,Hugh Bargeron,16280,,Tier 2,1.0,34.163,-80.2321,3fb8ba4c-2dbb-4aaf-824f-0bc12faea74c,,,,,,,,,2,2026-05-06,1,1,,,,,,17892
001cv00000AuZsg,"County Of Saluda, SC",South Carolina,County,Hugh Bargeron,18821,,Tier 2,1.0,34.0087,-81.7349,db725ea4-55b2-4b0d-a42c-e3b071bc782a,,,,,,,,,,,,,,,,,,18815
001cv00000AuZuK,"County Of Hampton, SC",South Carolina,County,Hugh Bargeron,18180,,Tier 2,1.0,32.8779,-81.1276,bfc72125-5003-424d-a220-46d0a06adf31,,,,,,,,,11,2026-04-09,1,10,,,,,,18534
001cv00000Aua3t,"County Of Barnwell, SC",South Carolina,County,Hugh Bargeron,20580,,Tier 2,1.0,33.2799,-81.4718,2910aab7-5a97-47d8-8d93-c833033c4378,,,,,,,,,3,2026-04-16,2,1,,,,,,18569
001cv00000Aua41,"County Of Fairfield, SC",South Carolina,County,Hugh Bargeron,20690,,Tier 2,1.0,34.4478,-81.0755,c3318672-490d-4843-bde5-0493b42a11e2,,,,,,,,,5,2026-04-17,3,2,,,,,,18581
001cv00000Aua7t,"County Of Williamsburg, SC",South Carolina,County,Hugh Bargeron,30484,,Tier 1,1.5,33.6294,-79.6502,bf4ed8eb-3580-40e8-9e66-51d98197dbdc,,,,,,,,,4,2026-04-10,1,3,,,,,,18898
001cv00000AuaAr,"County Of Abbeville, SC",South Carolina,County,Hugh Bargeron,24299,,Tier 2,1.0,34.1891,-82.4753,fc97f9db-63e4-454e-aa87-5f54be9b0f8e,,,,,,,,,18,2026-05-19,13,5,,,,,,18791
001cv00000AuaBn,"County Of Union, SC",South Carolina,County,Hugh Bargeron,27016,,Tier 1,1.5,34.6613,-81.6035,c9cbc2a6-fd84-4955-99a9-0b6f8089e246,,,,,,,,,1,2025-07-23,,1,,,,,,19207
001cv00000AuaGi,"County Of Chesterfield, SC",South Carolina,County,Hugh Bargeron,43268,,Tier 1,1.5,34.736,-80.0881,6a95f1f5-7665-48e6-87af-8020b8cf1bd5,,,,,,,,,1,2025-07-15,,1,,,,,,18972
001cv00000AuaWv,"County Of Oconee, SC",South Carolina,County,Hugh Bargeron,79203,,Tier S,2.0,34.7492,-82.9932,7543023a-37b0-482c-b402-9c901435791d,,,,,,,,,3,2026-04-17,1,2,,,,,,19862
001cv00000B21pu,"Town Of South Congaree, SC",South Carolina,Municipality,Hugh Bargeron,2387,,Tier 3,0.75,33.911,-81.1357,b967f1da-2798-4422-8443-edf910a6aa7d,,,,,,,,,4,2025-10-16,,4,,,,,,20211
001cv00000B21sC,"Town Of Pageland, SC",South Carolina,Municipality,Hugh Bargeron,2443,,Tier 3,0.75,34.7732,-80.3917,b275f9a6-40bc-4de8-8510-ebe214d5a81a,,,,,,,,,,,,,,,,,,20281
001cv00000B21yl,"Town Of Allendale, SC",South Carolina,Municipality,Hugh Bargeron,2682,,Tier 3,0.75,33.0079,-81.3084,7321e2d4-891a-48ad-b48b-9cbf9b135a76,,,,,,,,,,,,,,,,,,20483
001cv00000FOj8H,"County of Lexington, SC",South Carolina,County,Hugh Bargeron,313774,Open Opportunity,Tier S,2.0,33.931,-81.2519,341cd4f0-f307-4240-8d8d-59d7653bd5e1,Open,Sales Qualified,Mid Funnel,Ryan Minter,3/6/2026,3/5/2026,,,5,2026-05-18,3,2,,,,,,20764
001cv00000WkUbl,"Town of Kiawah Island, SC",South Carolina,Municipality,Hugh Bargeron,2066,,Tier 3,0.75,32.6107,-80.0511,,,,,,,,,,,,,,,,,,,21028
001cv00000Wkbbd,"Town of Edisto Beach, SC",South Carolina,Municipality,Hugh Bargeron,1060,,Tier 3,0.75,32.4794,-80.3348,,,,,,,,,,,,,,,,,,,21029
001cv00000bAeBa,Beaufort County,South Carolina,County,Hugh Bargeron,201775,,Tier S,2.0,32.2504,-80.7321,c855316d-d080-4bd5-ad79-3e3d2f53f54f,,,,,,,,,,,,,,,,,,12186
001cv00000bBVfb,Town of Santee,South Carolina,Municipality,Hugh Bargeron,814,,Tier 3,0.75,33.4752,-80.4865,45203108-2c94-46e3-85ea-84397b2488d1,,,,,,,,,,,,,,,,,,21156
001cv00000bBVpS,Town of Yemassee,South Carolina,Municipality,Hugh Bargeron,1127,,Tier 3,0.75,32.6885,-80.8515,313e39ea-4591-41dc-8788-873e8b756034,,,,,,,,,,,,,,,,,,21627
001cv00000bBVxF,Town of Prosperity,South Carolina,Municipality,Hugh Bargeron,1244,,Tier 3,0.75,34.2093,-81.5332,5bb31e79-59df-4734-a80f-6915e90f317d,,,,,,,,,,,,,,,,,,21634
001cv00000bBWDH,Town of Blacksburg,South Carolina,Municipality,Hugh Bargeron,1954,,Tier 3,0.75,35.1212,-81.5159,f3af8a01-d162-4d27-a644-66c6b65f10bb,,,,,,,,,,,,,,,,,,22035
001cv00000bBWQp,Town of Kershaw,South Carolina,Municipality,Hugh Bargeron,2014,,Tier 3,0.75,34.5518,-80.5837,9a00e4a7-47d4-4690-aa3b-08e3a3c98e4e,,,,,,,,,,,,,,,,,,22199
001cv00000bBWT7,Florence County,South Carolina,County,Hugh Bargeron,138049,Open Opportunity,Tier S,2.0,33.9829,-79.6502,a8079e34-e6a0-43bf-9173-624fd0e7c58e,Open,Initial Interest,Top of Funnel,Catherine Silvestri,,4/28/2026,,,8,2026-05-11,8,,,,,,,22365
001cv00000bBWTH,"City of Columbia, SC",South Carolina,Municipality,Hugh Bargeron,144788,,Tier S,2.0,34.0008,-81.0351,e7d6cd1f-b9e9-4296-aa69-24bfc6f31a84,,,,,,,,,9,2026-04-23,9,,,,,,,22407
001cv00000bBWTa,City of Charleston,South Carolina,Municipality,Hugh Bargeron,157665,,Tier S,2.0,32.7833,-79.932,65585612-e33d-4b2e-a1ec-dff01312ed53,,,,,,,,,,,,,,,,,,22402
001cv00000bBX0B,York County,South Carolina,County,Hugh Bargeron,303001,,Tier S,2.0,34.9871,-81.2519,c9005ff1-8d6b-487c-9899-7afee269db22,,,,,,,,,,,,,,,,,,22750
001cv00000bBX0i,Spartanburg County,South Carolina,County,Hugh Bargeron,369256,,Tier S,2.0,34.8606,-81.9535,0a5d6008-5eaf-401d-a581-536e07a60918,,,,,,,,,,,,,,,,,,22825
001cv00000bBX0y,Horry County,South Carolina,County,Hugh Bargeron,413391,,Tier S,2.0,33.9197,-78.9288,e31020fa-9aa2-4de2-9119-affe81fe9000,,,,,,,,,,,,,,,,,,22864
001cv00000bBX18,Richland County,South Carolina,County,Hugh Bargeron,430651,,Tier S,2.0,34.0412,-80.9429,8c2c6ddf-e79d-46da-acbd-fd52a628850b,,,,,,,,,,,,,,,,,,22851
001cv00000bBX19,"Charleston County, SC",South Carolina,County,Hugh Bargeron,431001,Nurture,Tier S,2.0,32.7833,-79.932,fcd8e18f-f283-4ab0-9201-9bd33755ed3b,Closed Lost,,,Ali Cohen,3/6/2026,3/4/2026,,,,,,,,,,,,22852
