Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Catherine Silvestri,Calls - Alicia Gopal,Calls - Joe del Rosario,Calls - Nick Martino,Calls - Jenny Allison
001Hr000028ZdaE,"Walla Walla County, WA",Washington,County,Catherine Silvestri,62068,,Tier S,2.0,46.237,-118.5855,d07447db-af79-481e-a551-6e2e4a2867c8,,,,,,,,,5,2026-05-04,5,,,,
001Hr000028Zdcw,"City Of Redmond, WA",Washington,Municipality,Catherine Silvestri,76354,,Tier S,2.0,47.674,-122.1215,38260554-9547-48d9-834f-fa3c0f5c177c,,,,,,,,,18,2025-07-07,,,18,,
001Hr000028Zdd1,"City Of Pasco, WA",Washington,Municipality,Catherine Silvestri,78871,,Tier S,2.0,46.2305,-119.0922,f2765e42-e739-46d7-b000-7734414a5dde,,,,,,,,,8,2026-03-10,8,,,,
001Hr000028ZddG,"Lacey, WA",Washington,Municipality,Catherine Silvestri,,,Tier 3,0.75,47.0359,-122.8233,7a224aa7-8d06-494b-b272-f9d590026888,,,,,,,,,,,,,,,
001Hr000028ZddW,"Olympia, WA",Washington,Municipality,Catherine Silvestri,,,Tier 3,0.75,47.0452,-122.8954,de8c801f-a2ea-4fec-a4a5-d89f4419f14b,,,,,,,,,,,,,,,
001Hr000028Zdda,"City Of Federal Way, WA",Washington,Municipality,Catherine Silvestri,99037,,Tier S,2.0,47.3224,-122.3134,ec1a2f01-6484-4aaf-908b-8caaf0f7f72c,,,,,,,,,3,2025-12-08,,3,,,
001Hr000028Zddp,"Burien, WA",Washington,Municipality,Catherine Silvestri,,,Tier 3,0.75,47.4668,-122.3405,4df70baf-58da-44fd-b06b-bf9f6560da5b,,,,,,,,,,,,,,,
001Hr000028ZdeL,"City Of Kennewick, WA",Washington,Municipality,Catherine Silvestri,84488,,Tier S,2.0,46.2087,-119.1199,54829655-e9ee-4c22-961e-2dfc178d8087,,,,,,,,,8,2026-05-18,8,,,,
001Hr000028Zdfd,"City Of Marysville, WA",Washington,Municipality,Catherine Silvestri,71144,Open Opportunity,Tier S,2.0,48.0518,-122.1771,589175f2-129b-4175-9104-ba88284ae6c9,Open,Meeting Booked,Top of Funnel,Catherine Silvestri,5/27/2026,5/14/2026,,,2,2026-05-14,2,,,,
001Hr000028Zdfm,"Douglas County, WA",Washington,County,Catherine Silvestri,,,Tier 3,0.75,47.7791,-119.7475,3031ce79-c319-45a7-95ee-b6e36a020b4f,,,,,,,,,,,,,,,
001Hr000028ZdjB,"Cowlitz County, WA",Washington,County,Catherine Silvestri,113982,,Tier S,2.0,46.1746,-122.7747,8c5465ae-5310-43ab-896e-ea336f40db80,,,,,,,,,6,2026-05-18,6,,,,
001Hr000028Zdlo,"Lewis County, WA",Washington,County,Catherine Silvestri,,,Tier 3,0.75,46.6195,-122.4555,25892b4f-6788-428f-8709-f1e5c697f144,,,,,,,,,3,2025-09-29,,,3,,
001Hr000028ZdmD,"Grant County, WA",Washington,County,Catherine Silvestri,104717,Open Opportunity,Tier S,2.0,47.1981,-119.3732,e4cddfd2-41ee-44c7-af52-88dd5a0b5253,Open,Initial Interest,Top of Funnel,Catherine Silvestri,4/16/2026,3/16/2026,,,6,2026-04-15,6,,,,
001Hr000028ZdqU,"Whatcom County, WA",Washington,County,Catherine Silvestri,234954,,Tier S,2.0,48.8787,-121.9719,8d4f4a8b-a21a-4c5c-b8af-d2a49d478c88,,,,,,,,,6,2026-05-18,6,,,,
001cv000006s0uN,"City of Ruston, WA",Washington,Municipality,Catherine Silvestri,1028,,Tier 3,0.75,47.2982,-122.5103,a0d86396-2acf-411f-ad99-299fda1ebfe7,,,,,,,,,,,,,,,
001cv00000AuWOB,"City Of Brewster, WA",Washington,Municipality,Catherine Silvestri,2011,,Tier 3,0.75,48.096,-119.7806,44097741-c3d0-43f4-a381-4f34cdba9688,,,,,,,,,,,,,,,
001cv00000AuWQ5,"City Of Mccleary, WA",Washington,Municipality,Catherine Silvestri,2039,,Tier 3,0.75,47.0532,-123.2654,06d5df1e-6b76-4f86-8416-dfe792546f85,,,,,,,,,,,,,,,
001cv00000AuWbX,"City Of Newport, WA",Washington,Municipality,Catherine Silvestri,2132,,Tier 3,0.75,48.1796,-117.0433,9138bf26-cee3-4466-b06e-d3d74620094a,,,,,,,,,,,,,,,
001cv00000AuWbm,"Town Of Bridgeport, WA",Washington,Municipality,Catherine Silvestri,2137,,Tier 3,0.75,48.0082,-119.6712,6f496afa-7a3b-4f5e-aee3-c5e510f63579,,,,,,,,,,,,,,,
001cv00000AuWdU,"City Of Carnation, WA",Washington,Municipality,Catherine Silvestri,2167,,Tier 3,0.75,47.6479,-121.914,d7a9419c-b815-4799-8697-9996049624a1,,,,,,,,,6,2026-05-12,6,,,,
001cv00000AuWp8,"City Of Cle Elum, WA",Washington,Municipality,Catherine Silvestri,2174,,Tier 3,0.75,47.1954,-120.9392,b91bb850-39e2-4edc-a4e0-6a3d3ee46d05,,,,,,,,,,,,,,,
001cv00000AuX5i,"City Of Westport, WA",Washington,Municipality,Catherine Silvestri,2254,,Tier 3,0.75,46.8901,-124.1041,348f44e3-f1c0-4315-aeb1-2926185272a7,,,,,,,,,,,,,,,
001cv00000AuXA4,"County Of Garfield, WA",Washington,County,Catherine Silvestri,2346,,Tier 3,0.75,46.5186,-117.5277,2c040bd7-3333-464e-b57b-ec6dfd0ce91f,,,,,,,,,,,,,,,
001cv00000AuXB6,"City Of Okanogan, WA",Washington,Municipality,Catherine Silvestri,2373,,Tier 3,0.75,48.3613,-119.5834,dbc9369b-ae63-41f8-b1ed-c4bf64e5639c,,,,,,,,,,,,,,,
001cv00000AuXOO,"City Of Rainier, WA",Washington,Municipality,Catherine Silvestri,2486,,Tier 3,0.75,46.8882,-122.6885,70419477-9830-4312-8cc8-c015265dff35,,,,,,,,,,,,,,,
001cv00000AuXOi,"City Of Dayton, WA",Washington,Municipality,Catherine Silvestri,2493,,Tier 3,0.75,46.3238,-117.9724,a8ee8148-4b0c-43ad-860b-450ed360e414,,,,,,,,,,,,,,,
001cv00000AuXPf,"City Of Chewelah, WA",Washington,Municipality,Catherine Silvestri,2519,,Tier 3,0.75,48.2763,-117.7155,3ac0aa75-936a-403b-8961-9d6cf09e8e90,,,,,,,,,,,,,,,
001cv00000AuXTT,"City Of Warden, WA",Washington,Municipality,Catherine Silvestri,2527,,Tier 3,0.75,46.9676,-119.0397,fcc852e2-7301-49f7-90ee-4fcd54da3a73,,,,,,,,,,,,,,,
001cv00000AuXWC,"City Of White Salmon, WA",Washington,Municipality,Catherine Silvestri,2601,,Tier 3,0.75,45.7278,-121.4867,ff8944c6-ac4a-4b34-8b42-ffbce920d595,,,,,,,,,,,,,,,
001cv00000AuXgI,"Town Of Friday Harbor, WA",Washington,Municipality,Catherine Silvestri,2747,,Tier 3,0.75,48.5343,-123.0171,e31c2789-3b87-4027-9fe6-88abdcf90c45,,,,,,,,,,,,,,,
001cv00000AuXh3,"City Of Colfax, WA",Washington,Municipality,Catherine Silvestri,2766,,Tier 3,0.75,46.8802,-117.3644,8f904c33-8423-466e-baa9-53148b1d6a9f,,,,,,,,,,,,,,,
001cv00000AuXkW,"Town Of Eatonville, WA",Washington,Municipality,Catherine Silvestri,2854,,Tier 3,0.75,46.8673,-122.2665,183a9d53-edab-4b40-bca9-63b29429e3ec,,,,,,,,,,,,,,,
001cv00000AuXlo,"City Of Medina, WA",Washington,Municipality,Catherine Silvestri,2886,,Tier 3,0.75,47.6248,-122.2361,f0d3a297-e0e4-4666-ae78-eb553271604c,,,,,,,,,2,2026-03-23,2,,,,
001cv00000AuXo1,"Town Of Everson, WA",Washington,Municipality,Catherine Silvestri,2967,,Tier 3,0.75,48.9201,-122.3427,f09795ee-0997-4960-877c-ffe58df24850,,,,,,,,,,,,,,,
001cv00000AuY7T,"City Of Goldendale, WA",Washington,Municipality,Catherine Silvestri,3524,,Tier 3,0.75,45.8222,-120.8226,d224e6b2-08e3-4c7c-9e07-b8684d0ca0b7,,,,,,,,,,,,,,,
001cv00000AuYBr,"Town Of Clyde Hill, WA",Washington,Municipality,Catherine Silvestri,3108,,Tier 3,0.75,47.6318,-122.2179,8bcbc919-975a-4aed-8acb-11011f60cedf,,,,,,,,,1,2026-03-23,1,,,,
001cv00000AuYCq,"City Of Raymond, WA",Washington,Municipality,Catherine Silvestri,3146,,Tier 3,0.75,46.6865,-123.7329,f3608af6-58e2-459c-8942-8e73ad2b762e,,,,,,,,,,,,,,,
001cv00000AuYDC,"City Of Zillah, WA",Washington,Municipality,Catherine Silvestri,3157,,Tier 3,0.75,46.4024,-120.2606,01648976-a647-428f-bbcc-acb5194ad660,,,,,,,,,,,,,,,
001cv00000AuYFH,"City Of Kalama, WA",Washington,Municipality,Catherine Silvestri,3013,,Tier 3,0.75,46.0084,-122.8446,9ce2f840-3730-4a8c-a303-b9cb193970ae,,,,,,,,,,,,,,,
001cv00000AuYJv,"City Of Forks, WA",Washington,Municipality,Catherine Silvestri,3385,,Tier 3,0.75,47.9504,-124.3855,6109fc74-1436-43af-846a-9731b703abf9,,,,,,,,,,,,,,,
001cv00000AuYMH,"City Of Elma, WA",Washington,Municipality,Catherine Silvestri,3477,,Tier 3,0.75,47.0034,-123.4088,b5b0ab65-42b8-4993-a2e5-f466ff0b3446,,,,,,,,,,,,,,,
001cv00000AuYMY,"City Of Benton City, WA",Washington,Municipality,Catherine Silvestri,3488,,Tier 3,0.75,46.2632,-119.4878,1e41e7d3-4e46-4cf9-b66d-5409a16cb659,,,,,,,,,,,,,,,
001cv00000AuYOF,"City Of Cashmere, WA",Washington,Municipality,Catherine Silvestri,3202,,Tier 3,0.75,47.5221,-120.4699,62037e54-bad4-4a9a-96ac-e0f597e4771c,,,,,,,,,,,,,,,
001cv00000AuYP8,"City Of Algona, WA",Washington,Municipality,Catherine Silvestri,3241,,Tier 3,0.75,47.2791,-122.2499,8e0914ab-1943-4188-a04f-8845819a407b,,,,,,,,,,,,,,,
001cv00000AuYdw,"City Of Granger, WA",Washington,Municipality,Catherine Silvestri,3668,,Tier 3,0.75,46.3421,-120.1873,f53bcaf0-330c-443f-916c-09c49a09de08,,,,,,,,,,,,,,,
001cv00000AuYfb,"City Of La Center, WA",Washington,Municipality,Catherine Silvestri,3795,,Tier 3,0.75,45.8621,-122.6726,993c02d7-d910-483f-b597-f37cad6c4be3,,,,,,,,,,,,,,,
001cv00000AuYmW,"County Of Columbia, WA",Washington,County,Catherine Silvestri,4042,,Tier 3,0.75,46.2775,-117.8143,d13cc65a-79d4-44a5-ab71-bedcfb9f029d,,,,,,,,,,,,,,,
001cv00000AuYoy,"City Of Montesano, WA",Washington,Municipality,Catherine Silvestri,4167,,Tier 3,0.75,46.9795,-123.6008,58cb9c16-96c0-4fa6-9ad7-0b61e61ac16c,,,,,,,,,,,,,,,
001cv00000AuYwJ,"City Of Chelan, WA",Washington,Municipality,Catherine Silvestri,4374,,Tier 3,0.75,47.8408,-120.0168,4e32f434-5d25-4608-96d1-d00917d6ce38,,,,,,,,,,,,,,,
001cv00000AuYxX,"City Of Moxee, WA",Washington,Municipality,Catherine Silvestri,4405,,Tier 3,0.75,46.5537,-120.3832,f2b7d312-6194-4d00-bd4e-0dcb28f7c781,,,,,,,,,,,,,,,
001cv00000AuZ7i,"City Of Buckley, WA",Washington,Municipality,Catherine Silvestri,5321,,Tier 3,0.75,47.1632,-122.0268,423ed54c-e31c-4c78-a56d-7948e03be552,,,,,,,,,1,2025-11-20,,1,,,
001cv00000AuZAV,"Town Of Black Diamond, WA",Washington,Municipality,Catherine Silvestri,5839,,Tier 3,0.75,47.3087,-122.0032,ab4eaf2a-9cda-4eab-beb1-70ea88d17074,,,,,,,,,1,2025-11-19,,1,,,
001cv00000AuZIG,"City Of Colville, WA",Washington,Municipality,Catherine Silvestri,4968,,Tier 3,0.75,48.545,-117.901,ad52e54c-2c8b-4d04-9062-4804c4db67a6,,,,,,,,,,,,,,,
001cv00000AuZLu,"City Of Medical Lake, WA",Washington,Municipality,Catherine Silvestri,4806,,Tier 3,0.75,47.5729,-117.6827,2a6227b0-478a-4cf7-b0c0-008c3dd4ee0a,,,,,,,,,2,2025-08-25,,,2,,
001cv00000AuZQm,"County Of Ferry, WA",Washington,County,Catherine Silvestri,7273,,Tier 3,0.75,48.4718,-118.4974,1889c1ae-eefd-436b-9f5c-1a1ba39bfa18,,,,,,,,,,,,,,,
001cv00000AuZS1,"City Of Omak, WA",Washington,Municipality,Catherine Silvestri,4975,,Tier 3,0.75,48.4109,-119.5301,5a9f8ab9-e778-4e99-bfaf-6d5e0c88ab26,,,,,,,,,,,,,,,
001cv00000AuZba,"County Of Skamania, WA",Washington,County,Catherine Silvestri,12170,,Tier 2,1.0,45.9429,-121.8962,c5f81f8e-6e90-4495-b140-1bf366adfa42,,,,,,,,,2,2025-09-24,,,2,,
001cv00000AuZm4,"County Of Lincoln, WA",Washington,County,Catherine Silvestri,11232,,Tier 2,1.0,47.5321,-118.4701,b92fcdb7-64bc-422e-b123-e9029b3a1d47,,,,,,,,,,,,,,,
001cv00000AuZnJ,"County Of Pend Oreille, WA",Washington,County,Catherine Silvestri,13886,Open Opportunity,Tier 2,1.0,48.4359,-117.3173,cca18ec4-3621-44e6-9846-4cd58b151107,Open,Meeting Booked,Top of Funnel,Catherine Silvestri,5/5/2026,4/22/2026,,,19,2026-05-04,19,,,,
001cv00000AuZsR,"County Of San Juan, WA",Washington,County,Catherine Silvestri,18557,,Tier 2,1.0,48.6118,-122.9603,d18c8ebf-5e08-469e-8ab8-47eaa6e925b5,,,,,,,,,3,2025-09-30,,,3,,
001cv00000Aua3u,"County Of Adams, WA",Washington,County,Catherine Silvestri,20621,,Tier 2,1.0,46.9272,-118.511,1de10bbc-e851-40af-a815-e62959f575af,,,,,,,,,,,,,,,
001cv00000Aua5i,"County Of Jefferson, WA",Washington,County,Catherine Silvestri,33605,,Tier 1,1.5,47.7425,-123.304,f058be12-2a6e-4007-9322-a0f70b807a4a,,,,,,,,,,,,,,,
001cv00000Aua9m,"County Of Asotin, WA",Washington,County,Catherine Silvestri,22397,,Tier 2,1.0,46.146,-117.2085,1666800b-45d3-47c4-a29b-f56599fa2ec6,,,,,,,,,3,2025-09-23,,,3,,
001cv00000AuaAE,"County Of Klickitat, WA",Washington,County,Catherine Silvestri,23118,,Tier 2,1.0,45.8888,-120.9711,26917a83-b750-49ab-ba4f-0a6a5e296f57,,,,,,,,,9,2025-10-22,,7,2,,
001cv00000AuaAm,"County Of Pacific, WA",Washington,County,Catherine Silvestri,23948,,Tier 2,1.0,46.5181,-123.8265,8e205c1a-6e89-4070-abc6-38a6112abfe3,,,,,,,,,,,,,,,
001cv00000AuaGU,"County Of Okanogan, WA",Washington,County,Catherine Silvestri,42634,,Tier 1,1.5,48.5897,-119.6522,93dc9f41-644d-40ea-a0bd-06635d4aa448,Closed Lost,,,Harrison Peacock,10/17/2024,1/5/2025,,,1,2026-05-14,1,,,,
001cv00000AuaHZ,"County Of Kittitas, WA",Washington,County,Catherine Silvestri,45499,,Tier 1,1.5,47.175,-120.9319,36949994-f654-48dd-9a78-e8bf869d391e,,,,,,,,,,,,,,,
001cv00000AuaK8,"County Of Stevens, WA",Washington,County,Catherine Silvestri,47426,,Tier 1,1.5,48.4558,-117.906,d043db94-8bb9-4d12-bbc1-e55ecaf5f6d4,,,,,,,,,,,,,,,
001cv00000AuaKF,"County Of Whitman, WA",Washington,County,Catherine Silvestri,47873,,Tier 1,1.5,46.8363,-117.5887,5a558777-5624-4f90-b82b-8d608b69929c,,,,,,,,,1,2025-12-03,,1,,,
001cv00000AuaL3,"City Of Burien, WA",Washington,Municipality,Catherine Silvestri,51073,,Tier S,2.0,47.4668,-122.3405,4df70baf-58da-44fd-b06b-bf9f6560da5b,,,,,,,,,,,,,,,
001cv00000AuaN7,"City Of Lacey, WA",Washington,Municipality,Catherine Silvestri,54461,,Tier S,2.0,47.0359,-122.8233,7a224aa7-8d06-494b-b272-f9d590026888,,,,,,,,,14,2026-04-10,12,2,,,
001cv00000AuaNT,"City Of Olympia, WA",Washington,Municipality,Catherine Silvestri,55919,,Tier S,2.0,47.0452,-122.8954,de8c801f-a2ea-4fec-a4a5-d89f4419f14b,,,,,,,,,3,2026-03-12,3,,,,
001cv00000AuaPP,"City Of Sammamish, WA",Washington,Municipality,Catherine Silvestri,66630,,Tier S,2.0,47.6163,-122.0356,19d5dbe8-3007-428d-8320-61e383d0cdd7,,,,,,,,,,,,,,,
001cv00000AuaQz,"County Of Island, WA",Washington,County,Catherine Silvestri,87432,Nurture,Tier S,2.0,48.1757,-122.6053,3cecc22e-e8a3-412e-b88f-8346f1418827,Closed Lost,,,Alicia Gopal,12/10/2025,12/8/2025,,,12,2026-01-20,,12,,,
001cv00000AuaWg,"County Of Grays Harbor, WA",Washington,County,Catherine Silvestri,76841,,Tier S,2.0,46.9954,-123.7012,4d153870-5053-4a1f-b4a8-0d453d5d1ad7,,,,,,,,,,,,,,,
001cv00000AuaWt,"County Of Clallam, WA",Washington,County,Catherine Silvestri,78209,Open Opportunity,Tier S,2.0,48.1134,-123.7986,499db7d1-b388-468c-a805-1d6e1583e791,Open,Meeting Booked,Top of Funnel,Alicia Gopal,8/5/2026,12/8/2025,,,5,2026-01-21,,5,,,
001cv00000AuaXh,"County Of Mason, WA",Washington,County,Catherine Silvestri,67615,,Tier S,2.0,47.4251,-123.1951,d78488e1-500f-47c2-9cbc-0419c7780355,,,,,,,,,,,,,,,
001cv00000B21pk,"City Of Leavenworth, WA",Washington,Municipality,Catherine Silvestri,2383,,Tier 3,0.75,47.5962,-120.6615,a0f5d980-23df-450b-9221-e01c5a48ba41,,,,,,,,,10,2026-05-15,10,,,,
001cv00000B21qC,"City Of Gold Bar, WA",Washington,Municipality,Catherine Silvestri,2395,,Tier 3,0.75,47.8568,-121.6971,34f310b8-1163-4fc7-9f46-ed4997daa01f,,,,,,,,,,,,,,,
001cv00000B21sL,"City Of Castle Rock, WA",Washington,Municipality,Catherine Silvestri,2446,,Tier 3,0.75,46.2751,-122.9076,32f5dd96-3a1d-4bcd-b160-365867cd80e9,,,,,,,,,,,,,,,
001cv00000B21zD,"County Of Wahkiakum, WA",Washington,County,Catherine Silvestri,4582,,Tier 3,0.75,46.3259,-123.4946,2ddd86d9-b225-4e0d-96ac-d78b89048b18,,,,,,,,,,,,,,,
001cv00000B221e,"City Of Deer Park, WA",Washington,Municipality,Catherine Silvestri,4685,,Tier 3,0.75,47.9543,-117.4769,345608e4-6816-47c0-a0f7-33571f23a407,,,,,,,,,,,,,,,
001cv00000B221g,"City Of Granite Falls, WA",Washington,Municipality,Catherine Silvestri,4687,Recent Competitor Purchase,Tier 3,0.75,48.084,-121.9687,199741a2-0e66-4862-9ec3-e0611e6273c0,Closed Lost,,,Alicia Gopal,11/7/2025,11/4/2025,"$16,000",,10,2025-11-04,,4,6,,
001cv00000bB8Ph,Town of Darrington,Washington,Municipality,Asher Rosenfeld,1500,,Tier 3,0.75,48.2554,-121.6015,1824cc67-9b8d-47c1-8de7-0b86558d3545,,,,,,,,,,,,,,,
001cv00000bBVek,Town of Carbonado,Washington,Municipality,Asher Rosenfeld,737,,Tier 3,0.75,47.0798,-122.0515,0e983cb2-ebd0-4d38-bd9a-967af5fa3c03,,,,,,,,,,,,,,,
001cv00000bBVfY,City of Tekoa,Washington,Municipality,Asher Rosenfeld,809,,Tier 3,0.75,47.2232,-117.0721,39fb389a-166e-4b85-ae81-bfacef1396d4,,,,,,,,,,,,,,,
001cv00000bBVkv,City of Bingen,Washington,Municipality,Asher Rosenfeld,942,,Tier 3,0.75,45.7148,-121.4664,c9a29977-d4c0-4b1e-8c76-f052314d940e,,,,,,,,,,,,,,,
001cv00000bBVlA,City of Electric City,Washington,Municipality,Asher Rosenfeld,957,,Tier 3,0.75,47.931,-119.0367,3a92121a-9e9c-4a96-a367-8d311fb2a561,,,,,,,,,,,,,,,
001cv00000bBVlD,City of Grand Coulee,Washington,Municipality,Asher Rosenfeld,960,,Tier 3,0.75,47.9392,-119.0121,32ad5576-35d5-42ff-915d-705d74f665f7,,,,,,,,,,,,,,,
001cv00000bBVlh,Town of La Conner,Washington,Municipality,Asher Rosenfeld,994,,Tier 3,0.75,48.3887,-122.4963,c2eeb4c3-a8fc-4979-9ca0-e8dc9d0cf883,,,,,,,,,,,,,,,
001cv00000bBVm5,Town of Republic,Washington,Municipality,Asher Rosenfeld,1020,,Tier 3,0.75,48.6482,-118.7378,53e7040f-05ae-4bba-a650-f81f8ce3f721,,,,,,,,,,,,,,,
001cv00000bBVmD,City of Palouse,Washington,Municipality,Asher Rosenfeld,1029,,Tier 3,0.75,46.9102,-117.0757,9bfbeb3b-2e38-428a-8cdb-c77ced53d511,,,,,,,,,,,,,,,
001cv00000bBVoo,City of Morton,Washington,Municipality,Asher Rosenfeld,1089,,Tier 3,0.75,46.5584,-122.2751,a64817d1-e923-4da3-b620-0eb8ce9656c6,,,,,,,,,,,,,,,
001cv00000bBVor,Town of Naches,Washington,Municipality,Asher Rosenfeld,1090,,Tier 3,0.75,46.731,-120.6995,2aa50e6b-6c7a-4393-9811-d8eb2e736b00,,,,,,,,,,,,,,,
001cv00000bBVpB,City of Ilwaco,Washington,Municipality,Asher Rosenfeld,1112,,Tier 3,0.75,46.309,-124.0432,1410bc2b-a011-434c-99b4-1a0bf081336f,,,,,,,,,,,,,,,
001cv00000bBVpC,Town of Twisp,Washington,Municipality,Asher Rosenfeld,1112,,Tier 3,0.75,48.3635,-120.1223,acb1cf86-b1a6-4ccd-ac43-c4bdd51a8e19,,,,,,,,,,,,,,,
001cv00000bBVsS,City of Langley,Washington,Municipality,Asher Rosenfeld,1139,,Tier 3,0.75,48.0401,-122.4063,df3d2328-31ee-47dc-820d-8adad66db5a9,,,,,,,,,,,,,,,
001cv00000bBWBr,City of Entiat,Washington,Municipality,Asher Rosenfeld,1561,,Tier 3,0.75,47.676,-120.2084,fb82fad2-217e-4fe6-aa8a-eaacf975cb6d,,,,,,,,,,,,,,,
001cv00000bBWDM,City of Mabton,Washington,Municipality,Asher Rosenfeld,1960,,Tier 3,0.75,46.2149,-119.9967,2e12d2fc-e09e-46d6-987d-0faef7b56742,,,,,,,,,,,,,,,
001cv00000bBWEp,City of Spokane Valley,Washington,Municipality,Asher Rosenfeld,108267,,Tier S,2.0,47.6732,-117.2394,c5e0de37-6d1d-449d-b2d3-c928a61a1ac5,,,,,,,,,,,,,,,
001cv00000bBWF8,City of Everett,Washington,Municipality,Asher Rosenfeld,113011,,Tier S,2.0,47.9782,-122.2074,0163263c-f834-4669-b7db-05a49162b1fd,,,,,,,,,,,,,,,
001cv00000bBWIz,City of Soap Lake,Washington,Municipality,Asher Rosenfeld,1780,,Tier 3,0.75,47.3894,-119.4832,4a3d5c6d-dbfa-49a5-b5c6-eafde83bf362,,,,,,,,,,,,,,,
001cv00000bBWJG,City of Davenport,Washington,Municipality,Asher Rosenfeld,1805,,Tier 3,0.75,47.654,-118.15,12a762ca-4814-49f1-afbd-01c532abb340,,,,,,,,,,,,,,,
001cv00000bBWJl,City of Millwood,Washington,Municipality,Asher Rosenfeld,1841,,Tier 3,0.75,47.6813,-117.2827,ea163222-5577-4433-a609-d800f5fef7e3,,,,,,,,,,,,,,,
001cv00000bBWKg,City of Royal City,Washington,Municipality,Asher Rosenfeld,1907,,Tier 3,0.75,46.901,-119.6306,9b19aab9-9b9a-44d6-b45f-335051eb2c91,,,,,,,,,,,,,,,
001cv00000bBWKk,City of Oroville,Washington,Municipality,Asher Rosenfeld,1911,,Tier 3,0.75,48.9393,-119.4353,2135dce5-be0d-4663-bbed-c5ac5ea82f8c,,,,,,,,,,,,,,,
001cv00000bBWL1,Town of Coupeville,Washington,Municipality,Asher Rosenfeld,1935,,Tier 3,0.75,48.2198,-122.6863,f22a0947-694e-4d5c-a0f2-026d3b0944e7,,,,,,,,,,,,,,,
001cv00000bBWN8,City of Renton,Washington,Municipality,Asher Rosenfeld,105543,,Tier S,2.0,47.4797,-122.2079,e3ce9abc-a9a8-4304-81ab-0c10eab90c40,,,,,,,,,,,,,,,
001cv00000bBWNX,City of Stevenson,Washington,Municipality,Asher Rosenfeld,1598,,Tier 3,0.75,45.6957,-121.8845,b31e2aba-a16d-4a16-a052-a239c11a64b8,,,,,,,,,,,,,,,
001cv00000bBWOL,City of Kettle Falls,Washington,Municipality,Asher Rosenfeld,1649,,Tier 3,0.75,48.6107,-118.0558,3ff9c9e8-edcd-4698-9686-3de17dd42e2b,,,,,,,,,,,,,,,
001cv00000bBWOS,City of Cosmopolis,Washington,Municipality,Asher Rosenfeld,1663,,Tier 3,0.75,46.9554,-123.7738,6b1728c8-ddfb-432b-aecc-55e1a9658331,,,,,,,,,,,,,,,
001cv00000bBWOj,City of Sumas,Washington,Municipality,Asher Rosenfeld,1683,,Tier 3,0.75,49.0001,-122.2649,3ddf246d-b6e2-45b5-83c5-269e7577b1d6,,,,,,,,,,,,,,,
001cv00000bBWPE,City of Ritzville,Washington,Municipality,Asher Rosenfeld,1709,,Tier 3,0.75,47.1274,-118.38,9fa894bd-9e72-43db-a20b-0ebd5e11b5e9,,,,,,,,,,,,,,,
001cv00000bBWRI,City of Napavine,Washington,Municipality,Asher Rosenfeld,2155,,Tier 3,0.75,46.5746,-122.9082,6bc8481d-08e6-48dc-8c1e-e9e3bbc28df8,,,,,,,,,,,,,,,
001cv00000bBWRY,City of Winlock,Washington,Municipality,Asher Rosenfeld,2515,,Tier 3,0.75,46.4912,-122.9379,5787551f-811a-44e9-99c4-895a71407bb3,,,,,,,,,,,,,,,
001cv00000bBWT1,City of Kent,Washington,Municipality,Asher Rosenfeld,136588,,Tier S,2.0,47.3815,-122.2374,906fa3a8-07d8-4530-9b61-bfac32b0eb9d,,,,,,,,,,,,,,,
001cv00000bBWTV,City of Bellevue,Washington,Municipality,Asher Rosenfeld,154377,,Tier S,2.0,47.6101,-122.2015,0d6a9c16-a602-4240-ac7d-5ad4a94d176f,,,,,,,,,,,,,,,
001cv00000bBWU9,City of Vancouver,Washington,Municipality,Asher Rosenfeld,198992,,Tier S,2.0,45.628,-122.6739,41331819-466f-409f-a9fd-0311a195d58a,,,,,,,,,,,,,,,
001cv00000bBWXy,Spokane County,Washington,County,Asher Rosenfeld,555947,,Tier S,2.0,47.5909,-117.2777,31247884-30dd-44f8-84da-5f119b3a5fe9,,,,,,,,,,,,,,,
001cv00000bBWYb,City of Seattle,Washington,Municipality,Asher Rosenfeld,780995,,Tier S,2.0,47.6061,-122.3328,f5f1a13f-48f3-4aba-909a-283595156f96,,,,,,,,,,,,,,,
001cv00000bBWYm,Snohomish County,Washington,County,Asher Rosenfeld,864113,,Tier S,2.0,48.033,-121.8339,af02f841-29b8-4bc9-9b00-8d5b21cf8ec6,,,,,,,,,,,,,,,
001cv00000bBWZf,King County,Washington,County,Asher Rosenfeld,2340211,,Tier S,2.0,47.548,-121.9836,979e7f7f-29ed-4912-b2d7-68b2b0a8a713,,,,,,,,,,,,,,,
001cv00000bBWsd,City of Woodway,Washington,Municipality,Asher Rosenfeld,1323,,Tier 3,0.75,47.7962,-122.3829,0330449b-fe8d-46d7-882d-3f369acf45e4,,,,,,,,,,,,,,,
001cv00000bBWuB,City of Kittitas,Washington,Municipality,Asher Rosenfeld,1445,,Tier 3,0.75,46.9832,-120.417,f5c4c3fa-96a3-4853-a3af-988bc2031ed2,,,,,,,,,,,,,,,
