Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Sydney Ireland,Calls - Leila Assil,Calls - Nick Martino,Calls - Quinzel Perry,Calls - Ben Laddis,Calls - Jenny Allison
001cv00000AuZRj,"County Of Franklin, MS",Mississippi,County,Sydney Ireland,7676,,Tier 3,0.75,31.4884,-90.8675,1f5479a9-dd63-49d0-91b5-f9fd7e0ea842,,,,,,,,,,,,,,,,,
001cv00000AuZVj,"County Of Choctaw, MS",Mississippi,County,Sydney Ireland,8106,,Tier 3,0.75,33.3914,-89.2847,32bac49b-9430-4e9e-8a8c-3b073a392ed1,,,,,,,,,,,,,,,,,
001cv00000AuZXb,"County Of Wilkinson, MS",Mississippi,County,Sydney Ireland,8315,,Tier 3,0.75,31.2224,-91.239,ef64fc02-7774-4e09-a718-beecb0d36d04,,,,,,,,,,,,,,,,,
001cv00000AuZam,"County Of Perry, MS",Mississippi,County,Sydney Ireland,11571,,Tier 2,1.0,31.1673,-89.0179,edd2600f-5123-4f63-8f7d-beff84c883c7,,,,,,,,,,,,,,,,,
001cv00000AuZb3,"County Of Lawrence, MS",Mississippi,County,Sydney Ireland,11812,,Tier 2,1.0,32.3251,-89.2328,b664189f-6f94-4b32-8aaf-b494de218381,,,,,,,,,,,,,,,,,
001cv00000AuZcI,"County Of Webster, MS",Mississippi,County,Sydney Ireland,9983,,Tier 3,0.75,33.5707,-89.2847,96c92589-fa62-408e-8b50-24dfbe3cf925,,,,,,,,,,,,,,,,,
001cv00000AuZcU,"County Of Noxubee, MS",Mississippi,County,Sydney Ireland,10123,,Tier 2,1.0,33.1606,-88.5565,04ffd558-90c9-4fff-b21e-eca221f54069,,,,,,,,,,,,,,,,,
001cv00000AuZdb,"County Of Kemper, MS",Mississippi,County,Sydney Ireland,8829,,Tier 3,0.75,32.8018,-88.7109,ce136db9-2195-4cba-af06-9ac0a6b9087f,,,,,,,,,,,,,,,,,
001cv00000AuZdl,"County Of Claiborne, MS",Mississippi,County,Sydney Ireland,8908,Open Opportunity,Tier 3,0.75,31.9438,-90.9438,03fab32a-abef-4f78-9247-1a246ab72217,Open,Initial Interest,Top of Funnel,Ryan Minter,,9/8/2025,,,5,2025-09-17,5,,,,,,
001cv00000AuZfq,"County Of Calhoun, MS",Mississippi,County,Sydney Ireland,13018,,Tier 2,1.0,33.8839,-89.3227,aba48d09-3415-4f58-8fb2-b99f89d9a2f7,,,,,,,,,,,,,,,,,
001cv00000AuZgS,"County Of Greene, MS",Mississippi,County,Sydney Ireland,13630,,Tier 2,1.0,31.1646,-88.7109,3071d162-b3a9-408b-a024-356915c4a091,,,,,,,,,,,,,,,,,
001cv00000AuZi2,"County Of Clarke, MS",Mississippi,County,Sydney Ireland,15421,,Tier 2,1.0,32.0772,-88.7109,1ec6f862-0692-49c3-aa80-f0028eb070d2,,,,,,,,,,,,,,,,,
001cv00000AuZiP,"County Of Tallahatchie, MS",Mississippi,County,Sydney Ireland,12366,,Tier 2,1.0,33.9303,-90.187,054230b4-ed05-4b59-b266-54096944d063,,,,,,,,,,,,,,,,,
001cv00000AuZiU,"County Of Yalobusha, MS",Mississippi,County,Sydney Ireland,12415,,Tier 2,1.0,34.0639,-89.7755,11c26e19-01c9-46c4-a56a-8ed3095123ad,,,,,,,,,,,,,,,,,
001cv00000AuZik,"County Of Amite, MS",Mississippi,County,Sydney Ireland,12637,,Tier 2,1.0,31.1684,-90.8294,41b2dac8-2176-4b42-8198-d4017a604b0c,,,,,,,,,,,,,,,,,
001cv00000AuZjv,"County Of Tunica, MS",Mississippi,County,Sydney Ireland,9696,Nurture,Tier 3,0.75,34.6845,-90.3829,e6289394-90e5-4592-9488-0e7094e158cb,Closed Lost,,,Ryan Minter,1/13/2026,12/17/2025,,,4,2026-01-13,4,,,,,,
001cv00000AuZjz,"County Of Montgomery, MS",Mississippi,County,Sydney Ireland,9729,,Tier 3,0.75,33.5274,-89.6252,bf13285c-ea83-4b67-b553-c885179e7030,,,,,,,,,,,,,,,,,
001cv00000AuZkH,"County Of Carroll, MS",Mississippi,County,Sydney Ireland,9879,,Tier 3,0.75,33.528,-89.9253,56a455e3-e0a2-46e2-8609-0542c926c476,,,,,,,,,1,2025-10-27,,,,,1,,
001cv00000AuZlu,"County Of Jefferson Davis, MS",Mississippi,County,Sydney Ireland,11134,,Tier 2,1.0,31.5825,-89.813,7488cf4c-086a-4ffe-9272-fa9dd0fdb134,,,,,,,,,,,,,,,,,
001cv00000AuZnH,"County Of Walthall, MS",Mississippi,County,Sydney Ireland,13836,,Tier 2,1.0,31.1252,-90.1121,1e2df7f7-5ee0-47f6-a801-16caef7ac3ff,,,,,,,,,,,,,,,,,
001cv00000AuZnn,"County Of Smith, MS",Mississippi,County,Sydney Ireland,14191,,Tier 2,1.0,32.0827,-89.4742,34c8ac6f-7421-4750-b659-c0132b968484,,,,,,,,,,,,,,,,,
001cv00000AuZpP,"County Of Jasper, MS",Mississippi,County,Sydney Ireland,16291,,Tier 2,1.0,32.081,-89.1706,d311cc00-0cb2-4976-b086-2deccb6f6a57,,,,,,,,,,,,,,,,,
001cv00000AuZqy,"County Of Holmes, MS",Mississippi,County,Sydney Ireland,16496,,Tier 2,1.0,33.1689,-90.0747,b3772c6c-d57e-42df-bd67-5a5936c84156,,,,,,,,,,,,,,,,,
001cv00000AuZrX,"County Of Chickasaw, MS",Mississippi,County,Sydney Ireland,17011,,Tier 2,1.0,33.8819,-89.0179,afffa5dc-a260-4f14-8c44-81352d933342,,,,,,,,,,,,,,,,,
001cv00000AuZsQ,"County Of Clay, MS",Mississippi,County,Sydney Ireland,18535,,Tier 2,1.0,33.6568,-88.8263,0a786c54-d257-41ca-b2ab-a79403ddb3ce,,,,,,,,,,,,,,,,,
001cv00000AuZsY,"County Of Stone, MS",Mississippi,County,Sydney Ireland,18644,,Tier 2,1.0,30.8013,-89.1706,c1c239c1-9e6c-4f72-9ac0-000e026350b5,,,,,,,,,,,,,,,,,
001cv00000AuZsb,"County Of Tishomingo, MS",Mississippi,County,Sydney Ireland,18750,,Tier 2,1.0,34.6368,-88.2317,f5cb09a1-548d-4c24-8eb7-8e5a024c1d04,,,,,,,,,,,,,,,,,
001cv00000AuZtl,"County Of Winston, MS",Mississippi,County,Sydney Ireland,17596,,Tier 2,1.0,33.165,-89.0179,9c09a76c-30e3-4507-942f-5f3cc0b6fd9d,,,,,,,,,,,,,,,,,
001cv00000AuZtv,"County Of Attala, MS",Mississippi,County,Sydney Ireland,17742,,Tier 2,1.0,33.1683,-89.6252,eafe124a-e261-47b0-8162-0fcb72078c63,,,,,,,,,,,,,,,,,
001cv00000AuZuN,"County Of Covington, MS",Mississippi,County,Sydney Ireland,18279,,Tier 2,1.0,31.6733,-89.5875,3891b4f0-70a7-4954-9a88-f3817f9bf64c,,,,,,,,,,,,,,,,,
001cv00000AuZxU,"County Of Newton, MS",Mississippi,County,Sydney Ireland,21056,,Tier 2,1.0,32.3213,-89.1634,44be5636-b0cc-494b-ae46-9c3a6d01847b,,,,,,,,,,,,,,,,,
001cv00000AuZxa,"County Of Leake, MS",Mississippi,County,Sydney Ireland,21196,,Tier 2,1.0,32.8074,-89.4742,c74ccb5f-dac1-4d3c-b9b0-595839cc3e3f,,,,,,,,,,,,,,,,,
001cv00000AuZy0,"County Of Tippah, MS",Mississippi,County,Sydney Ireland,21635,,Tier 2,1.0,34.7688,-88.8647,a3a69e09-6b70-4fb3-9ac8-6e1e50ac96a7,,,,,,,,,,,,,,,,,
001cv00000Aua0E,"County Of Copiah, MS",Mississippi,County,Sydney Ireland,27995,,Tier 1,1.5,31.9012,-90.3748,de3a3dab-ca0e-4100-8b88-b21c46d36adb,,,,,,,,,4,2025-08-11,4,,,,,,
001cv00000Aua0h,"County Of Adams, MS",Mississippi,County,Sydney Ireland,28742,,Tier 1,1.5,31.5305,-91.2891,c32be6b4-d95d-498b-9363-01bbe3f65868,,,,,,,,,5,2025-12-15,5,,,,,,
001cv00000Aua0q,"County Of Neshoba, MS",Mississippi,County,Sydney Ireland,28993,,Tier 1,1.5,32.8057,-89.1706,dcb5ccac-7617-4b3c-b061-e3e0ef5f1c23,,,,,,,,,4,2026-04-29,1,3,,,,,
001cv00000Aua1L,"County Of Bolivar, MS",Mississippi,County,Sydney Ireland,30308,,Tier 1,1.5,33.883,-90.8294,2c73cefd-f92d-4a08-9a68-9926d3de0522,,,,,,,,,10,2025-08-26,10,,,,,,
001cv00000Aua2E,"County Of George, MS",Mississippi,County,Sydney Ireland,24762,,Tier 2,1.0,30.8431,-88.6724,94f27175-0443-4206-a7ef-0d3d17810da2,,,,,,,,,4,2025-12-12,4,,,,,,
001cv00000Aua2P,"County Of Prentiss, MS",Mississippi,County,Sydney Ireland,24996,,Tier 2,1.0,31.5985,-89.867,83b2eedb-56dc-48c0-b2cc-0d0819e3d582,,,,,,,,,,,,,,,,,
001cv00000Aua2k,"County Of Sunflower, MS",Mississippi,County,Sydney Ireland,25402,Nurture,Tier 1,1.5,33.5429,-90.537,9a4cf96a-0edd-49a7-805b-7b572e549038,Closed Lost,,,Ryan Minter,11/24/2025,11/20/2025,,,4,2026-05-11,2,2,,,,,
001cv00000Aua2y,"County Of Simpson, MS",Mississippi,County,Sydney Ireland,25750,,Tier 1,1.5,31.9018,-89.9253,0d0e3fca-079b-424e-8779-f090fc53a22f,,,,,,,,,,,,,,,,,
001cv00000Aua4B,"County Of Coahoma, MS",Mississippi,County,Sydney Ireland,20810,Nurture,Tier 2,1.0,34.3668,-90.5232,6245ef35-4c1d-4f23-9a9d-05296b1ec853,Closed Lost,,,Ryan Minter,10/31/2025,10/8/2025,,,8,2026-04-24,4,4,,,,,
001cv00000Aua5s,"County Of Monroe, MS",Mississippi,County,Sydney Ireland,33883,,Tier 1,1.5,33.8774,-88.5565,c2679e31-aa43-4c0d-b4b7-364c9f6e181c,,,,,,,,,,,,,,,,,
001cv00000Aua68,"County Of Alcorn, MS",Mississippi,County,Sydney Ireland,34349,,Tier 1,1.5,34.8985,-88.5952,a9998837-7ad5-42cf-9ad5-eacbd6fd2c63,,,,,,,,,,,,,,,,,
001cv00000Aua7d,"County Of Pike, MS",Mississippi,County,Sydney Ireland,39973,,Tier 1,1.5,31.1705,-90.3748,8ce4092e-8a14-4cc9-bbfe-1fa01bfc4a65,,,,,,,,,,,,,,,,,
001cv00000Aua8M,"County Of Pontotoc, MS",Mississippi,County,Sydney Ireland,31445,,Tier 1,1.5,34.2479,-88.9987,e2461ecd-8f45-44ed-a786-f304f3181873,,,,,,,,,,,,,,,,,
001cv00000Aua8k,"County Of Panola, MS",Mississippi,County,Sydney Ireland,32851,Nurture,Tier 1,1.5,34.4198,-89.9253,0afd405c-038f-4314-90e5-27397f0292b5,Closed Lost,,,Ryan Minter,4/30/2026,4/15/2026,,,5,2026-04-28,4,,,,,,1
001cv00000AuaAg,"County Of Itawamba, MS",Mississippi,County,Sydney Ireland,23838,,Tier 2,1.0,34.2318,-88.4016,14682051-25d6-434e-95be-9fe3cba15ce7,,,,,,,,,,,,,,,,,
001cv00000AuaAv,"County Of Marion, MS",Mississippi,County,Sydney Ireland,24378,,Tier 2,1.0,32.4193,-88.6518,bd5fcd53-892b-458f-96dc-647643156aea,,,,,,,,,,,,,,,,,
001cv00000AuaBO,"County Of Yazoo, MS",Mississippi,County,Sydney Ireland,26373,,Tier 1,1.5,32.8079,-90.3748,76ba7696-baec-417b-847f-8e11f5d8e084,,,,,,,,,,,,,,,,,
001cv00000AuaC0,"County Of Leflore, MS",Mississippi,County,Sydney Ireland,27557,,Tier 1,1.5,33.5274,-90.3748,a79ab30c-7564-4602-8ff1-13bf9b42a8c0,,,,,,,,,,,,,,,,,
001cv00000AuaC1,"County Of Scott, MS",Mississippi,County,Sydney Ireland,27598,,Tier 1,1.5,33.5931,-91.076,1ea47585-a717-4bfe-88ed-97e206926aa0,,,,,,,,,,,,,,,,,
001cv00000AuaCI,"County Of Union, MS",Mississippi,County,Sydney Ireland,27953,,Tier 1,1.5,34.4599,-88.9797,e6b94040-9b70-427d-8f42-04bef5ae45af,,,,,,,,,,,,,,,,,
001cv00000AuaCq,"County Of Lincoln, MS",Mississippi,County,Sydney Ireland,34943,,Tier 1,1.5,31.5359,-90.5258,84ba5846-44bd-427b-8fc8-91a5aecc3383,,,,,,,,,,,,,,,,,
001cv00000AuaGv,"County Of Warren, MS",Mississippi,County,Sydney Ireland,43579,,Tier 1,1.5,32.3989,-90.7913,e4ec6912-8f5f-455b-9780-b7747cef3d63,,,,,,,,,,,,,,,,,
001cv00000AuaJj,"County Of Hancock, MS",Mississippi,County,Sydney Ireland,46055,,Tier 1,1.5,30.3888,-89.512,4651cb34-40bb-4252-861f-02fe1c8ea683,,,,,,,,,7,2026-04-24,3,4,,,,,
001cv00000AuaLH,"County Of Oktibbeha, MS",Mississippi,County,Sydney Ireland,51842,,Tier S,2.0,33.3887,-88.9031,0cdc28d9-34a2-49bb-8fab-72bb996683ec,,,,,,,,,,,,,,,,,
001cv00000AuaNa,"County Of Pearl River, MS",Mississippi,County,Sydney Ireland,56503,,Tier S,2.0,32.7835,-89.2278,31931eb7-d090-4a00-98b9-28e171d0cfc3,,,,,,,,,7,2026-04-29,5,2,,,,,
001cv00000AuaNc,"County Of Lafayette, MS",Mississippi,County,Sydney Ireland,56884,,Tier S,2.0,34.4187,-89.4742,e332d9e9-6b62-4060-833b-a01bf8da610c,,,,,,,,,,,,,,,,,
001cv00000AuaNs,"County Of Lowndes, MS",Mississippi,County,Sydney Ireland,58150,Open Opportunity,Tier S,2.0,33.4734,-88.4404,023c08e7-ec4c-406a-abd0-bc466e0126da,Open,Initial Interest,Top of Funnel,Ryan Minter,,8/11/2025,,,20,2026-04-09,17,3,,,,,
001cv00000AuaP6,"County Of Lamar, MS",Mississippi,County,Sydney Ireland,65353,Nurture,Tier S,2.0,31.17,-89.4742,88dd6d76-96f3-4946-a7b3-12f4e3f6c070,Closed Lost,,,Ryan Minter,12/12/2025,12/5/2025,,,4,2026-04-29,3,1,,,,,
001cv00000AuaPS,"County Of Jones, MS",Mississippi,County,Sydney Ireland,66744,,Tier S,2.0,31.5343,-89.1706,e6e83541-e527-4ea1-a1e7-1ede615c286d,,,,,,,,,,,,,,,,,
001cv00000AuaQZ,"County Of Lee, MS",Mississippi,County,Sydney Ireland,82883,,Tier S,2.0,34.2354,-88.7109,26dcc695-da28-4e67-a83a-ecbccdf3ddf3,,,,,,,,,,,,,,,,,
001cv00000AuaWE,"County Of Lauderdale, MS",Mississippi,County,Sydney Ireland,72088,,Tier S,2.0,32.5208,-88.5117,6e67338c-f97d-4f32-bb2e-99a6be682a1b,,,,,,,,,5,2026-04-17,3,2,,,,,
001cv00000AuaWr,"County Of Forrest, MS",Mississippi,County,Sydney Ireland,77875,Open Opportunity,Tier S,2.0,31.2149,-89.2847,94230925-5ca6-4f62-8269-db0b2e5eb134,Open,Initial Interest,Top of Funnel,Ryan Minter,12/9/2025,12/5/2025,,,11,2026-04-29,10,1,,,,,
001cv00000B21qt,"Town Of Guntown, MS",Mississippi,Municipality,Sydney Ireland,2415,,Tier 3,0.75,34.4402,-88.6579,ad8939fb-1b30-4303-b06a-544de51ac037,,,,,,,,,,,,,,,,,
001cv00000B220j,"City Of Florence, MS",Mississippi,Municipality,Sydney Ireland,4623,,Tier 3,0.75,32.1544,-90.1239,c72976f8-745b-42a9-9f32-5431bfb2d4bc,,,,,,,,,,,,,,,,,
001cv00000CLwws,"City Of Grenada, MS",Mississippi,Municipality,Sydney Ireland,12471,,Tier 2,1.0,33.769,-89.8084,27e65847-ff05-46ea-b9c6-00613ed24da5,,,,,,,,,2,2026-04-23,1,,,,,1,
001cv00000bAeBk,Hinds County,Mississippi,County,Sydney Ireland,211975,,Tier S,2.0,32.2648,-90.3748,4e7c8e59-ddb6-4827-9169-858a86b3097b,,,,,,,,,1,2026-04-09,,1,,,,,
001cv00000bB8Pd,City of Bay Springs,Mississippi,Municipality,Sydney Ireland,1488,,Tier 3,0.75,31.979,-89.2873,9b1db453-8db2-4c2d-a3c4-4b9346f54229,,,,,,,,,,,,,,,,,
001cv00000bBVhx,Town of Tunica,Mississippi,Municipality,Sydney Ireland,865,,Tier 3,0.75,34.6845,-90.3829,27819266-ec9c-4fcc-926e-47ed185723f4,,,,,,,,,,,,,,,,,
001cv00000bBWDD,City of Quitman,Mississippi,Municipality,Sydney Ireland,1948,,Tier 3,0.75,32.04,-88.72,b594fa5e-07b7-4c3d-9532-57d747e30c4f,,,,,,,,,,,,,,,,,
001cv00000bBWDK,City of Purvis,Mississippi,Municipality,Sydney Ireland,1955,,Tier 3,0.75,31.1432,-89.4098,fac9275d-1f65-4f0b-852b-36a632ac466f,,,,,,,,,,,,,,,,,
001cv00000bBWIu,Town of Wesson,Mississippi,Municipality,Sydney Ireland,1779,,Tier 3,0.75,31.7013,-90.3976,1251d39e-e17e-4605-95cc-58b45cb1d0cc,,,,,,,,,,,,,,,,,
001cv00000bBWJQ,Town of Belmont,Mississippi,Municipality,Sydney Ireland,1817,,Tier 3,0.75,34.5098,-88.2092,762e264a-6482-4293-9e50-d1e2f914c823,,,,,,,,,,,,,,,,,
001cv00000bBWKx,Town of Nettleton,Mississippi,Municipality,Sydney Ireland,1928,,Tier 3,0.75,34.089,-88.6223,b12c3184-cfad-4294-b8c4-31bbb40ceb8d,,,,,,,,,,,,,,,,,
001cv00000bBWMW,Wayne County,Mississippi,County,Sydney Ireland,19749,,Tier 2,1.0,40.7589,-81.9535,a2daa401-3a10-4ed3-a1cd-ba514f93a9a4,,,,,,,,,,,,,,,,,
001cv00000bBWOH,City of Lumberton,Mississippi,Municipality,Sydney Ireland,1647,,Tier 3,0.75,31.0013,-89.4523,48d45e8f-2271-41cc-b46e-c6b814e763e5,,,,,,,,,,,,,,,,,
001cv00000bBWRE,City of Eupora,Mississippi,Municipality,Sydney Ireland,2097,,Tier 3,0.75,33.5407,-89.267,89da8d34-89b8-409f-b9db-cd99d499a747,,,,,,,,,,,,,,,,,
001cv00000bBWTB,"City of Jackson, MS",Mississippi,Municipality,Sydney Ireland,141449,Open Opportunity,Tier S,2.0,32.2981,-90.1806,6cd6b720-b420-4854-b413-16802da6c744,Open,Demo,Mid Funnel,Sydney Ireland,4/28/2026,4/13/2026,,,17,2026-04-28,,17,,,,,
001cv00000bBWsg,Town of Coldwater,Mississippi,Municipality,Sydney Ireland,1326,,Tier 3,0.75,34.6918,-89.9773,5e0a8a59-2bdd-43cd-b379-23ac5a7542a9,,,,,,,,,,,,,,,,,
001cv00000bBWtX,City of Raymond,Mississippi,Municipality,Sydney Ireland,1387,,Tier 3,0.75,32.2593,-90.4226,29c3a4d0-81ff-4690-95f6-bf8fff85cbba,,,,,,,,,,,,,,,,,
