Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Emily Murnane,Calls - Leila Assil,Calls - Mihir Shah,Calls - Joe del Rosario,Calls - Sydney Ireland,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Jenny Allison,Calls - Quinzel Perry
001Hr000028ZdRc,"Township Of Plain, OH",Ohio,Municipality,Ali Cohen,53419,,Tier S,2.0,40.8877,-81.3729,04f64d78-0efb-4079-b6a4-4a8a1c837f79,,,,,,,,,5,2025-09-16,,5,,,,,,,
001Hr000028ZdRe,"Township Of German, OH",Ohio,Municipality,Mihir Shah,7530,,Tier 3,0.75,39.6211,-84.4173,804f4f44-ca52-486f-bb92-b01d8f0c2cd5,,,,,,,,,,,,,,,,,,,
001Hr000028ZdRg,"City Of Orrville, OH",Ohio,Municipality,Ali Cohen,8471,,Tier 3,0.75,40.8437,-81.764,8713e0b8-1e79-43e0-a381-a89b5aed38ae,,,,,,,,,2,2026-04-20,1,1,,,,,,,
001Hr000028ZdRy,"City Of Independence, OH",Ohio,Municipality,Mihir Shah,7523,,Tier 3,0.75,41.3687,-81.6379,0acf093c-a6ba-4680-8ef3-e64c43a75ab1,,,,,,,,,10,2025-11-13,10,,,,,,,,
001Hr000028ZdS4,"City Of Portsmouth, OH",Ohio,Municipality,Ali Cohen,18014,,Tier 2,1.0,38.7317,-82.9977,35b72430-7f86-47bb-97ac-3ede94798c71,,,,,,,,,14,2026-04-22,14,,,,,,,,
001Hr000028ZdSC,"City Of Girard, OH",Ohio,Municipality,Ali Cohen,9553,Nurture,Tier 3,0.75,41.1539,-80.7015,f437f1f1-892d-4cb4-a25b-35e49b62813b,Closed Lost,,,Joe del Rosario,6/24/2025,6/24/2025,"$16,000",,6,2026-02-05,6,,,,,,,,
001Hr000028ZdSE,"City Of Steubenville, OH",Ohio,Municipality,Ali Cohen,17962,Recent Competitor Purchase,Tier 2,1.0,40.3698,-80.634,fe9599aa-7040-419a-8f0e-21d435921656,Closed Lost,,,Emily Murnane,,10/22/2025,,,8,2026-04-09,5,,,3,,,,,
001Hr000028ZdSF,"City Of Sandusky, OH",Ohio,Municipality,Mihir Shah,24758,All Modules Live,Tier 2,1.0,41.4562,-82.7117,0f213e46-a6c1-4ebe-a189-20e10cc07f0c,Closed Won,,,Joe del Rosario,10/4/2024,1/5/2025,"$38,000",,1,2025-10-03,1,,,,,,,,
001Hr000028ZdSM,"Fayette County, OH",Ohio,County,Mihir Shah,28700,,Tier 1,1.5,39.592,-83.4644,2e6e7008-b573-4562-a5d6-1748a5879966,,,,,,,,,1,2025-09-29,1,,,,,,,,
001Hr000028ZdSO,"Township Of Concord, OH",Ohio,Municipality,Ali Cohen,11567,Open Opportunity,Tier 2,1.0,39.0579,-83.6597,c765241e-b4f9-4fdf-8abf-8b15bae122e4,Open,Initial Interest,Top of Funnel,Sydney Ireland,2/12/2026,2/6/2026,,,6,2026-03-04,,,,,2,4,,,
001Hr000028ZdSj,"City Of Canal Winchester, OH",Ohio,Municipality,Mihir Shah,9514,,Tier 3,0.75,39.8428,-82.8056,28b0f1e6-5ce2-4ce1-9d26-f336fa273b45,,,,,,,,,6,2026-02-04,2,4,,,,,,,
001Hr000028ZdSo,"City Of Reading, OH",Ohio,Municipality,Mihir Shah,10467,,Tier 2,1.0,39.2237,-84.4422,9ccb4cfe-5b2e-427a-b08c-a28706216e1f,,,,,,,,,6,2026-04-07,6,,,,,,,,
001Hr000028ZdSr,"City Of Eaton, OH",Ohio,Municipality,Ali Cohen,8358,Open Opportunity,Tier 3,0.75,39.7439,-84.6366,d8e6ce23-aba2-470b-960d-54554acc75af,Open,Initial Interest,Top of Funnel,Leila Assil,,5/8/2025,,,12,2026-02-04,9,3,,,,,,,
001Hr000028ZdSs,"Township Of Champion, OH",Ohio,Municipality,Mihir Shah,9367,,Tier 3,0.75,41.299,-80.8765,416e56f5-116e-4145-9769-21a1a8f09b7c,,,,,,,,,1,2025-07-09,,1,,,,,,,
001Hr000028ZdSw,"City Of St Marys, OH",Ohio,Municipality,Ali Cohen,8411,,Tier 3,0.75,40.5425,-84.3896,e67b14f4-6693-458f-ba95-cfcdef3efd0f,,,,,,,,,6,2025-09-09,6,,,,,,,,
001Hr000028ZdT1,"Township Of Harrison, OH",Ohio,Municipality,Mihir Shah,8661,,Tier 3,0.75,39.2668,-84.7942,7aa62179-3922-4321-9ef3-21b338461bbb,,,,,,,,,3,2025-06-12,,3,,,,,,,
001Hr000028ZdT4,"Township Of Colerain, OH",Ohio,Municipality,Ali Cohen,58819,Open Opportunity,Tier S,2.0,39.2592,-84.627,81739670-f4b0-41aa-8ac5-b34e5ff87139,Open,Initial Interest,Top of Funnel,Sydney Ireland,,2/5/2026,,,20,2026-02-17,,16,,,4,,,,
001Hr000028ZdT9,"City Of Maple Heights, OH",Ohio,Municipality,Ali Cohen,23322,,Tier 2,1.0,41.4153,-81.566,b5d588b3-d676-4300-a92b-8f8fa7fc7e4f,,,,,,,,,2,2025-12-19,2,,,,,,,,
001Hr000028ZdTB,"City Of Oberlin, OH",Ohio,Municipality,Mihir Shah,8249,,Tier 3,0.75,41.2939,-82.2174,3114c329-3db9-4e75-a059-e926e658ca29,,,,,,,,,14,2026-04-27,14,,,,,,,,
001Hr000028ZdTJ,"Township Of Canfield, OH",Ohio,Municipality,Mihir Shah,16723,Recent Competitor Purchase,Tier 2,1.0,41.0251,-80.7609,8d1c3594-9101-477a-b95e-30128ed5bd96,Closed Lost,,,Granger West,2/9/2026,2/4/2026,"$13,500",,,,,,,,,,,,
001Hr000028ZdTQ,"City Of Bryan, OH",Ohio,Municipality,Mihir Shah,8609,,Tier 3,0.75,41.4748,-84.5525,fdacc3eb-06c1-46bd-ad84-6c84dcf4d418,,,,,,,,,13,2026-04-10,3,10,,,,,,,
001Hr000028ZdTV,"Liberty Township, OH",Ohio,Municipality,Ali Cohen,8205,,Tier 3,0.75,39.4015,-84.4094,41400c62-d6e3-4baf-9a1b-b58e42c9984e,,,,,,,,,,,,,,,,,,,
001Hr000028ZdTa,"Township Of Rootstown, OH",Ohio,Municipality,Ali Cohen,8662,,Tier 3,0.75,41.0992,-81.2426,aa4078ef-8d1e-41ae-9658-a634f0d41a72,,,,,,,,,8,2026-02-17,8,,,,,,,,
001Hr000028ZdTd,"Miami County, OH",Ohio,County,Mihir Shah,110876,,Tier S,2.0,40.0815,-84.1857,0bb44c3c-4db7-4306-9790-ad53d31b99ac,,,,,,,,,4,2026-04-22,4,,,,,,,,
001Hr000028ZdTf,"Township Of Falls, OH",Ohio,Municipality,Ali Cohen,8710,,Tier 3,0.75,39.9792,-82.004,67b53f08-3f4c-4499-bd54-666df844c13f,,,,,,,,,2,2025-09-26,2,,,,,,,,
001Hr000028ZdTi,"City Of Blue Ash, OH",Ohio,Municipality,Mihir Shah,13344,,Tier 2,1.0,39.232,-84.3783,820449c7-31a6-4471-9873-6d7189cfe1b7,,,,,,,,,2,2026-02-19,1,,,1,,,,,
001Hr000028ZdTk,"City Of Olmsted Falls, OH",Ohio,Municipality,Mihir Shah,8628,,Tier 3,0.75,41.375,-81.9082,3a25497b-3138-449a-9636-55f1d4e23d73,,,,,,,,,11,2026-02-03,11,,,,,,,,
001Hr000028ZdTl,"City Of Mount Vernon, OH",Ohio,Municipality,Mihir Shah,16894,,Tier 2,1.0,40.3932,-82.4854,bc790b80-119e-4a24-bb71-c161380f361b,,,,,,,,,15,2026-05-19,4,,11,,,,,,
001Hr000028ZdTu,"City Of Napoleon, OH",Ohio,Municipality,Mihir Shah,8794,,Tier 3,0.75,41.3921,-84.1255,1ffa9749-c737-4093-b23e-2d123ce26773,,,,,,,,,4,2025-09-25,2,2,,,,,,,
001Hr000028ZdTw,"City Of Middleburg Heights, OH",Ohio,Municipality,Ali Cohen,15830,Nurture,Tier 2,1.0,41.3614,-81.8129,a2e6c4a0-1fc9-48e1-bfb9-43a0437bd647,Closed Lost,,,Joe del Rosario,9/25/2024,1/5/2025,"$25,000",,4,2026-03-03,2,,,2,,,,,
001Hr000028ZdTx,"City Of Berea, OH",Ohio,Municipality,Mihir Shah,18682,,Tier 2,1.0,41.3662,-81.8543,5a4fca11-ce42-467d-9ea2-7f717bd50fc3,,,,,,,,,16,2026-04-22,16,,,,,,,,
001Hr000028ZdU0,"City Of Bowling Green, OH",Ohio,Municipality,Mihir Shah,30677,,Tier 1,1.5,41.3748,-83.6513,4a9e4cb9-0cbc-4123-84b2-bd4259071742,,,,,,,,,12,2026-04-27,12,,,,,,,,
001Hr000028ZdU6,"City Of Monroe, OH",Ohio,Municipality,Ali Cohen,15448,Open Opportunity,Tier 2,1.0,39.4451,-84.361,d8297b4c-f32a-4339-a4d7-b925f9bd156f,Open,Initial Interest,Top of Funnel,Emily Murnane,,9/5/2025,,,22,2026-02-04,22,,,,,,,,
001Hr000028ZdUF,"City Of Springdale, OH",Ohio,Municipality,Mihir Shah,10910,,Tier 2,1.0,39.287,-84.4852,4b5eba1b-cbe6-47df-b3d9-2a404bf3f827,,,,,,,,,3,2026-04-27,3,,,,,,,,
001Hr000028ZdUI,"City Of Trenton, OH",Ohio,Municipality,Mihir Shah,13305,Open Opportunity,Tier 2,1.0,39.4809,-84.4577,5f99170c-d935-4635-8820-53c941192815,Open,Initial Interest,Top of Funnel,Emily Murnane,,10/30/2025,,,19,2026-02-19,19,,,,,,,,
001Hr000028ZdUR,"City Of Canton, OH",Ohio,Municipality,Mihir Shah,70426,,Tier S,2.0,40.7974,-81.377,7b2c6631-6d2f-4c93-b068-fc95d15f69f7,,,,,,,,,28,2026-04-13,16,12,,,,,,,
001Hr000028ZdUe,"City Of Westlake, OH",Ohio,Municipality,Ali Cohen,33986,Recent Competitor Purchase,Tier 1,1.5,41.4553,-81.9179,4c9ec9b4-2474-46c3-814d-8aea57df39ad,,,,,,,,,4,2025-12-17,2,2,,,,,,,
001Hr000028ZdUi,"Fairfield Township (Columbiana County), OH",Ohio,Municipality,Mihir Shah,9824,Open Opportunity,Tier 3,0.75,40.8451,-80.6993,52531ffd-7a9d-48b5-98aa-06d27397fe32,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,4,2026-05-19,,,2,,,2,,,
001Hr000028ZdUx,"City Of Cambridge, OH",Ohio,Municipality,Ali Cohen,10036,Nurture,Tier 2,1.0,40.0247,-81.5848,b82bc61b-e881-48e7-ae5f-3f13bd83af16,Closed Lost,,,Emily Murnane,10/16/2025,10/9/2025,,,5,2025-10-14,4,,,,,,,,1
001Hr000028ZdVA,"City Of Piqua, OH",Ohio,Municipality,Mihir Shah,20442,1+ Module Live,Tier 2,1.0,40.1448,-84.2424,5b96df42-8919-4f00-a7c9-09343b9941b6,Closed Won,,,Asher Rosenfeld,5/16/2024,1/5/2025,"$19,660",,,,,,,,,,,,
001Hr000028ZdVC,"City Of Bedford Heights, OH",Ohio,Municipality,Mihir Shah,10858,,Tier 2,1.0,41.4021,-81.5018,1b71fb15-b820-4094-a0e5-f0ca6c9ba45b,,,,,,,,,2,2026-03-09,1,,,1,,,,,
001Hr000028ZdVD,"City Of Amherst, OH",Ohio,Municipality,Mihir Shah,12870,All Modules Live,Tier 2,1.0,41.3978,-82.2224,10e0c14a-ae1c-480b-978a-49fd4a786d5e,Closed Won,,,Asher Rosenfeld,10/21/2024,1/5/2025,"$15,000",,,,,,,,,,,,
001Hr000028ZdVH,"City Of London, OH",Ohio,Municipality,Ali Cohen,10514,,Tier 2,1.0,39.8864,-83.4483,a8c43954-2881-488c-979e-ab9923b9c968,,,,,,,,,3,2026-04-02,3,,,,,,,,
001Hr000028ZdVM,"Huron Township, OH",Ohio,Municipality,Mihir Shah,10707,,Tier 2,1.0,41.395,-82.5555,a9984b04-4554-439a-8c0b-c3ec36bcbed9,,,,,,,,,3,2026-01-12,3,,,,,,,,
001Hr000028ZdVU,"Township Of Etna, OH",Ohio,Municipality,Mihir Shah,19189,Open Opportunity,Tier 2,1.0,39.9573,-82.6826,ec3da3c7-d3e9-4e80-b7fc-cc4e33c6fed9,Open,Meeting Booked,Top of Funnel,Sydney Ireland,3/16/2026,2/5/2026,,,1,2026-03-12,,,,,1,,,,
001Hr000028ZdVX,"City Of Salem, OH",Ohio,Municipality,Mihir Shah,11825,Nurture,Tier 2,1.0,40.9009,-80.8568,36d72ba4-d718-47ba-8390-c514d30085f8,Closed Lost,,,Joe del Rosario,9/16/2024,1/5/2025,,,1,2025-12-29,1,,,,,,,,
001Hr000028ZdVa,"Township Of Anderson, OH",Ohio,Municipality,Ali Cohen,43707,,Tier 1,1.5,39.0902,-84.3437,e05d3f69-435b-405a-bf2b-b482b55589e9,,,,,,,,,,,,,,,,,,,
001Hr000028ZdVl,"City Of Coshocton, OH",Ohio,Municipality,Mihir Shah,11043,,Tier 2,1.0,40.272,-81.8596,89505f46-6a6d-45f8-9284-dc03c607e787,,,,,,,,,14,2026-04-24,4,,,10,,,,,
001Hr000028ZdVo,"Tuscarawas County, OH",Ohio,County,Mihir Shah,92585,Nurture,Tier S,2.0,40.3979,-81.4279,b1f1774f-54e4-42fd-87dd-074628426708,Closed Lost,,,Emily Murnane,11/19/2025,11/17/2025,,,8,2026-02-05,8,,,,,,,,
001Hr000028ZdVv,"Township Of Brunswick Hills, OH",Ohio,Municipality,Ali Cohen,11254,Open Opportunity,Tier 2,1.0,41.2186,-81.8607,7be1abe0-d6ee-4b7f-8272-6b6e196f85ef,Open,Meeting Booked,Top of Funnel,Ali Cohen,3/4/2026,2/4/2026,,,6,2026-03-11,,,,1,2,3,,,
001Hr000028ZdVy,"City Of Solon, OH",Ohio,Municipality,Ali Cohen,23929,,Tier 2,1.0,41.3898,-81.4412,59e5a092-c63d-457b-86d8-3f0a7bacb158,,,,,,,,,11,2026-04-27,11,,,,,,,,
001Hr000028ZdW6,"City Of Springboro, OH",Ohio,Municipality,Mihir Shah,19263,,Tier 2,1.0,39.5523,-84.2333,e2e59320-07b0-443f-9a33-c7c4bf9a0419,,,,,,,,,2,2026-02-02,1,,,1,,,,,
001Hr000028ZdWA,"City Of Ravenna, OH",Ohio,Municipality,Mihir Shah,11313,Open Opportunity,Tier 2,1.0,41.1576,-81.242,b1b9b658-79a0-4f5f-92d1-47b5897e432a,Open,Initial Interest,Top of Funnel,Emily Murnane,,10/15/2025,,Yes,49,2026-05-19,34,2,13,,,,,,
001Hr000028ZdWK,"City Of Brooklyn, OH",Ohio,Municipality,Mihir Shah,11177,,Tier 2,1.0,41.4301,-81.7512,5ec9284c-bf29-4202-a3ce-8df6633e109a,,,,,,,,,19,2026-04-24,4,15,,,,,,,
001Hr000028ZdWL,"City Of Lyndhurst, OH",Ohio,Municipality,Mihir Shah,13841,,Tier 2,1.0,41.5201,-81.4887,b6bf6bbd-fa51-4f0d-a43d-08ec88eca860,,,,,,,,,4,2026-03-12,3,,,1,,,,,
001Hr000028ZdWP,"City Of Norton, OH",Ohio,Municipality,Mihir Shah,11571,,Tier 2,1.0,41.0292,-81.6382,508dc0bb-03e2-4843-a24c-06c0c66dd24d,,,,,,,,,11,2026-05-13,7,,4,,,,,,
001Hr000028ZdWQ,"Springfield Township (Clark County), OH",Ohio,Municipality,Mihir Shah,12275,Open Opportunity,Tier 2,1.0,39.8819,-83.7889,289dd4b0-7914-4460-9970-56bf72a357c5,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/5/2026,,,11,2026-03-20,11,,,,,,,,
001Hr000028ZdWR,"City Of Trotwood, OH",Ohio,Municipality,Ali Cohen,22968,,Tier 2,1.0,39.7973,-84.3113,b9376464-d7e9-4032-af2c-6e1ca0f89f44,,,,,,,,,21,2026-04-20,11,10,,,,,,,
001Hr000028ZdWV,"City Of East Cleveland, OH",Ohio,Municipality,Mihir Shah,13586,,Tier 2,1.0,41.5331,-81.579,cc268be1-eac5-423d-8f0a-761d326dc1f8,,,,,,,,,10,2026-04-23,10,,,,,,,,
001Hr000028ZdWa,"City Of Hudson, OH",Ohio,Municipality,Mihir Shah,22983,,Tier 2,1.0,41.2401,-81.4407,9ff07a43-c585-423b-a924-a9ecca754fd5,,,,,,,,,5,2025-10-13,5,,,,,,,,
001Hr000028ZdWj,"City Of Seven Hills, OH",Ohio,Municipality,Ali Cohen,11604,,Tier 2,1.0,39.1031,-84.512,a340d21c-eeac-4fa8-a777-a0147422d385,,,,,,,,,8,2025-10-07,8,,,,,,,,
001Hr000028ZdWo,"City Of Franklin, OH",Ohio,Municipality,Ali Cohen,11636,,Tier 2,1.0,39.5589,-84.3041,e6974bbe-3b6c-4e7d-b2b4-66f528869421,,,,,,,,,5,2025-12-17,1,4,,,,,,,
001Hr000028ZdWv,"City Of Lancaster, OH",Ohio,Municipality,Ali Cohen,40763,Nurture,Tier 1,1.5,39.7137,-82.6019,fa3b447c-9679-4464-8ce2-83a8d9e7092e,Closed Lost,,,Granger West,10/23/2024,1/5/2025,,,6,2026-02-13,6,,,,,,,,
001Hr000028ZdX4,"City Of Greenville, OH",Ohio,Municipality,Ali Cohen,12715,Open Opportunity,Tier 2,1.0,40.1028,-84.6329,c1e9b70c-6c40-4fc1-9129-6454d668cacb,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,4,2026-02-13,4,,,,,,,,
001Hr000028ZdX5,"Sycamore Township, OH",Ohio,Municipality,Ali Cohen,19546,,Tier 2,1.0,39.2067,-84.3797,24d88282-d5ba-404b-8a92-62835ebb2a18,,,,,,,,,,,,,,,,,,,
001Hr000028ZdX6,"City Of Painesville, OH",Ohio,Municipality,Mihir Shah,20591,Nurture,Tier 2,1.0,41.7245,-81.2457,9a0668df-0d68-4ffa-ba1f-8fbf14917dba,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,5,2025-10-24,5,,,,,,,,
001Hr000028ZdX7,"Greene County, OH",Ohio,County,Mihir Shah,169691,,Tier S,2.0,39.6974,-83.8897,63aaca70-0e46-4384-a642-49a8449b32c6,,,,,,,,,7,2026-05-19,,,7,,,,,,
001Hr000028ZdX9,"City Of Rocky River, OH",Ohio,Municipality,Ali Cohen,21510,,Tier 2,1.0,41.4768,-81.8498,7b871324-acbf-4c31-a6cd-4f95658a65a2,,,,,,,,,1,2025-12-18,1,,,,,,,,
001Hr000028ZdXA,"City Of Riverside, OH",Ohio,Municipality,Ali Cohen,24350,Open Opportunity,Tier 2,1.0,39.7798,-84.1241,11886cf6-079b-4f2b-bc6f-aabd37807223,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,10,2026-02-23,10,,,,,,,,
001Hr000028ZdXI,"Montville Township, OH",Ohio,Municipality,Mihir Shah,12966,Open Opportunity,Tier 2,1.0,41.0925,-81.8443,3948f5c7-6641-4a06-9fd8-e6f2effba8de,Open,Initial Interest,Top of Funnel,Sydney Ireland,2/11/2026,2/4/2026,,,6,2026-05-14,2,,4,,,,,,
001Hr000028ZdXN,"City Of Dover, OH",Ohio,Municipality,Mihir Shah,13023,,Tier 2,1.0,40.5206,-81.474,61f513f4-0afd-4b5c-aebe-41a80a7bb9e1,,,,,,,,,2,2026-01-30,2,,,,,,,,
001Hr000028ZdXO,"Township Of Violet, OH",Ohio,Municipality,Mihir Shah,47116,,Tier 1,1.5,39.8987,-82.7563,9d454996-0e40-4735-80d8-aed5f3023e03,,,,,,,,,2,2026-03-09,1,1,,,,,,,
001Hr000028ZdXS,"City Of West Carrollton, OH",Ohio,Municipality,Ali Cohen,13012,,Tier 2,1.0,39.6723,-84.2522,7a770a86-b0f8-43a0-be33-b2c2a83e356f,,,,,,,,,1,2026-03-02,1,,,,,,,,
001Hr000028ZdXd,"Township Of Bainbridge, OH",Ohio,Municipality,Mihir Shah,12961,,Tier 2,1.0,41.3765,-81.3619,f19ae327-1ae1-41a7-8635-ae73b85a5e77,,,,,,,,,2,2026-05-19,,,2,,,,,,
001Hr000028ZdXi,"City Of New Franklin, OH",Ohio,Municipality,Ali Cohen,13798,,Tier 2,1.0,40.9417,-81.5415,2f1a9b7b-a3b2-4d33-80e6-c54db6e2ef2c,,,,,,,,,9,2026-04-15,6,,,,,,3,,
001Hr000028ZdXm,"City Of Bexley, OH",Ohio,Municipality,Mihir Shah,13681,,Tier 2,1.0,39.969,-82.9377,31c77781-80fa-475c-88d3-124bcaae3a6c,,,,,,,,,13,2026-04-09,12,,,,,,1,,
001Hr000028ZdXo,"City Of Grove City, OH",Ohio,Municipality,Mihir Shah,41787,Implementation,Tier 1,1.5,39.8822,-83.0935,837e7989-475e-4834-9eb2-ae4ce0fb65e2,Closed Won,,,Emily Murnane,12/16/2025,11/25/2025,"$60,000",,2,2025-07-16,,,,2,,,,,
001Hr000028ZdXs,"Township Of Prairie, OH",Ohio,Municipality,Ali Cohen,17028,,Tier 2,1.0,40.0117,-83.7123,764c8cc5-67a7-48ec-baa3-f843fc87805b,,,,,,,,,,,,,,,,,,,
001Hr000028ZdY1,"City Of Brecksville, OH",Ohio,Municipality,Mihir Shah,13539,,Tier 2,1.0,41.3198,-81.6268,e62f0744-6900-4c29-8feb-4f6315f375af,,,,,,,,,8,2025-09-16,8,,,,,,,,
001Hr000028ZdYB,"City Of Warrensville Heights, OH",Ohio,Municipality,Mihir Shah,13562,,Tier 2,1.0,41.4323,-81.5103,4c81eabb-875d-4cf8-8e5a-59168af68cd5,,,,,,,,,10,2026-04-13,10,,,,,,,,
001Hr000028ZdYG,"City Of Worthington, OH",Ohio,Municipality,Mihir Shah,14564,Nurture,Tier 2,1.0,40.0931,-83.018,3fa2347f-d890-4a5b-be95-f0edeb450d66,Closed Lost,,,Granger West,9/30/2024,1/5/2025,,,9,2026-05-14,6,,3,,,,,,
001Hr000028ZdYL,"Olmsted Township, OH",Ohio,Municipality,Mihir Shah,14406,Recent Competitor Purchase,Tier 2,1.0,41.3728,-81.9262,85905e44-8927-4bcb-af17-b3fb2194f5f1,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,3,2025-11-24,3,,,,,,,,
001Hr000028ZdYX,"City Of Lima, OH",Ohio,Municipality,Ali Cohen,35868,Open Opportunity,Tier 1,1.5,40.7426,-84.1052,3a780903-d73b-4d3e-aa1a-27bb61c2052f,Open,Initial Interest,Top of Funnel,Emily Murnane,,1/14/2026,,,3,2026-01-14,1,,,2,,,,,
001Hr000028ZdYY,"Township Of Beavercreek, OH",Ohio,Municipality,Mihir Shah,56132,Implementation,Tier S,2.0,39.7257,-84.0379,47f898db-107b-49d0-ab09-c644ffc5e2f6,Closed Won,,,Leila Assil,8/21/2025,7/30/2025,"$17,500",,17,2025-08-20,,17,,,,,,,
001Hr000028ZdYc,"City Of Parma Heights, OH",Ohio,Municipality,Mihir Shah,20543,,Tier 2,1.0,41.3901,-81.7596,7e5b7d27-75c8-4d95-a1b3-2fe7a8bf20a2,,,,,,,,,17,2026-04-22,17,,,,,,,,
001Hr000028ZdYv,"City Of Ashland, OH",Ohio,Municipality,Mihir Shah,19282,Nurture,Tier 2,1.0,40.8687,-82.3182,c860182d-357c-4337-87df-9a3e4bca1047,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,9,2026-04-22,9,,,,,,,,
001Hr000028ZdYw,"Township Of Painesville, OH",Ohio,Municipality,Ali Cohen,20375,Open Opportunity,Tier 2,1.0,41.7245,-81.2457,58f9f6ac-d575-4ba4-9ca0-e8e9990073ce,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,1,2025-09-18,1,,,,,,,,
001Hr000028ZdZ4,"City Of Defiance, OH",Ohio,Municipality,Mihir Shah,16971,,Tier 2,1.0,41.2845,-84.3558,d93d6c4a-6220-4abc-a4fa-776f207500ae,,,,,,,,,14,2026-03-10,14,,,,,,,,
001Hr000028ZdZ6,"City Of Green, OH",Ohio,Municipality,Mihir Shah,27337,,Tier 1,1.5,40.9459,-81.4832,9fba6b75-9dc8-4813-819d-a0daa7d391eb,,,,,,,,,11,2026-04-02,1,10,,,,,,,
001Hr000028ZdZ7,"Township Of West Chester, OH",Ohio,Municipality,Mihir Shah,64939,,Tier S,2.0,39.3321,-84.4173,5638ca6c-e6d5-4b2e-a8ba-671d11069aba,,,,,,,,,7,2026-05-13,,,7,,,,,,
001Hr000028ZdZ8,"Township Of Union, OH",Ohio,Municipality,Ali Cohen,2292,,Tier 3,0.75,40.4349,-82.2366,24676665-c621-4375-aa9f-4698e6d7079f,,,,,,,,,,,,,,,,,,,
001Hr000028ZdZ9,"City Of Tallmadge, OH",Ohio,Municipality,Ali Cohen,18305,,Tier 2,1.0,41.1014,-81.4418,91c732ea-4191-4224-98c9-1142cf629031,,,,,,,,,1,2025-10-09,1,,,,,,,,
001Hr000028ZdZB,"Jackson County, OH",Ohio,County,Mihir Shah,,,Tier 3,0.75,39.006,-82.6483,01a57288-6146-4458-bc40-a5552816cb8f,,,,,,,,,1,2025-09-30,1,,,,,,,,
001Hr000028ZdZE,"City Of Ashtabula, OH",Ohio,Municipality,Ali Cohen,17933,Nurture,Tier 2,1.0,41.8651,-80.7898,7925abb9-1a1b-47dd-9aa4-1c90b79845cd,Closed Lost,,,Granger West,10/18/2024,1/5/2025,,,5,2026-02-10,5,,,,,,,,
001Hr000028ZdZF,"City Of Fairborn, OH",Ohio,Municipality,Mihir Shah,34620,Open Opportunity,Tier 1,1.5,39.8209,-84.0194,cd8dbc54-937e-491b-80e3-e32747d8b4f2,Open,Initial Interest,Top of Funnel,Mihir Shah,,5/15/2026,,,44,2026-05-19,19,14,11,,,,,,
001Hr000028ZdZQ,"City Of Elyria, OH",Ohio,Municipality,Mihir Shah,52816,,Tier S,2.0,41.3684,-82.1076,17380fba-a69a-4d1e-bc5a-6238f29c73db,,,,,,,,,37,2026-05-19,28,,9,,,,,,
001Hr000028ZdZU,"City Of Stow, OH",Ohio,Municipality,Ali Cohen,34342,,Tier 1,1.5,41.1729,-81.4389,4424b30d-2317-4ec6-9bad-0f9c299d57b0,,,,,,,,,1,2026-03-05,1,,,,,,,,
001Hr000028ZdZx,"City Of Miamisburg, OH",Ohio,Municipality,Mihir Shah,19790,,Tier 2,1.0,39.6417,-84.2879,562f8d4c-45fa-4b6c-9c5a-a5c7acab828f,,,,,,,,,10,2026-02-20,10,,,,,,,,
001Hr000028Zda2,"City Of Forest Park, OH",Ohio,Municipality,Mihir Shah,19971,Nurture,Tier 2,1.0,39.2903,-84.5041,e37fb34f-656a-4e0e-9c06-c313699798fc,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,10,2025-11-26,10,,,,,,,,
001Hr000028Zda7,"City Of Oregon, OH",Ohio,Municipality,Ali Cohen,19865,,Tier 2,1.0,41.6733,-83.443,1be228c9-2d68-44c2-809e-9002d98af482,,,,,,,,,15,2026-04-24,15,,,,,,,,
001Hr000028ZdaR,"City Of Medina, OH",Ohio,Municipality,Mihir Shah,25934,Implementation,Tier 1,1.5,41.1432,-81.8552,805e0ea5-7759-4e43-a074-99bb7040b3fc,Closed Won,,,Emily Murnane,3/24/2026,1/4/2025,"$35,000",,7,2026-02-02,6,,,1,,,,,
001Hr000028ZdaW,"City Of Xenia, OH",Ohio,Municipality,Mihir Shah,25463,Open Opportunity,Tier 1,1.5,39.6848,-83.9297,119c03c5-430a-4c16-adaf-38a9dd6fb5ef,Open,Initial Interest,Top of Funnel,Emily Murnane,,8/28/2025,,,23,2025-12-30,23,,,,,,,,
001Hr000028Zdag,"City Of Wooster, OH",Ohio,Municipality,Mihir Shah,26751,,Tier 1,1.5,40.7975,-81.946,403f861d-3a3b-4b25-92b8-2a4dac588f1a,,,,,,,,,12,2025-12-18,12,,,,,,,,
