Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Sydney Ireland,Calls - Quinzel Perry,Calls - Ali Cohen,Calls - Nick Martino,Calls - Jenny Allison,Calls - Ryan Minter,Calls - Blake Anderson,Calls - Alicia Gopal,Calls - Joe del Rosario,Calls - Emily Murnane,Outreach ID
001Hr000028ZdED,"Jennings County, IN",Indiana,County,Sydney Ireland,27634,,Tier 1,1.5,38.9915,-85.6846,45570a09-ca18-4caa-8488-72f4826a05f0,,,,,,,,,5,2026-02-09,2,3,,,,,,,,,12202
001Hr000028ZdFG,"Town Of Plainfield, IN",Indiana,Municipality,Blake Anderson,35592,,Tier 1,1.5,39.7025,-86.404,7ab3045d-efa3-4f8b-8fcb-d5036319e789,,,,,,,,,3,2026-02-18,3,,,,,,,,,,5947
001Hr000028ZdFa,"City Of Jeffersonville, IN",Indiana,Municipality,Blake Anderson,50315,,Tier S,2.0,38.2776,-85.7372,18cabb24-dafa-449e-8bc2-d3579401e316,,,,,,,,,10,2026-05-08,7,3,,,,,,,,,6153
001Hr000028ZdFd,"City Of Marion, IN",Indiana,Municipality,Blake Anderson,28177,,Tier 1,1.5,40.5584,-85.6591,b86d128e-c441-4c19-ad29-d1cebdff4c92,,,,,,,,,23,2026-02-06,2,21,,,,,,,,,5764
001Hr000028ZdHH,"Township Of Elkhart, IN",Indiana,Municipality,Sydney Ireland,38606,,Tier 1,1.5,41.5457,-85.8281,640a4ac3-97b0-4f36-8de0-d8e1482221bb,,,,,,,,,3,2025-10-03,,3,,,,,,,,,5956
001Hr000028ZdHk,"City Of Valparaiso, IN",Indiana,Municipality,Sydney Ireland,34428,,Tier 1,1.5,41.4731,-87.0611,89b044e3-35e2-469e-b02f-84a5f8305178,,,,,,,,,3,2026-02-06,1,2,,,,,,,,,5938
001Hr000028ZdHw,"City of Fishers, IN",Indiana,Municipality,Sydney Ireland,103986,,Tier S,2.0,39.9582,-86.0169,4c5cff39-0a36-4066-8284-06b0a3fec105,,,,,,,,,24,2026-05-08,21,3,,,,,,,,,11703
001Hr000028ZdIP,"Town Of Merrillville, IN",Indiana,Municipality,Blake Anderson,36524,,Tier 1,1.5,41.4828,-87.3328,78e0e2da-08db-4af6-a8ac-a45b732d7f76,,,,,,,,,3,2026-02-09,3,,,,,,,,,,5975
001Hr000028ZdJQ,"City Of Portage, IN",Indiana,Municipality,Sydney Ireland,38192,,Tier 1,1.5,41.5759,-87.1761,f2f05148-8612-4e6b-8379-e5678a758069,,,,,,,,,7,2026-05-08,6,1,,,,,,,,,5996
001Hr000028ZdKA,"City Of Lawrence, IN",Indiana,Municipality,Sydney Ireland,49357,Nurture,Tier 1,1.5,39.8387,-86.0253,c45c5faa-3ea8-446f-b9d2-f9d4f8a753d3,Closed Lost,,,Quinzel Perry,10/1/2025,9/25/2025,,,6,2026-04-06,1,5,,,,,,,,,6148
001Hr000028ZdLK,"City Of Muncie, IN",Indiana,Municipality,Sydney Ireland,65292,Nurture,Tier S,2.0,40.1937,-85.3877,8ede2eb3-4fbf-4b3e-801d-ac7416f47eff,Closed Lost,,,Sydney Ireland,2/4/2026,1/28/2026,,,16,2026-05-06,15,1,,,,,,,,,11700
001Hr000028ZdOZ,"Township Of Union, IN",Indiana,Municipality,Sydney Ireland,4603,Cold,Tier 3,0.75,40.7719,-86.7617,a6712dee-4344-4ceb-8ca2-018aaba1821d,,,,,,,,,,,,,,,,,,,,,12227
001Hr000028ZdPH,"City Of Bloomington, IN",Indiana,Municipality,Sydney Ireland,79968,Open Opportunity,Tier S,2.0,39.1696,-86.5386,f5dfd37b-af62-4558-8ac7-1e6ce4ecd3a6,Open,Initial Interest,Top of Funnel,Sydney Ireland,2/20/2026,1/29/2026,,,44,2026-02-18,39,5,,,,,,,,,11662
001Hr000028ZdQQ,"Township Of Columbus, IN",Indiana,Municipality,Blake Anderson,51237,,Tier S,2.0,39.1868,-85.91,2d914d28-38ba-40d6-835c-3d188d26cb22,,,,,,,,,,,,,,,,,,,,,11532
001Hr000028ZdW3,"City Of Hammond, IN",Indiana,Municipality,Sydney Ireland,76984,,Tier S,2.0,41.6242,-87.5099,75e229ba-b59c-4c3c-977e-56a8f422f8f3,,,,,,,,,14,2026-04-29,9,5,,,,,,,,,11710
001Hr000028ZdWE,"City Of Greenwood, IN",Indiana,Municipality,Blake Anderson,64918,,Tier S,2.0,39.6137,-86.1097,e1f5ddd1-2b45-4ed1-aa55-fca104900706,,,,,,,,,14,2026-05-06,9,5,,,,,,,,,11687
001Hr000028ZdXk,"Whitley County, IN",Indiana,County,Blake Anderson,34885,,Tier 1,1.5,41.1136,-85.52,751a9c75-96b2-4898-9a11-4d0c00c3f8d7,,,,,,,,,3,2026-02-17,2,1,,,,,,,,,12218
001Hr000028ZdYZ,"City Of Noblesville, IN",Indiana,Municipality,Blake Anderson,70926,,Tier S,2.0,40.0456,-86.0122,b2c06f1e-ffca-4932-ae38-50f655dad019,,,,,,,,,5,2026-04-02,5,,,,,,,,,,11697
001Hr000028ZdaS,"City of Carmel, IN",Indiana,Municipality,Sydney Ireland,103606,Nurture,Tier S,2.0,39.9784,-86.118,cd1aa1aa-8d07-431b-b30f-784e001e0bcd,Closed Lost,,,Nick Martino,3/5/2026,11/26/2025,"$200,000",,20,2026-04-07,2,1,,17,,,,,,,11663
001Hr000028Zdc5,"Vigo County, IN",Indiana,County,Sydney Ireland,106166,Open Opportunity,Tier S,2.0,39.4165,-87.4208,e5b59f37-bede-4b12-8ead-3c9a9b79176f,Open,Initial Interest,Top of Funnel,Sydney Ireland,2/4/2026,1/27/2026,,,19,2026-03-17,10,9,,,,,,,,,12408
001Hr000028Zdft,"Ripley County, IN",Indiana,County,Blake Anderson,29214,,Tier 1,1.5,39.0987,-85.2308,7f6480e0-0dd7-4915-9a06-83b395542acc,,,,,,,,,9,2026-02-20,5,4,,,,,,,,,12223
001Hr000028Zdfx,"LaGrange County, IN",Indiana,County,Sydney Ireland,41122,,Tier 1,1.5,41.6289,-85.3963,ffb87651-1eb6-4945-86b0-b6b58a830374,,,,,,,,,6,2026-05-19,6,,,,,,,,,,12228
001Hr000028Zdgi,"County of Howard, IN",Indiana,County,Blake Anderson,84082,,Tier S,2.0,40.4483,-86.1345,07c45bac-b0f9-47e5-bbbe-10e16e43fbe0,,,,,,,,,,,,,,,,,,,,,12214
001Hr000028ZdhK,"Township Of Liberty, IN",Indiana,Municipality,Sydney Ireland,6111,Recent Competitor Purchase,Tier 3,0.75,39.6356,-84.9311,2d62b1ba-c818-4656-a51a-753fe29caa8d,,,,,,,,,15,2025-09-11,,15,,,,,,,,,12397
001Hr000028Zdhw,"Township Of Portage, IN",Indiana,Municipality,Blake Anderson,48245,,Tier 1,1.5,41.6764,-86.252,a46550a9-bfcb-4a93-8a37-0ed1774a3ba8,,,,,,,,,,,,,,,,,,,,,11660
001Hr000028Zdia,"City Of Mishawaka, IN",Indiana,Municipality,Sydney Ireland,51074,Open Opportunity,Tier S,2.0,41.662,-86.1586,510de600-c4c8-46cf-b055-aec16e6b34cd,Open,Meeting Booked,Top of Funnel,Sydney Ireland,4/16/2026,4/6/2026,,,49,2026-05-11,18,19,12,,,,,,,,11695
001Hr000028Zdif,"City Of Kokomo, IN",Indiana,Municipality,Sydney Ireland,59691,,Tier S,2.0,40.4864,-86.1336,d0296381-0c1c-4081-9bfb-c74e05c34fb7,,,,,,,,,8,2026-04-07,5,3,,,,,,,,,11694
001Hr000028Zdiz,"City Of Gary, IN",Indiana,Municipality,Sydney Ireland,68325,,Tier S,2.0,41.602,-87.3372,3111613e-237d-4779-b699-6eff793f47f2,,,,,,,,,19,2026-02-09,10,9,,,,,,,,,11691
001Hr000028ZdkN,"Madison County, IN",Indiana,County,Blake Anderson,134222,Nurture,Tier S,2.0,40.1469,-85.6846,a40f450c-c7e2-4829-ba29-f89a3357b9e6,Closed Lost,,,Sydney Ireland,3/2/2026,3/18/2025,,,5,2026-02-26,2,3,,,,,,,,,12406
001Hr000028Zdkj,"Township Of Center, IN",Indiana,Municipality,Sydney Ireland,41410,,Tier 1,1.5,41.3911,-87.3612,92bda9ed-1d78-43fe-a5ca-bd9a1d533dc3,,,,,,,,,,,,,,,,,,,,,6137
001Hr000028ZdlT,"Township Of Union, IN",Indiana,Municipality,Sydney Ireland,13766,,Tier 2,1.0,40.7719,-86.7617,2749cef5-9193-4f75-9fb0-aa216ac89708,,,,,,,,,2,2025-09-26,,2,,,,,,,,,12227
001Hr000028Zdlu,"Wayne County, IN",Indiana,County,Blake Anderson,66410,,Tier S,2.0,39.8319,-84.9818,567b1ffe-e2a1-4544-b62d-061b0bd096b4,,,,,,,,,14,2026-04-02,9,5,,,,,,,,,12222
001Hr000028Zdmp,"Henry County, IN",Indiana,County,Blake Anderson,49081,,Tier 1,1.5,39.9705,-85.355,5c1f18c2-9763-4d95-a187-b278b5e9cab4,,,,,,,,,19,2026-04-24,5,14,,,,,,,,,12219
001Hr000028Zdno,"Delaware County, IN",Indiana,County,Blake Anderson,112951,,Tier S,2.0,40.2584,-85.3963,830e2f5f-bcc5-46d0-9fb2-6298998028f7,,,,,,,,,4,2026-05-06,2,2,,,,,,,,,12393
001Hr000028Zdnr,"Township Of Washington, IN",Indiana,Municipality,Sydney Ireland,10373,,Tier 2,1.0,39.8949,-86.2029,47762a02-444b-4dd2-9a04-fde9a7ee9788,,,,,,,,,2,2025-07-30,,2,,,,,,,,,12229
001Hr000028ZdpY,"Putnam County, IN",Indiana,County,Blake Anderson,37804,,Tier 1,1.5,39.691,-86.822,4d047cf5-de99-44ce-baf9-ec08485f68d2,,,,,,,,,12,2026-04-08,4,8,,,,,,,,,12208
001Hr000028Zdph,"Township Of Clay, IN",Indiana,Municipality,Sydney Ireland,2842,,Tier 3,0.75,39.9779,-86.1141,5c7403c0-c7a4-4ca1-a3a2-990dc019efb4,,,,,,,,,9,2025-08-19,,9,,,,,,,,,12224
001Hr000028Zdqf,"Township Of Tippecanoe, IN",Indiana,Municipality,Sydney Ireland,9643,,Tier 3,0.75,41.209,-86.1149,19be7f0e-707e-45fd-b547-73639af8a5bd,,,,,,,,,,,,,,,,,,,,,12402
001Hr000028ZdrN,"Shelby County, IN",Indiana,County,Blake Anderson,45654,,Tier 1,1.5,39.4953,-85.8486,513a96e6-142a-4ea0-8892-e6ce6d714c8a,,,,,,,,,16,2026-02-23,6,10,,,,,,,,,12216
001Hr000028Zdsb,"LaPorte County, IN",Indiana,County,Sydney Ireland,111706,1+ Module Live,Tier S,2.0,41.4775,-86.822,71f83d8d-7fbf-40c6-a388-7e0b478ff0af,Closed Won,,,Asher Rosenfeld,,1/5/2025,"$16,000",,,,,,,,,,,,,,12401
001Hr000028ZdtO,"Township Of Concord, IN",Indiana,Municipality,Blake Anderson,55853,,Tier S,2.0,40.2931,-86.8374,c4dd4161-d8c1-4cfc-867e-993fb91e67da,,,,,,,,,1,2026-01-29,1,,,,,,,,,,12405
001Hr000028Zdu2,"Johnson County, IN",Indiana,County,Sydney Ireland,170614,,Tier S,2.0,39.4638,-86.1345,f5ac032e-da13-4ea9-9cdf-9643077c9f4f,,,,,,,,,13,2026-04-08,8,5,,,,,,,,,12404
001Hr000028Ze3U,"Township Of Monroe, Middlesex County, NJ",Indiana,Municipality,Sydney Ireland,3814,,Tier 3,0.75,39.1851,-86.4997,52ee3658-89dd-41d6-a5af-0d6d3582edd2,,,,,,,,,6,2025-12-08,,,,,,5,,,1,,6133
001cv000007m1Vv,"Town Of Porter, IN",Indiana,Municipality,Blake Anderson,5234,Nurture,Tier 3,0.75,41.6164,-87.0748,4b2cc308-d6f2-4668-8cee-f04d64126f57,Closed Lost,,,Sydney Ireland,2/26/2026,6/17/2025,,,4,2026-02-26,1,2,,,1,,,,,,12775
001cv000009Ky1H,"Town of Jamestown, IN",Indiana,Municipality,Blake Anderson,1023,Nurture,Tier 3,0.75,39.9256,-86.6271,e2daeae3-d9fa-4e17-ad16-a43973e9b3de,Closed Lost,,,Shane Lieberman,4/21/2025,4/10/2025,"$8,000",,1,2026-02-17,1,,,,,,,,,,12815
001cv00000AuVko,"Township Of St John, IN",Indiana,Municipality,Sydney Ireland,69587,,Tier S,2.0,41.45,-87.47,018016cf-7949-461e-8bf6-2f2e39332993,,,,,,,,,2,2025-11-03,,2,,,,,,,,,19761
001cv00000AuWOc,"Township Of Elkhart, IN",Indiana,Municipality,Sydney Ireland,2020,,Tier 3,0.75,41.5457,-85.8281,c5cb7d52-3e95-41ce-a5cb-744e44021a84,,,,,,,,,1,2025-10-10,,1,,,,,,,,,5956
001cv00000AuWOp,"Township Of Green, IN",Indiana,Municipality,Blake Anderson,2024,,Tier 3,0.75,40.2695,-85.1687,b23d2e18-f287-4e11-99f1-6156001f7d90,,,,,,,,,,,,,,,,,,,,,12942
001cv00000AuWOq,"Township Of Liberty, IN",Indiana,Municipality,Sydney Ireland,2024,,Tier 3,0.75,39.6356,-84.9311,a2495910-ca6a-4dc7-8c72-8ad8467431b8,,,,,,,,,,,,,,,,,,,,,12397
001cv00000AuWOw,"Township Of Dallas, IN",Indiana,Municipality,Sydney Ireland,2025,,Tier 3,0.75,40.8654,-85.6126,14c2380c-5a89-4a38-a848-a7dba8cceec1,,,,,,,,,,,,,,,,,,,,,12884
001cv00000AuWQ1,"Town Of Wakarusa, IN",Indiana,Municipality,Blake Anderson,2039,,Tier 3,0.75,41.536,-86.021,0e17dd2d-3727-4e09-b6d8-fc747e38165b,,,,,,,,,1,2025-12-08,,,1,,,,,,,,12951
001cv00000AuWQV,"Town Of Kouts, IN",Indiana,Municipality,Sydney Ireland,2045,,Tier 3,0.75,41.3167,-87.0259,c7475347-bf5d-4a4b-bf0d-fa809dba101b,,,,,,,,,4,2026-02-20,4,,,,,,,,,,12950
001cv00000AuWQZ,"Township Of Jackson (Hamilton County), IN",Indiana,Municipality,Sydney Ireland,10863,,Tier 2,1.0,40.1403,-86.0734,768408d7-8e51-4b74-b25d-eeb5d0dace26,,,,,,,,,1,2025-07-24,,1,,,,,,,,,13025
001cv00000AuWQk,"Town Of Edgewood, IN",Indiana,Municipality,Blake Anderson,2050,,Tier 3,0.75,40.1015,-85.7344,a3d6bd8d-55bc-4a4b-9f0a-dda4e72327ae,,,,,,,,,,,,,,,,,,,,,12982
001cv00000AuWXS,"Town Of Trail Creek, IN",Indiana,Municipality,Sydney Ireland,2055,,Tier 3,0.75,41.6984,-86.8592,cb6b2877-df60-444a-a525-ef752dd093e2,,,,,,,,,1,2026-02-17,1,,,,,,,,,,13341
001cv00000AuWXu,"Township Of Cass, IN",Indiana,Municipality,Blake Anderson,2064,,Tier 3,0.75,40.8199,-86.3377,ed520b96-ed16-429a-b018-c4271db1b477,,,,,,,,,,,,,,,,,,,,,13267
001cv00000AuWY5,"Town Of Cloverdale, IN",Indiana,Municipality,Sydney Ireland,2067,,Tier 3,0.75,39.5148,-86.7942,a97bcd47-a0e4-470d-8584-baaec0d442a7,,,,,,,,,,,,,,,,,,,,,13266
001cv00000AuWYM,"Town Of Veedersburg, IN",Indiana,Municipality,Blake Anderson,2072,,Tier 3,0.75,40.113,-87.2622,1956b226-5fe8-49b8-895a-615918ee7cfa,,,,,,,,,,,,,,,,,,,,,13293
001cv00000AuWYc,"Town Of Fremont, IN",Indiana,Municipality,Sydney Ireland,2076,,Tier 3,0.75,41.7308,-84.9328,36db53a3-0655-4f59-935f-589f34b3946b,,,,,,,,,1,2026-03-04,1,,,,,,,,,,13255
001cv00000AuWZ2,"Township Of Union, IN",Indiana,Municipality,Sydney Ireland,2085,,Tier 3,0.75,40.7719,-86.7617,c447b940-3476-4362-a585-929aeb4ec90e,,,,,,,,,,,,,,,,,,,,,12227
001cv00000AuWZ9,"Town Of Walkerton, IN",Indiana,Municipality,Sydney Ireland,2088,Open Opportunity,Tier 3,0.75,41.4655,-86.4813,2a1106e0-718d-49b8-8b2a-104ea899ba9f,Open,Meeting Booked,Top of Funnel,Sydney Ireland,4/2/2026,2/10/2026,,,5,2026-04-02,2,,3,,,,,,,,13389
001cv00000AuWZM,"City Of Southport, IN",Indiana,Municipality,Sydney Ireland,2092,,Tier 3,0.75,39.6619,-86.1167,1911a62c-dd78-4a0f-b916-3f55d39cfa92,,,,,,,,,2,2026-02-25,2,,,,,,,,,,13430
001cv00000AuWZt,"Town Of Orleans, IN",Indiana,Municipality,Blake Anderson,2103,,Tier 3,0.75,38.6616,-86.4527,478ff76d-b9f6-41d2-a57d-351bf8e0724f,,,,,,,,,,,,,,,,,,,,,13322
001cv00000AuWaE,"Town Of Flora, IN",Indiana,Municipality,Sydney Ireland,2110,,Tier 3,0.75,40.5471,-86.5238,1d20e2ad-ea1c-44be-8864-7944fbdcd935,,,,,,,,,,,,,,,,,,,,,13425
001cv00000AuWab,"Town Of Waterloo, IN",Indiana,Municipality,Blake Anderson,2114,,Tier 3,0.75,41.432,-85.02,0db42529-7837-4977-9866-6c2a2c428299,,,,,,,,,1,2026-03-03,1,,,,,,,,,,13093
001cv00000AuWae,"Town Of Hope, IN",Indiana,Municipality,Sydney Ireland,2115,,Tier 3,0.75,39.304,-85.7702,f8bb39dc-5b9f-4778-ab66-4c3bad24ee3e,,,,,,,,,,,,,,,,,,,,,13133
001cv00000AuWbB,"Town Of Burns Harbor, IN",Indiana,Municipality,Blake Anderson,2125,,Tier 3,0.75,41.6259,-87.1334,899d7d07-7c49-462b-a3dc-e77f579f9068,,,,,,,,,1,2026-02-17,1,,,,,,,,,,13056
001cv00000AuWbU,"Township Of Ervin, IN",Indiana,Municipality,Sydney Ireland,2132,,Tier 3,0.75,37.98,-87.9192,1c87c2e3-f096-483c-b29a-916a8be457be,,,,,,,,,,,,,,,,,,,,,12997
001cv00000AuWbn,"Township Of Wills, IN",Indiana,Municipality,Blake Anderson,2138,,Tier 3,0.75,41.6496,-86.5603,c527120f-dcbb-4284-8dd3-24555f409432,,,,,,,,,,,,,,,,,,,,,13170
001cv00000AuWbs,"Town Of Knightstown, IN",Indiana,Municipality,Blake Anderson,2140,,Tier 3,0.75,39.7956,-85.5264,d36449d6-04a3-41bd-8db9-f2fff56c9aed,,,,,,,,,5,2026-03-03,4,1,,,,,,,,,13183
001cv00000AuWbt,"City Of Dunkirk, IN",Indiana,Municipality,Sydney Ireland,2140,,Tier 3,0.75,40.3753,-85.2094,c48c79fd-a25a-47a8-b33e-cdbe191da73b,,,,,,,,,4,2026-03-20,4,,,,,,,,,,13019
001cv00000AuWc5,"Township Of California, IN",Indiana,Municipality,Sydney Ireland,2143,Open Opportunity,Tier 3,0.75,41.2119,-86.641,4a53b01e-6bd4-4280-bfb3-4175c6bee04a,Open,Initial Interest,Top of Funnel,Ali Cohen,,12/10/2025,,,10,2026-01-08,,,10,,,,,,,,13128
001cv00000AuWc8,"Town Of West Terre Haute, IN",Indiana,Municipality,Sydney Ireland,2144,,Tier 3,0.75,39.465,-87.45,30765b46-3519-452a-acb5-ddaf26534050,,,,,,,,,,,,,,,,,,,,,13068
001cv00000AuWcp,"Township Of Madison, IN",Indiana,Municipality,Blake Anderson,2156,,Tier 3,0.75,38.792,-85.3756,bd74474c-2c9d-46e2-ab36-334d28505ad1,,,,,,,,,,,,,,,,,,,,,13281
001cv00000AuWdO,"Town Of Versailles, IN",Indiana,Municipality,Blake Anderson,2167,,Tier 3,0.75,39.072,-85.2519,32998f6f-4edb-42a5-8be6-defe4d610a82,,,,,,,,,,,,,,,,,,,,,13089
001cv00000AuWdV,"Township Of Harrison, IN",Indiana,Municipality,Sydney Ireland,2167,,Tier 3,0.75,38.211,-86.1345,cef782f4-7123-4459-a2db-988334781c82,,,,,,,,,,,,,,,,,,,,,13231
001cv00000AuWpW,"Township Of Sugar Creek, IN",Indiana,Municipality,Blake Anderson,2182,,Tier 3,0.75,39.5636,-85.9152,7db479f7-bccc-4ea0-8713-d6ac3e38e1d6,,,,,,,,,,,,,,,,,,,,,13535
001cv00000AuWpX,"Township Of Salem, IN",Indiana,Municipality,Sydney Ireland,2182,,Tier 3,0.75,38.6056,-86.1011,77ac6d6c-d681-491e-baa8-7855e1c8cade,,,,,,,,,,,,,,,,,,,,,13414
001cv00000AuWpd,"Township Of Spiceland, IN",Indiana,Municipality,Sydney Ireland,2184,,Tier 3,0.75,39.8384,-85.4389,c570049a-e5b0-4967-ac5d-07eac815926d,,,,,,,,,,,,,,,,,,,,,13523
001cv00000AuWqB,"Township Of Spice Valley, IN",Indiana,Municipality,Blake Anderson,2193,,Tier 3,0.75,38.7515,-86.641,422401cb-15ec-40a3-a7fc-5aaf90d27651,,,,,,,,,,,,,,,,,,,,,13453
001cv00000AuWqh,"Town Of Ferdinand, IN",Indiana,Municipality,Sydney Ireland,2204,,Tier 3,0.75,38.2236,-86.8622,877a013c-a142-4d57-a0fc-4b20692b043a,,,,,,,,,3,2026-04-07,3,,,,,,,,,,13512
001cv00000AuWql,"Township Of Hanover, IN",Indiana,Municipality,Sydney Ireland,2207,,Tier 3,0.75,38.7142,-85.4736,bc9b840a-7c39-4c41-bfe6-461efffaa307,,,,,,,,,,,,,,,,,,,,,13513
001cv00000AuWrb,"Town Of Albion, IN",Indiana,Municipality,Blake Anderson,2225,,Tier 3,0.75,41.3956,-85.4244,04a981d1-fc9a-4a27-a608-90946c2998b0,,,,,,,,,1,2025-08-19,,1,,,,,,,,,13619
001cv00000AuWri,"Township Of Florida, IN",Indiana,Municipality,Blake Anderson,2228,,Tier 3,0.75,39.6417,-87.3215,52758582-7232-47b8-9725-135e71454e89,,,,,,,,,,,,,,,,,,,,,13630
001cv00000AuX5H,"City Of Rising Sun, IN",Indiana,Municipality,Sydney Ireland,2246,,Tier 3,0.75,38.9491,-84.8539,f1c36f80-999b-4c4c-aade-c5be04393caa,,,,,,,,,2,2026-02-19,2,,,,,,,,,,13687
001cv00000AuX5a,"Town Of Bloomfield, IN",Indiana,Municipality,Sydney Ireland,2251,,Tier 3,0.75,39.0267,-86.9373,1ec9e327-6832-4d06-bef9-83f1f13348d4,,,,,,,,,,,,,,,,,,,,,13738
001cv00000AuX5q,"Township Of Sand Creek, IN",Indiana,Municipality,Blake Anderson,2257,,Tier 3,0.75,39.2147,-85.5406,243327ba-4739-450f-b4b9-e943c0850740,,,,,,,,,,,,,,,,,,,,,13709
001cv00000AuX67,"Town Of Middletown, IN",Indiana,Municipality,Blake Anderson,2263,,Tier 3,0.75,40.0573,-85.5372,0bb1b535-db34-4a3e-847e-d79918a2f7da,,,,,,,,,,,,,,,,,,,,,13696
001cv00000AuX6Z,"Township Of Salamonie, IN",Indiana,Municipality,Sydney Ireland,2271,,Tier 3,0.75,40.6843,-85.3756,80d8e8b0-5a48-4356-960c-69218703b344,,,,,,,,,,,,,,,,,,,,,13645
001cv00000AuX6o,"City Of Petersburg, IN",Indiana,Municipality,Sydney Ireland,2275,,Tier 3,0.75,38.492,-87.2786,1fc5f399-650f-4b27-ba33-46111933b056,,,,,,,,,1,2026-03-03,1,,,,,,,,,,13842
001cv00000AuX6y,"City Of Oakland City, IN",Indiana,Municipality,Blake Anderson,2278,,Tier 3,0.75,38.3388,-87.3452,d2109d78-f316-4668-9099-454dfc030148,,,,,,,,,1,2026-03-05,1,,,,,,,,,,13801
001cv00000AuX6z,"Township Of Tipton, IN",Indiana,Municipality,Blake Anderson,2278,,Tier 3,0.75,40.2823,-86.0411,cc420157-875f-48a4-b9b0-fa312ba99839,,,,,,,,,,,,,,,,,,,,,13830
001cv00000AuX78,"Town Of Albany, IN",Indiana,Municipality,Sydney Ireland,2282,,Tier 3,0.75,40.3038,-85.2373,ace2ea61-faf2-4372-9cf1-e8a238b8f561,,,,,,,,,,,,,,,,,,,,,13781
001cv00000AuX7N,"Town Of Winamac, IN",Indiana,Municipality,Blake Anderson,2288,,Tier 3,0.75,41.0513,-86.6029,003ca875-dc06-44e9-8789-21a1e913a426,,,,,,,,,1,2025-12-08,,,1,,,,,,,,13736
001cv00000AuX7U,"Township Of Seward, IN",Indiana,Municipality,Sydney Ireland,2290,,Tier 3,0.75,41.1094,-85.9509,0207ae8f-828c-4210-9418-78121f32b176,,,,,,,,,,,,,,,,,,,,,13824
001cv00000AuX7X,"Township Of Swan, IN",Indiana,Municipality,Blake Anderson,2291,,Tier 3,0.75,41.3235,-85.2515,f15976d9-98c2-41be-afda-fefdf5331786,,,,,,,,,,,,,,,,,,,,,13812
001cv00000AuX8Z,"Township Of Honey Creek, IN",Indiana,Municipality,Sydney Ireland,2310,,Tier 3,0.75,40.0339,-85.4855,deff8375-97b5-419b-86fd-83ee650446ce,,,,,,,,,,,,,,,,,,,,,13833
001cv00000AuX8c,"Township Of Washington, IN",Indiana,Municipality,Sydney Ireland,2312,,Tier 3,0.75,39.8949,-86.2029,f2d70811-2dae-435b-8298-97d6fab3db64,,,,,,,,,22,2025-08-05,,22,,,,,,,,,12229
001cv00000AuX8v,"Township Of Albion, IN",Indiana,Municipality,Sydney Ireland,2320,,Tier 3,0.75,41.3956,-85.4244,b0ffaddb-026c-4e63-811a-300379335c01,,,,,,,,,,,,,,,,,,,,,13854
001cv00000AuX9C,"Town Of Fowler, IN",Indiana,Municipality,Sydney Ireland,2328,,Tier 3,0.75,40.6167,-87.3209,74d9fcfd-b5df-494a-8e7a-cc32ae99ba43,,,,,,,,,2,2026-03-19,2,,,,,,,,,,13873
001cv00000AuXAA,"Township Of Washington, IN",Indiana,Municipality,Sydney Ireland,2350,,Tier 3,0.75,39.8949,-86.2029,54a948fc-3d04-4624-bd12-2eeaf18cbf48,,,,,,,,,,,,,,,,,,,,,12229
001cv00000AuXAL,"Town Of Lapel, IN",Indiana,Municipality,Blake Anderson,2354,,Tier 3,0.75,40.0685,-85.8482,7f63759e-a183-40a8-9b1a-010103623a52,,,,,,,,,,,,,,,,,,,,,13980
001cv00000AuXAd,"Township Of Clay, IN",Indiana,Municipality,Sydney Ireland,2363,,Tier 3,0.75,39.9779,-86.1141,8a4c6ea1-99f7-4df8-b7af-0543ea66cda1,,,,,,,,,,,,,,,,,,,,,12224
001cv00000AuXAr,"Township Of Lake, IN",Indiana,Municipality,Blake Anderson,2368,,Tier 3,0.75,41.1247,-85.2929,9e3a83c9-c624-497c-bf6a-cda9534b5959,,,,,,,,,,,,,,,,,,,,,14007
001cv00000AuXB2,"Town Of Greentown, IN",Indiana,Municipality,Sydney Ireland,2373,,Tier 3,0.75,40.4781,-85.9667,f54c7d36-1220-4934-93ed-3e0f8f030f10,,,,,,,,,2,2026-03-09,2,,,,,,,,,,13938
001cv00000AuXEl,"Town Of Avilla, IN",Indiana,Municipality,Sydney Ireland,2451,,Tier 3,0.75,41.3659,-85.2389,79421b5b-dc9b-4cd0-bec3-c1f384f925ad,,,,,,,,,1,2026-03-03,1,,,,,,,,,,13981
001cv00000AuXMz,"Township Of Pine, IN",Indiana,Municipality,Sydney Ireland,2456,,Tier 3,0.75,40.4503,-87.2543,d1fcb069-10ff-4c3c-9862-0dbe8cd9e5a3,,,,,,,,,,,,,,,,,,,,,14001
001cv00000AuXNB,"Township Of Franklin, IN",Indiana,Municipality,Blake Anderson,2461,,Tier 3,0.75,39.6815,-86.0186,9f17354c-f955-404f-9e16-cfb8b198b373,,,,,,,,,,,,,,,,,,,,,14108
001cv00000AuXNX,"Town Of Rockville, IN",Indiana,Municipality,Blake Anderson,2469,,Tier 3,0.75,39.7625,-87.2292,104549b8-547e-4774-ad67-7db378d023ea,,,,,,,,,,,,,,,,,,,,,14061
