Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Emily Murnane,Calls - Lucy Nemerov,Calls - Ryan Minter,Calls - Leila Assil,Calls - Alicia Gopal,Calls - Blake Anderson,Calls - Joe del Rosario,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Catherine Silvestri,Calls - Shane Lieberman,Salesforce ID
001Hr000028ZbvT,"City Of Wylie, TX",Texas,Municipality,Blake Anderson,59394,,Tier S,2.0,33.0063,-96.5391,5cc7bdac-bbf8-474a-bf40-6664e2c5cd64,,,,,,,,,25,2026-02-12,,,,,25,,,,,,,
001Hr000028ZbvZ,"City Of Kermit, TX",Texas,Municipality,Lucy Nemerov,6016,,Tier 3,0.75,31.8576,-103.0927,1dcd3925-736d-4ada-91c7-24ac43fb2790,,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zbvi,"City Of Hutchins, TX",Texas,Municipality,Emily Murnane,5566,Open Opportunity,Tier 3,0.75,32.6493,-96.7131,82090625-7c1c-4ffa-a06e-42a26ca3df6f,Open,Initial Interest,Top of Funnel,Emily Murnane,,12/29/2025,,,30,2026-03-11,11,,,19,,,,,,,,
001Hr000028Zbvo,"City of Odessa, TX",Texas,Municipality,Blake Anderson,112640,,Tier S,2.0,30.8263,-98.7069,e4e646d0-1009-4865-b071-428864554dc0,,,,,,,,,1,2026-04-14,1,,,,,,,,,,,
001Hr000028Zbvr,"City Of Rockport, TX",Texas,Municipality,Emily Murnane,10436,Open Opportunity,Tier 2,1.0,28.0273,-97.0545,b5264016-822b-4082-9f88-3f161d742e68,Open,Initial Interest,Top of Funnel,Ryan Minter,5/6/2026,5/6/2026,,,11,2026-05-06,3,,5,3,,,,,,,,
001Hr000028Zbvt,"City Of Taylor, TX",Texas,Municipality,Lucy Nemerov,16807,Nurture,Tier 2,1.0,30.5702,-97.4097,2d9da401-ce7b-4f56-a40d-9b44b791c84d,Closed Lost,,,David Ciano,1/14/2025,1/5/2025,"$40,000",,40,2026-05-22,21,2,,7,10,,,,,,,
001Hr000028Zbvw,"City Of Port Arthur, TX",Texas,Municipality,Blake Anderson,55724,Nurture,Tier S,2.0,29.8709,-93.934,57a52358-812a-41a3-b27a-f0ce75998a22,Closed Lost,,,Troy LeCaire,,1/5/2025,,,11,2026-05-26,,,5,,,6,,,,,,
001Hr000028Zbvx,"City Of Vidor, TX",Texas,Municipality,Lucy Nemerov,9712,,Tier 3,0.75,30.1316,-94.0155,780ff226-e7b1-4cfc-8c5f-395a06a199f4,,,,,,,,,5,2026-03-02,,4,,,1,,,,,,,
001Hr000028Zbw4,"Town Of Bedford, TX",Texas,Municipality,Lucy Nemerov,49187,,Tier 1,1.5,32.844,-97.1431,8ca5fb16-df02-4036-a41e-db35aecea963,,,,,,,,,9,2026-05-07,,9,,,,,,,,,,
001Hr000028ZbwE,"City Of San Elizario, TX",Texas,Municipality,Lucy Nemerov,10093,Open Opportunity,Tier 2,1.0,31.5851,-106.2728,65c6bd97-9a03-4231-ad5c-1fe122eb52ee,Open,Initial Interest,Top of Funnel,Leila Assil,,4/1/2025,,,27,2025-12-16,18,,,9,,,,,,,,
001Hr000028ZbwR,"City Of Belton, TX",Texas,Municipality,Emily Murnane,23845,,Tier 2,1.0,31.056,-97.4645,4c8aa9ad-f352-410b-ab97-b7475127daf9,,,,,,,,,25,2026-02-23,25,,,,,,,,,,,
001Hr000028ZbwW,"City of Abilene, TX",Texas,Municipality,Blake Anderson,125474,,Tier S,2.0,32.4535,-99.7313,b50e19e8-ac59-4312-a32d-6763bf04c773,,,,,,,,,3,2026-02-25,,,3,,,,,,,,,
001Hr000028Zbwb,"City Of Socorro, TX",Texas,Municipality,Lucy Nemerov,36236,,Tier 1,1.5,31.6546,-106.3033,52dafa04-7a31-4255-89b5-18542b1d1840,,,,,,,,,15,2026-05-14,,11,,4,,,,,,,,
001Hr000028Zbwc,City of Tyler,Texas,Municipality,Blake Anderson,104945,,Tier S,2.0,32.3513,-95.3011,44ac920e-c1c2-4757-8aab-de102e88ae01,,,,,,,,,5,2026-04-22,5,,,,,,,,,,,
001Hr000028Zbwi,"Kaufman County, TX",Texas,County,Blake Anderson,140145,Nurture,Tier S,2.0,32.6495,-96.3226,efdc49d1-bbb2-4058-a15a-043cf6be291e,Closed Lost,,,Troy LeCaire,,1/5/2025,,,4,2025-12-17,4,,,,,,,,,,,
001Hr000028Zbwr,"City Of River Oaks, TX",Texas,Municipality,Blake Anderson,7505,Nurture,Tier 3,0.75,32.7771,-97.3945,89ee609d-d0c1-4851-be70-dcf929841fee,Closed Lost,,,Leila Assil,11/21/2024,1/5/2025,,,1,2026-02-25,,,1,,,,,,,,,
001Hr000028Zbws,"City Of Whitehouse, TX",Texas,Municipality,Lucy Nemerov,8734,,Tier 3,0.75,32.2268,-95.2255,b765bbb6-9c9f-4ce8-99b6-38e55fbd2531,,,,,,,,,12,2026-04-30,,7,,5,,,,,,,,
001Hr000028Zbwv,"City Of Royse City, TX",Texas,Municipality,Lucy Nemerov,15978,Open Opportunity,Tier 2,1.0,32.9751,-96.3325,f7ec6a9d-59ef-4beb-8fce-01a611667b0c,Open,Initial Interest,Top of Funnel,Lucy Nemerov,,4/30/2026,,,13,2026-04-30,,12,,,1,,,,,,,
001Hr000028Zbwy,"City Of Henderson, TX",Texas,Municipality,Blake Anderson,13502,,Tier 2,1.0,32.1532,-94.7994,685fa492-15b2-4f05-986c-2919b1e96405,,,,,,,,,15,2026-04-21,4,,11,,,,,,,,,
001Hr000028Zbx0,"City Of Leon Valley, TX",Texas,Municipality,Lucy Nemerov,11463,,Tier 2,1.0,29.4952,-98.6186,0a1e6263-c4dc-49c8-9ceb-578e1a080570,,,,,,,,,9,2026-05-06,,5,,4,,,,,,,,
001Hr000028Zbx1,"City Of Portland, TX",Texas,Municipality,Blake Anderson,20536,,Tier 2,1.0,27.8772,-97.3239,67244806-5975-4f9d-8e4a-fec41685d9b8,,,,,,,,,15,2026-02-18,,,15,,,,,,,,,
001Hr000028ZbxE,"City Of Euless, TX",Texas,Municipality,Blake Anderson,60500,,Tier S,2.0,32.841,-97.092,739bb377-4e3c-4b51-b513-f36e6c0099c6,,,,,,,,,20,2026-01-27,,,20,,,,,,,,,
001Hr000028ZbxJ,"City Of Weatherford, TX",Texas,Municipality,Lucy Nemerov,33710,Open Opportunity,Tier 1,1.5,32.7593,-97.7973,41091a08-ffd4-46fb-a34d-7d4e27fcf809,,,,,,,,,11,2026-04-22,,10,,,1,,,,,,,
001Hr000028ZbxK,City of Allen,Texas,Municipality,Blake Anderson,102778,,Tier S,2.0,33.1032,-96.6706,7dc92bd5-0c13-4ec0-862a-086037597cdc,,,,,,,,,7,2026-05-26,,,,,,7,,,,,,
001Hr000028ZbxM,Henderson County,Texas,County,Blake Anderson,81717,,Tier S,2.0,32.1321,-95.8143,359777be-9ffc-4720-96ab-6facf8faf166,,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zbxf,"City Of Manvel, TX",Texas,Municipality,Blake Anderson,12355,,Tier 2,1.0,29.4627,-95.358,e368944d-8e8c-4858-8a31-f5ba6a8b3018,,,,,,,,,4,2025-09-25,,,,4,,,,,,,,
001Hr000028Zbxj,"City Of Stephenville, TX",Texas,Municipality,Blake Anderson,21199,Nurture,Tier 2,1.0,32.2207,-98.2023,d5c052c9-482e-44a4-96ea-f40a46d71d52,Closed Lost,,,Ryan Minter,11/20/2025,11/19/2025,,,11,2025-11-20,,,11,,,,,,,,,
001Hr000028ZbyC,"City Of Del Rio, TX",Texas,Municipality,Emily Murnane,34584,Open Opportunity,Tier 1,1.5,29.3709,-100.8959,91ffddbb-da1d-405b-81ff-b802a904e305,Open,Initial Interest,Top of Funnel,Emily Murnane,,10/8/2025,,,24,2026-03-26,24,,,,,,,,,,,
001Hr000028ZbyD,"City Of Midlothian, TX",Texas,Municipality,Lucy Nemerov,37053,,Tier 1,1.5,32.4753,-97.0103,dd3d201a-b8c2-4297-94e3-a4e3f9cbba8e,,,,,,,,,43,2026-05-04,,27,,,16,,,,,,,
001Hr000028ZbyE,"City Of Bridge City, TX",Texas,Municipality,Blake Anderson,9519,Open Opportunity,Tier 3,0.75,30.0208,-93.8457,4be15277-913b-4a1e-a0d7-1802beeb9494,Open,Initial Interest,Top of Funnel,Emily Murnane,,9/17/2025,,,5,2026-05-21,4,,,,,1,,,,,,
001Hr000028ZbyI,"City Of Corsicana, TX",Texas,Municipality,Blake Anderson,25203,,Tier 1,1.5,32.0954,-96.4689,2a417dc6-276a-40ae-8d8d-da5660574636,,,,,,,,,5,2026-02-19,,,5,,,,,,,,,
001Hr000028ZbyJ,"City Of The Colony, TX",Texas,Municipality,Emily Murnane,45000,,Tier 1,1.5,33.0806,-96.8928,52ad17e9-bb8d-4ffc-8819-b516ba5ee4cd,,,,,,,,,31,2026-01-13,31,,,,,,,,,,,
001Hr000028ZbyM,"City Of Greenville, TX",Texas,Municipality,Lucy Nemerov,29578,Open Opportunity,Tier 1,1.5,33.1398,-96.1072,d485c82a-2674-4892-89d3-e5f9d8920a66,Open,Initial Interest,Top of Funnel,Alicia Gopal,,10/23/2025,,,8,2026-03-03,,2,,,6,,,,,,,
001Hr000028ZbyO,"City Of Cuero, TX",Texas,Municipality,Emily Murnane,8235,,Tier 3,0.75,29.0939,-97.2892,888bdd90-c408-47a7-a069-91db4e5de0d0,,,,,,,,,12,2026-02-04,12,,,,,,,,,,,
001Hr000028ZbyR,"City Of Sherman, TX",Texas,Municipality,Blake Anderson,44873,,Tier 1,1.5,33.6357,-96.6089,a395619c-4da0-4209-8c4e-df5e2dd765a2,,,,,,,,,9,2026-01-08,,,,,9,,,,,,,
001Hr000028ZbyW,"City Of Lufkin, TX",Texas,Municipality,Blake Anderson,34074,Nurture,Tier 1,1.5,31.3346,-94.7321,e8fd01d5-a90b-4f12-a967-6038868fd41a,Closed Lost,,,Shane Lieberman,8/22/2024,1/5/2025,,,2,2026-01-09,,,,,2,,,,,,,
001Hr000028ZbyX,"County Of Walker, TX",Texas,County,Lucy Nemerov,77977,Nurture,Tier S,2.0,30.6815,-95.6458,3131d8e4-0280-4c25-8997-488fca5990ae,Closed Lost,,,Harrison Peacock,9/19/2024,1/5/2025,,,4,2026-02-11,,4,,,,,,,,,,
001Hr000028ZbyY,"City Of Burnet, TX",Texas,Municipality,Lucy Nemerov,6676,,Tier 3,0.75,30.7582,-98.2284,1e26544f-062c-4d73-a8b6-7bd41bb18f58,,,,,,,,,20,2026-05-06,,13,,7,,,,,,,,
001Hr000028ZbzN,"City Of Lamesa, TX",Texas,Municipality,Blake Anderson,8751,Nurture,Tier 3,0.75,32.7376,-101.951,23efe6e3-b5b2-4a5b-b977-29a63282934d,Closed Lost,,,Shane Lieberman,1/9/2024,1/5/2025,"$20,500",,5,2025-09-18,,,,5,,,,,,,,
001Hr000028ZbzP,"City Of Desoto, TX",Texas,Municipality,Blake Anderson,55729,Nurture,Tier S,2.0,32.5897,-96.8571,c1b4ab54-b43e-4d94-8cdb-55cd3f1c75c0,Closed Lost,,,Troy LeCaire,,1/5/2025,,,8,2025-11-10,,,8,,,,,,,,,
001Hr000028ZbzR,"City Of Temple, TX",Texas,Municipality,Blake Anderson,85416,Nurture,Tier S,2.0,31.0976,-97.3408,95476fb0-deb7-44f6-8d84-230b23e45465,Closed Lost,,,Troy LeCaire,,1/5/2025,,,26,2025-12-04,,,,,26,,,,,,,
001Hr000028ZbzZ,"City Of Lake Jackson, TX",Texas,Municipality,Blake Anderson,27879,Nurture,Tier 1,1.5,29.0339,-95.4344,f7171b33-d4df-48f6-8bca-73a6f5e4defb,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,Yes,2,2025-11-24,,,2,,,,,,,,,
001Hr000028Zbzf,City of Arlington,Texas,Municipality,Blake Anderson,392304,,Tier S,2.0,32.7357,-97.1081,fecc8f74-3a90-4771-bccc-b476b86871a8,,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zbzm,"City Of Gladewater, TX",Texas,Municipality,Emily Murnane,6137,Open Opportunity,Tier 3,0.75,32.5365,-94.9427,7bc43409-8391-4ddb-a296-38102fc27f5a,Open,Meeting Booked,Top of Funnel,Emily Murnane,9/4/2025,9/3/2025,,,16,2025-12-30,16,,,,,,,,,,,
001Hr000028Zbzp,"City Of Lacy Lakeview, TX",Texas,Municipality,Lucy Nemerov,7090,Nurture,Tier 3,0.75,31.6292,-97.103,dc27287e-5dbc-4333-af0a-e21904b25610,Closed Lost,,,Troy LeCaire,,1/5/2025,,,3,2026-02-12,,3,,,,,,,,,,
001Hr000028Zbzw,"City Of San Angelo, TX",Texas,Municipality,Blake Anderson,99667,Nurture,Tier S,2.0,31.4638,-100.437,ea776ea7-1b62-4590-ab36-76659c9d8755,Closed Lost,,,Troy LeCaire,,1/5/2025,,,22,2025-12-15,6,,,,,,16,,,,,
001Hr000028Zc00,City of Waco,Texas,Municipality,Blake Anderson,136800,,Tier S,2.0,31.5576,-97.129,a1e917ac-58b6-4446-8387-ca2522154043,,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zc0E,"City Of Universal City, TX",Texas,Municipality,Lucy Nemerov,19808,Nurture,Tier 2,1.0,29.5523,-98.3044,b8c00ebb-d038-4816-8a69-d2c0a4b28436,Closed Lost,,,Troy LeCaire,,1/5/2025,,,3,2026-02-05,,3,,,,,,,,,,
001Hr000028Zc0F,Hunt County,Texas,County,Lucy Nemerov,98783,,Tier S,2.0,33.1968,-96.1527,86a6b886-a71a-43b7-a1ac-47f609caa5fc,,,,,,,,,4,2026-02-25,,4,,,,,,,,,,
001Hr000028Zc0Y,"City Of Fair Oaks Ranch, TX",Texas,Municipality,Emily Murnane,10505,Open Opportunity,Tier 2,1.0,29.731,-98.6424,69edeb7e-8521-492e-b630-348dc893eb52,Open,Initial Interest,Top of Funnel,Emily Murnane,,9/5/2025,,,23,2026-01-07,23,,,,,,,,,,,
001Hr000028Zc0a,"County Of Liberty, TX",Texas,County,Lucy Nemerov,97621,,Tier S,2.0,30.1634,-94.8106,00d5fb48-a22a-4388-a2c6-c18980f73101,,,,,,,,,1,2026-02-06,,1,,,,,,,,,,
001Hr000028Zc1S,"City Of Bowie, TX",Texas,Municipality,Blake Anderson,5534,,Tier 3,0.75,33.559,-97.8486,2f3a949a-115a-4166-9bc2-091ad1751ba5,,,,,,,,,22,2026-05-26,,,,2,,20,,,,,,
001Hr000028Zc1f,"City Of Selma, TX",Texas,Municipality,Lucy Nemerov,11619,,Tier 2,1.0,29.5867,-98.3029,d71866bd-db08-4bcd-929c-7098331e4075,,,,,,,,,9,2026-05-14,,6,,,3,,,,,,,
001Hr000028Zc1g,"City Of Aransas Pass, TX",Texas,Municipality,Lucy Nemerov,8011,,Tier 3,0.75,27.9095,-97.1506,ab673502-ee13-4951-bbf7-725a76c1c08d,,,,,,,,,4,2026-02-25,,4,,,,,,,,,,
001Hr000028Zc1i,"City Of Bonham, TX",Texas,Municipality,Emily Murnane,10559,,Tier 2,1.0,33.5773,-96.1783,a018e82f-7546-4ebb-8bf6-2b672911425c,,,,,,,,,6,2026-02-23,5,,,1,,,,,,,,
001Hr000028Zc1k,"City Of Windcrest, TX",Texas,Municipality,Emily Murnane,5828,Nurture,Tier 3,0.75,29.5168,-98.3812,33fd6351-9ac5-48c4-b7a3-6ac199fd6986,Closed Lost,,,Emily Murnane,3/2/2026,9/11/2025,,,9,2025-11-14,9,,,,,,,,,,,
001Hr000028Zc1l,"City Of Monahans, TX",Texas,Municipality,Blake Anderson,7498,,Tier 3,0.75,31.5943,-102.8927,4218e36b-29a0-4df9-be1d-8985be1616e0,,,,,,,,,9,2026-05-18,2,,,,,7,,,,,,
001Hr000028Zc1p,"City Of Live Oak, TX",Texas,Municipality,Lucy Nemerov,15840,,Tier 2,1.0,29.5632,-98.3348,ab8fda7a-204e-460f-8c2e-1dfc0131624b,,,,,,,,,35,2026-05-06,22,13,,,,,,,,,,
001Hr000028Zc1t,"City Of Granite Shoals, TX",Texas,Municipality,Blake Anderson,5222,Open Opportunity,Tier 3,0.75,30.587,-98.3817,63fe20f1-b776-498a-b935-3af7d4de1bbf,Open,Initial Interest,Top of Funnel,Ryan Minter,3/3/2026,2/5/2026,,,3,2026-04-15,,,3,,,,,,,,,
001Hr000028Zc1u,"City Of Kirby, TX",Texas,Municipality,Blake Anderson,8100,Open Opportunity,Tier 3,0.75,29.4596,-98.3813,5f45fa39-22b7-4327-8e19-2d72d4e02422,Open,Initial Interest,Top of Funnel,Alicia Gopal,,10/23/2025,,,29,2026-01-05,,,,,29,,,,,,,
001Hr000028Zc1z,"City Of Terrell Hills, TX",Texas,Municipality,Blake Anderson,5037,,Tier 3,0.75,29.4749,-98.4512,32957850-72c6-4899-ac1a-abb1f00067d4,,,,,,,,,5,2026-04-07,,,2,,3,,,,,,,
001Hr000028Zc20,"City Of Marlin, TX",Texas,Municipality,Emily Murnane,5543,,Tier 3,0.75,31.3063,-96.898,45afe4d6-d55d-4b09-86af-1be3e888884c,,,,,,,,,19,2026-02-23,19,,,,,,,,,,,
001Hr000028Zc24,"City Of Helotes, TX",Texas,Municipality,Blake Anderson,9178,Open Opportunity,Tier 3,0.75,29.5612,-98.6802,1c5fa029-f231-4cb3-a9cf-b92e3a64b7f0,Open,Initial Interest,Top of Funnel,Emily Murnane,,9/15/2025,,,23,2025-11-14,23,,,,,,,,,,,
001Hr000028Zc29,"City Of Alamo Heights, TX",Texas,Municipality,Blake Anderson,7392,,Tier 3,0.75,29.483,-98.4662,7955c303-8761-47cd-b6a0-cd502102108f,,,,,,,,,26,2025-11-24,7,,,19,,,,,,,,
001Hr000028Zc2C,"City Of Clute, TX",Texas,Municipality,Lucy Nemerov,10593,Nurture,Tier 2,1.0,29.0247,-95.3988,f4a726e4-9405-4558-9735-ca30c64ca1c2,Open,Initial Interest,Top of Funnel,Leila Assil,,2/20/2025,,Yes,11,2026-02-25,,5,,,6,,,,,,,
001Hr000028Zc2E,"City Of Anna, TX",Texas,Municipality,Emily Murnane,20243,Nurture,Tier 2,1.0,33.349,-96.5486,2d4b7b47-b540-474a-acd0-333c1c88fb30,Closed Lost,,,Shane Lieberman,11/20/2024,1/5/2025,"$57,000",,11,2026-04-23,11,,,,,,,,,,,
001Hr000028Zc2T,"City Of Highland Park, TX",Texas,Municipality,Lucy Nemerov,8747,,Tier 3,0.75,32.8335,-96.7919,4d8a23ee-ffe9-4035-862b-7582768b8292,,,,,,,,,5,2026-02-24,,5,,,,,,,,,,
001Hr000028Zc2k,"City Of Snyder, TX",Texas,Municipality,Lucy Nemerov,11264,,Tier 2,1.0,32.7179,-100.9176,22825bdf-2671-4df6-a7ef-dfe7149a06b1,,,,,,,,,13,2026-05-06,,3,,,10,,,,,,,
001Hr000028Zc34,"City Of Orange, TX",Texas,Municipality,Blake Anderson,19169,Nurture,Tier 2,1.0,30.093,-93.7366,a0c8c8c4-0b63-4845-b09b-d071e6d8a6db,Closed Lost,,,Shane Lieberman,8/19/2024,1/5/2025,,,2,2025-12-04,,,1,1,,,,,,,,
001Hr000028Zc3D,"City Of Cleveland, TX",Texas,Municipality,Blake Anderson,7999,All Modules Live,Tier 3,0.75,30.3413,-95.0855,bfc5d5b9-fee3-44dd-9b32-e18cfcf4c874,,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zc3a,"City Of Hudson, TX",Texas,Municipality,Blake Anderson,4986,,Tier 3,0.75,31.3295,-94.7821,2a2fb29d-20d3-44c7-8e88-8a714e1f558c,,,,,,,,,7,2026-04-20,,,2,5,,,,,,,,
001Hr000028Zc3c,"City Of Sinton, TX",Texas,Municipality,Blake Anderson,5562,,Tier 3,0.75,28.0367,-97.5092,04214a3c-9c9a-4d1c-95db-cf7902d9ba3c,,,,,,,,,9,2026-05-26,3,,,,,6,,,,,,
001Hr000028Zc3h,"City Of Mexia, TX",Texas,Municipality,Emily Murnane,6876,,Tier 3,0.75,31.6799,-96.4822,eaf02651-670a-49ad-965f-866e932ec405,,,,,,,,,9,2026-02-19,3,,,6,,,,,,,,
001Hr000028Zc3i,"City Of Brownwood, TX",Texas,Municipality,Emily Murnane,18770,Nurture,Tier 2,1.0,31.7093,-98.9912,be894e0e-492a-4d82-aec7-f5bafba4c315,Closed Lost,,,Leila Assil,,5/27/2025,,,13,2026-02-04,2,,,11,,,,,,,,
001Hr000028Zc3r,City of Killeen,Texas,Municipality,Blake Anderson,150082,,Tier S,2.0,31.1212,-97.7332,49224f8c-9e74-40ff-b31e-b6271f2d5a41,,,,,,,,,3,2025-11-13,,,3,,,,,,,,,
001Hr000028Zc41,"City Of Port Lavaca, TX",Texas,Municipality,Blake Anderson,11259,Nurture,Tier 2,1.0,28.615,-96.6261,7c4faf6c-5815-4e6b-bb6f-3d7dbbb4bf61,Closed Lost,,,Troy LeCaire,,1/5/2025,"$15,000",,14,2025-10-15,,,14,,,,,,,,,
001Hr000028Zc4C,"Town Of Providence Village, TX",Texas,Municipality,Blake Anderson,7812,,Tier 3,0.75,33.2412,-96.9558,335a7790-eb6e-4f9d-9673-45083bc09bd3,,,,,,,,,7,2025-12-22,6,,,1,,,,,,,,
001Hr000028Zc4M,"City Of Brownfield, TX",Texas,Municipality,Blake Anderson,8916,,Tier 3,0.75,33.1812,-102.2743,89509302-5a53-4b38-a44d-2816f66a8b89,,,,,,,,,9,2026-05-18,3,,,,,6,,,,,,
001Hr000028Zc4N,"City Of Rusk, TX",Texas,Municipality,Blake Anderson,5537,,Tier 3,0.75,31.796,-95.1502,104a34a4-8737-438c-a13e-b6c38a8f52db,,,,,,,,,5,2025-09-24,,,,5,,,,,,,,
001Hr000028Zc4c,"City Of Dayton, TX",Texas,Municipality,Blake Anderson,9134,,Tier 3,0.75,30.0466,-94.8852,81d37838-b381-4ced-9338-8c245a5d4de4,,,,,,,,,11,2026-01-22,,,,7,4,,,,,,,
001Hr000028Zc4d,City of Laredo,Texas,Municipality,Blake Anderson,254697,,Tier S,2.0,27.5036,-99.5076,ce5ff67b-5668-456b-9ebe-3ba4898544d9,,,,,,,,,6,2026-03-13,,,6,,,,,,,,,
001Hr000028Zc4h,"City Of La Marque, TX",Texas,Municipality,Blake Anderson,18697,,Tier 2,1.0,29.3686,-94.9713,a9ac3dca-874b-42dd-b76a-2e6fc1671ad8,,,,,,,,,1,2025-12-04,,,1,,,,,,,,,
001Hr000028Zc4l,"City Of Wolfforth, TX",Texas,Municipality,Blake Anderson,6008,All Modules Live,Tier 3,0.75,33.5059,-102.0091,0fb13cb2-2de3-4465-9982-1b113af6becb,,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zc4r,City of Mesquite,Texas,Municipality,Blake Anderson,149848,Open Opportunity,Tier S,2.0,32.7668,-96.5992,2f63d36c-43b7-4813-8a97-2bd5447c09ee,Open,Initial Interest,Top of Funnel,Ryan Minter,,11/13/2025,,,14,2026-02-12,,,14,,,,,,,,,
001Hr000028Zc4t,"City Of Breckenridge, TX",Texas,Municipality,Lucy Nemerov,5244,,Tier 3,0.75,32.7557,-98.9023,6614d560-8b87-43ec-b136-c88d87ae2ffe,,,,,,,,,13,2026-02-23,,6,,7,,,,,,,,
001Hr000028Zc4y,"City Of Cameron, TX",Texas,Municipality,Blake Anderson,5352,,Tier 3,0.75,30.8532,-96.9769,a42331b5-1661-4f96-a6e0-3539bc433c22,,,,,,,,,11,2025-10-13,11,,,,,,,,,,,
001Hr000028Zc53,"City Of Hillsboro, TX",Texas,Municipality,Blake Anderson,8305,,Tier 3,0.75,32.011,-97.13,490ab718-d4b0-4f7d-af28-a3ae99180277,,,,,,,,,17,2026-05-14,,,,13,,4,,,,,,
001Hr000028Zc58,"City Of Stafford, TX",Texas,Municipality,Lucy Nemerov,17364,Nurture,Tier 2,1.0,29.6161,-95.5577,dd0b6066-ca42-45e9-bc4e-26f5c0a0d6d9,Closed Lost,,,Troy LeCaire,,1/5/2025,,,26,2026-04-30,4,9,,13,,,,,,,,
001Hr000028Zc59,"City Of Nederland, TX",Texas,Municipality,Emily Murnane,18331,1+ Module Live,Tier 2,1.0,29.9744,-93.9924,1c09a627-777c-43c5-8d1f-60c7ef591b8e,Closed Won,,,Asher Rosenfeld,8/1/2024,1/5/2025,"$5,000",,,,,,,,,,,,,,,
001Hr000028Zc5D,"City Of Webster, TX",Texas,Municipality,Emily Murnane,12193,,Tier 2,1.0,29.5377,-95.1183,bd28186d-7d25-4596-a077-b958b14e39af,,,,,,,,,10,2025-12-29,10,,,,,,,,,,,
001Hr000028Zc5I,"City Of Tomball, TX",Texas,Municipality,Blake Anderson,12810,,Tier 2,1.0,30.0972,-95.6161,19455390-ca11-4130-96ae-36813a5a02d9,,,,,,,,,38,2026-05-26,,,18,,,20,,,,,,
001Hr000028Zc5N,"City Of Dickinson, TX",Texas,Municipality,Lucy Nemerov,21697,Open Opportunity,Tier 2,1.0,29.4608,-95.0513,b6fa417c-4686-46e9-9e13-07f7dff019ed,Open,Initial Interest,Top of Funnel,Alicia Gopal,10/21/2025,10/15/2025,,,8,2026-01-13,,,,,8,,,,,,,
001Hr000028Zc5S,"City Of Richmond, TX",Texas,Municipality,Blake Anderson,12233,,Tier 2,1.0,29.5822,-95.7608,015da716-1eae-4bea-ac5a-1a3526831827,,,,,,,,,14,2025-11-24,3,,,11,,,,,,,,
001Hr000028Zc5T,"Ellis County, TX",Texas,County,Emily Murnane,187984,Nurture,Tier S,2.0,32.262,-96.8351,2baa54aa-90d8-45ed-935e-172a7cd3806d,Open,Proposal,Mid Funnel,Jason Ginsberg,4/2/2026,3/31/2026,"$24,000",,8,2026-03-31,7,,,,,,,,,,1,
001Hr000028Zc5X,"City Of Humble, TX",Texas,Municipality,Lucy Nemerov,16396,Nurture,Tier 2,1.0,29.9988,-95.2622,f278f631-12f9-4808-b522-b21f8b6e5936,Closed Lost,,,Leila Assil,4/28/2025,1/5/2025,,,15,2026-03-31,,7,,8,,,,,,,,
001Hr000028Zc5Y,"City Of Groves, TX",Texas,Municipality,Emily Murnane,16915,1+ Module Live,Tier 2,1.0,29.9483,-93.9171,fc89cda1-509b-4485-a326-deaed771c796,Closed Won,,,Leila Assil,4/23/2025,4/22/2025,"$25,000",,,,,,,,,,,,,,,
001Hr000028Zc5b,"City Of Crockett, TX",Texas,Municipality,Blake Anderson,6406,Nurture,Tier 3,0.75,31.3178,-95.4572,61d52049-937f-4e4b-966f-7efbdd043c90,Closed Lost,,,Troy LeCaire,,1/5/2025,,,4,2025-10-03,4,,,,,,,,,,,
001Hr000028Zc5c,"City Of Mont Belvieu, TX",Texas,Municipality,Lucy Nemerov,8337,,Tier 3,0.75,29.8477,-94.8908,144a58a8-ca28-4cad-9e72-f9c0dd320701,,,,,,,,,12,2026-02-24,,6,,,6,,,,,,,
001Hr000028Zc5f,"City Of Kennedale, TX",Texas,Municipality,Blake Anderson,8463,,Tier 3,0.75,32.6468,-97.2258,5c74b5e3-1bc3-451f-b662-67127195c037,,,,,,,,,6,2025-09-16,6,,,,,,,,,,,
001Hr000028Zc5h,"Village Of Iowa Colony, TX",Texas,Municipality,Emily Murnane,17240,Open Opportunity,Tier 2,1.0,29.4386,-95.4175,e1cd80df-f648-4675-a998-4ccdedea15c4,Open,Verbal,Mid Funnel,Emily Murnane,2/19/2026,12/29/2025,"$24,000",,8,2026-02-02,8,,,,,,,,,,,
