Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Emily Murnane,Calls - Ryan Minter,Salesforce ID
001cv00000AuWc7,"City Of Lake Mills, IA",Iowa,Municipality,Ben Laddis,2144,,Tier 3,0.75,43.4193,-93.5325,005d01cc-2ccc-42fb-ae61-d12852e29d52,,,,,,,,,,,,,,,,,
001cv00000AuWr7,"City Of Lisbon, IA",Iowa,Municipality,Ben Laddis,2215,,Tier 3,0.75,41.9211,-91.3854,760f2759-b58b-42e1-9e31-7e24a7d3adef,,,,,,,,,,,,,,,,,
001cv00000AuX5c,"City Of Colfax, IA",Iowa,Municipality,Ben Laddis,2252,,Tier 3,0.75,41.6771,-93.2451,78a06296-65f3-42dd-b196-1ef83cabd18c,,,,,,,,,,,,,,,,,
001cv00000AuX5v,"City Of Rockwell City, IA",Iowa,Municipality,Ben Laddis,2258,,Tier 3,0.75,42.3953,-94.6339,d1ccb32e-bcd3-48f0-9d6a-e4606c0bc6ea,,,,,,,,,,,,,,,,,
001cv00000AuX6B,"City Of La Porte City, IA",Iowa,Municipality,Ben Laddis,2264,,Tier 3,0.75,42.315,-92.1921,35f93385-9967-4b2d-a39c-9a93c6576dd0,,,,,,,,,,,,,,,,,
001cv00000AuX9Q,"City Of Belle Plaine, IA",Iowa,Municipality,Ben Laddis,2332,,Tier 3,0.75,41.8956,-92.2757,682e86ca-6f99-43bc-86cf-ca77f7b3c8be,,,,,,,,,,,,,,,,,
001cv00000AuX9g,"City Of Toledo, IA",Iowa,Municipality,Ben Laddis,2336,,Tier 3,0.75,41.9972,-92.5835,604d027e-c3a4-4489-bb97-6e28df973017,,,,,,,,,,,,,,,,,
001cv00000AuXA2,"City Of Ely, IA",Iowa,Municipality,Ben Laddis,2346,,Tier 3,0.75,41.8736,-91.5852,c272a820-5cc1-4290-9d8a-22dcd7f9a74a,,,,,,,,,,,,,,,,,
001cv00000AuXA9,"City Of Bellevue, IA",Iowa,Municipality,Ben Laddis,2349,,Tier 3,0.75,42.2589,-90.4258,71c8735e-7f8a-4c12-bcde-c84b484d8fcf,,,,,,,,,,,,,,,,,
001cv00000AuXNQ,"City Of Postville, IA",Iowa,Municipality,Ben Laddis,2468,,Tier 3,0.75,43.0847,-91.5682,6a6c2e15-95eb-43e6-9192-120f0f71043d,,,,,,,,,,,,,,,,,
001cv00000AuXPS,"City Of Jesup, IA",Iowa,Municipality,Ben Laddis,2514,,Tier 3,0.75,42.4755,-92.0638,cc4e07ef-ac2a-4064-8a0a-d05361663b61,,,,,,,,,2,2025-07-15,,2,,,,,
001cv00000AuXPT,"City Of Mitchellville, IA",Iowa,Municipality,Ben Laddis,2514,,Tier 3,0.75,41.6667,-93.3572,04cb9b92-7048-4ed4-81f0-ef2038d2c1ae,,,,,,,,,,,,,,,,,
001cv00000AuXUe,"City Of West Branch, IA",Iowa,Municipality,Ben Laddis,2564,,Tier 3,0.75,41.6714,-91.3466,28b1bf64-a76c-45d6-aabc-f28eb6a240f8,,,,,,,,,,,,,,,,,
001cv00000AuXUw,"City Of Center Point, IA",Iowa,Municipality,Ben Laddis,2570,,Tier 3,0.75,42.1908,-91.7852,535c7ff9-4aa0-4f3b-8d09-d8ac9a045d5c,,,,,,,,,1,2025-07-09,,1,,,,,
001cv00000AuXhv,"City Of Clarion, IA",Iowa,Municipality,Ben Laddis,2783,,Tier 3,0.75,42.7316,-93.733,f041f1f1-6d89-4faa-8f52-d256ebfb1a8c,,,,,,,,,,,,,,,,,
001cv00000AuXia,"City Of Grundy Center, IA",Iowa,Municipality,Ben Laddis,2797,,Tier 3,0.75,42.3616,-92.7685,a93ef108-024e-42bf-a929-7851ca24dbbd,,,,,,,,,,,,,,,,,
001cv00000AuXiy,"City Of Madrid, IA",Iowa,Municipality,Ben Laddis,2808,,Tier 3,0.75,41.878,-93.8157,eb01b7aa-f176-4f3b-8fe7-10791e78feed,,,,,,,,,,,,,,,,,
001cv00000AuXjw,"City Of Sibley, IA",Iowa,Municipality,Ben Laddis,2841,,Tier 3,0.75,43.4,-95.7516,f7ee21e6-4058-438e-a0a4-1a1efec43789,,,,,,,,,,,,,,,,,
001cv00000AuXkN,"City Of Onawa, IA",Iowa,Municipality,Ben Laddis,2850,,Tier 3,0.75,42.0267,-96.0972,41089b3e-a5de-4eb6-aaaa-7644a2a0a21e,,,,,,,,,,,,,,,,,
001cv00000AuXkf,"City Of Fairfax, IA",Iowa,Municipality,Ben Laddis,2860,,Tier 3,0.75,41.9192,-91.7809,3e33854b-2618-4944-a5e3-45192956fca9,,,,,,,,,,,,,,,,,
001cv00000AuXls,"City Of Wilton, IA",Iowa,Municipality,Ben Laddis,2889,,Tier 3,0.75,41.5889,-91.0168,595bc5f0-8ee3-4ec1-9604-6c4660b59606,,,,,,,,,,,,,,,,,
001cv00000AuXzB,"City Of Tama, IA",Iowa,Municipality,Ben Laddis,3069,,Tier 3,0.75,41.9627,-92.5768,d021cf0f-928b-4178-a8ac-8a98f0b74676,,,,,,,,,,,,,,,,,
001cv00000AuYB4,"City Of Solon, IA",Iowa,Municipality,Ben Laddis,3086,,Tier 3,0.75,41.8072,-91.4941,96732e3a-b374-4a1d-9a45-e07879faf147,,,,,,,,,,,,,,,,,
001cv00000AuYC9,"City Of Tipton, IA",Iowa,Municipality,Ben Laddis,3120,,Tier 3,0.75,41.7697,-91.1279,a6631c70-1e74-439a-b9a7-d0818de94ab6,,,,,,,,,,,,,,,,,
001cv00000AuYGO,"City Of Garner, IA",Iowa,Municipality,Ben Laddis,3051,,Tier 3,0.75,43.1023,-93.6021,ee2f8d6b-1c4c-4501-95be-b901613d87b2,,,,,,,,,,,,,,,,,
001cv00000AuYIb,"City Of Robins, IA",Iowa,Municipality,Ben Laddis,3331,,Tier 3,0.75,42.0711,-91.6668,5c2d279b-b205-4eed-baf1-2d727b9d9eee,,,,,,,,,,,,,,,,,
001cv00000AuYIy,"City Of Milford, IA",Iowa,Municipality,Ben Laddis,3347,,Tier 3,0.75,43.3247,-95.15,26fa28ff-dc50-4fec-a823-b7a29f2e1e4a,,,,,,,,,,,,,,,,,
001cv00000AuYJL,"City Of Williamsburg, IA",Iowa,Municipality,Ben Laddis,3364,,Tier 3,0.75,41.6611,-92.0091,b7c49ac5-f8a8-497c-866f-f176af92ad99,,,,,,,,,,,,,,,,,
001cv00000AuYKm,"City Of Story City, IA",Iowa,Municipality,Ben Laddis,3411,,Tier 3,0.75,42.1872,-93.5956,1997aafd-9d97-49c9-a7a9-6abb1d8c8210,,,,,,,,,,,,,,,,,
001cv00000AuYKw,"City Of New Hampton, IA",Iowa,Municipality,Ben Laddis,3416,,Tier 3,0.75,43.0593,-92.3179,c0b37b53-a594-4584-a34f-a2c5c8af6be2,,,,,,,,,,,,,,,,,
001cv00000AuYNx,"City Of West Burlington, IA",Iowa,Municipality,Ben Laddis,3191,,Tier 3,0.75,40.825,-91.1565,79305435-9a3c-4d88-9dda-c56b51bce239,,,,,,,,,1,2025-06-09,,,1,,,,
001cv00000AuYRo,"City Of Osage, IA",Iowa,Municipality,Ben Laddis,3570,,Tier 3,0.75,43.2841,-92.8191,0647d934-f249-4c84-970f-096e5199dd30,,,,,,,,,,,,,,,,,
001cv00000AuYRs,"City Of Eagle Grove, IA",Iowa,Municipality,Ben Laddis,3573,,Tier 3,0.75,42.6641,-93.9044,3a8b043e-c82c-4aac-9a43-d235ed0f854e,,,,,,,,,,,,,,,,,
001cv00000AuYT5,"City Of Emmetsburg, IA",Iowa,Municipality,Ben Laddis,3631,,Tier 3,0.75,43.1127,-94.683,0e729532-4de5-4add-8a87-da8b55d2e48f,,,,,,,,,,,,,,,,,
001cv00000AuYTK,"County Of Adams, IA",Iowa,County,Ben Laddis,3641,,Tier 3,0.75,41.0652,-94.6864,11c3cffb-b232-42ab-a0a2-a7d6cd635f65,,,,,,,,,,,,,,,,,
001cv00000AuYXH,"City Of Carter Lake, IA",Iowa,Municipality,Ben Laddis,3783,,Tier 3,0.75,41.2906,-95.9181,477068d8-6a61-4de3-9842-c8d2da4354e2,,,,,,,,,16,2026-05-13,14,2,,,,,
001cv00000AuYfS,"City Of Forest City, IA",Iowa,Municipality,Ben Laddis,4238,,Tier 3,0.75,43.2625,-93.6372,beea4708-ca49-4826-979c-89cc7fc4503a,,,,,,,,,,,,,,,,,
001cv00000AuYgG,"City Of West Liberty, IA",Iowa,Municipality,Ben Laddis,3826,,Tier 3,0.75,41.57,-91.2638,fea62f3e-02f4-40d5-bb91-50d0b87a1ace,,,,,,,,,,,,,,,,,
001cv00000AuYhv,"City Of Cresco, IA",Iowa,Municipality,Ben Laddis,3911,,Tier 3,0.75,43.3814,-92.1141,ac703edd-1fd0-4475-9dbe-9dd939ad92fd,,,,,,,,,,,,,,,,,
001cv00000AuYmd,"City Of Monticello, IA",Iowa,Municipality,Ben Laddis,4045,,Tier 3,0.75,42.2383,-91.1871,a15cbe56-e2b5-4046-bcc0-bf44260fefa0,,,,,,,,,,,,,,,,,
001cv00000AuYnj,"City Of Rock Valley, IA",Iowa,Municipality,Ben Laddis,4096,,Tier 3,0.75,43.2053,-96.295,a4446161-2f0e-497b-b515-817ac0abca67,,,,,,,,,,,,,,,,,
001cv00000AuYoR,"City Of Jefferson, IA",Iowa,Municipality,Ben Laddis,4136,,Tier 3,0.75,42.0172,-94.3774,3c72f73d-acf7-4836-9dd6-b15bb5ce9adb,,,,,,,,,,,,,,,,,
001cv00000AuYpT,"City Of Carlisle, IA",Iowa,Municipality,Ben Laddis,4201,,Tier 3,0.75,41.4945,-93.4871,3dbb5929-9c35-444d-91aa-cb6c2abdaf27,,,,,,,,,,,,,,,,,
001cv00000AuYpu,"City Of Chariton, IA",Iowa,Municipality,Ben Laddis,4220,,Tier 3,0.75,41.02,-93.3141,c1e1b6cc-f5ec-4f7b-a1de-db912ce4e9aa,,,,,,,,,2,2025-07-09,,2,,,,,
001cv00000AuYrv,"City Of Albia, IA",Iowa,Municipality,Ben Laddis,3712,,Tier 3,0.75,41.03,-92.8113,1dfb9b09-314a-4dc7-a87f-1f6853f61280,,,,,,,,,,,,,,,,,
001cv00000AuYsn,"City Of Waukon, IA",Iowa,Municipality,Ben Laddis,3760,,Tier 3,0.75,43.2694,-91.4757,794fd734-b614-4fe3-864c-b0bdef3db5fb,,,,,,,,,1,2025-07-09,,1,,,,,
001cv00000AuYvB,"City Of Hampton, IA",Iowa,Municipality,Ben Laddis,4307,,Tier 3,0.75,42.7425,-93.2103,7b7fe33c-87f9-495e-a4dc-0508b749ebc8,,,,,,,,,,,,,,,,,
001cv00000AuYyb,"City Of Mount Vernon, IA",Iowa,Municipality,Ben Laddis,4460,,Tier 3,0.75,41.922,-91.4168,e112e9cc-7692-4016-82a1-a873a32c8621,,,,,,,,,,,,,,,,,
001cv00000AuYzE,"City Of Dyersville, IA",Iowa,Municipality,Ben Laddis,4509,,Tier 3,0.75,42.4821,-91.1118,e46a8fe9-ec39-42e8-af83-d0bd0d09ec14,,,,,,,,,,,,,,,,,
001cv00000AuYzP,"City Of Huxley, IA",Iowa,Municipality,Ben Laddis,4514,,Tier 3,0.75,41.8953,-93.6008,db69ca28-bf8e-47e5-a4ac-9693b304d726,,,,,,,,,2,2026-04-15,,,,2,,,
001cv00000AuYzZ,"City Of Evansdale, IA",Iowa,Municipality,Ben Laddis,4528,,Tier 3,0.75,42.4692,-92.281,aa8ac7af-0784-4362-83dc-834be921da48,,,,,,,,,,,,,,,,,
001cv00000AuZ7V,"City Of Tiffin, IA",Iowa,Municipality,Ben Laddis,5282,Nurture,Tier 3,0.75,41.7073,-91.6667,3586ba7a-85c5-4a1e-9c82-f84e96a8624a,,,,,,,,,24,2026-04-22,24,,,,,,
001cv00000AuZA3,"City Of Humboldt, IA",Iowa,Municipality,Ben Laddis,4773,,Tier 3,0.75,42.7208,-94.2152,2c4dc5d7-3fa0-429e-b85e-d8a4a7dd7079,,,,,,,,,2,2026-05-18,,,,,,2,
001cv00000AuZAY,"County Of Taylor, IA",Iowa,County,Ben Laddis,5868,,Tier 3,0.75,40.7846,-94.645,c2030f89-8cea-4147-9f08-f52e96aadf1e,,,,,,,,,,,,,,,,,
001cv00000AuZBR,"County Of Osceola, IA",Iowa,County,Ben Laddis,6159,,Tier 3,0.75,41.0343,-93.7668,52896215-66b5-49a7-863c-2f11a6f435d4,,,,,,,,,1,2025-07-29,,1,,,,,
001cv00000AuZBn,"City Of Adel, IA",Iowa,Municipality,Ben Laddis,6276,,Tier 3,0.75,41.6143,-94.0175,1ecae216-e987-4b9c-af85-af2347d32f78,,,,,,,,,3,2026-01-21,,1,,2,,,
001cv00000AuZC4,"County Of Wayne, IA",Iowa,County,Ben Laddis,6508,,Tier 3,0.75,40.6677,-93.3389,ff4379ea-38b0-4af8-9e57-3188c9d86713,,,,,,,,,,,,,,,,,
001cv00000AuZCD,"County Of Fremont, IA",Iowa,County,Ben Laddis,6567,,Tier 3,0.75,40.74,-95.6458,dcaa0461-58c9-4869-97b1-873a95a7cd3b,,,,,,,,,,,,,,,,,
001cv00000AuZCx,"County Of Ida, IA",Iowa,County,Ben Laddis,6956,,Tier 3,0.75,42.3419,-95.4778,bbc6241a-be49-4905-a706-6a8b8e660f40,,,,,,,,,,,,,,,,,
001cv00000AuZDC,"County Of Pocahontas, IA",Iowa,County,Ben Laddis,7074,,Tier 3,0.75,42.7355,-94.6691,1ceb4c0c-90e5-4977-94c5-039dd386ad8e,,,,,,,,,2,2025-07-29,,2,,,,,
001cv00000AuZK6,"County Of Audubon, IA",Iowa,County,Ben Laddis,5635,,Tier 3,0.75,41.718,-94.9325,dfd1bbc3-1cbf-40df-9b64-e9f55c28bf12,,,,,,,,,,,,,,,,,
001cv00000AuZKR,"City Of Polk City, IA",Iowa,Municipality,Ben Laddis,5751,,Tier 3,0.75,41.7714,-93.713,64a00b54-3153-456c-9c46-7a4bde172145,,,,,,,,,15,2026-05-13,10,5,,,,,
001cv00000AuZMp,"City Of Shenandoah, IA",Iowa,Municipality,Ben Laddis,4861,,Tier 3,0.75,40.7667,-95.3762,a663443e-b50c-4af6-aea5-b37a8da5855e,,,,,,,,,1,2026-05-18,,,,,,1,
001cv00000AuZNZ,"City Of Harlan, IA",Iowa,Municipality,Ben Laddis,4912,,Tier 3,0.75,41.653,-95.3256,5176dd0f-9826-4de0-b396-78b334504468,,,,,,,,,,,,,,,,,
001cv00000AuZQg,"County Of Van Buren, IA",Iowa,County,Ben Laddis,7243,,Tier 3,0.75,40.7001,-91.9099,e9d553b3-3f84-4cc8-945a-ae3223489764,,,,,,,,,,,,,,,,,
001cv00000AuZR1,"County Of Worth, IA",Iowa,County,Ben Laddis,7385,,Tier 3,0.75,43.3581,-93.3389,7139122a-bef7-4a93-bcdc-c8f8f5aa4d2b,,,,,,,,,9,2025-08-12,,9,,,,,
001cv00000AuZRO,"County Of Adair, IA",Iowa,County,Ben Laddis,7541,,Tier 3,0.75,41.5004,-94.6433,bf35ca73-f571-4d06-a660-5932f815df77,,,,,,,,,,,,,,,,,
001cv00000AuZRa,"County Of Monroe, IA",Iowa,County,Ben Laddis,7610,,Tier 3,0.75,41.0041,-92.8577,3090e38d-c94c-48a2-9c3c-e1d89961bee1,,,,,,,,,,,,,,,,,
001cv00000AuZRg,"County Of Decatur, IA",Iowa,County,Ben Laddis,7659,,Tier 3,0.75,40.8146,-93.8248,1b267c0b-903a-42b0-8b98-c914fdc458ad,,,,,,,,,,,,,,,,,
001cv00000AuZSE,"City Of Sergeant Bluff, IA",Iowa,Municipality,Ben Laddis,5000,,Tier 3,0.75,42.403,-96.3588,834c0fda-9e5f-4b9c-9f32-8c1be58b9c70,,,,,,,,,1,2026-03-04,1,,,,,,
001cv00000AuZT5,"City Of Cherokee, IA",Iowa,Municipality,Ben Laddis,5099,,Tier 3,0.75,42.7496,-95.5515,ec828eae-84e5-4f12-a223-e4c23354d6c0,,,,,,,,,3,2026-02-17,2,1,,,,,
001cv00000AuZTd,"City Of Windsor Heights, IA",Iowa,Municipality,Ben Laddis,5170,,Tier 3,0.75,41.6004,-93.7131,a82ffa01-ca16-4b8b-af4f-dcc650eff9f9,,,,,,,,,9,2026-04-10,7,2,,,,,
001cv00000AuZY7,"County Of Monona, IA",Iowa,County,Ben Laddis,8574,,Tier 3,0.75,43.0516,-91.3893,a1c9f571-7bcb-4eeb-b951-4bb2c29d1bf3,,,,,,,,,,,,,,,,,
001cv00000AuZZB,"County Of Davis, IA",Iowa,County,Ben Laddis,9138,,Tier 3,0.75,40.6914,-92.3814,3b6b0da3-d5e6-40af-8b6e-5689ddb0ffff,,,,,,,,,2,2025-08-05,,2,,,,,
001cv00000AuZZX,"County Of Emmet, IA",Iowa,County,Ben Laddis,9321,,Tier 3,0.75,43.3494,-94.6864,efc18f6f-a368-481a-aaec-8f40f74ce5d8,,,,,,,,,2,2025-07-24,,2,,,,,
001cv00000AuZZq,"County Of Howard, IA",Iowa,County,Ben Laddis,9478,,Tier 3,0.75,43.382,-92.3814,ad3ec005-b73c-46c5-b1a0-84b851609125,,,,,,,,,3,2025-07-29,,3,,,,,
001cv00000AuZai,"County Of Cherokee, IA",Iowa,County,Ben Laddis,11503,,Tier 2,1.0,42.7496,-95.5515,d78df8c1-77fe-4e2c-b699-a3a6f6e8b485,,,,,,,,,,,,,,,,,
001cv00000AuZb1,"County Of Shelby, IA",Iowa,County,Ben Laddis,11770,,Tier 2,1.0,41.7178,-95.3102,1b855f97-2eeb-403a-98f6-bb451782ece7,,,,,,,,,,,,,,,,,
001cv00000AuZb9,"County Of Chickasaw, IA",Iowa,County,Ben Laddis,11887,,Tier 2,1.0,43.0725,-92.3814,7d978201-e4fd-4f29-a1a5-19c650c56059,,,,,,,,,,,,,,,,,
001cv00000AuZbJ,"County Of Lyon, IA",Iowa,County,Ben Laddis,12011,,Tier 2,1.0,43.3954,-96.1527,dda76056-ba55-4181-aa2a-4f628a861096,,,,,,,,,,,,,,,,,
001cv00000AuZbL,"County Of Union, IA",Iowa,County,Ben Laddis,12018,,Tier 2,1.0,41.0007,-94.2744,96a62069-c8a0-4b5e-a4c9-37fc7087d381,,,,,,,,,,,,,,,,,
001cv00000AuZch,"County Of Montgomery, IA",Iowa,County,Ben Laddis,10322,,Tier 2,1.0,41.0439,-95.1849,6530205f-90b1-48a7-89d7-01a468df74ee,,,,,,,,,1,2025-07-22,,1,,,,,
001cv00000AuZd2,"County Of Mitchell, IA",Iowa,County,Ben Laddis,10555,,Tier 2,1.0,43.3216,-92.8669,7ebe95ef-a553-46f0-bbd7-02d202e2b490,,,,,,,,,,,,,,,,,
001cv00000AuZd4,"County Of Guthrie, IA",Iowa,County,Ben Laddis,10567,,Tier 2,1.0,41.7531,-94.48,053f3365-c614-49fb-991c-583ac380de1d,,,,,,,,,1,2026-05-18,,,,,,1,
001cv00000AuZdC,"County Of Winnebago, IA",Iowa,County,Ben Laddis,10656,,Tier 2,1.0,43.3482,-93.6623,547e1b0d-5dab-4a16-b21c-d24be85fc17b,,,,,,,,,,,,,,,,,
001cv00000AuZdD,"County Of Hancock, IA",Iowa,County,Ben Laddis,10663,,Tier 2,1.0,41.3902,-95.3634,eeb6d610-79cc-4fa7-864d-4f49fbb63fa3,,,,,,,,,,,,,,,,,
001cv00000AuZdJ,"County Of Lucas, IA",Iowa,County,Ben Laddis,8710,,Tier 3,0.75,41.0275,-93.4599,f84469dd-811a-4bd0-b2ca-87094c64bf7e,,,,,,,,,,,,,,,,,
001cv00000AuZdO,"County Of Greene, IA",Iowa,County,Ben Laddis,8717,,Tier 3,0.75,42.0701,-94.48,99bd825c-dc5b-4eee-8c9a-d2452663bf3d,,,,,,,,,,,,,,,,,
001cv00000AuZdk,"County Of Palo Alto, IA",Iowa,County,Ben Laddis,8906,,Tier 3,0.75,43.1581,-94.645,ae9ec1dc-e0dd-434c-beab-79418950ddb7,,,,,,,,,1,2025-07-14,,1,,,,,
001cv00000AuZfc,"County Of Wright, IA",Iowa,County,Ben Laddis,12785,,Tier 2,1.0,42.7274,-93.6623,e99609b8-8b04-4599-9532-a69720235094,,,,,,,,,,,,,,,,,
001cv00000AuZft,"County Of Cass, IA",Iowa,County,Ben Laddis,13050,,Tier 2,1.0,41.2538,-94.9767,37080b53-d0e5-4a50-97ef-6a8b6c46ee98,,,,,,,,,1,2026-04-22,1,,,,,,
001cv00000AuZgw,"County Of Mills, IA",Iowa,County,Ben Laddis,14465,,Tier 2,1.0,41.0624,-95.6458,dab6a0c6-a5ca-48ac-b2b1-81954b95e402,,,,,,,,,4,2025-11-05,,4,,,,,
001cv00000AuZh5,"County Of Kossuth, IA",Iowa,County,Ben Laddis,14529,,Tier 2,1.0,43.2513,-94.2333,f9f73bb7-977b-4e72-980a-e55be8fce5cb,,,,,,,,,9,2025-10-24,,9,,,,,
001cv00000AuZhG,"County Of Harrison, IA",Iowa,County,Ben Laddis,14669,,Tier 2,1.0,41.6934,-95.8143,069b6d73-4508-44b8-9710-b9b43594e156,,,,,,,,,5,2025-10-15,,5,,,,,
001cv00000AuZhV,"County Of Hamilton, IA",Iowa,County,Ben Laddis,14887,,Tier 2,1.0,41.1699,-92.9035,ea84515a-66eb-44ca-8f1c-e9c75c7cb04a,,,,,,,,,,,,,,,,,
001cv00000AuZhl,"County Of Page, IA",Iowa,County,Ben Laddis,15197,,Tier 2,1.0,40.7635,-95.1432,72fb4f05-394f-4900-b93f-b3afc793f043,,,,,,,,,1,2025-08-25,,1,,,,,
001cv00000AuZi1,"County Of Floyd, IA",Iowa,County,Ben Laddis,15413,,Tier 2,1.0,43.1277,-92.7363,01921e0c-f03e-4fa8-96ff-a98de0b0001f,,,,,,,,,5,2026-05-04,2,3,,,,,
001cv00000AuZi9,"County Of Appanoose, IA",Iowa,County,Ben Laddis,12257,,Tier 2,1.0,40.6806,-92.8577,e118c4c6-9141-4112-82dd-373da8c0e33b,,,,,,,,,1,2025-07-22,,1,,,,,
001cv00000AuZiN,"County Of Grundy, IA",Iowa,County,Ben Laddis,12347,,Tier 2,1.0,42.437,-92.8577,868780b6-1482-4637-aafe-03bbe54aadee,,,,,,,,,10,2025-08-18,,10,,,,,
001cv00000AuZjm,"County Of Humboldt, IA",Iowa,County,Ben Laddis,9634,,Tier 3,0.75,42.7208,-94.2152,f0bae02e-7eb2-491a-a47d-b225523bd69c,,,,,,,,,,,,,,,,,
001cv00000AuZk4,"County Of Sac, IA",Iowa,County,Ben Laddis,9752,,Tier 3,0.75,42.3574,-95.1432,0ac014e0-dbfd-4535-9a5c-92708002382a,,,,,,,,,1,2025-07-25,,1,,,,,
001cv00000AuZk9,"County Of Clarke, IA",Iowa,County,Ben Laddis,9785,,Tier 3,0.75,41.0178,-93.7841,d19d6e9c-3c62-45e4-a6f5-f08059c24b7c,,,,,,,,,,,,,,,,,
001cv00000AuZkK,"County Of Keokuk, IA",Iowa,County,Ben Laddis,9914,,Tier 3,0.75,40.4045,-91.3964,8d1cdb47-7f54-443c-a6a2-20954c0b2dfc,,,,,,,,,,,,,,,,,
001cv00000AuZkL,"County Of Calhoun, IA",Iowa,County,Ben Laddis,9915,,Tier 3,0.75,42.3786,-94.645,40b6ebf3-be63-4b8c-9dde-d5db37a2ea9a,,,,,,,,,1,2025-07-25,,1,,,,,
001cv00000AuZkQ,"County Of Franklin, IA",Iowa,County,Ben Laddis,9952,,Tier 3,0.75,42.7372,-93.3389,da507194-52d4-453d-81eb-4db3f0abc4fd,,,,,,,,,1,2025-07-29,,1,,,,,
001cv00000AuZlM,"County Of Louisa, IA",Iowa,County,Ben Laddis,10749,,Tier 2,1.0,41.1933,-91.2891,ec92d89f-ce07-45eb-abc9-85163aebad73,,,,,,,,,1,2025-07-22,,1,,,,,
001cv00000AuZnO,"County Of Allamakee, IA",Iowa,County,Ben Laddis,13926,,Tier 2,1.0,43.2431,-91.4435,50a5761f-5820-414d-b87d-e1dca719e540,,,,,,,,,1,2025-07-22,,1,,,,,
001cv00000AuZnx,"County Of Butler, IA",Iowa,County,Ben Laddis,14332,,Tier 2,1.0,42.7502,-92.8577,93faa4d4-7e67-4e86-aed1-7719eea01ff1,,,,,,,,,1,2025-07-15,,1,,,,,
001cv00000AuZol,"County Of Jefferson, IA",Iowa,County,Ben Laddis,15647,,Tier 2,1.0,42.0172,-94.3774,fd1694c6-1c81-44fe-92b5-08e9a75076f0,,,,,,,,,3,2026-05-08,3,,,,,,
001cv00000AuZpI,"County Of Crawford, IA",Iowa,County,Ben Laddis,16193,,Tier 2,1.0,42.0347,-95.3102,026d0c85-9fe9-4e13-8a21-42eacb6f89d5,,,,,,,,,1,2026-05-18,,,,,,1,
001cv00000AuZqw,"County Of Clay, IA",Iowa,County,Ben Laddis,16440,,Tier 2,1.0,43.1368,-95.1432,42bb4fba-c6da-4cbe-91df-aa5d96a4ea02,,,,,,,,,2,2026-05-04,1,1,,,,,
001cv00000AuZr5,"County Of Iowa, IA",Iowa,County,Ben Laddis,16568,,Tier 2,1.0,41.6625,-92.0665,3ae677b3-098e-49e9-9b3b-1f50fb98681b,,,,,,,,,2,2026-05-01,2,,,,,,
001cv00000AuZr8,"County Of Hardin, IA",Iowa,County,Ben Laddis,16708,,Tier 2,1.0,42.4285,-93.178,bc031663-1f32-421e-8b58-06bf3e92b8a5,,,,,,,,,6,2026-05-26,5,1,,,,,
001cv00000AuZrE,"County Of Madison, IA",Iowa,County,Ben Laddis,16773,,Tier 2,1.0,41.2922,-93.9878,19600637-2d22-40b5-82f9-bc68779c8d7d,,,,,,,,,4,2026-05-11,3,1,,,,,
001cv00000AuZrJ,"County Of Tama, IA",Iowa,County,Ben Laddis,16867,,Tier 2,1.0,41.9627,-92.5768,389d0581-2738-420a-8f26-1246c224020f,,,,,,,,,6,2026-05-20,5,1,,,,,
001cv00000AuZrV,"County Of Clayton, IA",Iowa,County,Ben Laddis,16998,,Tier 2,1.0,42.7785,-91.2891,2102606d-0674-4fe8-abe8-b7c2527257df,,,,,,,,,3,2026-05-13,2,1,,,,,
001cv00000AuZsT,"County Of Poweshiek, IA",Iowa,County,Ben Laddis,18586,,Tier 2,1.0,41.653,-92.5396,5b18bab9-9dc1-410a-849f-aa77d3dcf2a9,,,,,,,,,1,2025-11-05,,1,,,,,
001cv00000AuZsz,"County Of Fayette, IA",Iowa,County,Ben Laddis,19258,Open Opportunity,Tier 2,1.0,42.8419,-91.8021,f4cf18a3-fa18-4da8-b02f-add5ca457b0d,Open,Meeting Booked,Top of Funnel,Ben Laddis,6/4/2026,5/13/2026,,,6,2026-05-13,5,1,,,,,
001cv00000AuZt5,"County Of Jackson, IA",Iowa,County,Ben Laddis,19368,Nurture,Tier 2,1.0,42.1561,-90.5258,c0ae6fea-8689-4cee-bbfd-77c4145800f8,Closed Lost,,,Joe del Rosario,8/27/2025,8/12/2025,"$33,000",,1,2025-08-12,,1,,,,,
001cv00000AuZtk,"County Of Delaware, IA",Iowa,County,Ben Laddis,17510,,Tier 2,1.0,42.4753,-91.3454,f371cd8f-0ec8-4465-b033-a09a278a04a8,,,,,,,,,3,2025-08-14,,3,,,,,
001cv00000AuZu1,"County Of Dickinson, IA",Iowa,County,Ben Laddis,17851,,Tier 2,1.0,43.4049,-95.1849,17f0f330-6287-4506-8684-8c3f1253cbd6,,,,,,,,,3,2026-05-11,2,1,,,,,
