Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ryan Minter,Calls - Sydney Ireland,Calls - Quinzel Perry,Calls - Joe del Rosario,Calls - Alicia Gopal,Calls - Mihir Shah,Calls - Nick Martino,Calls - Ali Cohen,Calls - Jenny Allison,Calls - Leila Assil,Salesforce ID
001Hr000028Zcfj,"Borough Of Red Bank, NJ",New Jersey,Municipality,Mihir Shah,12920,,Tier 2,1.0,40.3509,-74.0703,430418ca-cbec-4be0-911c-902dc2e343b9,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcfk,"Borough Of Union Beach, NJ",New Jersey,Municipality,Mihir Shah,5723,,Tier 3,0.75,40.4394,-74.1793,48dbe92c-c0c1-4fef-a90e-15020d23e6ea,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcgH,"Upper Township, NJ",New Jersey,Municipality,Sydney Ireland,12383,,Tier 2,1.0,39.2086,-74.7042,3e836556-c7b1-4803-823f-164fb5960bca,,,,,,,,,3,2026-05-12,,3,,,,,,,,,
001Hr000028ZcgX,"Borough Of Clayton, NJ",New Jersey,Municipality,Sydney Ireland,8960,,Tier 3,0.75,39.6601,-75.0923,79c6067a-3dc2-4967-8d74-787f715d78b7,,,,,,,,,2,2026-05-13,,2,,,,,,,,,
001Hr000028Zcgc,"Borough Of Hopatcong, NJ",New Jersey,Municipality,Mihir Shah,14435,,Tier 2,1.0,40.9336,-74.6603,dc80c5c1-cf44-4048-b68d-445bb7c89059,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcgq,"Borough Of Closter, NJ",New Jersey,Municipality,Nick Martino,8521,,Tier 3,0.75,40.973,-73.9615,3f88e603-0beb-4656-9640-2602b3505355,,,,,,,,,8,2026-03-18,,3,5,,,,,,,,
001Hr000028ZchA,"Township Of Plumsted, NJ",New Jersey,Municipality,Sydney Ireland,8310,,Tier 3,0.75,40.0677,-74.5313,31fa9696-938d-4a97-ac12-ab66840b7514,,,,,,,,,6,2026-05-19,,5,1,,,,,,,,
001Hr000028ZchF,"Borough Of Manville, NJ",New Jersey,Municipality,Mihir Shah,10812,,Tier 2,1.0,40.5434,-74.5988,7a5850c0-4edd-41b3-906a-2c351abe33f5,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZchN,"Township Of Mansfield, NJ",New Jersey,Municipality,Mihir Shah,7811,,Tier 3,0.75,40.7726,-74.9133,29db5378-8f53-43d5-84bb-e78a474449c4,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZchU,"Township Of Berkeley Heights, NJ",New Jersey,Municipality,Nick Martino,13169,,Tier 2,1.0,40.6702,-74.4274,94dec342-b195-4a5e-9037-704dd1633ea6,,,,,,,,,11,2025-08-11,,,,11,,,,,,,
001Hr000028Zchc,"Township Of Dennis, NJ",New Jersey,Municipality,Sydney Ireland,6356,,Tier 3,0.75,39.1508,-74.7632,981b994f-8555-4de3-895d-374ebf367aca,,,,,,,,,2,2026-04-22,1,1,,,,,,,,,
001Hr000028Zcho,"Township Of Burlington, NJ",New Jersey,Municipality,Sydney Ireland,23952,,Tier 2,1.0,40.0507,-74.8404,174ea359-7157-4ed6-ab91-d912d9122e2f,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028Zchv,"Township Of Berlin, NJ",New Jersey,Municipality,Sydney Ireland,5924,,Tier 3,0.75,39.812,-74.9304,aa0fd09c-782e-4a32-8ff6-40a4fac0122d,,,,,,,,,1,2026-02-23,1,,,,,,,,,,
001Hr000028Zchy,"Borough Of Palmyra, NJ",New Jersey,Municipality,Sydney Ireland,7424,,Tier 3,0.75,39.9972,-75.0336,26be3821-16d5-4ee6-8664-46c30074137b,,,,,,,,,16,2026-04-09,,7,9,,,,,,,,
001Hr000028Zci5,"Township Of Mullica, NJ",New Jersey,Municipality,Sydney Ireland,5799,,Tier 3,0.75,39.5768,-74.7166,b063a095-e59e-4694-ace3-b7fb7728febe,,,,,,,,,3,2026-05-06,1,2,,,,,,,,,
001Hr000028ZciA,"Borough Of Roseland, NJ",New Jersey,Municipality,Nick Martino,6219,,Tier 3,0.75,40.8208,-74.2939,e3903000-9a0d-40aa-bac8-08150bc44d78,,,,,,,,,2,2026-02-19,2,,,,,,,,,,
001Hr000028ZciW,"Township Of Bernards, NJ",New Jersey,Municipality,Mihir Shah,27747,,Tier 1,1.5,40.6709,-74.5747,06fa111f-9ea7-4660-b739-44b2cf069fee,,,,,,,,,5,2026-03-16,4,,,1,,,,,,,
001Hr000028ZciX,"Mount Olive Township, NJ",New Jersey,Municipality,Mihir Shah,28815,,Tier 1,1.5,40.8716,-74.7341,73de7b8a-2338-4d30-8532-706bd74665db,,,,,,,,,4,2025-06-25,,,,4,,,,,,,
001Hr000028Zciq,"Borough Of Upper Saddle River, NJ",New Jersey,Municipality,Nick Martino,8295,,Tier 3,0.75,41.0584,-74.0983,6e106339-d832-4db3-87df-b025cfed85a6,,,,,,,,,1,2025-06-05,,,1,,,,,,,,
001Hr000028Zcj5,"Wyckoff Township, NJ",New Jersey,Municipality,Nick Martino,16746,,Tier 2,1.0,41.0097,-74.1731,4a227e92-acb8-45e2-875e-d1641dc65817,,,,,,,,,15,2025-07-18,,,,15,,,,,,,
001Hr000028Zcj8,"Borough Of Watchung, NJ",New Jersey,Municipality,Mihir Shah,6486,,Tier 3,0.75,40.6385,-74.4508,e5f4b3d8-0860-412d-8a14-5e888bcc07bf,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcjC,"Municipality Of Princeton, NJ",New Jersey,Municipality,Mihir Shah,30872,Open Opportunity,Tier 1,1.5,40.3504,-74.6571,8be3fe9f-e3ed-4fd5-8ab4-cbcd10d25aba,,,,,,,,,1,2026-03-17,,1,,,,,,,,,
001Hr000028ZcjL,"Township Of Fairfield, NJ",New Jersey,Municipality,Nick Martino,5413,,Tier 3,0.75,40.8682,-74.3116,4d1a86da-119d-4ccc-a711-dd445f8cd10f,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcjV,"Borough Of Oradell, NJ",New Jersey,Municipality,Nick Martino,8181,,Tier 3,0.75,40.9543,-74.0316,ff6f8fe7-6eab-4e73-bb16-582f3b8a9f1e,,,,,,,,,1,2025-09-30,,,1,,,,,,,,
001Hr000028Zcjr,"Borough Of Carlstadt, NJ",New Jersey,Municipality,Nick Martino,6341,,Tier 3,0.75,40.8356,-74.0857,3c447bf2-c536-41b5-8d9f-eacebde7ff00,,,,,,,,,4,2026-03-17,,2,2,,,,,,,,
001Hr000028Zcjs,"Upper Deerfield Township, NJ",New Jersey,Municipality,Sydney Ireland,7748,Open Opportunity,Tier 3,0.75,39.5238,-75.2359,f076cb1d-43be-4963-bce0-f7ebf3ddd4fe,Open,Sales Qualified,Mid Funnel,Sydney Ireland,5/15/2026,5/8/2026,,,7,2026-05-15,,5,2,,,,,,,,
001Hr000028Zck0,"Borough Of Haledon, NJ",New Jersey,Municipality,Nick Martino,8932,,Tier 3,0.75,40.9399,-74.1851,5ba9806e-f083-44fe-9ac3-79d116f5a15c,,,,,,,,,10,2025-08-05,,,10,,,,,,,,
001Hr000028Zckx,"Township Of West Caldwell, NJ",New Jersey,Municipality,Nick Martino,10876,,Tier 2,1.0,40.8506,-74.2962,81f5e273-1cd1-4e03-be43-454f8503113a,,,,,,,,,2,2025-07-11,,,,2,,,,,,,
001Hr000028Zcky,"Borough Of Hasbrouck Heights, NJ",New Jersey,Municipality,Nick Martino,12051,,Tier 2,1.0,40.8655,-74.0746,edc1f219-a880-4d50-b77c-a697203902e4,,,,,,,,,5,2026-05-19,,5,,,,,,,,,
001Hr000028Zcl2,"Township Of Florence, NJ",New Jersey,Municipality,Sydney Ireland,12769,,Tier 2,1.0,40.1017,-74.7946,c14a71e2-44ee-45c4-81e6-0221579b9273,,,,,,,,,8,2026-05-19,,7,,1,,,,,,,
001Hr000028Zcl5,"Borough Of Barrington, NJ",New Jersey,Municipality,Sydney Ireland,7029,,Tier 3,0.75,39.8675,-75.0538,4483d0b5-a763-444a-94a9-48945d59979e,,,,,,,,,5,2026-01-12,4,,1,,,,,,,,
001Hr000028ZclD,"Borough Of Chatham, NJ",New Jersey,Municipality,Mihir Shah,9253,,Tier 3,0.75,40.7409,-74.3834,eed3d8fd-3cbe-4b9e-a5d0-c36dacdcb13b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZclV,"Borough Of Rumson, NJ",New Jersey,Municipality,Mihir Shah,7280,,Tier 3,0.75,40.3681,-74.0038,f615d41b-5213-421e-bf8d-f9c384fc8cdd,,,,,,,,,2,2025-12-15,1,,1,,,,,,,,
001Hr000028ZclY,"City Of Linwood, NJ",New Jersey,Municipality,Sydney Ireland,6947,,Tier 3,0.75,39.3538,-74.5751,b757674c-ffde-42c8-a5be-6c1f21d99417,,,,,,,,,4,2025-11-03,,,4,,,,,,,,
001Hr000028ZclZ,"Borough Of Bogota, NJ",New Jersey,Municipality,Nick Martino,9194,,Tier 3,0.75,40.8788,-74.0331,c6dfb6df-2a10-4d2d-961c-bdf3d9e1b7ee,,,,,,,,,20,2026-05-20,,10,10,,,,,,,,
001Hr000028Zcm1,"Township Of West Milford, NJ",New Jersey,Municipality,Nick Martino,24579,,Tier 2,1.0,41.1307,-74.3684,8447c5a3-f66f-4c30-a35a-e9ecaee61036,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcm2,"Borough Of North Caldwell, NJ",New Jersey,Municipality,Nick Martino,6625,,Tier 3,0.75,40.869,-74.2649,320345e5-16fa-4810-90b8-7646f57e4e8b,,,,,,,,,4,2025-11-03,,,4,,,,,,,,
001Hr000028ZcmE,"Borough Of Wharton, NJ",New Jersey,Municipality,Mihir Shah,7444,,Tier 3,0.75,40.8988,-74.5831,5e0dd57e-8c81-43b1-81f5-7a91b03014dd,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcmJ,"City Of Somers Point, NJ",New Jersey,Municipality,Sydney Ireland,10455,,Tier 2,1.0,39.316,-74.6054,8840fec3-204f-4fd8-9730-c541f784a556,,,,,,,,,1,2026-05-08,,1,,,,,,,,,
001Hr000028ZcmK,"Borough Of Hawthorne, NJ",New Jersey,Municipality,Nick Martino,19360,,Tier 2,1.0,40.963,-74.1563,41dcfe31-8223-4ef2-bb02-840bb0184b64,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcmW,"Township Of Tabernacle, NJ",New Jersey,Municipality,Sydney Ireland,6808,,Tier 3,0.75,39.847,-74.7346,2203ed8f-548f-4172-967e-33b936579dde,,,,,,,,,1,2026-02-19,1,,,,,,,,,,
001Hr000028Zcmg,"Borough Of Mountainside, NJ",New Jersey,Municipality,Nick Martino,7014,,Tier 3,0.75,40.6716,-74.3576,42627a0b-7609-4a79-8e95-6dc24dc17a5f,,,,,,,,,1,2025-10-21,,,1,,,,,,,,
001Hr000028Zcml,"Borough Of Stratford, NJ",New Jersey,Municipality,Sydney Ireland,6961,,Tier 3,0.75,39.8337,-75.0056,1e4da53c-72ce-4ff2-b03f-1d458d2fee27,,,,,,,,,2,2025-10-21,,,2,,,,,,,,
001Hr000028Zcmv,"Township Of Green Brook, NJ",New Jersey,Municipality,Mihir Shah,7451,,Tier 3,0.75,40.5959,-74.4901,ea51e751-2b2f-4ef2-9973-45ed025cae59,,,,,,,,,1,2026-02-19,1,,,,,,,,,,
001Hr000028Zcn7,"City Of Brigantine, NJ",New Jersey,Municipality,Sydney Ireland,7669,,Tier 3,0.75,39.4153,-74.3763,dbc349d9-b4a8-4c28-9c75-0311ac2025de,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnF,"Township Of Buena Vista, NJ",New Jersey,Municipality,Sydney Ireland,7046,,Tier 3,0.75,39.504,-74.9017,edc55f5b-aa5a-4d27-9d47-731ed20ddd60,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnS,"North Hanover Township, NJ",New Jersey,Municipality,Sydney Ireland,7918,,Tier 3,0.75,40.0723,-74.5806,569eb9d1-f3c6-4a21-9e42-3f6b776fd3f6,,,,,,,,,3,2026-04-22,2,1,,,,,,,,,
001Hr000028Zcna,"Borough Of River Edge, NJ",New Jersey,Municipality,Nick Martino,12009,,Tier 2,1.0,40.9328,-74.0331,42ca63bd-bbb1-4c80-95cb-1e9a5ab1510b,,,,,,,,,1,2026-02-02,1,,,,,,,,,,
001Hr000028Zcnh,"Township Of River Vale, NJ",New Jersey,Municipality,Nick Martino,9840,,Tier 3,0.75,41.0098,-74.0108,95a2fa3e-89e4-45fc-b65c-1731a5ea5568,,,,,,,,,4,2026-02-04,4,,,,,,,,,,
001Hr000028Zcnl,"Town Of Secaucus, NJ",New Jersey,Municipality,Nick Martino,21295,,Tier 2,1.0,40.788,-74.0546,899a61d8-fcb1-4a55-83e7-453887e56d64,,,,,,,,,7,2026-04-07,7,,,,,,,,,,
001Hr000028Zcnr,"Township Of Nutley, NJ",New Jersey,Municipality,Nick Martino,29786,,Tier 1,1.5,40.8151,-74.1625,3fd2eeec-11f7-4484-b4d1-717c0b2f22cb,,,,,,,,,6,2025-07-01,,,,6,,,,,,,
001Hr000028ZcoF,"City Of Northfield, NJ",New Jersey,Municipality,Sydney Ireland,8428,Open Opportunity,Tier 3,0.75,39.3754,-74.5534,fbaba378-d05f-4689-a6aa-8b5db4be8b4d,Open,Initial Interest,Top of Funnel,Alicia Gopal,,2/18/2026,,,26,2026-02-18,,,12,,14,,,,,,
001Hr000028ZcoG,"Township Of Mantua, NJ",New Jersey,Municipality,Sydney Ireland,15464,,Tier 2,1.0,39.7824,-75.1823,284af94b-82b2-488a-8274-d0ad4081e35b,,,,,,,,,3,2026-04-24,,3,,,,,,,,,
001Hr000028ZcoK,"Township Of Ocean(Waretown), NJ",New Jersey,Municipality,Mihir Shah,8922,,Tier 3,0.75,39.7915,-74.1951,a150bf5d-75f6-427a-9a1d-a1156166df4e,,,,,,,,,2,2025-06-04,,,2,,,,,,,,
001Hr000028Zcol,"Township Of Little Falls, NJ",New Jersey,Municipality,Nick Martino,13357,,Tier 2,1.0,40.8832,-74.2345,f93a7818-16f9-45b9-a9df-fcbf5d78f444,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcon,"Township Of Byram, NJ",New Jersey,Municipality,Mihir Shah,8061,,Tier 3,0.75,40.9253,-74.7188,4c08eab8-9c81-42de-8d4e-99ca2eebcea7,,,,,,,,,3,2025-09-30,,,3,,,,,,,,
001Hr000028Zcox,"Township Of Manchester, NJ",New Jersey,Municipality,Sydney Ireland,45649,,Tier 1,1.5,39.9544,-74.3788,f1cb3675-dd01-4048-b277-823df5bb4f75,,,,,,,,,3,2026-05-18,,3,,,,,,,,,
001Hr000028ZcpA,"Township Of Stafford, NJ",New Jersey,Municipality,Sydney Ireland,29498,,Tier 1,1.5,39.7143,-74.2487,8a1066c3-9748-4230-a3a1-f949da5a29cb,,,,,,,,,6,2026-05-08,3,3,,,,,,,,,
001Hr000028ZcpE,"Borough Of East Rutherford, NJ",New Jersey,Municipality,Nick Martino,9953,,Tier 3,0.75,40.8325,-74.0951,9c9b87f1-df0c-4243-9936-070970d82ec9,,,,,,,,,5,2026-03-19,,4,1,,,,,,,,
001Hr000028ZcpO,"City Of South Amboy, NJ",New Jersey,Municipality,Nick Martino,9327,,Tier 3,0.75,40.4863,-74.2841,d518e0ff-ced9-4e9a-b82f-a1d8b972c56b,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcpP,"Township Of Hopewell, NJ",New Jersey,Municipality,Mihir Shah,4385,,Tier 3,0.75,40.3554,-74.798,2d16fa26-d9b1-4e74-a79c-c1feb4481f3f,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcpQ,"Borough Of Bloomingdale, NJ",New Jersey,Municipality,Nick Martino,7685,,Tier 3,0.75,41.0021,-74.3266,5d63149d-599c-4400-80bf-cb9bdb743c78,,,,,,,,,5,2025-11-03,,,5,,,,,,,,
001Hr000028ZcpW,"Borough Of Madison, NJ",New Jersey,Municipality,Mihir Shah,16948,,Tier 2,1.0,40.7596,-74.4164,11cf2254-bcb2-4108-8710-df1229f44c3f,,,,,,,,,6,2026-05-19,,,,1,,5,,,,,
001Hr000028ZcpZ,"Borough Of Bergenfield, NJ",New Jersey,Municipality,Nick Martino,28206,,Tier 1,1.5,40.9279,-73.996,60d056f5-2e88-4d18-9af9-76a37067331e,,,,,,,,,2,2026-03-20,,2,,,,,,,,,
001Hr000028Zcpl,"City Of Ventnor City, NJ",New Jersey,Municipality,Sydney Ireland,9203,,Tier 3,0.75,39.3392,-74.4763,cfc69e8e-fd25-4aa2-b333-51756b6e4e8b,,,,,,,,,8,2026-05-08,,1,7,,,,,,,,
001Hr000028Zcq0,"Borough Of Spotswood, NJ",New Jersey,Municipality,Nick Martino,8083,,Tier 3,0.75,40.3916,-74.3903,42ad2c9d-85e6-4010-8e36-446051e37395,,,,,,,,,1,2025-09-30,,,1,,,,,,,,
001Hr000028Zcq9,"Borough Of Bernardsville, NJ",New Jersey,Municipality,Mihir Shah,7808,,Tier 3,0.75,40.7183,-74.5693,1e672ec4-b9cd-47ca-94b4-3b82b0e2cfa2,,,,,,,,,4,2026-03-16,2,,2,,,,,,,,
001Hr000028ZcqD,"Borough Of Point Pleasant, NJ",New Jersey,Municipality,Sydney Ireland,19205,,Tier 2,1.0,40.0829,-74.0683,04614f09-240b-49e6-9593-a571646d672e,,,,,,,,,20,2026-05-26,,14,,6,,,,,,,
001Hr000028ZcqI,"Colts Neck Township, NJ",New Jersey,Municipality,Mihir Shah,9975,Nurture,Tier 3,0.75,40.2874,-74.1732,b733a301-28e4-4541-8a63-668ff408ba00,Closed Lost,,,Troy LeCaire,,1/5/2025,,,9,2025-08-18,,,9,,,,,,,,
001Hr000028ZcqL,"City Of Burlington, NJ",New Jersey,Municipality,Sydney Ireland,9962,,Tier 3,0.75,40.0705,-74.8662,04a70f6e-e4d6-4766-a7aa-498921ed9f49,,,,,,,,,2,2026-04-09,,2,,,,,,,,,
001Hr000028ZcqT,"Township Of Riverside, NJ",New Jersey,Municipality,Sydney Ireland,7982,Open Opportunity,Tier 3,0.75,40.0373,-74.9623,c31c1b9d-eb95-4f47-bab2-ab759ec7ce60,Open,Sales Qualified,Mid Funnel,Sydney Ireland,4/27/2026,4/24/2026,,,10,2026-05-11,,5,1,,,,,,4,,
001Hr000028Zcqa,"City Of Absecon, NJ",New Jersey,Municipality,Sydney Ireland,9136,,Tier 3,0.75,39.4321,-74.4994,b9e11eae-29aa-4aef-910e-360cb6d8ffc1,,,,,,,,,4,2026-05-14,,2,,,2,,,,,,
001Hr000028Zcqg,"Township Of Middle, NJ",New Jersey,Municipality,Sydney Ireland,20716,,Tier 2,1.0,39.0875,-74.8187,9076f712-02a2-4051-81ba-bafbbe55a726,,,,,,,,,2,2026-05-08,,1,,1,,,,,,,
001Hr000028Zcqo,"Town Of Harrison, NJ",New Jersey,Municipality,Nick Martino,19212,Nurture,Tier 2,1.0,40.7466,-74.1562,e8c2a0b8-b533-45cf-9793-c8d8b71c7b83,Closed Lost,,,Troy LeCaire,,1/5/2025,,,3,2025-07-09,,,,3,,,,,,,
001Hr000028Zcqz,"Township Of East Greenwich, NJ",New Jersey,Municipality,Sydney Ireland,12106,,Tier 2,1.0,39.7903,-75.2378,31a66288-99a4-4af2-a311-1e94a55eee49,,,,,,,,,9,2026-05-19,,5,,4,,,,,,,
001Hr000028ZcrR,"Borough Of Runnemede, NJ",New Jersey,Municipality,Sydney Ireland,8291,,Tier 3,0.75,39.8488,-75.0728,62b378ed-3369-46ba-b3d3-dde15433cd1a,,,,,,,,,5,2026-05-19,,5,,,,,,,,,
001Hr000028ZcrX,"Town Of Newton, NJ",New Jersey,Municipality,Mihir Shah,8524,,Tier 3,0.75,41.0586,-74.7536,4768cfd7-2e98-47e5-ad55-d20794e6bea2,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcrZ,"Township Of Lumberton, NJ",New Jersey,Municipality,Sydney Ireland,12779,,Tier 2,1.0,39.9592,-74.8074,88f35e00-cae8-4e83-9f74-8e4e5eb199f2,,,,,,,,,1,2025-07-09,,,,1,,,,,,,
001Hr000028Zcrj,"Township Of Neptune, NJ",New Jersey,Municipality,Mihir Shah,28267,,Tier 1,1.5,40.2095,-74.027,e89c4886-039d-45ce-bee5-15d6d7d74ea3,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcro,"Township Of Millstone, NJ",New Jersey,Municipality,Mihir Shah,10379,,Tier 2,1.0,40.2245,-74.4296,7a36fce5-a69d-498c-bbc5-a412e104aa75,,,,,,,,,3,2026-02-03,3,,,,,,,,,,
001Hr000028Zcrr,"Township Of Long Hill, NJ",New Jersey,Municipality,Mihir Shah,8607,,Tier 3,0.75,40.6724,-74.4718,9574bfe7-5ba0-43d6-94a0-3b776aedca5e,,,,,,,,,9,2025-07-29,,,9,,,,,,,,
001Hr000028Zcrw,"Borough Of Edgewater, NJ",New Jersey,Municipality,Nick Martino,14647,,Tier 2,1.0,40.829,-73.9722,ca150aef-2136-4c32-b82e-8e46cb133994,,,,,,,,,9,2026-04-07,5,4,,,,,,,,,
001Hr000028Zcs0,"Borough Of West Long Branch, NJ",New Jersey,Municipality,Mihir Shah,8524,,Tier 3,0.75,40.2955,-74.0291,19f61b5b-249d-48ce-953b-517fe9daec14,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcsb,"Borough Of Kinnelon, NJ",New Jersey,Municipality,Mihir Shah,9965,,Tier 3,0.75,41.0012,-74.3732,999a7d7c-9480-46e8-a18a-f16e3fa8e7cf,,,,,,,,,5,2025-12-15,2,,3,,,,,,,,
001Hr000028Zcsf,"Borough Of Maywood, NJ",New Jersey,Municipality,Nick Martino,10014,Nurture,Tier 2,1.0,40.9027,-74.0617,71f16ad3-d2e3-47ad-a5b4-713d7bfed58d,Closed Lost,,,Troy LeCaire,,1/5/2025,,,1,2025-08-12,,,,1,,,,,,,
001Hr000028Zcsn,"Township Of Barnegat, NJ",New Jersey,Municipality,Sydney Ireland,24706,,Tier 2,1.0,39.768,-74.2136,b360bb84-e87d-4ea3-b6a8-d58cfd78cd3f,,,,,,,,,3,2026-02-03,3,,,,,,,,,,
001Hr000028Zcso,"Borough Of Audubon, NJ",New Jersey,Municipality,Sydney Ireland,8674,,Tier 3,0.75,39.8936,-75.0682,affe4c2f-ed4b-4f94-9125-0c9fc3434b8e,,,,,,,,,4,2026-05-19,,4,,,,,,,,,
001Hr000028Zct3,"Borough Of Caldwell, NJ",New Jersey,Municipality,Nick Martino,8831,,Tier 3,0.75,40.839,-74.275,1e1303aa-c0b9-40f8-995b-933131602be1,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zct9,"Township Of Chatham, NJ",New Jersey,Municipality,Mihir Shah,10935,,Tier 2,1.0,40.722,-74.4038,0e2b0472-6aeb-4c7b-bce8-4b2473d0e5e6,,,,,,,,,1,2026-02-03,1,,,,,,,,,,
001Hr000028ZctS,"Pittsgrove Township, NJ",New Jersey,Municipality,Sydney Ireland,8817,Recent Competitor Purchase,Tier 3,0.75,39.5262,-75.1673,056c3bbf-16c6-4321-9ce4-f6fce4483aad,,,,,,,,,8,2025-07-18,,,8,,,,,,,,
001Hr000028ZctX,"Borough Of Park Ridge, NJ",New Jersey,Municipality,Nick Martino,9434,,Tier 3,0.75,41.0324,-74.0348,dbb878b2-1732-49ad-a08f-34cdbbba3ad5,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZctY,"Borough Of Pompton Lakes, NJ",New Jersey,Municipality,Nick Martino,10980,,Tier 2,1.0,40.9997,-74.2894,8eed533f-fd78-45d3-83cb-a407c8b43986,,,,,,,,,,,,,,,,,,,,,
001Hr000028Zctf,"Borough Of Waldwick, NJ",New Jersey,Municipality,Nick Martino,10076,,Tier 2,1.0,41.0112,-74.1199,38e656dc-b6b0-4ef5-91d2-59d1af3368cf,,,,,,,,,1,2026-02-03,1,,,,,,,,,,
001Hr000028Zctm,"Borough Of Cresskill, NJ",New Jersey,Municipality,Nick Martino,9101,,Tier 3,0.75,40.9408,-73.9574,d077fb11-7031-438c-83df-0a162bb9a23c,,,,,,,,,6,2025-07-16,,,6,,,,,,,,
001Hr000028Zcty,"Township Of Raritan, NJ",New Jersey,Municipality,Mihir Shah,23855,,Tier 2,1.0,40.5042,-74.8949,0fefd7b9-95d3-4a68-bdbb-9d0b2890271d,,,,,,,,,2,2025-07-10,,,,2,,,,,,,
001Hr000028ZcvF,"Borough Of Dumont, NJ",New Jersey,Municipality,Nick Martino,18196,,Tier 2,1.0,40.9445,-73.9922,b52fed7c-7450-4b70-8add-81afba3c7f9a,,,,,,,,,5,2026-05-19,,5,,,,,,,,,
001Hr000028ZcvJ,"Borough Of Matawan, NJ",New Jersey,Municipality,Mihir Shah,9643,,Tier 3,0.75,40.408,-74.2357,d0198d5c-a389-4542-84ef-32ef5f45a22a,,,,,,,,,2,2025-12-15,2,,,,,,,,,,
001Hr000028Zcvo,"Robbinsville Township, NJ",New Jersey,Municipality,Mihir Shah,15277,,Tier 2,1.0,40.2162,-74.6201,2e1022bb-5d69-4737-be23-939f9c0d0a95,,,,,,,,,7,2026-01-05,3,,,4,,,,,,,
001Hr000028Zcvx,"Borough Of Keansburg, NJ",New Jersey,Municipality,Mihir Shah,9751,,Tier 3,0.75,40.4508,-74.1344,fd26f59a-a077-4919-b730-0f19616c4493,,,,,,,,,6,2025-07-16,,,,,,,,,,6,
001Hr000028ZcwB,"Township Of Toms River, NJ",New Jersey,Municipality,Sydney Ireland,97304,Open Opportunity,Tier S,2.0,39.9634,-74.1873,8e87ac5c-644d-43a3-a9b9-421fbb13ca48,Open,Initial Interest,Top of Funnel,Ryan Minter,,11/3/2025,,,9,2026-05-08,8,1,,,,,,,,,
001Hr000028Zcwg,"Township Of Southampton, NJ",New Jersey,Municipality,Sydney Ireland,10286,,Tier 2,1.0,39.931,-74.7425,1b5ce51b-df73-4f7d-bdbd-492e3505c8f3,,,,,,,,,1,2026-05-12,,1,,,,,,,,,
001Hr000028Zcx7,"Township Of Delran, NJ",New Jersey,Municipality,Sydney Ireland,17838,,Tier 2,1.0,40.0145,-74.9569,ecb0ec34-5c6c-48d3-88f1-287073e84677,,,,,,,,,2,2026-02-02,2,,,,,,,,,,
001Hr000028ZcxG,"Borough Of Woodland Park, NJ",New Jersey,Municipality,Nick Martino,13298,,Tier 2,1.0,40.8906,-74.1878,a7713a9f-5d1a-4114-af08-535e1c123099,,,,,,,,,,,,,,,,,,,,,
001Hr000028ZcxH,"Township Of Pemberton, NJ",New Jersey,Municipality,Sydney Ireland,26808,Open Opportunity,Tier 1,1.5,39.973,-74.5834,c8da51e9-9aeb-4bf4-a027-27d9ab73ba2a,Open,Sales Qualified,Mid Funnel,Sydney Ireland,5/19/2026,5/13/2026,,,1,2026-05-13,,1,,,,,,,,,
001Hr000028ZcxQ,"Borough Of Fairview, NJ",New Jersey,Municipality,Nick Martino,14924,Nurture,Tier 2,1.0,40.8208,-74.0082,3ff25c93-f702-4602-9a38-b03e9fc5167a,Closed Lost,,,Ryan Minter,12/12/2025,12/10/2025,,,7,2026-03-18,6,1,,,,,,,,,
001Hr000028ZcxR,"Township Of Branchburg, NJ",New Jersey,Municipality,Mihir Shah,14752,Open Opportunity,Tier 2,1.0,40.5613,-74.7014,df747e14-b793-4c6c-b0eb-3c4a8ef52f11,Open,Initial Interest,Top of Funnel,Ryan Minter,,12/15/2025,,,9,2026-03-16,9,,,,,,,,,,
