Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Leila Assil,Calls - Jenny Allison,Calls - Joe del Rosario,Salesforce ID
001Hr000028ZdP0,"Village Of Sturtevant, WI",Wisconsin,Municipality,Nick Martino,6995,Open Opportunity,Tier 3,0.75,42.6981,-87.8945,b6f4b57c-4bc7-4b73-9dd0-4d03fe0f3c7b,Open,Initial Interest,Top of Funnel,Nick Martino,,1/6/2026,,,4,2026-03-04,4,,,,
001Hr000028ZdP1,"City Of Ripon, WI",Wisconsin,Municipality,Nick Martino,7792,,Tier 3,0.75,43.8422,-88.8359,2f3d3236-f342-43f8-b067-3f82c3af76b1,,,,,,,,,2,2025-06-26,,2,,,
001Hr000028ZdP4,"Town Of Cedarburg, WI",Wisconsin,Municipality,Nick Martino,6228,,Tier 3,0.75,43.3319,-88.0314,d0666ae4-27d6-4c1d-8582-f82188697c96,,,,,,,,,1,2025-07-01,1,,,,
001Hr000028ZdP9,"Town Of Lawrence, WI",Wisconsin,Municipality,Nick Martino,6468,,Tier 3,0.75,43.8843,-89.544,b611e1f8-d2b2-4257-ac3c-3f0a9f45d9ad,,,,,,,,,9,2025-07-29,9,,,,
001Hr000028ZdPS,"City Of Superior, WI",Wisconsin,Municipality,Nick Martino,26561,,Tier 1,1.5,46.7208,-92.1041,0049c951-8258-4e9e-a7e4-f10c0a8bb1e4,,,,,,,,,18,2025-07-24,18,,,,
001Hr000028ZdPf,"Town Of Burlington, WI",Wisconsin,Municipality,Nick Martino,6431,,Tier 3,0.75,42.6276,-88.2929,dea571d9-7823-45f8-b346-06b7a6974010,,,,,,,,,1,2025-07-08,1,,,,
001Hr000028ZdQ3,"Village Of Sussex, WI",Wisconsin,Municipality,Nick Martino,11597,,Tier 2,1.0,43.1336,-88.2095,d8bc8a76-9ed6-4bea-998d-1d85c303fa3e,,,,,,,,,2,2025-07-08,2,,,,
001Hr000028ZdQ8,"Village Of Mukwonago, WI",Wisconsin,Municipality,Nick Martino,8373,,Tier 3,0.75,42.8631,-88.3323,9695a274-7baa-45e0-b29b-f7c8a2e9968b,,,,,,,,,6,2025-08-13,6,,,,
001Hr000028ZdQY,"Town Of Sheboygan, WI",Wisconsin,Municipality,Nick Martino,8120,,Tier 3,0.75,43.779,-87.7862,3419a0e2-9723-4bf1-b0e3-be7bc78f1218,,,,,,,,,3,2026-04-13,3,,,,
001Hr000028ZdQh,"City Of Burlington, WI",Wisconsin,Municipality,Nick Martino,11008,,Tier 2,1.0,42.6781,-88.2762,fb7a4d46-9c39-40c6-90a6-f4534c392475,,,,,,,,,,,,,,,
001Hr000028ZdR5,"City Of Delafield, WI",Wisconsin,Municipality,Nick Martino,7193,,Tier 3,0.75,43.06,-88.4042,a900c660-d9a8-48ef-ba24-f85a41812cb5,,,,,,,,,,,,,,,
001Hr000028ZdR8,"Village Of Plover, WI",Wisconsin,Municipality,Nick Martino,13701,,Tier 2,1.0,44.4564,-89.544,205f0501-2dfd-4bc4-aeec-7176df010aba,,,,,,,,,7,2025-08-21,7,,,,
001Hr000028ZdRB,"Shawano County, WI",Wisconsin,County,Nick Martino,41299,Open Opportunity,Tier 1,1.5,44.7684,-88.7109,6cc52a54-0f61-4416-814c-37f2d02cea40,Open,Proposal,Mid Funnel,Nick Martino,3/10/2026,3/5/2026,"$17,000",,3,2026-03-05,3,,,,
001Hr000028ZdRI,"Village Of Germantown, WI",Wisconsin,Municipality,Nick Martino,20914,,Tier 2,1.0,43.2286,-88.1104,61062acd-4bc5-42da-b1e4-162e811f9f72,,,,,,,,,9,2025-07-30,9,,,,
001Hr000028ZdRP,"Town Of Rib Mountain, WI",Wisconsin,Municipality,Nick Martino,7286,Open Opportunity,Tier 3,0.75,44.909,-89.6542,752a81e6-d1a5-4840-942e-89a4a7b83afc,Open,Initial Interest,Top of Funnel,Jenny Allison,,10/29/2025,,,1,2025-11-04,,,1,,
001Hr000028ZdRZ,"Village Of Kimberly, WI",Wisconsin,Municipality,Nick Martino,7465,,Tier 3,0.75,44.2722,-88.339,d3811519-5bab-44c4-98fa-06c743107ed3,,,,,,,,,2,2025-08-12,2,,,,
001Hr000028ZdRa,"Town Of Beloit, WI",Wisconsin,Municipality,Nick Martino,7822,,Tier 3,0.75,42.5571,-89.0848,e5a6afed-3358-414b-b4b1-db679f406bde,,,,,,,,,,,,,,,
001Hr000028ZdRf,"City Of Sheboygan Falls, WI",Wisconsin,Municipality,Nick Martino,8165,,Tier 3,0.75,43.7292,-87.8106,6b687a89-f3d1-44d3-b44f-aa5026d5596a,,,,,,,,,2,2025-08-12,2,,,,
001Hr000028ZdRp,"Clark County, WI",Wisconsin,County,Nick Martino,34801,,Tier 1,1.5,44.8481,-90.7533,82f472c7-64e9-41e1-bdc4-37f6acb728dc,,,,,,,,,2,2026-02-23,2,,,,
001Hr000028ZdS3,"Village Of Vernon, WI",Wisconsin,Municipality,Nick Martino,7449,,Tier 3,0.75,42.9044,-88.2482,552a50f7-2e4e-4832-8c03-63b809a1fbb8,,,,,,,,,2,2026-03-12,2,,,,
001Hr000028ZdS8,"Town Of Washington, WI",Wisconsin,Municipality,Nick Martino,7742,,Tier 3,0.75,45.3948,-86.9313,576a804a-6f42-4079-be9b-73637ccae044,,,,,,,,,,,,,,,
001Hr000028ZdSJ,"City Of Beloit, WI",Wisconsin,Municipality,Nick Martino,36609,,Tier 1,1.5,42.5083,-89.0318,78e3e606-0de9-4306-8762-33ad8fac88b9,,,,,,,,,21,2026-05-11,21,,,,
001Hr000028ZdSN,"Village Of Hales Corners, WI",Wisconsin,Municipality,Nick Martino,7617,,Tier 3,0.75,42.9375,-88.0487,fa209f52-9135-4159-bc0d-e410f2c1d26f,,,,,,,,,5,2026-03-18,5,,,,
001Hr000028ZdSQ,"Marathon County, WI",Wisconsin,County,Nick Martino,138612,,Tier S,2.0,44.8505,-89.8505,041629d1-1ab2-486c-ae88-2df8519a933d,,,,,,,,,20,2025-08-15,,20,,,
001Hr000028ZdSc,"Town Of Norway, WI",Wisconsin,Municipality,Nick Martino,7873,,Tier 3,0.75,42.7904,-88.1487,42c66328-7ad9-4c31-95e3-0e5defe0e702,,,,,,,,,9,2025-07-30,9,,,,
001Hr000028ZdSt,"City Of Portage, WI",Wisconsin,Municipality,Nick Martino,10327,Nurture,Tier 2,1.0,43.5391,-89.4626,c824ed8e-bb74-40da-932e-b47e4ce67af6,Open,Initial Interest,Top of Funnel,Leila Assil,10/9/2024,1/5/2025,,Yes,15,2025-09-16,13,2,,,
001Hr000028ZdSu,"City Of Whitewater, WI",Wisconsin,Municipality,Nick Martino,14351,,Tier 2,1.0,42.8336,-88.7323,327e3203-02e6-457c-8605-d8eab605f763,,,,,,,,,3,2025-08-20,3,,,,
001Hr000028ZdSx,"Village Of Holmen, WI",Wisconsin,Municipality,Nick Martino,10896,,Tier 2,1.0,43.9633,-91.2563,7ead32fd-de4e-4426-bc81-9cb827eda32a,,,,,,,,,5,2025-07-24,5,,,,
001Hr000028ZdSy,"Portage County, WI",Wisconsin,County,Nick Martino,71024,,Tier S,2.0,44.4736,-89.4742,e6130506-d9f8-4ea1-b51c-a7cc6de5b046,,,,,,,,,4,2026-04-09,4,,,,
001Hr000028ZdTG,"Village Of Windsor, WI",Wisconsin,Municipality,Nick Martino,6345,,Tier 3,0.75,43.2164,-89.3433,78b6ff1e-1e79-4fe4-9cc5-0c9662d10ccc,,,,,,,,,1,2025-07-09,1,,,,
001Hr000028ZdTH,"Village Of Richfield, WI",Wisconsin,Municipality,Nick Martino,11810,,Tier 2,1.0,43.2369,-88.2618,029cefa5-1614-45a6-8c58-bc6ce1f5cd17,,,,,,,,,13,2025-08-12,13,,,,
001Hr000028ZdTL,"Village Of Pewaukee, WI",Wisconsin,Municipality,Nick Martino,8195,Nurture,Tier 3,0.75,43.0824,-88.2628,9424b555-d77b-413b-b613-9b6e443d614e,Closed Lost,,,Nick Martino,8/27/2025,8/22/2025,,,8,2025-08-26,8,,,,
001Hr000028ZdTM,"City Of Baraboo, WI",Wisconsin,Municipality,Nick Martino,12398,Nurture,Tier 2,1.0,43.4711,-89.7443,ffc53451-297c-4df0-999c-f768a23174af,Closed Lost,,,Liam Shaw,3/12/2024,1/5/2025,,,11,2025-08-04,11,,,,
001Hr000028ZdTg,"Town Of Lisbon, WI",Wisconsin,Municipality,Nick Martino,10561,,Tier 2,1.0,43.1631,-88.2429,45d9b155-6a8e-44f5-8da9-67df5b4892b2,,,,,,,,,3,2025-07-17,3,,,,
001Hr000028ZdTh,"Village Of Little Chute, WI",Wisconsin,Municipality,Nick Martino,12170,,Tier 2,1.0,44.28,-88.3184,bbd5da92-9d15-40a3-999f-862c13f42aec,,,,,,,,,1,2025-07-01,1,,,,
001Hr000028ZdTp,"Village Of Mcfarland, WI",Wisconsin,Municipality,Nick Martino,9325,,Tier 3,0.75,43.0125,-89.2898,1f51947b-9660-4af2-b2fd-670735cefc74,,,,,,,,,10,2025-08-21,10,,,,
001Hr000028ZdTs,"City Of Chippewa Falls, WI",Wisconsin,Municipality,Nick Martino,14778,,Tier 2,1.0,44.9369,-91.3929,ad5765c6-353e-46e0-a560-162a7e18b461,,,,,,,,,4,2025-08-14,4,,,,
001Hr000028ZdTz,"City Of Plymouth, WI",Wisconsin,Municipality,Nick Martino,8913,,Tier 3,0.75,43.7486,-87.977,6a6bb56f-4d89-42d2-8976-68dbbda20735,,,,,,,,,,,,,,,
001Hr000028ZdU1,"City Of New Berlin, WI",Wisconsin,Municipality,Nick Martino,40375,,Tier 1,1.5,42.9765,-88.1084,58438913-a983-40ba-929e-82d17ac0bfe9,,,,,,,,,22,2026-04-23,22,,,,
001Hr000028ZdU4,"City Of Rice Lake, WI",Wisconsin,Municipality,Nick Martino,8939,,Tier 3,0.75,45.5061,-91.7382,9e63f287-646d-4940-8a4c-318d1253e3cd,,,,,,,,,10,2025-09-04,10,,,,
001Hr000028ZdU9,"City Of St Francis, WI",Wisconsin,Municipality,Nick Martino,9457,,Tier 3,0.75,42.9716,-87.8759,b74e5daf-805a-467b-8559-0557842d8c46,,,,,,,,,22,2025-10-10,22,,,,
001Hr000028ZdUE,"Village Of Hartland, WI",Wisconsin,Municipality,Nick Martino,9566,,Tier 3,0.75,43.1046,-88.3475,d3731290-baa0-47d0-9370-1798aaadccce,,,,,,,,,2,2025-08-12,2,,,,
001Hr000028ZdUJ,"City Of Merrill, WI",Wisconsin,Municipality,Nick Martino,9337,,Tier 3,0.75,45.1805,-89.6835,f4865597-0e59-4c28-b48c-e372fa7bc8c2,,,,,,,,,11,2025-08-28,11,,,,
001Hr000028ZdUO,"City Of Sparta, WI",Wisconsin,Municipality,Nick Martino,9972,,Tier 3,0.75,43.9441,-90.8129,aa40e233-e446-4b63-9184-dc8ca3e3e489,,,,,,,,,,,,,,,
001Hr000028ZdUZ,"City Of Monroe, WI",Wisconsin,Municipality,Nick Martino,10537,,Tier 2,1.0,42.6011,-89.6385,8614c918-e859-4639-a327-8ba001c888b6,,,,,,,,,7,2025-08-25,7,,,,
001Hr000028ZdUa,"City Of Mequon, WI",Wisconsin,Municipality,Nick Martino,25200,Nurture,Tier 1,1.5,43.2159,-88.0314,c61eb368-2548-4ab3-8709-df9dcf1f0ea6,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,11,2025-09-23,11,,,,
001Hr000028ZdUd,"City Of Reedsburg, WI",Wisconsin,Municipality,Nick Martino,10043,,Tier 2,1.0,43.5325,-90.0026,49f58b58-d98d-43a0-ba3b-cdd035096481,,,,,,,,,1,2025-06-23,,1,,,
001Hr000028ZdV4,"Sheboygan County, WI",Wisconsin,County,Nick Martino,117752,,Tier S,2.0,43.6982,-87.725,2ca3be7a-0250-4737-8d27-fd22b356e098,,,,,,,,,8,2025-07-02,,8,,,
001Hr000028ZdV7,"City Of Elkhorn, WI",Wisconsin,Municipality,Nick Martino,10330,,Tier 2,1.0,42.6728,-88.5445,c46b37f9-a1f5-40b3-b6e9-9e17a0708f32,,,,,,,,,19,2025-09-12,19,,,,
001Hr000028ZdV9,"City Of Kaukauna, WI",Wisconsin,Municipality,Nick Martino,17170,Nurture,Tier 2,1.0,44.278,-88.272,fff7cd2a-d47a-4cf2-a4c1-a6f9e94d62b7,Closed Lost,,,Nick Martino,9/30/2025,8/6/2025,,,22,2025-09-24,22,,,,
001Hr000028ZdVB,"City Of Sun Prairie, WI",Wisconsin,Municipality,Nick Martino,36189,Open Opportunity,Tier 1,1.5,43.1836,-89.2137,80f8085c-8170-4ade-9ca6-5d4e90f78a6f,Open,Initial Interest,Top of Funnel,Nick Martino,9/5/2025,7/1/2025,,,31,2026-02-13,31,,,,
001Hr000028ZdVE,"Village Of Suamico, WI",Wisconsin,Municipality,Nick Martino,13078,,Tier 2,1.0,44.6319,-88.0393,7bed177b-f171-45f8-86c4-7671d26f7a51,,,,,,,,,1,2025-07-15,1,,,,
001Hr000028ZdVT,"City Of Wisconsin Rapids, WI",Wisconsin,Municipality,Nick Martino,18738,,Tier 2,1.0,44.3836,-89.8173,bb8824b9-97e9-4719-a50b-60d493eabfda,,,,,,,,,9,2026-04-17,9,,,,
001Hr000028ZdVp,"Oneida County, WI",Wisconsin,County,Nick Martino,38147,Open Opportunity,Tier 1,1.5,45.6751,-89.4617,d5420d21-80f2-49a1-9b9d-e1d10b8aceed,Open,Initial Interest,Top of Funnel,Nick Martino,4/14/2026,3/9/2026,,,10,2026-04-09,10,,,,
001Hr000028ZdVq,"City Of Marinette, WI",Wisconsin,Municipality,Nick Martino,11048,,Tier 2,1.0,45.1,-87.6307,c4898c7b-2250-4c1b-9923-a0ce9e2c6594,,,,,,,,,6,2025-07-23,6,,,,
001Hr000028ZdVr,"Village Of Pleasant Prairie, WI",Wisconsin,Municipality,Nick Martino,21392,,Tier 2,1.0,42.5531,-87.9334,b0dc268e-0d74-4306-9288-d1587bb4a083,,,,,,,,,8,2025-07-11,8,,,,
001Hr000028ZdVx,"City Of River Falls, WI",Wisconsin,Municipality,Nick Martino,16618,,Tier 2,1.0,44.8596,-92.6255,34b5d5c9-c55b-4fa5-ab44-43d51dfcb423,,,,,,,,,31,2026-05-11,25,6,,,
001Hr000028ZdW1,"City Of Menomonie, WI",Wisconsin,Municipality,Nick Martino,16794,,Tier 2,1.0,44.8755,-91.9193,4fe435c3-0c91-4825-a7e3-318ea46a689a,,,,,,,,,9,2025-08-11,9,,,,
001Hr000028ZdWF,"Village Of Oregon, WI",Wisconsin,Municipality,Nick Martino,11407,Open Opportunity,Tier 2,1.0,42.9261,-89.3846,de1f3d49-c2db-43a8-8b30-498a40126c51,Open,Sales Qualified,Mid Funnel,Nick Martino,5/5/2026,4/22/2026,,,10,2026-05-08,8,,2,,
001Hr000028ZdX8,"Town Of Greenville, WI",Wisconsin,Municipality,Nick Martino,2982,Unviable,Tier 3,0.75,44.3003,-88.5365,ff9a8c45-4ffc-4f49-8155-6ddbd0ce9448,,,,,,,,,,,,,,,
001Hr000028ZdXw,"Village Of Shorewood, WI",Wisconsin,Municipality,Nick Martino,13648,Nurture,Tier 2,1.0,43.0892,-87.8876,767797d6-829d-4b74-a4d9-fb5bd7f92c4a,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,16,2025-09-04,16,,,,
001Hr000028ZdXx,"Village Of Caledonia, WI",Wisconsin,Municipality,Nick Martino,25229,Open Opportunity,Tier 1,1.5,42.8078,-87.9242,e5b16654-6db1-401b-8e16-8f3c885272c2,Open,Proposal,Mid Funnel,Nick Martino,4/23/2026,4/14/2026,"$24,000",,5,2026-04-14,5,,,,
001Hr000028ZdYC,"City Of South Milwaukee, WI",Wisconsin,Municipality,Nick Martino,20517,,Tier 2,1.0,42.9106,-87.8606,e0ac716f-86c1-495e-8b95-7901bbc1cbef,,,,,,,,,15,2025-07-18,15,,,,
001Hr000028ZdYa,"City Of Pewaukee, WI",Wisconsin,Municipality,Nick Martino,15945,,Tier 2,1.0,43.0655,-88.2058,af5b867c-6d64-40a0-90d5-bb60b36b2826,,,,,,,,,3,2025-07-01,3,,,,
001Hr000028ZdYf,"Village Of Weston, WI",Wisconsin,Municipality,Nick Martino,15688,,Tier 2,1.0,44.8908,-89.5476,8214f124-ed31-449c-a176-ab1828ddfd92,,,,,,,,,2,2026-04-13,2,,,,
001Hr000028ZdZg,"City Of Wauwatosa, WI",Wisconsin,Municipality,Nick Martino,47752,,Tier 1,1.5,43.0495,-88.0076,b5a237d5-0759-4792-8ed7-15f818ce1a8f,,,,,,,,,23,2025-09-05,23,,,,
001Hr000028ZdZi,"City Of Marshfield, WI",Wisconsin,Municipality,Nick Martino,18815,,Tier 2,1.0,44.6689,-90.1718,b03c0393-6480-424d-b166-0d64313c3a4d,,,,,,,,,14,2025-09-29,14,,,,
001Hr000028ZdaC,"City Of Middleton, WI",Wisconsin,Municipality,Nick Martino,22636,Nurture,Tier 2,1.0,43.0972,-89.5043,11ed2cd6-c0b8-44b0-ba0f-3d5aa8416211,Closed Lost,,,Quinzel Perry,10/30/2024,1/5/2025,,,3,2026-04-13,3,,,,
001Hr000028Zdav,"Village Of Mount Pleasant, WI",Wisconsin,Municipality,Nick Martino,27646,,Tier 1,1.5,42.7266,-87.895,5c373183-6d99-4e35-8bee-e47377bd98ff,,,,,,,,,6,2025-09-16,6,,,,
001Hr000028Zdb0,"Town Of Grand Chute, WI",Wisconsin,Municipality,Nick Martino,23876,,Tier 2,1.0,44.2816,-88.4384,0b90f091-e798-40b9-b259-ecdfc2a05da5,,,,,,,,,7,2025-07-10,7,,,,
001Hr000028ZdbL,"City Of Fitchburg, WI",Wisconsin,Municipality,Nick Martino,30674,,Tier 1,1.5,43.0023,-89.4241,941683b1-169c-4dbd-a69f-f0861696fa2e,,,,,,,,,11,2025-07-30,11,,,,
001Hr000028ZdbP,"City Of West Bend, WI",Wisconsin,Municipality,Nick Martino,31727,Nurture,Tier 1,1.5,43.4253,-88.1834,2059ea41-381a-4443-9261-46be77fdcb60,Closed Lost,,,Nick Martino,3/12/2026,3/10/2026,,,31,2026-04-13,31,,,,
001Hr000028Zdbc,"Wood County, WI",Wisconsin,County,Nick Martino,74207,,Tier S,2.0,44.4748,-90.0747,2a27b7d2-c1ab-4061-9275-8112fcbaa99a,,,,,,,,,19,2026-03-18,19,,,,
001Hr000028Zdbm,"City Of West Allis, WI",Wisconsin,Municipality,Nick Martino,59484,,Tier S,2.0,43.0167,-88.007,c691b86a-64c4-4e05-babf-996476b934ed,,,,,,,,,8,2025-08-11,8,,,,
001Hr000028ZdcB,"La Crosse County, WI",Wisconsin,County,Nick Martino,121060,,Tier S,2.0,43.8617,-91.1353,9fbd4e79-126d-4af2-9195-042a36474643,,,,,,,,,19,2026-03-27,19,,,,
001Hr000028ZdcN,"City Of Franklin, WI",Wisconsin,Municipality,Nick Martino,36624,Open Opportunity,Tier 1,1.5,42.8886,-88.0384,77dd25cf-88b0-4fe2-a63f-7fabaef997cf,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,7,2026-01-14,7,,,,
001Hr000028Zdcr,"City Of Fond Du Lac, WI",Wisconsin,Municipality,Nick Martino,44595,,Tier 1,1.5,43.773,-88.4471,f0fca341-4bb2-454c-8a5c-a8e9d071027e,,,,,,,,,3,2025-07-08,3,,,,
001Hr000028Zdd2,"City Of Sheboygan, WI",Wisconsin,Municipality,Nick Martino,49931,,Tier 1,1.5,43.7508,-87.7145,cc784ade-a6e6-4e51-8df0-312627d5e159,,,,,,,,,29,2025-09-02,29,,,,
001Hr000028Zddu,"Kenosha County, WI",Wisconsin,County,Nick Martino,167817,,Tier S,2.0,42.537,-87.8279,6a951e67-8b39-4024-a45b-70fa04bffd95,,,,,,,,,11,2025-12-23,11,,,,
001Hr000028Zde3,"Ozaukee County, WI",Wisconsin,County,Nick Martino,93956,,Tier S,2.0,43.4702,-87.8256,c53cc562-5987-4e8d-a689-62cf6ad1d9e6,,,,,,,,,2,2026-02-25,2,,,,
001Hr000028ZdfK,"City Of Oshkosh, WI",Wisconsin,Municipality,Nick Martino,66607,,Tier S,2.0,44.0247,-88.5426,be081e8c-6488-4791-ae3c-16d703068815,,,,,,,,,33,2025-08-27,33,,,,
001Hr000028ZdhY,"Dodge County, WI",Wisconsin,County,Nick Martino,89396,,Tier S,2.0,43.3994,-88.7109,7d3e697a-98ed-4950-8b0f-b5d24489c280,,,,,,,,,10,2026-03-18,10,,,,
001Hr000028Zdj4,"City Of Appleton, WI",Wisconsin,Municipality,Nick Martino,74854,,Tier S,2.0,44.2623,-88.4071,eba4d484-284f-448a-b14b-d58d1cc74a96,,,,,,,,,4,2025-09-12,4,,,,
001Hr000028ZdjJ,"City Of Eau Claire, WI",Wisconsin,Municipality,Nick Martino,69441,,Tier S,2.0,44.8113,-91.4985,ba1e80c8-3679-4a1d-9f28-d28ff2ca25b8,,,,,,,,,6,2025-08-14,6,,,,
001Hr000028Zdjt,"Vernon County, WI",Wisconsin,County,Nick Martino,,,Tier 3,0.75,43.5577,-90.8294,bb631471-22d6-4d2c-8750-5d1a194eb133,,,,,,,,,,,,,,,
001Hr000028Zdkr,"Rock County, WI",Wisconsin,County,Nick Martino,165461,,Tier S,2.0,42.6252,-89.0179,f729405d-2f6b-4f9a-8ee6-d23fb594db28,,,,,,,,,18,2026-03-23,18,,,,
001Hr000028Zdlt,"County Of Sauk, WI",Wisconsin,County,Nick Martino,65697,,Tier S,2.0,43.4066,-89.9253,b4a8565d-9892-4498-a116-fa3a14496f24,,,,,,,,,4,2026-04-14,4,,,,
001Hr000028Zdly,"Chippewa County, WI",Wisconsin,County,Nick Martino,68071,,Tier S,2.0,45.0674,-91.2925,8a70a645-6f1a-4481-8bab-3cc9d95b14e9,,,,,,,,,10,2026-03-18,10,,,,
001Hr000028Zdm3,"Saint Croix County, WI",Wisconsin,County,Nick Martino,97954,,Tier S,2.0,45.0498,-92.3876,7bdd4b2a-f539-49c0-bf35-e4cca9cbf50f,,,,,,,,,,,,,,,
001Hr000028Zdmc,"Waupaca County, WI",Wisconsin,County,Nick Martino,51171,,Tier S,2.0,44.4706,-89.0179,e4bd0cc0-d5b7-4565-a294-ef6cc911ba8c,,,,,,,,,6,2026-03-06,6,,,,
001Hr000028ZdnQ,"Washington County, WI",Wisconsin,County,Nick Martino,138727,,Tier S,2.0,43.3933,-88.2461,fe27c87b-0657-4b58-b5e6-c5669a693be6,,,,,,,,,1,2026-02-25,1,,,,
001Hr000028Zdnk,"Eau Claire County, WI",Wisconsin,County,Nick Martino,107903,,Tier S,2.0,44.7684,-91.2891,ca4d19fe-af78-49e3-a978-827014ab3df5,,,,,,,,,10,2025-07-08,,10,,,
001Hr000028ZjSC,"Town Of Scott, WI",Wisconsin,Municipality,Nick Martino,3651,Nurture,Tier 3,0.75,44.1145,-90.356,cc580278-06d7-45df-a4c7-518fb1dcdf4d,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,,,,,,,
001cv000006t1JR,"City Of Wisconsin Dells, WI",Wisconsin,Municipality,Nick Martino,3198,,Tier 3,0.75,43.6249,-89.7749,5878abdb-1a2a-4d5b-87ef-d0e690ee66f6,,,,,,,,,,,,,,,
001cv00000AuWNt,"Village Of Roberts, WI",Wisconsin,Municipality,Nick Martino,2005,,Tier 3,0.75,44.9839,-92.556,9b02c9a0-6381-4b3d-bdbd-cfe7a5042b16,,,,,,,,,,,,,,,
001cv00000AuWNw,"Town Of Nasewaupee, WI",Wisconsin,Municipality,Nick Martino,2006,,Tier 3,0.75,44.8356,-87.4304,9ff2ca26-91f1-4cf5-9975-f991c0da06ec,,,,,,,,,,,,,,,
001cv00000AuWOC,"Town Of Crescent, WI",Wisconsin,Municipality,Nick Martino,2011,,Tier 3,0.75,45.0677,-91.1468,06ff1a03-a96e-4ee1-9f82-0c8dfbdc2cb9,,,,,,,,,,,,,,,
001cv00000AuWPE,"Village Of Redgranite, WI",Wisconsin,Municipality,Nick Martino,2029,,Tier 3,0.75,44.0419,-89.0984,6fd65383-2de5-4031-8ff5-481f19acb983,,,,,,,,,,,,,,,
001cv00000AuWQ6,"Town Of West Point, WI",Wisconsin,Municipality,Nick Martino,2039,,Tier 3,0.75,43.3192,-89.6346,ced2a0f5-fcf2-440e-914a-65a3367efc8e,,,,,,,,,,,,,,,
001cv00000AuWQl,"Town Of Springdale, WI",Wisconsin,Municipality,Nick Martino,2050,,Tier 3,0.75,42.9995,-89.644,f78de8df-e3e9-4727-bdb5-6a37116acc12,,,,,,,,,,,,,,,
001cv00000AuWVf,"Town Of Albion, WI",Wisconsin,Municipality,Nick Martino,2052,,Tier 3,0.75,42.8794,-89.0698,3c974506-9558-46c7-8764-0df254d78a4e,,,,,,,,,,,,,,,
001cv00000AuWXQ,"Town Of Jefferson, WI",Wisconsin,Municipality,Nick Martino,2054,,Tier 3,0.75,42.9646,-88.7975,b3614a9b-294a-4c91-97d7-0a0aa5bf22a9,,,,,,,,,,,,,,,
001cv00000AuWXX,"City Of Washburn, WI",Wisconsin,Municipality,Nick Martino,2055,,Tier 3,0.75,46.6733,-90.8949,1b07d7bd-b514-42a0-b41c-f8df8f42977b,,,,,,,,,,,,,,,
001cv00000AuWXY,"Town Of Marion, WI",Wisconsin,Municipality,Nick Martino,2055,,Tier 3,0.75,44.6708,-88.8893,d242452e-b0af-4141-9340-8d2fa77e1e80,,,,,,,,,,,,,,,
001cv00000AuWY8,"Village Of Pardeeville, WI",Wisconsin,Municipality,Nick Martino,2067,,Tier 3,0.75,43.5378,-89.3001,cce2e3f6-8cb6-4b5b-bfae-175aa3779bbc,,,,,,,,,,,,,,,
001cv00000AuWYg,"Town Of Mcmillan, WI",Wisconsin,Municipality,Nick Martino,2077,,Tier 3,0.75,44.7423,-90.1632,a3d0d09f-5b1f-468b-835a-e56f676f134b,,,,,,,,,,,,,,,
001cv00000AuWYh,"Town Of Woodruff, WI",Wisconsin,Municipality,Nick Martino,2077,,Tier 3,0.75,45.8966,-89.6978,105b2c8a-2375-4771-b4c7-b03d1f0572c1,,,,,,,,,,,,,,,
001cv00000AuWZ1,"Town Of Herman, WI",Wisconsin,Municipality,Nick Martino,2084,,Tier 3,0.75,43.8667,-87.8746,c1c99241-1ddb-4615-986a-91bdbec74341,,,,,,,,,,,,,,,
001cv00000AuWZF,"Town Of Fredonia, WI",Wisconsin,Municipality,Nick Martino,2090,,Tier 3,0.75,43.4949,-87.9825,fc0869b9-2fca-447f-b699-f2f2135acd30,,,,,,,,,,,,,,,
001cv00000AuWZZ,"Village Of Eagle, WI",Wisconsin,Municipality,Nick Martino,2095,,Tier 3,0.75,42.879,-88.4745,13d6aa4a-9794-4823-8146-c4bb5f2a05b4,,,,,,,,,,,,,,,
001cv00000AuWZl,"Village Of Cedar Grove, WI",Wisconsin,Municipality,Nick Martino,2100,,Tier 3,0.75,43.5697,-87.8234,21566130-5729-4a33-ab84-4c23c0048665,,,,,,,,,,,,,,,
001cv00000AuWa5,"Town Of Rubicon, WI",Wisconsin,Municipality,Nick Martino,2107,,Tier 3,0.75,43.34,-88.4582,fe531e7d-1ae6-4f0c-a6d7-5ff89957bd66,,,,,,,,,,,,,,,
001cv00000AuWaD,"Town Of Union, WI",Wisconsin,Municipality,Nick Martino,2109,,Tier 3,0.75,42.8244,-89.3018,e68816c5-7220-4f00-9944-91b3e8faa346,,,,,,,,,,,,,,,
001cv00000AuWal,"Town Of Liberty Grove, WI",Wisconsin,Municipality,Nick Martino,2116,,Tier 3,0.75,45.212,-87.0925,11e87b01-244b-4fb5-baf6-d48c65559004,,,,,,,,,,,,,,,
