Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Sydney Ireland,Calls - Ali Cohen,Calls - Nick Martino,Calls - Quinzel Perry,Calls - Alicia Gopal,Calls - Jenny Allison,Calls - Ryan Minter,Calls - Catherine Silvestri,Salesforce ID
001Hr000028Zcdz,"City Of Menominee, MI",Michigan,Municipality,Sydney Ireland,8384,,Tier 3,0.75,45.1078,-87.6143,3c6d95b9-c56a-42a4-854c-4352e42591e8,,,,,,,,,,,,,,,,,,,
001Hr000028Zce9,"City Of Benton Harbor, MI",Michigan,Municipality,Sydney Ireland,8982,,Tier 3,0.75,42.1167,-86.4542,8735a4eb-c7d2-47e5-9af2-54b71c4b6ce1,,,,,,,,,5,2026-03-09,5,,,,,,,,
001Hr000028ZceO,"City Of Big Rapids, MI",Michigan,Municipality,Sydney Ireland,8976,,Tier 3,0.75,43.6981,-85.4837,8ef60445-a447-4b5f-a42f-c08a68ea5715,,,,,,,,,6,2026-03-09,6,,,,,,,,
001Hr000028ZceS,"Township of Kochville, MI",Michigan,Municipality,Sydney Ireland,5055,Recent Competitor Purchase,Tier 3,0.75,43.5011,-83.9455,97ea7137-b975-4e80-b9fd-7c912f27e7ac,,,,,,,,,,,,,,,,,,,
001Hr000028Zcee,"Clay Township, MI",Michigan,Municipality,Sydney Ireland,8469,,Tier 3,0.75,42.6208,-82.567,196fb3b4-ecbc-495f-be97-88048bdc0fc5,,,,,,,,,,,,,,,,,,,
001Hr000028Zceo,"Charter Township Of Tallmadge, MI",Michigan,Municipality,Sydney Ireland,8910,,Tier 3,0.75,42.9918,-85.8336,87efa0e5-5a8c-4554-886c-efb8b57427cf,,,,,,,,,3,2026-05-06,3,,,,,,,,
001Hr000028Zceu,"City Of Coldwater, MI",Michigan,Municipality,Ali Cohen,13894,,Tier 2,1.0,41.9403,-85.0005,dd729390-f1d9-4194-9e52-0f94830f794a,,,,,,,,,,,,,,,,,,,
001Hr000028Zcf0,"Township Of Thornapple, MI",Michigan,Municipality,Sydney Ireland,9420,,Tier 3,0.75,42.7171,-85.4994,52462c02-a1ab-427d-b3d6-3c3f2b797576,,,,,,,,,2,2026-03-23,2,,,,,,,,
001Hr000028Zcf2,"Almena Township, MI",Michigan,Municipality,Sydney Ireland,5249,,Tier 3,0.75,42.2985,-85.8281,acd3fb5b-b292-4e93-b1c0-44885d26d1fd,,,,,,,,,,,,,,,,,,,
001Hr000028Zcf7,"Township Of Denton, MI",Michigan,Municipality,Ali Cohen,5330,,Tier 3,0.75,44.294,-84.6688,ec57a10d-42ef-4b79-9aff-1922faa7dc66,,,,,,,,,,,,,,,,,,,
001Hr000028ZcfI,"City Of Dowagiac, MI",Michigan,Municipality,Sydney Ireland,5663,Nurture,Tier 3,0.75,41.9842,-86.1086,a7fb2ddc-e919-4f18-8417-b47cf127fdde,Closed Lost,,,Ryan Minter,4/21/2026,4/9/2026,,,6,2026-04-21,1,,,,,,5,,
001Hr000028ZcgI,"Allendale Charter Township, MI",Michigan,Municipality,Ali Cohen,25765,,Tier 1,1.5,42.9722,-85.954,0958f018-5bf2-4adc-81e7-5aa62a1cd65b,,,,,,,,,,,,,,,,,,,
001Hr000028ZcgM,"Charter Township Of Huron, MI",Michigan,Municipality,Nick Martino,16884,,Tier 2,1.0,42.1233,-83.3237,d2ced2bc-7307-4f4f-8a0a-ee130670cf5a,,,,,,,,,,,,,,,,,,,
001Hr000028ZcgT,"City Of Zeeland, MI",Michigan,Municipality,Sydney Ireland,5694,,Tier 3,0.75,42.8125,-86.0187,63bef037-5676-46ac-9b7c-7b06fbd3a2e2,,,,,,,,,2,2026-03-25,2,,,,,,,,
001Hr000028Zcgj,"Township Of Oregon, MI",Michigan,Municipality,Sydney Ireland,5707,,Tier 3,0.75,43.0814,-83.4003,34d85eae-3298-4f46-bc0e-512a8e21c55d,,,,,,,,,,,,,,,,,,,
001Hr000028Zcgl,"Township Of Handy, MI",Michigan,Municipality,Sydney Ireland,8674,,Tier 3,0.75,42.6526,-84.0802,e023c344-647c-44b6-968d-396084654373,,,,,,,,,1,2026-04-02,1,,,,,,,,
001Hr000028Zcgy,"City Of Richmond, MI",Michigan,Municipality,Sydney Ireland,5820,Nurture,Tier 3,0.75,42.8092,-82.7558,faba5733-e837-4807-b047-058c50e6220b,Closed Lost,,,Sydney Ireland,2/6/2026,1/28/2026,,,2,2026-02-06,1,,,,,1,,,
001Hr000028Zch3,"Township Of Robinson, MI",Michigan,Municipality,Sydney Ireland,6394,,Tier 3,0.75,42.9718,-86.0734,6f05f2a0-2fb0-4665-a3e1-543835e35f3c,,,,,,,,,,,,,,,,,,,
001Hr000028Zch8,"Township Of Cambridge, MI",Michigan,Municipality,Sydney Ireland,5698,,Tier 3,0.75,42.0311,-84.2068,d79411f3-48b6-4807-9309-c5403d9a88b2,,,,,,,,,3,2026-03-24,3,,,,,,,,
001Hr000028ZchG,"City Of South Lyon, MI",Michigan,Municipality,Nick Martino,11805,,Tier 2,1.0,42.4606,-83.6516,f5cc89fa-01ed-4ecd-80fb-57f727591d39,,,,,,,,,,,,,,,,,,,
001Hr000028ZchH,"Charter Township Of Grayling, MI",Michigan,Municipality,Sydney Ireland,5755,,Tier 3,0.75,44.6879,-84.6479,60ca03a4-5da5-4fab-8683-019ed157d79a,,,,,,,,,4,2026-04-06,4,,,,,,,,
001Hr000028ZchJ,"City Of Iron Mountain, MI",Michigan,Municipality,Sydney Ireland,7462,,Tier 3,0.75,45.8202,-88.066,af862255-b5f9-46eb-a820-b2ee4eac6b30,,,,,,,,,6,2026-05-08,6,,,,,,,,
001Hr000028ZchP,"Charter Township Of Berlin, MI",Michigan,Municipality,Sydney Ireland,9975,,Tier 3,0.75,41.9948,-83.2867,c22033f4-595d-4a75-acb1-c3234da51c5e,,,,,,,,,1,2026-03-18,1,,,,,,,,
001Hr000028ZchX,"Charter Township Of Buena Vista, MI",Michigan,Municipality,Sydney Ireland,7610,,Tier 3,0.75,43.4147,-83.8962,c143e6e7-e1e7-4416-9bd7-49ea0a004510,,,,,,,,,,,,,,,,,,,
001Hr000028Zchf,"Charter Township Of Meridian, MI",Michigan,Municipality,Ali Cohen,43988,,Tier 1,1.5,42.7206,-84.4202,7701799b-67ed-4463-bc33-bbd8cdbcbab0,,,,,,,,,2,2026-04-14,,2,,,,,,,
001Hr000028Zchg,"City Of Belding, MI",Michigan,Municipality,Ali Cohen,6129,,Tier 3,0.75,43.0978,-85.2289,277504b8-063a-4da7-ad52-065b32e9949f,,,,,,,,,10,2025-11-17,,10,,,,,,,
001Hr000028Zchw,"Township Of Laketown, MI",Michigan,Municipality,Sydney Ireland,6046,,Tier 3,0.75,42.7315,-86.165,c00a8230-15a8-4fe7-840c-a183081f411e,,,,,,,,,2,2026-01-27,2,,,,,,,,
001Hr000028Zchz,"City Of Center Line, MI",Michigan,Municipality,Sydney Ireland,8436,,Tier 3,0.75,42.485,-83.0277,21d18695-8851-4bab-a94b-3cfc58874332,,,,,,,,,9,2026-05-19,9,,,,,,,,
001Hr000028Zci6,"Charter Township Of Monroe, MI",Michigan,Municipality,Ali Cohen,14364,,Tier 2,1.0,41.903,-83.4267,67231cf6-d64d-44a4-a294-7a3c7003cb16,,,,,,,,,,,,,,,,,,,
001Hr000028ZciK,"Township Of Raisinville, MI",Michigan,Municipality,Sydney Ireland,5944,,Tier 3,0.75,41.9606,-83.5484,6df99c57-2ba4-4614-b7ab-6614d576a305,,,,,,,,,,,,,,,,,,,
001Hr000028Zcik,"Addison Township, MI",Michigan,Municipality,Sydney Ireland,6301,,Tier 3,0.75,42.8338,-83.1435,42e7e338-66a3-4966-ac85-097a0fce4dd9,,,,,,,,,1,2026-05-07,1,,,,,,,,
001Hr000028Zciu,"Township Of Spring Arbor, MI",Michigan,Municipality,Sydney Ireland,8412,Open Opportunity,Tier 3,0.75,42.2264,-84.5172,a6859b83-14ba-42c9-899b-b94d96b03c5c,Open,Meeting Booked,Top of Funnel,Sydney Ireland,6/8/2026,4/2/2026,,,3,2026-04-02,3,,,,,,,,
001Hr000028Zcj1,"Raisin Charter Township, MI",Michigan,Municipality,Ali Cohen,7869,,Tier 3,0.75,41.939,-83.9533,6a7cfdf1-14c2-4872-be2e-892da532014c,,,,,,,,,1,2025-09-30,,,,1,,,,,
001Hr000028ZcjB,"City Of Garden City, MI",Michigan,Municipality,Ali Cohen,26994,,Tier 1,1.5,42.3256,-83.331,abdf1a82-016a-48b0-a80c-dda06ef1ce98,,,,,,,,,,,,,,,,,,,
001Hr000028ZcjD,"Grass Lake Township, MI",Michigan,Municipality,Sydney Ireland,6103,,Tier 3,0.75,42.2514,-84.2132,048f9436-2fad-4daf-af43-f3ec94fedaf6,,,,,,,,,1,2026-03-18,1,,,,,,,,
001Hr000028ZcjE,"Township Of St Clair, MI",Michigan,Municipality,Sydney Ireland,7073,,Tier 3,0.75,42.8737,-82.5402,5dcd49c4-862f-4202-a867-4ab9a5e72191,,,,,,,,,1,2026-03-09,1,,,,,,,,
001Hr000028ZcjX,"City Of Manistee, MI",Michigan,Municipality,Sydney Ireland,6302,,Tier 3,0.75,44.2444,-86.3243,66e982e3-d7f4-49d4-bd76-243cd6949662,,,,,,,,,7,2026-04-08,7,,,,,,,,
001Hr000028Zcjg,"Milford Township, MI",Michigan,Municipality,Ali Cohen,17009,Open Opportunity,Tier 2,1.0,42.5854,-83.6004,b3f5547e-747b-49b3-972d-853ef94ce1ef,Open,Initial Interest,Top of Funnel,Quinzel Perry,,1/15/2025,,Yes,16,2026-02-09,,16,,,,,,,
001Hr000028Zck1,"Charter Township Of Kinross, MI",Michigan,Municipality,Ali Cohen,5974,,Tier 3,0.75,46.2594,-84.4564,6b7fc1d7-bf23-42a2-9fca-a66bd4220776,,,,,,,,,25,2025-12-16,,25,,,,,,,
001Hr000028Zck9,"Township Of Atlas, MI",Michigan,Municipality,Ali Cohen,8305,,Tier 3,0.75,42.9339,-83.5283,aa14deba-3eac-48f0-b1cf-f45833ab8745,,,,,,,,,1,2025-09-30,,,,1,,,,,
001Hr000028ZckD,"Township Of Marion, MI",Michigan,Municipality,Nick Martino,11304,,Tier 2,1.0,42.5679,-83.9533,c7b97dc1-22b0-493a-a7a7-869cecc39292,,,,,,,,,,,,,,,,,,,
001Hr000028ZckG,"City Of Huntington Woods, MI",Michigan,Municipality,Sydney Ireland,6326,,Tier 3,0.75,42.4806,-83.1669,68590573-e92b-4459-a5cb-caca36859ca3,,,,,,,,,2,2026-03-09,2,,,,,,,,
001Hr000028ZckQ,"Pavilion Township, MI",Michigan,Municipality,Sydney Ireland,6372,,Tier 3,0.75,42.2057,-85.4582,8da1a8d2-7371-406a-8e14-0e0ed76666c1,,,,,,,,,,,,,,,,,,,
001Hr000028Zckg,"City Of Walled Lake, MI",Michigan,Municipality,Sydney Ireland,7240,,Tier 3,0.75,42.5378,-83.481,698dd4b0-3a04-4aae-a637-ad8f32b5b2e1,,,,,,,,,6,2026-05-11,6,,,,,,,,
001Hr000028Zckj,"City Of Howell, MI",Michigan,Municipality,Nick Martino,10084,,Tier 2,1.0,42.6073,-83.9294,1c071e26-c70d-4cbe-9ca2-752e5b45c2d2,,,,,,,,,,,,,,,,,,,
001Hr000028Zcku,"Township Of Lodi, MI",Michigan,Municipality,Sydney Ireland,6443,,Tier 3,0.75,42.2083,-83.8261,1ac67890-9895-4313-af47-2dd2565fac9b,,,,,,,,,2,2026-04-02,2,,,,,,,,
001Hr000028Zckz,"Township Of Bear Creek, MI",Michigan,Municipality,Sydney Ireland,6565,,Tier 3,0.75,45.354,-84.8783,bc24140b-2dfb-451e-874b-3d28a61aeb0d,,,,,,,,,2,2026-01-28,2,,,,,,,,
001Hr000028Zcl4,"Charter Township Of Calumet, MI",Michigan,Municipality,Sydney Ireland,6447,,Tier 3,0.75,47.242,-88.4476,5eb75170-bc7a-442d-9117-d6abe47989b0,,,,,,,,,,,,,,,,,,,
001Hr000028ZclA,"City Of Grand Ledge, MI",Michigan,Municipality,Ali Cohen,7785,,Tier 3,0.75,42.7534,-84.7464,2305b442-5724-4db6-965d-b4ff7ef84e49,,,,,,,,,4,2025-12-11,,2,,2,,,,,
001Hr000028ZclL,"Charter Township Of Oscoda, MI",Michigan,Municipality,Sydney Ireland,7163,,Tier 3,0.75,44.4204,-83.3302,69afa935-382a-47e8-93dd-2f4f89284335,,,,,,,,,4,2026-05-14,4,,,,,,,,
001Hr000028ZclM,"City Of Three Rivers, MI",Michigan,Municipality,Sydney Ireland,7953,,Tier 3,0.75,41.9439,-85.6325,428699f5-1d8f-45b2-913b-8d55f1b335ba,,,,,,,,,5,2026-05-19,5,,,,,,,,
001Hr000028ZclR,"Charter Township Of Union, MI",Michigan,Municipality,Ali Cohen,11895,Nurture,Tier 2,1.0,43.6115,-84.8079,167552cf-bf46-4562-9f19-8c6d8a0d158b,Closed Lost,,,Quinzel Perry,9/30/2024,1/5/2025,,,2,2026-01-12,,2,,,,,,,
001Hr000028Zclo,"Township Of Almont, MI",Michigan,Municipality,Ali Cohen,6984,,Tier 3,0.75,42.945,-83.0576,8d80db3e-7a7e-4e75-bdfd-87a32e381ef3,,,,,,,,,,,,,,,,,,,
001Hr000028Zcls,"Township Of Dexter, MI",Michigan,Municipality,Sydney Ireland,6644,,Tier 3,0.75,42.3721,-83.9533,9b13485d-1d9a-41e8-b5aa-852d77c8f21e,,,,,,,,,1,2026-03-23,1,,,,,,,,
001Hr000028Zclt,"Township Of Blendon, MI",Michigan,Municipality,Sydney Ireland,7278,,Tier 3,0.75,42.8897,-85.9509,4d4eb797-2166-4436-aac4-b5a5cf9efb61,,,,,,,,,,,,,,,,,,,
001Hr000028ZcmA,"City Of Fraser, MI",Michigan,Municipality,Nick Martino,14572,,Tier 2,1.0,42.5392,-82.9494,3bff65a1-84f5-4b35-8496-b7553cd0c0d2,,,,,,,,,12,2025-11-10,,,12,,,,,,
001Hr000028ZcmL,"Charter Township Of Plainfield, MI",Michigan,Municipality,Ali Cohen,33713,,Tier 1,1.5,43.0645,-85.6092,43f8975e-fadb-4c2a-a348-9796d448af2f,,,,,,,,,,,,,,,,,,,
001Hr000028ZcmM,"City Of Marshall, MI",Michigan,Municipality,Ali Cohen,6780,Nurture,Tier 3,0.75,42.2723,-84.9633,1f4e3a6f-c359-4726-b30a-0d3004f87f10,Closed Lost,,,Ali Cohen,12/12/2025,12/10/2025,,,12,2025-12-17,,12,,,,,,,
001Hr000028ZcmS,"Township Of Argentine, MI",Michigan,Municipality,Sydney Ireland,7031,,Tier 3,0.75,42.8396,-83.8468,130a1fa6-b518-4b53-aab6-38c8d046ab90,,,,,,,,,5,2026-04-09,5,,,,,,,,
001Hr000028ZcmX,"Charter Township Of Pittsfield, MI",Michigan,Municipality,Nick Martino,39245,,Tier 1,1.5,42.2103,-83.7241,a0643b4e-df09-425d-b847-a185fe2c3da8,,,,,,,,,7,2026-05-26,,,7,,,,,,
001Hr000028Zcmb,"Township Of Napoleon, MI",Michigan,Municipality,Sydney Ireland,6825,Nurture,Tier 3,0.75,42.1837,-84.3016,37d4c567-e102-465b-8bc6-296a7a7f6de8,Closed Lost,,,Sydney Ireland,3/30/2026,3/25/2026,,,4,2026-04-06,3,,,,,1,,,
001Hr000028Zcmj,"Township Of Richfield, MI",Michigan,Municipality,Sydney Ireland,8970,,Tier 3,0.75,43.0887,-83.5283,cec6a275-e894-4bf2-99ef-576c3c927a0f,,,,,,,,,1,2026-04-07,1,,,,,,,,
001Hr000028Zcmm,"Township Of Egelston, MI",Michigan,Municipality,Nick Martino,11285,,Tier 2,1.0,43.2429,-86.0734,f843415c-620c-4ed3-9388-71c11f726829,,,,,,,,,,,,,,,,,,,
001Hr000028Zcmr,"Township Of East Bay, MI",Michigan,Municipality,Nick Martino,11716,,Tier 2,1.0,44.7059,-85.4994,546d2574-2642-4af1-9275-b57a095652b8,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnK,"Charter Township Of Windsor, MI",Michigan,Municipality,Sydney Ireland,7122,,Tier 3,0.75,41.903,-83.4267,0795978b-bf61-471f-8fcf-1ed1fd9e293b,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnL,"Township Of Long Lake, MI",Michigan,Municipality,Ali Cohen,10061,,Tier 2,1.0,44.4197,-83.8719,dda3297b-8869-4649-a443-cdb1bdeb938c,,,,,,,,,,,,,,,,,,,
001Hr000028ZcnQ,"City Of Ludington, MI",Michigan,Municipality,Sydney Ireland,7721,Open Opportunity,Tier 3,0.75,43.9553,-86.4526,7f79c4f3-160b-4547-ae12-8abb41136bf5,Open,Proposal,Mid Funnel,Sydney Ireland,3/25/2026,3/19/2026,"$18,000",,11,2026-05-19,3,,,,,8,,,
001Hr000028ZcnW,"City Of Wixom, MI",Michigan,Municipality,Nick Martino,17185,,Tier 2,1.0,42.5248,-83.5363,cab8073a-1967-4aad-80ba-93936839e36e,,,,,,,,,3,2025-10-29,,,3,,,,,,
001Hr000028Zcni,"City Of Sturgis, MI",Michigan,Municipality,Ali Cohen,11025,,Tier 2,1.0,41.7992,-85.4191,30e19829-538b-4c98-9dda-ed3058d27872,,,,,,,,,6,2025-11-24,,6,,,,,,,
001Hr000028Zcnz,"Township Of Columbia (Jackson County), MI",Michigan,Municipality,Sydney Ireland,7454,,Tier 3,0.75,42.1142,-84.2911,ccd2d70e-9834-4562-bbfc-bd442c931ed9,,,,,,,,,2,2026-03-25,2,,,,,,,,
001Hr000028Zco0,"Charter Township Of Bangor, MI",Michigan,Municipality,Ali Cohen,13907,,Tier 2,1.0,43.6238,-83.9142,d9af3b58-1796-477c-8fef-0471e80c227c,,,,,,,,,,,,,,,,,,,
001Hr000028ZcoD,"Charter Township Of Clayton, MI",Michigan,Municipality,Sydney Ireland,7406,,Tier 3,0.75,41.8634,-84.2363,e0e35345-0be1-4b96-b326-b959dde06f12,,,,,,,,,,,,,,,,,,,
001Hr000028ZcoJ,"City Of Hudsonville, MI",Michigan,Municipality,Ali Cohen,7692,,Tier 3,0.75,42.8709,-85.865,7f591764-6b3a-4891-b02f-20a61147fbc1,,,,,,,,,1,2025-09-30,,,,1,,,,,
001Hr000028ZcoQ,"Charter Township Of Blackman, MI",Michigan,Municipality,Ali Cohen,24789,,Tier 2,1.0,42.2911,-84.4136,6f656bc6-3fbd-411f-8a03-5e4f424ac04c,,,,,,,,,,,,,,,,,,,
001Hr000028ZcoS,"City Of Hastings, MI",Michigan,Municipality,Ali Cohen,7539,,Tier 3,0.75,42.6459,-85.2908,39f2f9ed-adee-4de1-b62a-43ef2da0dc39,,,,,,,,,1,2025-09-30,,,,1,,,,,
001Hr000028ZcoU,"Township Of Howell, MI",Michigan,Municipality,Sydney Ireland,7941,,Tier 3,0.75,42.6482,-83.9956,e24f41f7-3db2-466b-ac5f-25ecda6887f7,,,,,,,,,,,,,,,,,,,
001Hr000028Zcog,"Charter Township Of Benton, MI",Michigan,Municipality,Ali Cohen,14192,Nurture,Tier 2,1.0,42.1307,-86.4078,a13b4e9a-c238-4ded-8805-5c702b7d3595,Closed Lost,,,Quinzel Perry,3/7/2025,1/5/2025,,,10,2026-01-21,,8,,2,,,,,
001Hr000028Zcoj,"City Of Flat Rock, MI",Michigan,Municipality,Nick Martino,10441,,Tier 2,1.0,42.0964,-83.2919,04181eab-edff-4bbd-a85a-b9de682075d9,,,,,,,,,,,,,,,,,,,
001Hr000028Zcos,"City Of St Joseph, MI",Michigan,Municipality,Ali Cohen,7745,,Tier 3,0.75,42.0939,-86.4895,dda56139-2fa5-4808-a3cf-4f5503eba0a7,,,,,,,,,2,2025-09-30,,,,2,,,,,
001Hr000028Zcot,"Charter Township Of Bridgeport, MI",Michigan,Municipality,Nick Martino,10017,Open Opportunity,Tier 2,1.0,43.3584,-83.8807,ff38a520-6da1-4832-9a96-6c6d4fb03262,Open,Sales Qualified,Mid Funnel,Sydney Ireland,5/7/2026,5/4/2026,,,2,2026-05-06,2,,,,,,,,
001Hr000028Zcp5,"Charter Township Of Alpine, MI",Michigan,Municipality,Ali Cohen,14022,Nurture,Tier 2,1.0,43.0662,-85.7144,5835e51b-5a94-4958-a348-d953761c692d,Closed Lost,,,Quinzel Perry,3/17/2025,3/17/2025,,,2,2026-01-12,,2,,,,,,,
001Hr000028ZcpB,"City Of Houghton, MI",Michigan,Municipality,Ali Cohen,7622,,Tier 3,0.75,47.1211,-88.5694,b1338503-3847-454d-b3d1-1e9a6af2aadc,,,,,,,,,2,2025-09-30,,,,2,,,,,
001Hr000028ZcpG,"Laketon Township, MI",Michigan,Municipality,Ali Cohen,7686,,Tier 3,0.75,43.2803,-86.3275,a4c36412-937e-49a6-b5a2-c83cc5885ec3,,,,,,,,,1,2025-09-30,,,,1,,,,,
001Hr000028ZcpT,"City Of Trenton, MI",Michigan,Municipality,Nick Martino,18295,,Tier 2,1.0,42.1395,-83.1783,a01a90f7-93aa-4ccc-a2d3-e4a39fe56cee,,,,,,,,,1,2025-10-24,,,1,,,,,,
001Hr000028Zcpp,"Township Of Dorr, MI",Michigan,Municipality,Sydney Ireland,7920,,Tier 3,0.75,42.7251,-85.722,f097e652-6856-4877-b30a-5607f00297c6,,,,,,,,,,,,,,,,,,,
001Hr000028ZcqC,"Charter Township Of Fenton, MI",Michigan,Municipality,Nick Martino,16961,,Tier 2,1.0,42.841,-83.7484,bf597b6b-247a-4d2a-8417-8e9fda74cd3b,,,,,,,,,,,,,,,,,,,
001Hr000028ZcqM,"City Of Alpena, MI",Michigan,Municipality,Ali Cohen,10155,,Tier 2,1.0,45.0617,-83.4328,9a1d06bd-1cfe-4977-9ade-20010e2a9474,,,,,,,,,5,2025-12-15,,5,,,,,,,
001Hr000028ZcqO,"City Of Albion, MI",Michigan,Municipality,Sydney Ireland,7494,,Tier 3,0.75,42.2431,-84.753,96cd7b50-2a67-42ca-aa08-6a59de00a393,,,,,,,,,1,2026-03-12,1,,,,,,,,
001Hr000028Zcqn,"City Of Grand Blanc, MI",Michigan,Municipality,Sydney Ireland,8020,,Tier 3,0.75,42.9275,-83.63,76386091-8052-4b23-b6a2-2d5d38ce031e,,,,,,,,,6,2026-05-11,6,,,,,,,,
001Hr000028ZcrN,"City Of Marysville, MI",Michigan,Municipality,Sydney Ireland,9924,,Tier 3,0.75,42.9125,-82.4869,a5776f4a-d983-46a6-93bc-71a81d09f975,,,,,,,,,1,2026-02-25,1,,,,,,,,
001Hr000028ZcrS,"Township Of Bruce, MI",Michigan,Municipality,Sydney Ireland,10109,Nurture,Tier 2,1.0,42.8468,-83.0361,ea7440cd-6244-4b4c-9dbe-e47202963863,Closed Lost,,,Sydney Ireland,3/23/2026,3/19/2026,,,3,2026-03-23,2,,,,,1,,,
001Hr000028Zcri,"Township Of Summit, MI",Michigan,Municipality,Ali Cohen,22949,,Tier 2,1.0,42.1993,-84.438,2756ed0e-9ef8-4808-a5e3-a2bfcfd3cbc3,,,,,,,,,,,,,,,,,,,
001Hr000028Zcrp,"Charter Township Of Flushing, MI",Michigan,Municipality,Nick Martino,10628,,Tier 2,1.0,43.0893,-83.853,a7389d64-3fea-4d62-b0f4-7385a4570f13,,,,,,,,,,,,,,,,,,,
001Hr000028Zcrs,"Township Of Blair, MI",Michigan,Municipality,Sydney Ireland,9108,,Tier 3,0.75,44.6357,-85.6229,3174bd3c-26f4-4733-a29e-a5b01d546843,,,,,,,,,4,2026-03-20,4,,,,,,,,
001Hr000028Zcs3,"City Of Inkster, MI",Michigan,Municipality,Nick Martino,25725,,Tier 1,1.5,42.2942,-83.3099,e637fadd-4d90-4734-9c0a-a6007d33e675,,,,,,,,,,,,,,,,,,,
001Hr000028Zcs6,"City Of Niles, MI",Michigan,Municipality,Ali Cohen,11876,Nurture,Tier 2,1.0,41.8298,-86.2542,d7ffca71-7949-4274-875f-5eaa76c473c1,Closed Lost,,,Ali Cohen,4/9/2026,4/6/2026,,,7,2026-04-09,,7,,,,,,,
001Hr000028ZcsU,"City Of Tecumseh, MI",Michigan,Municipality,Sydney Ireland,8648,,Tier 3,0.75,42.0039,-83.9449,5ceb073e-54ca-4794-bdca-6d357d7bfae4,,,,,,,,,1,2026-03-12,1,,,,,,,,
001Hr000028ZcsY,"City Of Midland, MI",Michigan,Municipality,Ali Cohen,42472,Nurture,Tier 1,1.5,43.6156,-84.2472,1e91fdf0-a9fb-4e25-b30b-f037638ba9e6,Closed Lost,,,Shane Lieberman,7/15/2024,1/5/2025,,,14,2026-05-19,4,9,,1,,,,,
001Hr000028Zcsc,"Brandon Township, MI",Michigan,Municipality,Nick Martino,15429,,Tier 2,1.0,42.8522,-83.4427,,,,,,,,,,,,,,,,,,,,
001Hr000028Zcsl,"Charter Township Of Grand Rapids, MI",Michigan,Municipality,Nick Martino,18900,,Tier 2,1.0,43.0132,-85.5902,f0a9f3df-1ec2-4294-8790-d166355f8c00,,,,,,,,,,,,,,,,,,,
001Hr000028Zcsr,"City Of Monroe, MI",Michigan,Municipality,Nick Martino,20336,,Tier 2,1.0,41.9164,-83.3977,38c00bcf-5069-456f-b1d4-e462ae927e7f,,,,,,,,,,,,,,,,,,,
001Hr000028ZctI,"Township Of Courtland, MI",Michigan,Municipality,Sydney Ireland,9016,,Tier 3,0.75,43.1445,-85.4994,c61c0dc2-fc85-41ad-a29a-2794f4d07557,,,,,,,,,7,2026-02-20,7,,,,,,,,
001Hr000028ZctP,"Charter Township Of Highland, MI",Michigan,Municipality,Ali Cohen,19110,,Tier 2,1.0,42.6416,-83.6178,1934dc4a-b108-407f-aa45-1731856a31e6,,,,,,,,,,,,,,,,,,,
001Hr000028Zcts,"Charter Township Of Fort Gratiot, MI",Michigan,Municipality,Nick Martino,11231,,Tier 2,1.0,43.0389,-82.4765,3ce098ac-8228-4206-b7f6-f53c15a4fbe3,,,,,,,,,,,,,,,,,,,
001Hr000028Zctx,"Township Of Kimball, MI",Michigan,Municipality,Sydney Ireland,9624,,Tier 3,0.75,42.9511,-82.5402,73e91186-48b3-4d3a-9cc7-53cf8b13a956,,,,,,,,,2,2026-03-18,2,,,,,,,,
001Hr000028ZcuA,"City Of Escanaba, MI",Michigan,Municipality,Ali Cohen,12416,Cold,Tier 2,1.0,45.7452,-87.0646,157b80d2-65fc-4bf5-8dbc-7d32d5f1cef4,Closed Lost,,,Quinzel Perry,10/3/2024,1/5/2025,,,1,2026-01-13,,1,,,,,,,
001Hr000028ZcuD,"Charter Township Of Emmett, MI",Michigan,Municipality,Ali Cohen,11646,Open Opportunity,Tier 2,1.0,42.3086,-85.1113,e7c3e57d-b1d4-45ee-b154-cb28281e82b2,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,3,2026-01-15,,3,,,,,,,
001Hr000028ZcuE,"City Of Melvindale, MI",Michigan,Municipality,Ali Cohen,12668,,Tier 2,1.0,42.2825,-83.1752,f912aaba-6425-4702-b8e2-c995671d93f0,,,,,,,,,,,,,,,,,,,
001Hr000028ZcuV,"City Of Plymouth, MI",Michigan,Municipality,Sydney Ireland,9313,,Tier 3,0.75,42.3714,-83.4702,b1fc272a-5398-44dc-b976-0ec429a7bea8,,,,,,,,,11,2026-05-12,11,,,,,,,,
001Hr000028Zcuc,"Charter Township Of Fruitport, MI",Michigan,Municipality,Nick Martino,14837,,Tier 2,1.0,43.1796,-86.1854,aaf3dd74-c589-456f-9119-fceb3f9c4f65,,,,,,,,,3,2026-02-24,,,3,,,,,,
