Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Emily Murnane,Calls - Ryan Minter,Calls - Leila Assil,Calls - Quinzel Perry,Calls - Jenny Allison,Salesforce ID
001cv00000AuYpA,"Town Of Jonesboro, LA",Louisiana,Municipality,Emily Murnane,4181,,Tier 3,0.75,32.2413,-92.716,6c51b09f-9224-4194-8869-27ad1e6d1b47,,,,,,,,,,,,,,,,
001cv00000AuYqy,"Town Of Jackson, LA",Louisiana,Municipality,Emily Murnane,3678,,Tier 3,0.75,30.8374,-91.2176,5cd9a44b-b0fa-449a-9bbf-3b83c9fb608d,,,,,,,,,,,,,,,,
001cv00000AuYsf,"Town Of Jena, LA",Louisiana,Municipality,Emily Murnane,3757,,Tier 3,0.75,31.6832,-92.1337,edb6ebe6-df12-4257-8bfe-adaf868232d8,,,,,,,,,,,,,,,,
001cv00000AuYsk,"Town Of Lake Providence, LA",Louisiana,Municipality,Emily Murnane,3759,,Tier 3,0.75,32.8043,-91.1701,742a07bb-d630-4aab-8b7c-d49471cddc0b,,,,,,,,,,,,,,,,
001cv00000AuYuj,"City Of Kaplan, LA",Louisiana,Municipality,Emily Murnane,4277,,Tier 3,0.75,29.998,-92.2849,1dae0e72-41ea-42a2-8297-db24dc6a16c5,,,,,,,,,,,,,,,,
001cv00000AuYwO,"City Of New Roads, LA",Louisiana,Municipality,Emily Murnane,4379,,Tier 3,0.75,30.7016,-91.4362,635acc54-fdfd-484b-9294-9b1429ef20ff,,,,,,,,,,,,,,,,
001cv00000AuYys,"Town Of Haughton, LA",Louisiana,Municipality,Emily Murnane,4484,,Tier 3,0.75,32.5327,-93.5041,8a91efa3-506a-4b3e-9fe9-3d3672d8fceb,,,,,,,,,,,,,,,,
001cv00000AuYzb,"City Of Mansfield, LA",Louisiana,Municipality,Emily Murnane,4529,,Tier 3,0.75,32.0377,-93.7002,ff7eda89-6180-42c2-b64c-e9c8ade95d68,,,,,,,,,,,,,,,,
001cv00000AuZIB,"City Of Port Allen, LA",Louisiana,Municipality,Emily Murnane,4956,,Tier 3,0.75,30.4475,-91.2073,80ff4186-25ec-4d8e-ac64-5ee0109f0365,,,,,,,,,7,2025-12-29,7,,,,,
001cv00000AuZMB,"City Of Winnsboro, LA",Louisiana,Municipality,Emily Murnane,4824,,Tier 3,0.75,32.1632,-91.7207,c83e2c53-0ab1-4627-91cb-88b1cb7acb70,,,,,,,,,,,,,,,,
001cv00000AuZNx,"City Of Marksville, LA",Louisiana,Municipality,Emily Murnane,4946,,Tier 3,0.75,31.128,-92.0662,422e4289-82ad-4187-9495-563e63f9f6ea,,,,,,,,,,,,,,,,
001cv00000AuZOt,"Parish Of East Carroll, LA",Louisiana,County,Emily Murnane,7220,,Tier 3,0.75,32.7571,-91.2506,58fdbcf4-7707-416a-81da-caaa7de81d4f,,,,,,,,,,,,,,,,
001cv00000AuZRU,"Parish Of Red River, LA",Louisiana,County,Emily Murnane,7564,,Tier 3,0.75,32.0843,-93.3792,7d7692dc-c82a-47ae-af48-a44c469deb25,,,,,,,,,2,2025-09-15,,2,,,,
001cv00000AuZSw,"Parish Of Cameron, LA",Louisiana,County,Emily Murnane,5080,,Tier 3,0.75,29.8434,-93.178,d180f282-425d-4db1-ac5b-0debe8be5196,,,,,,,,,9,2025-12-29,9,,,,,
001cv00000AuZZz,"Parish Of Caldwell, LA",Louisiana,County,Emily Murnane,9571,,Tier 3,0.75,32.067,-92.0665,d867e4dc-f848-4473-b16b-b0af1858e606,,,,,,,,,,,,,,,,
001cv00000AuZdY,"Parish Of Catahoula, LA",Louisiana,County,Emily Murnane,8805,,Tier 3,0.75,31.7053,-91.9099,6747b408-f105-4ad5-aade-e0f3c0740036,,,,,,,,,,,,,,,,
001cv00000AuZfa,"Parish Of Bienville, LA",Louisiana,County,Emily Murnane,12776,,Tier 2,1.0,32.4107,-93.0176,ec8013a6-2d46-4771-98b9-fdb2b6a1c4f3,,,,,,,,,,,,,,,,
001cv00000AuZgH,"Parish Of Winn, LA",Louisiana,County,Emily Murnane,13488,,Tier 2,1.0,31.9196,-92.6586,a17395a9-3bd8-4894-a662-cfcb5ccf7015,,,,,,,,,,,,,,,,
001cv00000AuZhQ,"Parish Of Lasalle, LA",Louisiana,County,Emily Murnane,14834,,Tier 2,1.0,31.7002,-92.2237,81154bc3-0226-4b30-b090-87f0653fa94d,,,,,,,,,,,,,,,,
001cv00000AuZji,"Parish Of West Carroll, LA",Louisiana,County,Emily Murnane,9594,,Tier 3,0.75,32.7546,-91.4821,4f428a57-89dd-4d1b-a7dd-b040a15a46ae,,,,,,,,,,,,,,,,
001cv00000AuZjw,"City Of Jennings, LA",Louisiana,Municipality,Emily Murnane,9697,,Tier 3,0.75,30.2224,-92.6571,ac885fb2-b682-4ab9-a2f2-b96b1f21e7bc,,,,,,,,,16,2025-12-05,3,13,,,,
001cv00000AuZkD,"Parish Of Madison, LA",Louisiana,County,Emily Murnane,9799,,Tier 3,0.75,32.4402,-91.2891,6d612d9f-ae45-4983-9207-cbb51b486515,,,,,,,,,,,,,,,,
001cv00000AuZlc,"Parish Of St Helena, LA",Louisiana,County,Emily Murnane,10912,Nurture,Tier 2,1.0,30.8022,-90.6773,95c0e896-6e68-4bd6-b0b3-3e802024e1df,Closed Lost,,,Andy Blakely,7/21/2025,7/17/2025,"$19,000",,,,,,,,,
001cv00000AuZnW,"Parish Of Claiborne, LA",Louisiana,County,Emily Murnane,14038,,Tier 2,1.0,32.7723,-93.0176,9d9f44f5-3d20-4168-848c-a43d4211ea86,,,,,,,,,,,,,,,,
001cv00000AuZoY,"Parish Of West Feliciana, LA",Louisiana,County,Emily Murnane,15494,,Tier 2,1.0,30.8423,-91.4048,5e1f1d26-6524-4306-86aa-ea019f41d2d6,,,,,,,,,,,,,,,,
001cv00000AuZt3,"Parish Of East Feliciana, LA",Louisiana,County,Emily Murnane,19338,,Tier 2,1.0,30.8459,-91.0203,b487db7f-f672-4f88-bf8e-5f6f8c1f9836,,,,,,,,,,,,,,,,
001cv00000AuZtI,"Parish Of Franklin, LA",Louisiana,County,Emily Murnane,19668,,Tier 2,1.0,29.796,-91.5015,293fe2ee-b953-4fff-8a1d-f6752c647b44,,,,,,,,,,,,,,,,
001cv00000AuZuT,"Parish Of Concordia, LA",Louisiana,County,Emily Murnane,18376,,Tier 2,1.0,31.4809,-91.6372,fb5fe345-3120-4952-ab4a-6cf7133fd8fc,,,,,,,,,,,,,,,,
001cv00000AuZxV,"Parish Of Union, LA",Louisiana,County,Emily Murnane,21091,,Tier 2,1.0,30.0915,-90.9001,604b3020-1c66-44cc-a9a4-914eb37d1abc,,,,,,,,,4,2025-10-07,,4,,,,
001cv00000Aua18,"Parish Of Iberville, LA",Louisiana,County,Emily Murnane,29824,Open Opportunity,Tier 1,1.5,30.2899,-91.4048,838c30a5-d9b7-442e-96ef-0234604dbdca,Open,Initial Interest,Top of Funnel,Ryan Minter,9/17/2025,9/12/2025,,,2,2025-09-16,,2,,,,
001cv00000Aua34,"Parish Of St James, LA",Louisiana,County,Emily Murnane,19742,,Tier 2,1.0,30.0179,-90.7913,2b049b6b-b8c8-4809-b71d-4ea74d7c4a1e,,,,,,,,,13,2025-12-17,5,8,,,,
001cv00000Aua3d,"Parish Of Pointe Coupee, LA",Louisiana,County,Emily Murnane,20356,,Tier 2,1.0,30.6102,-91.5984,a2642d27-56a0-47ca-b940-4c7c42e70f23,,,,,,,,,2,2025-09-12,,2,,,,
001cv00000Aua7L,"Parish Of Avoyelles, LA",Louisiana,County,Emily Murnane,39236,,Tier 1,1.5,30.9712,-92.0665,7b7b7659-30f0-4c18-8a72-d8e51ae65a47,,,,,,,,,,,,,,,,
001cv00000Aua8e,"Parish Of Jefferson Davis, LA",Louisiana,County,Emily Murnane,32345,,Tier 1,1.5,30.2672,-92.8178,bf073121-64e9-40ea-b002-e9128d8f2728,,,,,,,,,3,2026-01-07,3,,,,,
001cv00000Aua9e,"Parish Of Sabine, LA",Louisiana,County,Emily Murnane,22135,,Tier 2,1.0,31.4893,-93.5003,ce7c406d-c5ef-4b03-845e-3e919a2c6363,,,,,,,,,,,,,,,,
001cv00000Aua9z,"Parish Of Allen, LA",Louisiana,County,Emily Murnane,22687,,Tier 2,1.0,31.8353,-93.2883,88f14693-b5d5-4108-91bb-0d52c4ecebb7,,,,,,,,,5,2025-10-24,5,,,,,
001cv00000AuaBm,"Parish Of De Soto, LA",Louisiana,County,Emily Murnane,26919,,Tier 1,1.5,32.0311,-93.6623,e0bdce59-7c7b-441f-94ac-30669ad1e58d,,,,,,,,,,,,,,,,
001cv00000AuaCB,"Parish Of West Baton Rouge, LA",Louisiana,County,Emily Murnane,27792,,Tier 1,1.5,30.4751,-91.3276,06bc73e3-f92d-4a2a-8f2c-282435bc1e44,,,,,,,,,6,2026-04-21,4,,2,,,
001cv00000AuaDK,"Parish Of Webster, LA",Louisiana,County,Emily Murnane,36184,,Tier 1,1.5,32.7641,-93.3389,408c7a2c-4424-439b-ad43-0d6ece1e3577,,,,,,,,,,,,,,,,
001cv00000AuaDS,"Parish Of Beauregard, LA",Louisiana,County,Emily Murnane,36584,,Tier 1,1.5,30.7611,-93.3389,03c15f01-7130-4cbd-9118-9ad0f20bae85,,,,,,,,,,,,,,,,
001cv00000AuaGK,"Parish Of St John The Baptist, LA",Louisiana,County,Emily Murnane,42094,,Tier 1,1.5,30.1118,-90.488,126cf3b5-88a6-445a-b82c-05445efb7410,,,,,,,,,9,2025-09-12,,,9,,,
001cv00000AuaHB,"Parish Of St Bernard, LA",Louisiana,County,Emily Murnane,44258,,Tier 1,1.5,29.9719,-89.2467,66de8acc-387c-41f6-a35d-987684bd2657,,,,,,,,,4,2026-01-12,4,,,,,
001cv00000AuaHU,"Parish Of Washington, LA",Louisiana,County,Emily Murnane,45133,,Tier 1,1.5,30.8039,-90.0747,9248b9a3-cda4-4e0e-8942-fb1c7af7f6f5,,,,,,,,,,,,,,,,
001cv00000AuaNe,"Parish Of Vermilion, LA",Louisiana,County,Emily Murnane,57204,,Tier S,2.0,29.8601,-92.3814,c66ca0ed-00bf-4763-a35c-8ea825098cf2,,,,,,,,,,,,,,,,
001cv00000AuaNg,"Parish Of Acadia, LA",Louisiana,County,Emily Murnane,57288,,Tier S,2.0,30.2297,-92.3814,8fd1ef78-3112-453c-9a47-308f5811c272,,,,,,,,,2,2025-10-14,2,,,,,
001cv00000AuaXF,"Parish Of St Landry, LA",Louisiana,County,Emily Murnane,82071,,Tier S,2.0,30.6037,-92.0665,4eee3cc5-5e02-4e09-8c3f-5632ba5e85f3,,,,,,,,,1,2026-05-11,,1,,,,
001cv00000B21rU,"Town Of Stonewall, LA",Louisiana,Municipality,Emily Murnane,2428,,Tier 3,0.75,32.2818,-93.8241,545bdbf5-cd6a-4d8a-bc0c-cecd56402cf3,,,,,,,,,,,,,,,,
001cv00000B21wY,"Town Of Lake Arthur, LA",Louisiana,Municipality,Emily Murnane,2622,,Tier 3,0.75,30.0807,-92.6713,68c0c029-c793-47c2-ab20-aa2de4e971e2,,,,,,,,,,,,,,,,
001cv00000B21wq,"Town Of Pearl River, LA",Louisiana,Municipality,Emily Murnane,2630,,Tier 3,0.75,30.376,-89.7484,78cc5a65-2b24-42f3-8e44-cd393e9c8362,,,,,,,,,,,,,,,,
001cv00000B21xm,"Town Of Arcadia, LA",Louisiana,Municipality,Emily Murnane,2657,,Tier 3,0.75,32.549,-92.9202,20bf4bbb-a371-4c18-bf68-5b3d69200910,,,,,,,,,,,,,,,,
001cv00000B21yd,"Town Of Abita Springs, LA",Louisiana,Municipality,Emily Murnane,2678,,Tier 3,0.75,30.4785,-90.0376,335fc8e0-359a-4357-a882-ad28139efea3,,,,,,,,,,,,,,,,
001cv00000B2216,"Town Of Berwick, LA",Louisiana,Municipality,Emily Murnane,4644,,Tier 3,0.75,29.6947,-91.219,9474a1be-d2c2-42d7-9e44-20dea5c8ae44,,,,,,,,,,,,,,,,
001cv00000B221f,"City Of Westlake, LA",Louisiana,Municipality,Emily Murnane,4686,,Tier 3,0.75,30.2421,-93.2507,e765ba74-ebbe-4716-a8e0-231b542d743d,,,,,,,,,2,2025-12-03,2,,,,,
001cv00000B221q,"City Of Springhill, LA",Louisiana,Municipality,Emily Murnane,4702,,Tier 3,0.75,33.006,-93.4668,4d953685-725b-4cd1-b9f6-66f9ad26ecd7,,,,,,,,,,,,,,,,
001cv00000B2224,"City Of Jeanerette, LA",Louisiana,Municipality,Emily Murnane,4717,,Tier 3,0.75,29.911,-91.6634,8fdfc131-7b30-4a69-879d-ebf07d90afbb,,,,,,,,,,,,,,,,
001cv00000L9Io1,"Rapides Area Planning Commission, LA",Louisiana,County,Emily Murnane,125899,,Tier S,2.0,31.308,-92.4472,7670df67-1d35-4bd6-acaa-ff1edfc3e275,,,,,,,,,18,2026-03-04,10,8,,,,
001cv00000bBVi5,Town of Madisonville,Louisiana,Municipality,Asher Rosenfeld,875,,Tier 3,0.75,30.4044,-90.157,43d061d1-a33c-49b5-bf43-2f55bfc2501b,,,,,,,,,,,,,,,,
001cv00000bBVlc,Town of Grand Isle,Louisiana,Municipality,Asher Rosenfeld,991,,Tier 3,0.75,29.2366,-89.9873,c25a80e5-c232-4b74-bc95-dd491b4df933,,,,,,,,,,,,,,,,
001cv00000bBVsk,Town of Livonia,Louisiana,Municipality,Asher Rosenfeld,1161,,Tier 3,0.75,30.5591,-91.5559,75597ce0-d02c-4dd8-a377-ee5c49b1fc97,,,,,,,,,,,,,,,,
001cv00000bBVxy,Town of Oberlin,Louisiana,Municipality,Asher Rosenfeld,1287,,Tier 3,0.75,30.6202,-92.7626,f83ad6c7-d914-403d-ab9b-99bb9d50950a,,,,,,,,,,,,,,,,
001cv00000bBW3o,Town of Port Barre,Louisiana,Municipality,Asher Rosenfeld,1740,,Tier 3,0.75,30.5602,-91.954,eece64a9-14a1-48d5-80ee-ac0d44d91bbe,,,,,,,,,,,,,,,,
001cv00000bBW3x,Town of Woodworth,Louisiana,Municipality,Asher Rosenfeld,1749,,Tier 3,0.75,31.1471,-92.4971,734addb2-0df8-4e65-a41f-901384aed1ed,,,,,,,,,,,,,,,,
001cv00000bBWDh,Town of Livingston,Louisiana,Municipality,Asher Rosenfeld,1980,,Tier 3,0.75,30.5021,-90.7479,6c6586de-626d-405f-83af-5e24c7b07058,,,,,,,,,,,,,,,,
001cv00000bBWNe,Town of Henderson,Louisiana,Municipality,Asher Rosenfeld,1605,,Tier 3,0.75,30.3133,-91.7904,d0c80559-f058-4066-a333-5bf530d6a876,,,,,,,,,,,,,,,,
001cv00000bBWSS,City-Parish of Lafayette,Louisiana,Municipality,Asher Rosenfeld,122280,,Tier S,2.0,30.2241,-92.0198,206ec898-4d8f-4016-a990-d86309ad7899,,,,,,,,,,,,,,,,
001cv00000bBWTc,Ouachita Parish,Louisiana,County,Asher Rosenfeld,157874,,Tier S,2.0,32.4272,-92.2237,8f703f6f-ea1b-456e-8e14-38a30506761b,,,,,,,,,,,,,,,,
001cv00000bBWTn,City of Shreveport,Louisiana,Municipality,Asher Rosenfeld,176578,,Tier S,2.0,32.513,-93.7515,45d8541f-8247-4839-8eb2-385dd5c74c92,,,,,,,,,,,,,,,,
001cv00000bBWub,Town of Saint Francisville,Louisiana,Municipality,Asher Rosenfeld,1484,,Tier 3,0.75,30.7881,-91.3768,06244a4f-e765-49c2-82eb-6a73b8526072,,,,,,,,,,,,,,,,
001cv00000bBWyd,City-Parish of Baton Rouge?East Baton Rouge,Louisiana,Municipality,Asher Rosenfeld,220907,,Tier S,2.0,,,63b43433-7d97-43c8-a6e1-91a0a29bbe72,,,,,,,,,,,,,,,,
001cv00000bBWye,Caddo Parish,Louisiana,County,Asher Rosenfeld,224893,,Tier S,2.0,32.6137,-93.8655,236a11e9-977d-453a-beaa-e0bf48b6d2b1,,,,,,,,,,,,,,,,
001cv00000bBWyw,Lafayette Consolidated Government,Louisiana,County,Asher Rosenfeld,254241,,Tier S,2.0,30.2206,-92.0247,4cf90666-47c9-4da9-8551-e7fa25135fef,,,,,,,,,,,,,,,,
001cv00000bBWzF,St. Tammany Parish,Louisiana,County,Asher Rosenfeld,277615,,Tier S,2.0,30.4357,-89.9253,fe9683bc-0596-4717-88f6-86c2fd6ea1d0,,,,,,,,,,,,,,,,
001cv00000bBX0g,City of New Orleans,Louisiana,Municipality,Asher Rosenfeld,362701,,Tier S,2.0,29.9509,-90.0758,5da38590-db39-45df-aebb-48bed64f65b4,,,,,,,,,,,,,,,,
