Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Jenny Allison,Calls - Alicia Gopal,Calls - Leila Assil,Calls - Sydney Ireland,Calls - Blake Anderson,Calls - Nick Martino,Calls - Ali Cohen,Calls - Ryan Minter,Calls - Emily Murnane
001Hr000028Zco2,"City Of Fitchburg, MA",Massachusetts,Municipality,Blake Anderson,41732,Nurture,Tier 1,1.5,42.5834,-71.8023,e4db3625-ebc6-40af-8ccd-ce9bfbc3053f,Closed Lost,,,Leila Assil,1/27/2026,1/22/2026,,,3,2026-04-14,1,2,,,,,,,
001Hr000028Zcoo,"Town Of Freetown, MA",Massachusetts,Municipality,Alicia Gopal,9202,,Tier 3,0.75,41.762,-71.0141,570b4c26-ca2e-443f-b251-079f06bd8d25,,,,,,,,,3,2025-09-18,,,3,,,,,,
001Hr000028Zcp7,"Town Of Mashpee, MA",Massachusetts,Municipality,Blake Anderson,15357,,Tier 2,1.0,41.6489,-70.4812,1c5f4a2d-a369-47bb-8972-b0176f50fdcf,,,,,,,,,4,2026-05-07,1,,3,,,,,,
001Hr000028ZcpX,"Town Of Auburn, MA",Massachusetts,Municipality,Alicia Gopal,16830,,Tier 2,1.0,42.1945,-71.8356,c6917d33-f084-4f96-8653-7fa1575a3c84,,,,,,,,,,,,,,,,,,,
001Hr000028Zcpi,"Town Of Holden, MA",Massachusetts,Municipality,Blake Anderson,19898,,Tier 2,1.0,42.3518,-71.8634,2b8021a3-cd62-46c8-b23f-09c2559db703,,,,,,,,,18,2025-12-11,7,,11,,,,,,
001Hr000028Zcpr,"City Of Taunton, MA",Massachusetts,Municipality,Alicia Gopal,59600,,Tier S,2.0,41.9001,-71.0898,4101c6a7-0332-4cbd-8d72-3fbc7d7cfadd,,,,,,,,,20,2026-02-19,,16,2,2,,,,,
001Hr000028ZcqU,"Town Of Lancaster, MA",Massachusetts,Municipality,Blake Anderson,8455,Nurture,Tier 3,0.75,42.4534,-71.6735,05711a1d-c4b1-4bc6-9c93-c074bcc5fbe5,Closed Lost,,,Jenny Allison,10/3/2025,10/1/2025,,,7,2025-10-01,7,,,,,,,,
001Hr000028Zcqy,"Town Of Douglas, MA",Massachusetts,Municipality,Blake Anderson,9049,Nurture,Tier 3,0.75,42.0543,-71.7394,668be157-d1c1-4450-b95b-cfcb71f1a0df,Closed Lost,,,Jenny Allison,11/6/2025,11/5/2025,,,8,2025-11-24,5,,3,,,,,,
001Hr000028Zcr2,"Town Of Templeton, MA",Massachusetts,Municipality,Blake Anderson,8160,Open Opportunity,Tier 3,0.75,42.5556,-72.0676,681ad02d-a659-4fa5-b1fa-4aa38f37e78d,Open,Initial Interest,Top of Funnel,Leila Assil,,7/9/2025,,,9,2026-04-08,6,,3,,,,,,
001Hr000028ZcrH,"Town Of Monson, MA",Massachusetts,Municipality,Alicia Gopal,8098,,Tier 3,0.75,42.1042,-72.319,c0ca9268-b468-482c-9420-f528ce4c1db2,,,,,,,,,,,,,,,,,,,
001Hr000028ZcrJ,"Town Of Southwick, MA",Massachusetts,Municipality,Blake Anderson,9196,Nurture,Tier 3,0.75,42.0548,-72.7704,72daa636-53bd-4d47-b2b9-b1056e04d2c0,Closed Lost,,,Leila Assil,8/4/2025,8/1/2025,"$20,000",,5,2025-08-14,,,5,,,,,,
001Hr000028ZcrQ,"Town Of Duxbury, MA",Massachusetts,Municipality,Blake Anderson,16116,,Tier 2,1.0,42.0394,-70.6717,30d6e052-ff7e-41cd-ba1d-f33eab60c739,,,,,,,,,4,2025-12-16,4,,,,,,,,
001Hr000028ZcrY,"Town Of Blackstone, MA",Massachusetts,Municipality,Alicia Gopal,9177,Nurture,Tier 3,0.75,42.0418,-71.5368,50881d10-f4c7-48ed-9fa4-f486f55cc7de,Closed Lost,,,Jenny Allison,10/23/2025,10/20/2025,,,15,2025-10-30,15,,,,,,,,
001Hr000028Zcrc,"Town Of Acushnet, MA",Massachusetts,Municipality,Blake Anderson,10553,,Tier 2,1.0,41.7224,-70.8952,9eb3ac8d-8455-4368-87fb-0e4064b93a0a,,,,,,,,,7,2026-04-28,2,,,,,,2,2,1
001Hr000028Zcrn,"Town Of Southborough, MA",Massachusetts,Municipality,Alicia Gopal,10421,,Tier 2,1.0,42.3056,-71.5245,bdb436b2-0429-4178-9bc9-91bf76e1f61c,,,,,,,,,12,2025-11-20,12,,,,,,,,
001Hr000028Zcru,"City Of West Springfield Town, MA",Massachusetts,Municipality,Alicia Gopal,28629,,Tier 1,1.5,42.1071,-72.623,c09f4f10-1144-42f5-807a-909469b507ac,,,,,,,,,1,2025-11-20,1,,,,,,,,
001Hr000028Zcrz,"City Of Barnstable, MA",Massachusetts,Municipality,Blake Anderson,49583,,Tier 1,1.5,41.6653,-70.2879,3880daeb-7ae4-4111-bdfc-bbed525952ad,,,,,,,,,18,2026-02-09,13,5,,,,,,,
001Hr000028ZcsA,"Town Of Millis, MA",Massachusetts,Municipality,Blake Anderson,8668,,Tier 3,0.75,42.167,-71.3517,29b3772c-ea06-407a-93ce-daed6f4ec213,,,,,,,,,4,2026-01-27,2,,1,1,,,,,
001Hr000028ZcsF,"Town Of Montague, MA",Massachusetts,Municipality,Alicia Gopal,8580,,Tier 3,0.75,42.5355,-72.5353,ca097ef4-36ce-4835-91cc-aad9f72a3244,,,,,,,,,3,2025-06-09,,,3,,,,,,
001Hr000028ZcsN,"Town Of Seekonk, MA",Massachusetts,Municipality,Blake Anderson,15568,,Tier 2,1.0,41.8084,-71.337,ac464bab-66ad-4ee7-b031-e96b021d4ed8,,,,,,,,,14,2025-07-02,,,14,,,,,,
001Hr000028Zcsa,"Town Of Townsend, MA",Massachusetts,Municipality,Alicia Gopal,8983,,Tier 3,0.75,42.6669,-71.7058,c676a9b7-cc73-4cae-b50b-760d1b9fa415,,,,,,,,,9,2026-04-29,6,3,,,,,,,
001Hr000028Zcsh,"City Of Amesbury, MA",Massachusetts,Municipality,Blake Anderson,17269,,Tier 2,1.0,42.8584,-70.93,dedd609d-4109-47ee-88d1-43c082b1cb9e,,,,,,,,,,,,,,,,,,,
001Hr000028Zct4,"Town Of Medway, MA",Massachusetts,Municipality,Alicia Gopal,13131,,Tier 2,1.0,42.1418,-71.3967,570dcdcc-f58a-4eb1-9851-3e1e160c9129,,,,,,,,,6,2025-06-26,,,6,,,,,,
001Hr000028ZctV,"Town Of Weston, MA",Massachusetts,Municipality,Alicia Gopal,11666,Open Opportunity,Tier 2,1.0,42.3668,-71.3031,9cdfe976-1a65-41fa-863e-94d769d5a000,Open,Initial Interest,Top of Funnel,Leila Assil,,1/5/2025,,,9,2026-01-26,7,1,1,,,,,,
001Hr000028ZcuI,"Town Of North Reading, MA",Massachusetts,Municipality,Alicia Gopal,15343,,Tier 2,1.0,42.5751,-71.0787,0050c6a3-6a80-4c05-9e8f-a9a087726a33,,,,,,,,,10,2026-05-18,,10,,,,,,,
001Hr000028ZcuK,"Town Of Sudbury, MA",Massachusetts,Municipality,Alicia Gopal,19059,,Tier 2,1.0,42.3834,-71.4162,e2e78749-07c5-46b7-80ef-ffb2fbb312de,,,,,,,,,16,2025-12-02,16,,,,,,,,
001Hr000028ZcuN,"Town Of Hull, MA",Massachusetts,Municipality,Alicia Gopal,10144,Open Opportunity,Tier 2,1.0,42.3021,-70.9078,5a9e2c69-b7e0-49d4-a395-7f018259006c,Open,Initial Interest,Top of Funnel,Alicia Gopal,,10/26/2025,,,,,,,,,,,,,
001Hr000028ZcuS,"Town Of Ipswich, MA",Massachusetts,Municipality,Alicia Gopal,13716,Nurture,Tier 2,1.0,42.6801,-70.8376,27858618-3885-440b-be37-2cb5cc0be5db,Closed Lost,,,Sydney Ireland,1/29/2026,1/23/2026,,,16,2026-05-18,,15,,1,,,,,
001Hr000028ZcuY,"Town Of Marshfield, MA",Massachusetts,Municipality,Blake Anderson,25869,,Tier 1,1.5,42.0919,-70.7103,64fc7c04-db71-48ad-bba3-bd2136792af7,,,,,,,,,19,2026-05-11,6,13,,,,,,,
001Hr000028Zcub,"Town Of Bedford, MA",Massachusetts,Municipality,Alicia Gopal,14155,,Tier 2,1.0,42.4906,-71.276,404e64ce-bece-42ba-8168-997d5488c2a4,,,,,,,,,5,2026-05-07,2,,3,,,,,,
001Hr000028Zcv7,"City Of Woburn, MA",Massachusetts,Municipality,Blake Anderson,41056,Nurture,Tier 1,1.5,42.4793,-71.1523,bf032d49-fa3f-4b60-8be9-d52efa5e2f8d,,,,,,,,,5,2025-11-24,5,,,,,,,,
001Hr000028ZcvK,"Town Of Lynnfield, MA",Massachusetts,Municipality,Blake Anderson,12955,,Tier 2,1.0,42.539,-71.0478,0825e1ab-2234-4b92-9c1c-bf74ce6624d5,,,,,,,,,11,2026-03-27,,5,6,,,,,,
001Hr000028Zcvf,"Town Of Harwich, MA",Massachusetts,Municipality,Blake Anderson,13629,,Tier 2,1.0,41.7609,-70.083,90bb93dd-6e29-45f2-ab1b-7ccdc1f8fff0,,,,,,,,,9,2025-07-02,,,9,,,,,,
001Hr000028Zcvj,"Town Of Middleton, MA",Massachusetts,Municipality,Alicia Gopal,9767,,Tier 3,0.75,42.5951,-71.0162,6295692d-0dea-4dbf-ade2-b0b5c4aefff5,,,,,,,,,,,,,,,,,,,
001Hr000028Zcvy,"Town Of Northborough, MA",Massachusetts,Municipality,Alicia Gopal,15667,,Tier 2,1.0,42.3198,-71.6424,1b7350ed-634a-4919-87e3-bde9d4964e8c,,,,,,,,,4,2025-10-01,4,,,,,,,,
001Hr000028ZcxB,"Town Of Sharon, MA",Massachusetts,Municipality,Alicia Gopal,18494,,Tier 2,1.0,42.1237,-71.1789,25b87a02-ed75-4ea0-9cc5-5607088017b7,,,,,,,,,6,2025-12-16,6,,,,,,,,
001Hr000028ZcxS,"Town Of Wareham, MA",Massachusetts,Municipality,Blake Anderson,23317,Nurture,Tier 2,1.0,41.7607,-70.7211,f9d462c8-158d-4ab0-9ee5-04d0bc673d14,Closed Lost,,,Jenny Allison,11/4/2025,9/30/2025,,,2,2025-11-13,2,,,,,,,,
001Hr000028Zcxq,"Town Of Norfolk, MA",Massachusetts,Municipality,Blake Anderson,11550,Open Opportunity,Tier 2,1.0,42.1195,-71.3251,7cb9f666-24f6-465b-bba6-a503a9d3b5c6,Open,Proposal,Mid Funnel,Jenny Allison,11/17/2025,11/6/2025,"$27,000",,2,2025-11-05,2,,,,,,,,
001Hr000028Zcy6,"Town Of Spencer, MA",Massachusetts,Municipality,Blake Anderson,11928,,Tier 2,1.0,42.2438,-71.9951,8a3ef7cc-3352-442f-86f2-496b1a1fcaf4,,,,,,,,,7,2026-03-30,,3,4,,,,,,
001Hr000028ZcyL,"City Of Gloucester, MA",Massachusetts,Municipality,Blake Anderson,29952,,Tier 1,1.5,42.6245,-70.6608,56103116-94ce-40b4-993d-ec4a3f060eea,,,,,,,,,27,2026-03-06,22,,,5,,,,,
001Hr000028ZcyP,"Town Of Reading, MA",Massachusetts,Municipality,Blake Anderson,25223,,Tier 1,1.5,42.5236,-71.103,0e34d49f-1b3d-4c53-a4d2-2f42e816f9c8,,,,,,,,,8,2025-12-11,8,,,,,,,,
001Hr000028Zcyd,"Town Of Medfield, MA",Massachusetts,Municipality,Alicia Gopal,12915,,Tier 2,1.0,42.1855,-71.309,8c0bd393-1f43-46cd-9f42-a5be12fe2b9c,,,,,,,,,2,2025-11-05,2,,,,,,,,
001Hr000028Zcz3,"Town Of Wilbraham, MA",Massachusetts,Municipality,Alicia Gopal,14551,Open Opportunity,Tier 2,1.0,42.1224,-72.4314,d32523a6-f07f-4e73-a553-6ae81f97db42,Open,Initial Interest,Top of Funnel,Alicia Gopal,,2/4/2026,,,31,2026-03-25,16,13,,2,,,,,
001Hr000028Zczk,"Town Of Lunenburg, MA",Massachusetts,Municipality,Alicia Gopal,11816,,Tier 2,1.0,42.5971,-71.7416,3def1b89-3619-46ab-b3eb-a347727b91c6,,,,,,,,,6,2025-10-01,6,,,,,,,,
001Hr000028Zczm,"Town Of Bridgewater, MA",Massachusetts,Municipality,Alicia Gopal,27478,Open Opportunity,Tier 1,1.5,41.9902,-70.9755,e79e6c9f-153f-48b8-b673-0265b410f200,Open,Meeting Booked,Top of Funnel,Alicia Gopal,5/7/2026,2/10/2026,,,59,2026-05-14,,44,14,1,,,,,
001Hr000028Zd04,"Town Of Pepperell, MA",Massachusetts,Municipality,Alicia Gopal,11577,,Tier 2,1.0,42.6662,-71.5884,f9604b29-0882-40f5-b78b-0a09198d5949,,,,,,,,,10,2025-10-22,10,,,,,,,,
001Hr000028Zd0L,"City Of North Adams, MA",Massachusetts,Municipality,Alicia Gopal,12880,Open Opportunity,Tier 2,1.0,42.7009,-73.1087,c27fed22-dbeb-40ad-bdb5-d90f84f0d0d8,Open,Meeting Booked,Top of Funnel,Alicia Gopal,4/16/2026,3/30/2026,,,22,2026-05-19,,22,,,,,,,
001Hr000028Zd0P,"Town Of Wayland, MA",Massachusetts,Municipality,Blake Anderson,13724,,Tier 2,1.0,42.3626,-71.3614,d180eb44-7c8f-4cea-9746-0ef60905ed4b,,,,,,,,,4,2025-10-22,4,,,,,,,,
001Hr000028Zd0s,"Town Of Wrentham, MA",Massachusetts,Municipality,Alicia Gopal,12209,Nurture,Tier 2,1.0,42.0669,-71.3278,dd381e04-10c6-40ef-8cea-bf76e26cd9e1,Closed Lost,,,Alicia Gopal,2/17/2026,1/27/2026,,,6,2026-02-11,,6,,,,,,,
001Hr000028Zd1A,"Town Of Sandwich, MA",Massachusetts,Municipality,Alicia Gopal,20585,Open Opportunity,Tier 2,1.0,41.7643,-70.4987,5a9b4b49-3b4b-48f7-aa52-3843f9a0fde5,Open,Meeting Booked,Top of Funnel,Alicia Gopal,5/19/2026,5/15/2026,,Yes,20,2026-05-14,9,11,,,,,,,
001Hr000028Zd1H,"City Of Palmer Town, MA",Massachusetts,Municipality,Blake Anderson,12372,,Tier 2,1.0,42.1597,-72.3289,61148600-354f-4fae-ba4d-29c4c2967081,,,,,,,,,16,2026-05-04,,10,6,,,,,,
001Hr000028Zd2B,"City Of Winthrop Town, MA",Massachusetts,Municipality,Blake Anderson,18505,,Tier 2,1.0,42.3748,-70.9863,c49c9497-5507-4dbe-a754-ffa5b3b8b4dc,,,,,,,,,2,2026-05-18,,,,,2,,,,
001Hr000028Zd2L,"Town Of East Bridgewater, MA",Massachusetts,Municipality,Alicia Gopal,14465,,Tier 2,1.0,42.0334,-70.9592,b7fce431-aea9-4431-b039-e465d23d7d9c,,,,,,,,,6,2025-12-02,6,,,,,,,,
001Hr000028Zd2O,"Town Of Hudson, MA",Massachusetts,Municipality,Alicia Gopal,19790,,Tier 2,1.0,42.3914,-71.5697,537bec68-fdc0-408d-833d-3166c27d87e3,,,,,,,,,5,2025-11-24,5,,,,,,,,
001Hr000028Zd2Y,"Town Of Needham, MA",Massachusetts,Municipality,Alicia Gopal,32048,,Tier 1,1.5,42.2809,-71.2378,f16b5afd-4a9a-4d41-a65f-062fc7954689,,,,,,,,,14,2025-11-20,14,,,,,,,,
001Hr000028Zd2d,"Town Of Norwood, MA",Massachusetts,Municipality,Blake Anderson,31441,,Tier 1,1.5,42.1944,-71.199,18041bbe-95ab-48ca-b529-7ee0e1ac0c13,,,,,,,,,34,2026-05-18,8,24,2,,,,,,
001Hr000028Zd2h,"Town Of Walpole, MA",Massachusetts,Municipality,Blake Anderson,26652,,Tier 1,1.5,42.147,-71.2521,5d224614-ef12-4bab-a2ce-1d21001551b5,,,,,,,,,5,2025-10-09,5,,,,,,,,
001Hr000028Zd2t,"Town Of Charlton, MA",Massachusetts,Municipality,Alicia Gopal,13317,,Tier 2,1.0,42.1356,-71.9701,e8192e29-3c4b-4f07-aa9c-e206051b3104,,,,,,,,,7,2026-04-27,2,,5,,,,,,
001Hr000028Zd38,"Town Of Oxford, MA",Massachusetts,Municipality,Blake Anderson,13287,,Tier 2,1.0,42.1171,-71.8648,c65f4486-8137-48ee-8705-22b25cca0c5f,,,,,,,,,7,2026-04-06,7,,,,,,,,
001Hr000028Zd3H,"Town Of Randolph, MA",Massachusetts,Municipality,Alicia Gopal,34260,Open Opportunity,Tier 1,1.5,42.1626,-71.0413,dff7c6af-c938-4bee-b204-473c98880783,,,,,,,,,6,2026-05-15,,5,,,1,,,,
001Hr000028Zd3N,"Town Of Kingston, MA",Massachusetts,Municipality,Alicia Gopal,13793,,Tier 2,1.0,41.9924,-70.7265,ff470dcd-8398-42e4-87bd-f27cf5cd7766,,,,,,,,,7,2025-10-03,7,,,,,,,,
001Hr000028Zd3Z,"Town Of Grafton, MA",Massachusetts,Municipality,Blake Anderson,19756,,Tier 2,1.0,42.207,-71.6856,842a1508-1925-492d-adde-8036e9d246fe,,,,,,,,,2,2026-05-18,,,,,2,,,,
001Hr000028Zd3k,"Town Of Ludlow, MA",Massachusetts,Municipality,Alicia Gopal,20900,,Tier 2,1.0,42.1601,-72.4759,8dabdf65-0ffd-43cb-ab88-829726d06796,,,,,,,,,5,2025-11-21,5,,,,,,,,
001Hr000028Zd3n,"Town Of Uxbridge, MA",Massachusetts,Municipality,Blake Anderson,14270,Implementation,Tier 2,1.0,42.0772,-71.6303,9f7eecde-c248-4fd6-abfc-aac253e9c249,Closed Won,,,Jenny Allison,12/3/2025,11/19/2025,"$15,000",,2,2025-12-02,2,,,,,,,,
001Hr000028Zd3s,"Town Of Whitman, MA",Massachusetts,Municipality,Alicia Gopal,15279,Open Opportunity,Tier 2,1.0,42.0807,-70.9356,452a7a9a-0bbc-46f3-8092-05b8bb830aec,Open,Initial Interest,Top of Funnel,Alicia Gopal,,5/12/2026,,,3,2026-04-15,1,,2,,,,,,
001Hr000028Zd40,"City Of North Attleborough Town, MA",Massachusetts,Municipality,Alicia Gopal,30854,,Tier 1,1.5,41.9829,-71.3289,1b5c2fcf-75f4-4575-8847-851a95eb3057,,,,,,,,,18,2025-12-11,18,,,,,,,,
001Hr000028Zd4D,"Town Of Dedham, MA",Massachusetts,Municipality,Alicia Gopal,25240,,Tier 1,1.5,42.2436,-71.1677,1eaba1e7-5288-4ebe-8fdc-b451d185aeda,,,,,,,,,5,2025-10-01,5,,,,,,,,
001Hr000028Zd4X,"City Of Greenfield, MA",Massachusetts,Municipality,Alicia Gopal,17241,,Tier 2,1.0,42.5879,-72.5994,9dfba35f-6cc3-4fb4-b6e5-e79c44e8ad6a,,,,,,,,,,,,,,,,,,,
001Hr000028Zd4b,"City Of Easthampton Town, MA",Massachusetts,Municipality,Alicia Gopal,16022,Open Opportunity,Tier 2,1.0,42.2668,-72.669,12811a2c-5cb7-477e-8cfd-a3e9d5335cc7,Open,Initial Interest,Top of Funnel,Alicia Gopal,,4/13/2026,,,11,2026-04-13,,10,1,,,,,,
001Hr000028Zd4s,"Town Of Danvers, MA",Massachusetts,Municipality,Blake Anderson,27898,,Tier 1,1.5,42.575,-70.9321,c53c093a-8324-46ec-8817-db80f433ec51,,,,,,,,,3,2026-05-18,,,,,3,,,,
001Hr000028Zd50,"Town Of Rockland, MA",Massachusetts,Municipality,Blake Anderson,17771,,Tier 2,1.0,42.1307,-70.9162,f2af3d90-cd7b-4fef-b16d-3347c55eb8b0,,,,,,,,,2,2026-04-16,,2,,,,,,,
001Hr000028Zd54,"Town Of Dennis, MA",Massachusetts,Municipality,Alicia Gopal,14903,Open Opportunity,Tier 2,1.0,41.7361,-70.1945,aacdc394-6aa6-47b5-b259-ff83f536c887,Open,Meeting Booked,Top of Funnel,Sydney Ireland,4/6/2026,3/30/2026,,,1,2026-01-30,,1,,,,,,,
001Hr000028Zd55,"Town Of Raynham, MA",Massachusetts,Municipality,Blake Anderson,15230,Implementation,Tier 2,1.0,41.9487,-71.0731,7bff85d3-9d77-4e11-9dd1-37efd34f8abc,Closed Won,,,Leila Assil,,1/24/2025,"$36,270",,,,,,,,,,,,
001Hr000028Zd58,"City Of Salem, MA",Massachusetts,Municipality,Blake Anderson,44819,,Tier 1,1.5,42.5197,-70.8955,3f915ffb-752b-420d-857e-178066998137,,,,,,,,,21,2025-12-16,21,,,,,,,,
001Hr000028Zd5B,"Town Of Belmont, MA",Massachusetts,Municipality,Alicia Gopal,26838,Open Opportunity,Tier 1,1.5,42.3956,-71.1776,1d6c22de-2b73-4dcc-b178-f3a66449c62c,Open,Initial Interest,Top of Funnel,Alicia Gopal,5/20/2026,3/11/2026,,Yes,15,2026-05-19,1,14,,,,,,,
001Hr000028Zd5K,"Town Of North Andover, MA",Massachusetts,Municipality,Blake Anderson,30711,,Tier 1,1.5,42.6987,-71.1351,98c0b768-26df-4c8f-897a-8963ca88fe5b,,,,,,,,,2,2026-05-18,,,,,2,,,,
001Hr000028Zd5S,"City Of Beverly, MA",Massachusetts,Municipality,Alicia Gopal,42446,,Tier 1,1.5,42.5584,-70.88,b79a3dae-81f7-44a1-aafc-e450a225be74,,,,,,,,,,,,,,,,,,,
001Hr000028Zd5U,"Town Of Scituate, MA",Massachusetts,Municipality,Blake Anderson,19185,,Tier 2,1.0,42.1968,-70.7687,f636e9db-eff8-45ba-9f3c-d4972ea0b696,,,,,,,,,17,2026-05-19,,11,6,,,,,,
001Hr000028Zd5y,"Town Of Middleborough, MA",Massachusetts,Municipality,Alicia Gopal,24459,,Tier 2,1.0,41.8924,-70.9091,fde79c4c-b58b-4827-a1f7-eaa791b950d7,,,,,,,,,4,2025-11-21,4,,,,,,,,
001Hr000028Zd60,"Town Of Tewksbury, MA",Massachusetts,Municipality,Alicia Gopal,30876,,Tier 1,1.5,42.6106,-71.2342,48161978-458f-454a-b9d6-acb54704b7fc,,,,,,,,,8,2025-11-20,8,,,,,,,,
001Hr000028Zd64,"Town Of Norton, MA",Massachusetts,Municipality,Alicia Gopal,19278,,Tier 2,1.0,41.9695,-71.1821,a1aa1904-31b8-4a4a-96c0-1bbbd4398c6e,,,,,,,,,6,2025-06-16,,,6,,,,,,
001Hr000028Zd6G,"Town Of Natick, MA",Massachusetts,Municipality,Alicia Gopal,36426,,Tier 1,1.5,42.2775,-71.3468,499c4cb8-5729-43da-95d5-82cba3e6571a,,,,,,,,,14,2025-08-08,,,14,,,,,,
001Hr000028Zd6X,"Town Of Pembroke, MA",Massachusetts,Municipality,Blake Anderson,18410,,Tier 2,1.0,42.0715,-70.8092,cd27a09c-f82e-43d3-b215-4b1942de5d2c,,,,,,,,,7,2025-11-26,7,,,,,,,,
001Hr000028Zd6c,"Town Of Concord, MA",Massachusetts,Municipality,Alicia Gopal,18184,Open Opportunity,Tier 2,1.0,42.4604,-71.3489,76dea41d-0ca9-4bc2-8b73-206742eb0f4e,Open,Demo,Mid Funnel,Alicia Gopal,2/9/2026,1/15/2026,,,18,2026-02-09,,17,1,,,,,,
001Hr000028Zd6l,"Town Of Longmeadow, MA",Massachusetts,Municipality,Blake Anderson,15725,Nurture,Tier 2,1.0,42.0501,-72.5829,642ae96a-8f41-445f-bcb1-17d068964b7e,Closed Lost,,,Jenny Allison,10/31/2025,10/21/2025,,,4,2025-11-13,4,,,,,,,,
001Hr000028Zd70,"Town Of Westwood, MA",Massachusetts,Municipality,Alicia Gopal,16213,,Tier 2,1.0,42.214,-71.2245,6e03a0ec-7089-441e-ab27-d32b765a24e9,,,,,,,,,12,2025-11-20,12,,,,,,,,
001Hr000028Zd72,"Town Of Westport, MA",Massachusetts,Municipality,Alicia Gopal,16359,,Tier 2,1.0,41.6755,-71.1088,4a146e94-11d7-42a2-809b-3190aea43edd,,,,,,,,,1,2025-09-09,,,1,,,,,,
001Hr000028Zd7u,"Town Of Acton, MA",Massachusetts,Municipality,Blake Anderson,23846,,Tier 2,1.0,42.4851,-71.4328,83a92faa-41e7-4247-a8d7-644ac8310ab5,,,,,,,,,8,2025-11-25,8,,,,,,,,
001Hr000028Zd88,"Town Of Bellingham, MA",Massachusetts,Municipality,Alicia Gopal,16905,Open Opportunity,Tier 2,1.0,42.0861,-71.4743,18123159-f087-44f9-ba2d-610993205965,Open,Initial Interest,Top of Funnel,Alicia Gopal,,5/12/2026,,,5,2026-04-15,1,,4,,,,,,
001Hr000028Zd8w,"Town Of Somerset, MA",Massachusetts,Municipality,Blake Anderson,18250,,Tier 2,1.0,41.7695,-71.1286,441808ed-8fa4-460e-8419-550707229d61,,,,,,,,,8,2025-12-11,8,,,,,,,,
001Hr000028Zd91,"Town Of South Hadley, MA",Massachusetts,Municipality,Alicia Gopal,17995,,Tier 2,1.0,42.2592,-72.5748,fee883ac-d5ab-4393-8578-274fb007fc45,,,,,,,,,16,2025-08-27,,,16,,,,,,
001Hr000028Zd96,"Town Of Foxborough, MA",Massachusetts,Municipality,Blake Anderson,18519,,Tier 2,1.0,42.0641,-71.25,77610d95-6ac6-4afc-9c64-c8bdbd2ada20,,,,,,,,,8,2026-05-18,,5,3,,,,,,
001Hr000028Zd9C,"Town Of Marblehead, MA",Massachusetts,Municipality,Alicia Gopal,20296,,Tier 2,1.0,42.5,-70.8578,4e1f15da-7576-4bb2-949c-6cf5e4f8fdb4,,,,,,,,,10,2025-08-26,,,10,,,,,,
001Hr000028Zd9R,"Town Of Easton, MA",Massachusetts,Municipality,Blake Anderson,25247,,Tier 1,1.5,42.0245,-71.1287,6e6dbeb1-c3be-4c4e-8535-500b6e17b239,,,,,,,,,8,2026-05-19,,3,1,,4,,,,
001Hr000028ZdAp,"Town Of Mansfield, MA",Massachusetts,Municipality,Alicia Gopal,23823,,Tier 2,1.0,42.0335,-71.2191,0f53d034-4cf7-4d7a-aa71-8074fa1372c5,,,,,,,,,5,2025-09-18,,,5,,,,,,
001Hr000028ZdBd,"Town Of Westford, MA",Massachusetts,Municipality,Blake Anderson,24446,Open Opportunity,Tier 2,1.0,42.5811,-71.4395,9d8a6620-95c1-4722-bc7c-fc57ba1c01ce,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,19,2025-12-11,14,,5,,,,,,
001Hr000028ZdBn,"Town Of Saugus, MA",Massachusetts,Municipality,Blake Anderson,28676,Recent Competitor Purchase,Tier 1,1.5,42.4583,-71.0239,dca2d568-ef4e-42fd-a1ba-fbfaf44e2ad5,,,,,,,,,11,2026-02-18,7,4,,,,,,,
001Hr000028ZdCZ,"Town Of Stoneham, MA",Massachusetts,Municipality,Blake Anderson,22877,,Tier 2,1.0,42.4817,-71.1002,01012fd0-993c-4ac7-90ee-56cf732ede24,,,,,,,,,8,2025-12-11,8,,,,,,,,
001Hr000028ZdDN,"Town Of Hingham, MA",Massachusetts,Municipality,Alicia Gopal,24311,,Tier 2,1.0,42.2418,-70.8898,afc5c6e5-f04d-4a9b-834f-ea2fd2a27175,,,,,,,,,4,2025-06-23,,,4,,,,,,
001Hr000028ZdDS,"Town Of Canton, MA",Massachusetts,Municipality,Alicia Gopal,25887,Open Opportunity,Tier 1,1.5,42.159,-71.1449,1220422c-f395-418a-9290-6e6967436719,Open,Meeting Booked,Top of Funnel,Alicia Gopal,5/20/2026,3/26/2026,,,22,2026-05-04,,22,,,,,,,
001Hr000028ZdEC,"Town Of Milton, MA",Massachusetts,Municipality,Alicia Gopal,28388,Open Opportunity,Tier 1,1.5,42.2495,-71.0662,e56ad6cb-eb75-4977-8827-21296cce0378,Closed Lost,,,Alicia Gopal,2/9/2026,2/2/2026,,,39,2026-03-10,8,22,9,,,,,,
001Hr000028ZdEk,"Town Of Burlington, MA",Massachusetts,Municipality,Alicia Gopal,25989,,Tier 1,1.5,42.5047,-71.1956,eac1efbd-9577-47de-b662-112d427d7376,,,,,,,,,10,2026-05-18,,10,,,,,,,
