Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Ali Cohen,Calls - Quinzel Perry,Calls - Jenny Allison,Calls - Alicia Gopal,Salesforce ID
001cv00000AuZCN,"County Of King And Queen, VA",Virginia,County,Ali Cohen,6662,,Tier 3,0.75,37.7299,-76.8952,91217adc-f7c1-4a03-847f-eb027fc2d216,,,,,,,,,9,2026-02-17,9,,,,
001cv00000AuZLe,"Town Of Luray, VA",Virginia,Municipality,Ali Cohen,4794,,Tier 3,0.75,38.6654,-78.4595,64014fff-b627-4e3d-a92a-036c5a639cee,,,,,,,,,,,,,,,
001cv00000AuZMr,"County Of Craig, VA",Virginia,County,Ali Cohen,4865,,Tier 3,0.75,37.4466,-80.2321,981e2005-c762-4e32-b7e7-590de7ed6048,,,,,,,,,,,,,,,
001cv00000AuZNL,"Town Of Rocky Mount, VA",Virginia,Municipality,Ali Cohen,4900,,Tier 3,0.75,36.9976,-79.892,6edc5e55-affa-4fdf-ab0e-2c6028a93d10,,,,,,,,,,,,,,,
001cv00000AuZR4,"County Of Rappahannock, VA",Virginia,County,Ali Cohen,7407,,Tier 3,0.75,38.6762,-78.1564,42bab509-2d84-4259-a134-9470ab22e470,,,,,,,,,13,2025-10-30,,13,,,
001cv00000AuZY4,"County Of Mathews, VA",Virginia,County,Ali Cohen,8546,,Tier 3,0.75,37.3912,-76.3174,37185787-4602-4638-9cf4-b75d49b6205e,,,,,,,,,9,2025-11-03,,9,,,
001cv00000AuZZ3,"County Of Richmond, VA",Virginia,County,Ali Cohen,9017,,Tier 3,0.75,37.5407,-77.436,566ef13b-d16d-4ef8-8ad8-14bcd7a43118,,,,,,,,,6,2025-09-29,,6,,,
001cv00000AuZad,"County Of Greensville, VA",Virginia,County,Ali Cohen,11437,,Tier 2,1.0,36.6057,-77.6078,28da12b8-8154-4c08-821e-de5febb037b2,,,,,,,,,,,,,,,
001cv00000AuZae,"County Of Charlotte, VA",Virginia,County,Ali Cohen,11448,,Tier 2,1.0,37.0467,-78.6115,22f75d03-f860-420a-a044-b6a7b064b373,,,,,,,,,,,,,,,
001cv00000AuZbC,"County Of Lunenburg, VA",Virginia,County,Ali Cohen,11926,,Tier 2,1.0,36.9261,-78.2476,f3d8f116-20a4-4a5c-b26c-9b987558eab4,,,,,,,,,,,,,,,
001cv00000AuZbM,"County Of Northumberland, VA",Virginia,County,Ali Cohen,12029,,Tier 2,1.0,37.9036,-76.41,57fff29a-553e-445f-8230-aae237e86653,,,,,,,,,5,2026-05-15,4,1,,,
001cv00000AuZbS,"County Of Northampton, VA",Virginia,County,Ali Cohen,12085,,Tier 2,1.0,37.2268,-75.9928,83aa050e-5a3b-4358-905b-d596464a88da,,,,,,,,,,,,,,,
001cv00000AuZd5,"County Of Essex, VA",Virginia,County,Ali Cohen,10573,,Tier 2,1.0,37.9672,-76.9643,9b043610-af16-45c0-a125-a3c265d18519,,,,,,,,,,,,,,,
001cv00000AuZgA,"County Of Amelia, VA",Virginia,County,Ali Cohen,13268,Open Opportunity,Tier 2,1.0,37.3213,-77.9739,8956e4f9-da64-449c-92d0-509e240571e4,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/17/2026,,,2,2026-04-21,2,,,,
001cv00000AuZhO,"County Of Nelson, VA",Virginia,County,Ali Cohen,14790,,Tier 2,1.0,37.7479,-78.8836,66d58ecd-2a42-4ba9-9c18-9fc19237c454,,,,,,,,,,,,,,,
001cv00000AuZhU,"County Of Clarke, VA",Virginia,County,Ali Cohen,14881,,Tier 2,1.0,39.1517,-77.9739,44026034-8b0d-41ca-8cac-9c79638a4473,,,,,,,,,4,2025-07-30,,4,,,
001cv00000AuZhZ,"County Of Alleghany, VA",Virginia,County,Ali Cohen,14986,,Tier 2,1.0,37.8532,-80.0535,23bf722f-b1cd-4a0e-b4e9-1e1be4eaae7d,,,,,,,,,,,,,,,
001cv00000AuZhz,"County Of Grayson, VA",Virginia,County,Ali Cohen,15359,,Tier 2,1.0,36.6721,-81.2078,d87a0111-bdf1-435b-8637-d581cf521a37,,,,,,,,,11,2025-10-22,,11,,,
001cv00000AuZjt,"County Of Cumberland, VA",Virginia,County,Ali Cohen,9681,Open Opportunity,Tier 3,0.75,37.4964,-78.2449,a82dafa8-8706-4f11-8ad5-bf0de48d76db,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/26/2026,,,3,2026-03-04,3,,,,
001cv00000AuZlN,"County Of Sussex, VA",Virginia,County,Ali Cohen,10763,,Tier 2,1.0,36.9058,-77.2405,53e8315a-4549-413a-b2c0-2d9c47f2d626,,,,,,,,,10,2026-05-15,10,,,,
001cv00000AuZlO,"County Of Middlesex, VA",Virginia,County,Ali Cohen,10781,,Tier 2,1.0,37.604,-76.5257,adbba293-269a-491e-aa8d-aa2abe0900db,,,,,,,,,11,2025-11-03,,11,,,
001cv00000AuZlf,"County Of Lancaster, VA",Virginia,County,Ali Cohen,10928,Open Opportunity,Tier 2,1.0,37.77,-76.466,1b0d28f1-d335-48bf-941c-47dedec1514a,Open,Initial Interest,Top of Funnel,Ali Cohen,,2/19/2026,,,9,2026-02-19,8,1,,,
001cv00000AuZnA,"County Of Dickenson, VA",Virginia,County,Ali Cohen,13787,Open Opportunity,Tier 2,1.0,37.0929,-82.3452,3de16eb3-7f2e-4b51-9850-c898141b4b78,Open,Initial Interest,Top of Funnel,Ali Cohen,3/13/2026,3/10/2026,,,14,2026-04-22,14,,,,
001cv00000AuZnP,"County Of Madison, VA",Virginia,County,Ali Cohen,13942,,Tier 2,1.0,38.3804,-78.2575,1a1b9197-46c9-4ddb-97ea-f1177a0f189b,,,,,,,,,2,2025-07-30,,2,,,
001cv00000AuZoe,"County Of Floyd, VA",Virginia,County,Ali Cohen,15566,Nurture,Tier 2,1.0,36.9112,-80.32,f813427d-8395-40f0-a81f-dbb103f4af20,Closed Lost,,,Ali Cohen,4/14/2026,4/9/2026,,,16,2026-04-14,15,,1,,
001cv00000AuZoh,"County Of Nottoway, VA",Virginia,County,Ali Cohen,15594,Open Opportunity,Tier 2,1.0,37.1148,-78.0195,e06af3f6-ff70-490f-96af-7d49583af15e,Open,Initial Interest,Top of Funnel,Ali Cohen,2/18/2026,2/12/2026,,,45,2026-04-28,44,1,,,
001cv00000AuZp3,"County Of Brunswick, VA",Virginia,County,Ali Cohen,15940,,Tier 2,1.0,36.7571,-77.8367,5fff4ff7-57e0-4a4f-839d-a6f770d26933,,,,,,,,,21,2025-10-28,,21,,,
001cv00000AuZqp,"County Of Appomattox, VA",Virginia,County,Ali Cohen,16353,,Tier 2,1.0,37.4025,-78.793,85b8cbf9-93c0-4c27-bd81-1978f175f763,,,,,,,,,9,2026-05-21,9,,,,
001cv00000AuZr4,"County Of Giles, VA",Virginia,County,Ali Cohen,16562,,Tier 2,1.0,37.3133,-80.6771,0d40421c-ea1b-4582-a2e0-fa3d3a3c4793,,,,,,,,,,,,,,,
001cv00000AuZrR,"County Of Buckingham, VA",Virginia,County,Ali Cohen,16947,,Tier 2,1.0,37.507,-78.5661,decd4443-bfdc-46c6-871c-0207769faf78,,,,,,,,,,,,,,,
001cv00000AuZtm,"County Of Patrick, VA",Virginia,County,Ali Cohen,17602,,Tier 2,1.0,36.6886,-80.3213,69f2b4e3-21fd-4e56-a63f-6520f8493517,,,,,,,,,,,,,,,
001cv00000AuZu7,"County Of Southampton, VA",Virginia,County,Ali Cohen,18006,Open Opportunity,Tier 2,1.0,36.6789,-77.1025,283bda41-5f47-4cc3-98c2-80e3619b1658,Open,Initial Interest,Top of Funnel,Ali Cohen,4/27/2026,4/22/2026,,,5,2026-05-21,5,,,,
001cv00000AuZuI,"County Of King William, VA",Virginia,County,Ali Cohen,18171,,Tier 2,1.0,37.7372,-77.1485,3c0db4cd-70d7-40cc-9602-12ae3aac903a,,,,,,,,,,,,,,,
001cv00000AuZxP,"County Of Greene, VA",Virginia,County,Ali Cohen,20968,Open Opportunity,Tier 2,1.0,38.312,-78.4525,f49fee1b-c8d6-4fb5-bb14-1a5b4dc245fe,Open,Initial Interest,Top of Funnel,Ali Cohen,4/22/2026,3/23/2026,,,19,2026-04-23,19,,,,
001cv00000AuZxo,"County Of Scott, VA",Virginia,County,Ali Cohen,21419,,Tier 2,1.0,36.6816,-82.6051,57fb75b6-8ac0-4517-8a3c-18bf763bc790,,,,,,,,,3,2026-04-21,3,,,,
001cv00000Aua0K,"County Of Wythe, VA",Virginia,County,Ali Cohen,28178,,Tier 1,1.5,36.922,-81.1196,f60439c8-36f6-4444-9423-4186faf6686d,,,,,,,,,9,2025-09-29,,9,,,
001cv00000Aua0t,"County Of Carroll, VA",Virginia,County,Ali Cohen,29048,,Tier 1,1.5,36.6779,-80.7214,57ecc439-ea4f-4db6-98f4-f7eabe4e4095,,,,,,,,,2,2026-03-04,2,,,,
001cv00000Aua12,"County Of Smyth, VA",Virginia,County,Ali Cohen,29477,,Tier 1,1.5,36.8688,-81.5596,835a4953-ea4a-432b-bed4-02025d573275,,,,,,,,,5,2025-09-11,,5,,,
001cv00000Aua1I,"County Of Mecklenburg, VA",Virginia,County,Ali Cohen,30248,,Tier 1,1.5,36.6422,-78.3842,3a560281-d1b9-4406-8ad7-b4af70409eb5,,,,,,,,,,,,,,,
001cv00000Aua2q,"County Of Goochland, VA",Virginia,County,Ali Cohen,25488,,Tier 1,1.5,37.7416,-77.9739,90907bf5-af5b-444a-a3ca-58e198280b7a,,,,,,,,,10,2026-05-15,10,,,,
001cv00000Aua2s,"County Of Russell, VA",Virginia,County,Ali Cohen,25550,,Tier 1,1.5,36.9904,-82.0843,1aebc1cd-33ab-4b45-80ad-7764155cf94f,,,,,,,,,1,2025-08-18,,1,,,
001cv00000Aua3C,"County Of Buchanan, VA",Virginia,County,Ali Cohen,19816,,Tier 2,1.0,37.2403,-81.9971,930ed4c5-def0-48c3-8c9c-5a43ec01b0b4,,,,,,,,,,,,,,,
001cv00000Aua5c,"County Of Accomack, VA",Virginia,County,Ali Cohen,33246,,Tier 1,1.5,37.7063,-75.8069,b5fd3fc5-ab0d-462f-9579-d6346ab9dad6,,,,,,,,,1,2026-02-26,1,,,,
001cv00000Aua5n,"County Of Halifax, VA",Virginia,County,Ali Cohen,33738,Open Opportunity,Tier 1,1.5,36.6945,-78.9288,513d3cdb-85ae-493a-abc3-acaa6eebaa8d,Open,Initial Interest,Top of Funnel,Ali Cohen,,4/20/2026,,,3,2026-04-20,2,1,,,
001cv00000Aua5o,"County Of Pulaski, VA",Virginia,County,Ali Cohen,33759,,Tier 1,1.5,37.0584,-80.6771,2878d891-169f-4e5d-b47b-6f65cd520e2e,,,,,,,,,,,,,,,
001cv00000Aua5r,"County Of Botetourt, VA",Virginia,County,Ali Cohen,33866,,Tier 1,1.5,37.5775,-79.7848,aec37e35-caab-47ca-a6a2-b93519664d68,,,,,,,,,4,2026-05-15,4,,,,
001cv00000Aua7D,"County Of Louisa, VA",Virginia,County,Ali Cohen,38848,,Tier 1,1.5,37.9926,-77.9739,87c18a44-cf1f-4165-ab52-84d222611a23,,,,,,,,,9,2025-10-06,,9,,,
001cv00000Aua7Z,"County Of Tazewell, VA",Virginia,County,Ali Cohen,39925,,Tier 1,1.5,37.1148,-81.5196,ec1376d9-0a16-4ae0-8ce9-c726f118cc49,,,,,,,,,11,2025-10-30,,11,,,
001cv00000Aua8F,"County of Powhatan, VA",Virginia,County,Ali Cohen,31136,Open Opportunity,Tier 1,1.5,37.5643,-77.8825,2788240b-c3ec-48d2-9dc2-9ec0b2d0461c,Open,Demo,Mid Funnel,Quinzel Perry,10/3/2025,1/5/2025,,,4,2025-09-18,,4,,,
001cv00000Aua8K,"County Of Caroline, VA",Virginia,County,Ali Cohen,31332,,Tier 1,1.5,38.0446,-77.2865,4df4dc65-a15b-409f-8de9-84de8a9ad97c,,,,,,,,,11,2026-05-15,11,,,,
001cv00000Aua9W,"County Of Lee, VA",Virginia,County,Ali Cohen,21983,,Tier 2,1.0,36.7076,-83.0361,0f4c28f4-e09a-4f64-930c-84cab8230499,,,,,,,,,,,,,,,
001cv00000Aua9v,"County Of Rockbridge, VA",Virginia,County,Ali Cohen,22641,,Tier 2,1.0,37.8062,-79.5154,c882f019-8f87-4fed-a0fa-1a81c74ea6da,,,,,,,,,,,,,,,
001cv00000AuaAe,"County Of Page, VA",Virginia,County,Ali Cohen,23807,,Tier 2,1.0,38.6301,-78.5207,81dd3798-fbb7-4d24-86e3-b0513c33e9cb,,,,,,,,,,,,,,,
001cv00000AuaAj,"County Of New Kent, VA",Virginia,County,Ali Cohen,23897,,Tier 2,1.0,37.4654,-76.9643,5ff071dc-5981-4a1a-8523-961b39451c92,,,,,,,,,,,,,,,
001cv00000AuaBx,"County Of King George, VA",Virginia,County,Ali Cohen,27489,,Tier 1,1.5,38.2373,-77.1485,717a321c-cfc9-4135-b51a-5eb16071569c,,,,,,,,,,,,,,,
001cv00000AuaC6,"County Of Fluvanna, VA",Virginia,County,Ali Cohen,27723,,Tier 1,1.5,37.8533,-78.2476,e1085043-7d0f-4ec9-9935-6f6ac5eedd41,,,,,,,,,5,2025-09-11,,5,,,
001cv00000AuaCF,"County Of Dinwiddie, VA",Virginia,County,Ali Cohen,27912,,Tier 1,1.5,37.0769,-77.6536,e1945749-d390-4383-966d-9cea8bec967a,,,,,,,,,11,2025-07-30,,11,,,
001cv00000AuaDp,"County Of Orange, VA",Virginia,County,Ali Cohen,37188,,Tier 1,1.5,38.2427,-77.9739,914fc086-4b9a-47f3-bf99-dfbac25572bc,,,,,,,,,2,2025-08-19,,2,,,
001cv00000AuaFz,"County Of Warren, VA",Virginia,County,Ali Cohen,40925,,Tier 1,1.5,38.9332,-78.2476,16102231-8e36-4ffe-89d9-92e5f2601237,,,,,,,,,10,2025-10-29,,10,,,
001cv00000AuaGZ,"County Of Prince George, VA",Virginia,County,Ali Cohen,42880,Open Opportunity,Tier 1,1.5,37.1593,-77.2405,ced08e0e-45dc-4c97-9729-bad412860394,Open,Meeting Booked,Top of Funnel,Ali Cohen,9/2/2026,2/15/2026,,,8,2026-02-17,7,1,,,
001cv00000AuaLg,"County Of Culpeper, VA",Virginia,County,Ali Cohen,53596,,Tier S,2.0,38.4918,-77.9739,6818dbde-e8fe-484f-a23e-d2a150d3e820,,,,,,,,,2,2025-08-19,,2,,,
001cv00000AuaNE,"County Of Franklin, VA",Virginia,County,Ali Cohen,54938,,Tier S,2.0,36.9459,-79.8297,36c59993-ff7e-4f45-9409-0b20533d2413,,,,,,,,,1,2025-08-19,,1,,,
001cv00000AuaNK,"County Of Campbell, VA",Virginia,County,Ali Cohen,55492,,Tier S,2.0,37.221,-79.1097,929f35ef-68b7-4ad8-866b-670e81ea01e3,,,,,,,,,,,,,,,
001cv00000AuaQl,"County Of Rockingham, VA",Virginia,County,Ali Cohen,84394,,Tier S,2.0,38.5826,-78.8836,6448660f-e797-422d-89e0-ce9cff21b2c6,,,,,,,,,31,2026-03-02,11,20,,,
001cv00000AuaTC,"County Of Pittsylvania, VA",Virginia,County,Ali Cohen,59972,,Tier S,2.0,36.744,-79.4704,526e3dea-3890-48e2-93c2-f20221df86ae,,,,,,,,,36,2026-05-21,25,11,,,
001cv00000AuaUy,"County Of Roanoke, VA",Virginia,County,Ali Cohen,96589,,Tier S,2.0,37.2709,-79.9449,8332a63a-8bf5-403e-9131-37d0fbe23f44,,,,,,,,,,,,,,,
001cv00000AuaV6,"County Of Montgomery, VA",Virginia,County,Ali Cohen,98473,,Tier S,2.0,37.207,-80.4104,d082fe73-f606-4f0b-a105-83defa2da353,,,,,,,,,,,,,,,
001cv00000AuaVA,"City Of Roanoke, VA",Virginia,Municipality,Ali Cohen,98865,,Tier S,2.0,37.2709,-79.9449,66a5691c-cb72-4783-96a2-9076c2948d14,,,,,,,,,9,2025-11-03,,9,,,
001cv00000AuaW7,"County Of York, VA",Virginia,County,Ali Cohen,70915,,Tier S,2.0,37.2104,-76.3869,c7ecd48a-c33b-4830-8c65-9fc9edd87505,,,,,,,,,9,2026-04-21,6,3,,,
001cv00000AuaWT,"County Of Fauquier, VA",Virginia,County,Ali Cohen,73815,,Tier S,2.0,38.7209,-77.791,ffb7d2f9-f68b-4175-bda1-84787d90619e,,,,,,,,,1,2026-04-21,1,,,,
001cv00000AuaX0,"County Of James City, VA",Virginia,County,Ali Cohen,79882,,Tier S,2.0,37.3002,-76.8029,83e32ac2-c9da-45a3-918e-1538d7ada6d1,,,,,,,,,,,,,,,
001cv00000AuaX6,"County Of Bedford, VA",Virginia,County,Ali Cohen,80131,,Tier S,2.0,37.2539,-79.4704,8590bade-0538-4b00-9c06-8594044aa464,,,,,,,,,,,,,,,
001cv00000B21x9,"Town Of Dublin, VA",Virginia,Municipality,Ali Cohen,2640,,Tier 3,0.75,37.1057,-80.6853,17128bdf-9067-4f2e-bb8d-77b6963c3dc8,,,,,,,,,,,,,,,
001cv00000B221w,"Town Of South Hill, VA",Virginia,Municipality,Ali Cohen,4709,,Tier 3,0.75,36.7265,-78.1289,6cc66cda-9444-4530-874b-821383f5bfe8,,,,,,,,,,,,,,,
001cv00000B2Gu2,"County Of Westmoreland, VA",Virginia,County,Ali Cohen,18731,,Tier 2,1.0,38.1127,-76.7798,7b2de936-a71a-4601-8321-972d0ba9e1e7,,,,,,,,,2,2026-04-28,2,,,,
001cv00000NCErq,"City of Newport News, VA",Virginia,Municipality,Ali Cohen,183056,Nurture,Tier S,2.0,37.0871,-76.473,4e496722-770e-4e86-b6e8-e124d780c11d,Closed Lost,,,Alicia Gopal,12/2/2025,11/3/2025,,,10,2026-04-06,2,,,8,
001cv00000bB8Po,Town of Gordonsville,Virginia,Municipality,Asher Rosenfeld,1509,,Tier 3,0.75,38.1374,-78.1878,ed8ce013-982b-4f15-817b-a3fe045ea648,,,,,,,,,,,,,,,
001cv00000bBVhX,Town of Saint Paul,Virginia,Municipality,Asher Rosenfeld,835,,Tier 3,0.75,36.9062,-82.3109,fca852d9-b39e-4934-b00e-8c53580c3577,,,,,,,,,,,,,,,
001cv00000bBVhr,Town of Jonesville,Virginia,Municipality,Asher Rosenfeld,851,,Tier 3,0.75,36.689,-83.111,b543fc04-623d-4f81-857f-50d78b61f9dc,,,,,,,,,,,,,,,
001cv00000bBVlk,Town of Lawrenceville,Virginia,Municipality,Asher Rosenfeld,997,,Tier 3,0.75,36.7576,-77.8469,74dc9053-5a83-4e8b-a059-b7bd31c2ca33,,,,,,,,,,,,,,,
001cv00000bBVoQ,Town of Occoquan,Virginia,Municipality,Asher Rosenfeld,1063,,Tier 3,0.75,38.6837,-77.2603,ea18f09d-745b-4717-907f-2d1a82cbae3b,,,,,,,,,,,,,,,
001cv00000bBVop,Town of Halifax,Virginia,Municipality,Asher Rosenfeld,1090,,Tier 3,0.75,36.766,-78.9283,dd35e860-513a-4fe7-8456-4ce77673f5ee,,,,,,,,,,,,,,,
001cv00000bBVwe,Town of Chatham,Virginia,Municipality,Asher Rosenfeld,1195,,Tier 3,0.75,36.8257,-79.3981,a10dd2f2-f70f-4f8a-acb0-749202347ba6,,,,,,,,,,,,,,,
001cv00000bBVxO,Town of Bowling Green,Virginia,Municipality,Asher Rosenfeld,1252,,Tier 3,0.75,38.0496,-77.3466,e10e95e5-531d-47ef-bdd2-79ba7a170b86,,,,,,,,,,,,,,,
001cv00000bBVxz,Town of Cape Charles,Virginia,Municipality,Asher Rosenfeld,1288,,Tier 3,0.75,37.2679,-76.0174,21799c70-ec04-4ff6-ac41-546163007263,,,,,,,,,6,2026-05-22,6,,,,
001cv00000bBVyE,Town of Clarksville,Virginia,Municipality,Asher Rosenfeld,1309,,Tier 3,0.75,36.624,-78.5569,a24bfdf7-24b3-4644-9c35-2df1738c1edf,,,,,,,,,,,,,,,
001cv00000bBVyG,Town of Clintwood,Virginia,Municipality,Asher Rosenfeld,1313,,Tier 3,0.75,37.1501,-82.456,a7afee05-0f58-4c51-baef-1bef7b569af4,,,,,,,,,,,,,,,
001cv00000bBWC1,Town of Pennington Gap,Virginia,Municipality,Asher Rosenfeld,1575,,Tier 3,0.75,36.7584,-83.0271,afab6085-6fb5-4ce6-9368-67edace11434,,,,,,,,,,,,,,,
001cv00000bBWIo,Town of Saltville,Virginia,Municipality,Asher Rosenfeld,1773,,Tier 3,0.75,36.8815,-81.7621,eb003329-37dd-4ab3-91f6-985384b3d594,,,,,,,,,,,,,,,
001cv00000bBWMn,Henry County,Virginia,County,Asher Rosenfeld,49385,,Tier 1,1.5,36.6589,-79.964,e8bbf9e9-8edc-44ca-9ed7-e339fc2a2473,,,,,,,,,,,,,,,
001cv00000bBWNU,Town of Haymarket,Virginia,Municipality,Asher Rosenfeld,1594,,Tier 3,0.75,38.8121,-77.6364,dbc4d0f3-c63e-48f5-ae06-d2eb4925b75c,,,,,,,,,,,,,,,
001cv00000bBWOh,Town of Warsaw,Virginia,Municipality,Asher Rosenfeld,1683,,Tier 3,0.75,37.9587,-76.758,76c5d5f4-897f-4eb6-8d63-dbc907d605e4,,,,,,,,,,,,,,,
001cv00000bBWQr,Town of Mount Jackson,Virginia,Municipality,Asher Rosenfeld,2019,,Tier 3,0.75,38.7459,-78.6422,168b6adc-be93-404d-8e9d-9217eb8d4c7a,,,,,,,,,,,,,,,
001cv00000bBWT4,City of Hampton,Virginia,Municipality,Asher Rosenfeld,137596,,Tier S,2.0,37.0299,-76.3452,c53f111b-41e9-451a-b6cb-7afc080371d6,,,,,,,,,,,,,,,
001cv00000bBWTe,City of Alexandria,Virginia,Municipality,Asher Rosenfeld,159102,Open Opportunity,Tier S,2.0,38.8047,-77.0435,0c0fb453-44e8-4c26-89f5-634548c872ba,Open,Initial Interest,Top of Funnel,Ali Cohen,,3/26/2026,,,,,,,,,
001cv00000bBWZF,Fairfax County,Virginia,County,Asher Rosenfeld,1160925,,Tier S,2.0,38.7439,-77.2405,43a7031b-3a68-40b3-b754-957ad9a7d32c,,,,,,,,,,,,,,,
001cv00000bBWu9,Town of Middletown,Virginia,Municipality,Asher Rosenfeld,1444,,Tier 3,0.75,39.0276,-78.2806,b64fe819-1e7e-4013-8977-45bd952a5f37,,,,,,,,,,,,,,,
001cv00000bBWuO,Town of Kilmarnock,Virginia,Municipality,Asher Rosenfeld,1464,,Tier 3,0.75,37.7104,-76.3797,96f96b84-1cfe-4c8a-abfe-5727b66a323c,,,,,,,,,,,,,,,
001cv00000bBWyk,City of Norfolk,Virginia,Municipality,Asher Rosenfeld,231105,,Tier S,2.0,36.8508,-76.2859,3397a7cf-615e-4a94-9a40-0fdc2e6b37d1,,,,,,,,,,,,,,,
001cv00000bBWyn,City of Richmond,Virginia,Municipality,Asher Rosenfeld,233655,,Tier S,2.0,37.5407,-77.436,b209011f-1909-4a8f-bdce-5366905ccdb3,,,,,,,,,,,,,,,
001cv00000bBWyx,City of Chesapeake,Virginia,Municipality,Asher Rosenfeld,254997,,Tier S,2.0,36.7682,-76.2875,cc9ccab3-e19a-404e-ac80-911a43e62407,,,,,,,,,,,,,,,
001cv00000bBX0W,County of Henrico,Virginia,County,Asher Rosenfeld,338696,,Tier S,2.0,37.5059,-77.3324,d277fb5f-1d67-4b81-bfca-9fe3e68fa55b,,,,,,,,,,,,,,,
001cv00000bBX0q,Chesterfield County,Virginia,County,Asher Rosenfeld,389793,Open Opportunity,Tier S,2.0,37.3673,-77.6078,33c654dc-cfb6-444f-beed-7cb0e6b49c63,Open,Initial Interest,Top of Funnel,Ali Cohen,,3/26/2026,,,,,,,,,
001cv00000bBX1B,Loudoun County,Virginia,County,Asher Rosenfeld,443380,,Tier S,2.0,39.0768,-77.6536,efeb5343-e26a-4c3e-ae2f-56276e385c8c,,,,,,,,,,,,,,,
001cv00000bBX1D,City of Virginia Beach,Virginia,Municipality,Asher Rosenfeld,454808,,Tier S,2.0,36.8516,-75.9792,ac5a2bd0-5d56-4d71-8af6-0995c77ea4a3,,,,,,,,,,,,,,,
001cv00000bBX1O,Prince William County,Virginia,County,Asher Rosenfeld,497003,,Tier S,2.0,38.7839,-77.6078,8861b376-6d18-4871-9f78-16a7fb2393e3,,,,,,,,,,,,,,,
