Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Sydney Ireland,Calls - Jenny Allison,Calls - Leila Assil,Calls - Ryan Minter,Calls - Alicia Gopal,Calls - Joe del Rosario,Calls - Nick Martino
001Hr000028ZddH,"Madison County, TN",Tennessee,County,Sydney Ireland,99193,,Tier S,2.0,35.648,-88.8647,a40f450c-c7e2-4829-ba29-f89a3357b9e6,,,,,,,,,28,2026-04-23,17,,11,,,,
001Hr000028ZddQ,"Town Of Spring Hill, TN",Tennessee,Municipality,Sydney Ireland,53339,,Tier S,2.0,35.7512,-86.93,a9ffa372-d841-462f-b14a-7244bc825221,,,,,,,,,18,2026-05-11,6,12,,,,,
001Hr000028Zdef,"City Of Johnson City, TN",Tennessee,Municipality,Sydney Ireland,71278,Nurture,Tier S,2.0,36.3207,-82.3425,a0869406-ca54-49e2-942c-a68911d1cdf2,Closed Lost,,,Leila Assil,,1/7/2025,,,8,2026-03-16,7,,,,,,1
001Hr000028Zdg7,"Lauderdale County, TN",Tennessee,County,Sydney Ireland,24630,,Tier 2,1.0,35.7839,-89.6628,e7c6f539-3c01-4a9e-a6ec-be7f457c595f,,,,,,,,,,,,,,,,,
001Hr000028ZdgB,"Greene County, TN",Tennessee,County,Sydney Ireland,,,Tier 3,0.75,36.1348,-82.821,63aaca70-0e46-4384-a642-49a8449b32c6,,,,,,,,,9,2026-05-08,9,,,,,,
001Hr000028Zdga,"City Of Franklin, TN",Tennessee,Municipality,Sydney Ireland,85469,Open Opportunity,Tier S,2.0,35.9239,-86.8677,83319c77-471d-4254-9551-081e3352292a,Open,Meeting Booked,Top of Funnel,Sydney Ireland,4/27/2026,4/17/2026,,,31,2026-05-06,31,,,,,,
001Hr000028Zdgd,"Sullivan County, TN",Tennessee,County,Sydney Ireland,162135,,Tier S,2.0,36.4933,-82.3452,698f3aa9-30bd-4473-b53e-a8838007301c,,,,,,,,,8,2026-04-06,3,1,4,,,,
001Hr000028Zdhe,"Campbell County, TN",Tennessee,County,Sydney Ireland,93702,,Tier S,2.0,36.3817,-84.1857,5f441d50-0188-45ce-ad79-b7576dc91e56,,,,,,,,,8,2026-02-03,2,,6,,,,
001Hr000028Zdhh,"Town Of Collierville, TN",Tennessee,Municipality,Sydney Ireland,51343,Nurture,Tier S,2.0,35.0461,-89.6892,880c4cd4-0246-43ce-afec-e9baa6898e3f,Closed Lost,,,Sydney Ireland,3/3/2026,2/25/2026,,,22,2026-05-19,14,1,7,,,,
001Hr000028Zdht,"Maury County, TN",Tennessee,County,Sydney Ireland,113411,Nurture,Tier S,2.0,35.6195,-87.1423,30ea462d-8c4d-48f0-8223-80744833ff7e,Closed Lost,,,Sydney Ireland,3/16/2026,3/16/2026,,,6,2026-03-16,6,,,,,,
001Hr000028ZdjG,"Marion County, TN",Tennessee,County,Sydney Ireland,29382,Recent Competitor Purchase,Tier 1,1.5,35.0929,-85.6435,a4cbd9a6-3762-45c9-9868-6fcc1ae54ed5,Closed Lost,,,Leila Assil,5/16/2025,1/5/2025,"$22,500",,,,,,,,,,
001Hr000028Zdle,"Washington County, TN",Tennessee,County,Sydney Ireland,138420,,Tier S,2.0,36.3321,-82.5186,fe27c87b-0657-4b58-b5e6-c5669a693be6,,,,,,,,,11,2026-04-07,3,8,,,,,
001Hr000028Zdmi,"Blount County, TN",Tennessee,County,Sydney Ireland,141456,,Tier S,2.0,35.6711,-83.8473,ec08cf6c-9054-4177-acda-a9d291c201ee,,,,,,,,,6,2026-03-10,3,3,,,,,
001Hr000028ZdnB,"Sumner County, TN",Tennessee,County,Sydney Ireland,211472,Open Opportunity,Tier S,2.0,36.4718,-86.4997,4dbd3f51-05ca-4a93-a525-5928d05ecc90,Open,Proposal,Mid Funnel,Sydney Ireland,1/30/2026,1/30/2026,"$77,500",,43,2026-04-02,27,12,4,,,,
001Hr000028Zz2B,"City Of Gatlinburg, TN",Tennessee,Municipality,Sydney Ireland,3726,Open Opportunity,Tier 3,0.75,35.7143,-83.5102,b70c0417-f896-4b0b-9009-bff29b7d9867,Open,Sales Qualified,Mid Funnel,Sydney Ireland,4/15/2026,4/14/2026,,Yes,15,2026-04-14,9,,6,,,,
001cv000009eLmx,"Robertson County, TN",Tennessee,County,Sydney Ireland,76776,Open Opportunity,Tier S,2.0,36.5251,-86.8622,8ecf70ac-a285-45d8-a5d9-3dea3a0ba6e8,,,,,,,,,8,2026-02-27,2,1,5,,,,
001cv00000AuWNs,"Town Of Walden, TN",Tennessee,Municipality,Sydney Ireland,2005,,Tier 3,0.75,35.1648,-85.3013,d032b4c3-bf2f-4e3d-8f0b-733b7ae01381,,,,,,,,,5,2025-09-05,,,5,,,,
001cv00000AuWPw,"Town Of Lookout Mountain, TN",Tennessee,Municipality,Sydney Ireland,2037,,Tier 3,0.75,34.9942,-85.3494,22d7e203-d4e7-402c-a9ed-59c02574e212,,,,,,,,,6,2026-03-04,1,,5,,,,
001cv00000AuWYQ,"Town Of Pegram, TN",Tennessee,Municipality,Sydney Ireland,2073,,Tier 3,0.75,36.1006,-87.0511,dba07221-1d76-4d3c-92d3-65c677528b19,,,,,,,,,8,2026-02-25,8,,,,,,
001cv00000AuWYb,"Town Of Greenfield, TN",Tennessee,Municipality,Sydney Ireland,2075,,Tier 3,0.75,36.1534,-88.8006,72045f2c-188a-41cf-a663-271b1ac84970,,,,,,,,,2,2026-02-17,1,,1,,,,
001cv00000AuWYo,"Town Of Halls, TN",Tennessee,Municipality,Sydney Ireland,2081,,Tier 3,0.75,35.8756,-89.3962,833e8644-eaf7-4304-967b-5643791a0e69,,,,,,,,,8,2025-08-14,,,8,,,,
001cv00000AuWYv,"City Of Parsons, TN",Tennessee,Municipality,Sydney Ireland,2082,,Tier 3,0.75,35.6498,-88.1267,058509e2-80da-4e0d-a2cb-d17b38041c9a,,,,,,,,,1,2026-03-03,1,,,,,,
001cv00000AuWZK,"City Of Plainview, TN",Tennessee,Municipality,Sydney Ireland,2091,,Tier 3,0.75,36.1784,-83.7943,1b6f5df0-ee64-41d5-bff2-9bc94a7adc0f,,,,,,,,,,,,,,,,,
001cv00000AuWZS,"City Of Blaine, TN",Tennessee,Municipality,Sydney Ireland,2093,,Tier 3,0.75,36.1543,-83.7041,63ca618e-b6a3-43bf-953d-ab0f65f090c8,,,,,,,,,,,,,,,,,
001cv00000AuWbk,"Town Of Ridgetop, TN",Tennessee,Municipality,Sydney Ireland,2137,,Tier 3,0.75,36.395,-86.7794,fb24a79a-5454-4ff4-b0c8-994d1ed959b5,,,,,,,,,1,2026-03-03,1,,,,,,
001cv00000AuWcP,"City Of Jellico, TN",Tennessee,Municipality,Sydney Ireland,2148,,Tier 3,0.75,36.5879,-84.1269,6ee4f8f3-9b4e-4d3f-983f-9058fd1cd1f6,,,,,,,,,,,,,,,,,
001cv00000AuWq2,"Town Of Caryville, TN",Tennessee,Municipality,Sydney Ireland,2190,,Tier 3,0.75,36.2994,-84.223,0e99831d-3cc0-4e30-9d48-51a5309379be,,,,,,,,,,,,,,,,,
001cv00000AuWqX,"City Of South Fulton, TN",Tennessee,Municipality,Sydney Ireland,2200,,Tier 3,0.75,36.5009,-88.8753,4a3d181d-2bd3-4cfc-bfb7-b4607c542299,,,,,,,,,,,,,,,,,
001cv00000AuX5F,"Town Of Adamsville, TN",Tennessee,Municipality,Sydney Ireland,2245,,Tier 3,0.75,35.2359,-88.3906,e8c07c23-526f-431f-a344-7b822ca2b986,,,,,,,,,,,,,,,,,
001cv00000AuX6L,"Town Of Estill Springs, TN",Tennessee,Municipality,Sydney Ireland,2266,,Tier 3,0.75,35.2706,-86.128,dab714b6-c36b-42a2-af24-355ec894bbfd,,,,,,,,,,,,,,,,,
001cv00000AuX6Y,"Town Of Carthage, TN",Tennessee,Municipality,Sydney Ireland,2270,,Tier 3,0.75,36.2523,-85.9517,e280e81c-3c52-40da-96b1-e4028525acc6,,,,,,,,,6,2026-05-06,6,,,,,,
001cv00000AuX8W,"City Of Dyer, TN",Tennessee,Municipality,Sydney Ireland,2309,,Tier 3,0.75,36.0667,-88.994,a90c4114-02b6-4420-b1ca-79499c6ccc41,,,,,,,,,,,,,,,,,
001cv00000AuX92,"Town Of Alamo, TN",Tennessee,Municipality,Sydney Ireland,2322,,Tier 3,0.75,35.7848,-89.1173,1af1d129-4c10-424b-a159-29d3f5ca6d7f,,,,,,,,,,,,,,,,,
001cv00000AuX96,"Town Of Jacksboro, TN",Tennessee,Municipality,Sydney Ireland,2324,,Tier 3,0.75,36.3301,-84.1838,f93b066b-8f8f-400b-b37f-2ddcd6cf95c6,,,,,,,,,,,,,,,,,
001cv00000AuX9K,"City Of Waynesboro, TN",Tennessee,Municipality,Sydney Ireland,2330,,Tier 3,0.75,35.3195,-87.7622,43eaa7b5-4593-47a9-9ec8-497e31c7a0b8,,,,,,,,,3,2026-03-20,3,,,,,,
001cv00000AuXAO,"Town Of Tazewell, TN",Tennessee,Municipality,Sydney Ireland,2354,,Tier 3,0.75,36.4543,-83.5694,f133d3cb-5ad1-430b-bdcf-a8f22820e1cd,,,,,,,,,8,2026-03-05,3,,5,,,,
001cv00000AuXAu,"City Of Decherd, TN",Tennessee,Municipality,Sydney Ireland,2368,Nurture,Tier 3,0.75,35.2098,-86.0794,cc5099dd-8e6f-4513-acee-299fc3ff616e,Open,Sales Qualified,Mid Funnel,Sydney Ireland,3/5/2026,3/3/2026,,,5,2026-05-07,3,2,,,,,
001cv00000AuXO8,"Town Of Maynardville, TN",Tennessee,Municipality,Sydney Ireland,2479,,Tier 3,0.75,36.2506,-83.7974,fc0f422e-2a33-47c7-bf4f-737274cc3357,,,,,,,,,3,2026-03-05,3,,,,,,
001cv00000AuXOI,"Town Of Mosheim, TN",Tennessee,Municipality,Sydney Ireland,2484,,Tier 3,0.75,36.1895,-82.9585,659c8c71-c716-4865-989b-72983734592b,,,,,,,,,,,,,,,,,
001cv00000AuXOL,"City Of Bells, TN",Tennessee,Municipality,Sydney Ireland,2485,,Tier 3,0.75,35.7112,-89.0876,a446f1c3-d58c-4aae-b5ed-a5f869e934cd,,,,,,,,,,,,,,,,,
001cv00000AuXOk,"City Of Piperton, TN",Tennessee,Municipality,Sydney Ireland,2494,Open Opportunity,Tier 3,0.75,35.0451,-89.6217,fd9613f2-69e2-41bc-88cd-04c8896feb03,Open,Meeting Booked,Top of Funnel,Sydney Ireland,3/10/2026,3/6/2026,,,8,2026-03-12,8,,,,,,
001cv00000AuXV2,"Town Of White Pine, TN",Tennessee,Municipality,Sydney Ireland,2572,,Tier 3,0.75,36.105,-83.2854,6705f57d-9fa7-4060-9e11-f0b7f5a6e8b5,,,,,,,,,1,2026-03-03,1,,,,,,
001cv00000AuXWH,"City Of Clifton, TN",Tennessee,Municipality,Sydney Ireland,2603,,Tier 3,0.75,35.387,-87.9953,be8c91b0-f314-4908-a922-a5cfdbad3510,,,,,,,,,1,2026-03-03,1,,,,,,
001cv00000AuXfF,"Town Of Woodbury, TN",Tennessee,Municipality,Sydney Ireland,2711,,Tier 3,0.75,35.8276,-86.0717,f1dca0d1-d412-4fee-9453-f1d8d304904b,,,,,,,,,,,,,,,,,
001cv00000AuXfe,"Town Of Westmoreland, TN",Tennessee,Municipality,Sydney Ireland,2725,,Tier 3,0.75,36.5614,-86.2477,3a97598b-70b6-4af0-b4f8-44ed7d4a4c84,,,,,,,,,12,2026-04-13,12,,,,,,
001cv00000AuXft,"City Of Belle Meade, TN",Tennessee,Municipality,Sydney Ireland,2732,,Tier 3,0.75,36.0959,-86.8569,8f8fea58-774e-4f1f-8614-cfb28e6b9d04,,,,,,,,,17,2026-05-18,11,,6,,,,
001cv00000AuXgS,"Town Of Monterey, TN",Tennessee,Municipality,Sydney Ireland,2750,,Tier 3,0.75,36.1476,-85.2683,f5779c3a-be7f-4222-9019-237a8df5148f,,,,,,,,,2,2026-03-09,2,,,,,,
001cv00000AuXiG,"Town Of New Tazewell, TN",Tennessee,Municipality,Sydney Ireland,2790,,Tier 3,0.75,36.4426,-83.5996,adc5573d-97f8-4e78-a3f2-637bacdfa899,,,,,,,,,,,,,,,,,
001cv00000AuXj4,"Town Of Kingston Springs, TN",Tennessee,Municipality,Sydney Ireland,2810,,Tier 3,0.75,36.102,-87.115,36ebf5ee-8161-4d3a-b532-f6872c5ea297,,,,,,,,,2,2026-03-20,2,,,,,,
001cv00000AuXlL,"Town Of Brighton, TN",Tennessee,Municipality,Sydney Ireland,2872,,Tier 3,0.75,35.4837,-89.7392,e75ec0d1-976a-419a-93e2-9d4a2a0871c8,,,,,,,,,,,,,,,,,
001cv00000AuYBd,"City Of South Pittsburg, TN",Tennessee,Municipality,Sydney Ireland,3101,,Tier 3,0.75,35.0123,-85.7044,7a55603b-4140-470c-859b-bf3b87a4148b,,,,,,,,,6,2026-03-10,6,,,,,,
001cv00000AuYEF,"City Of Bean Station, TN",Tennessee,Municipality,Sydney Ireland,2981,,Tier 3,0.75,36.3437,-83.2841,a8c7429a-8822-47e5-9959-6bd0009e0f93,,,,,,,,,,,,,,,,,
001cv00000AuYFT,"City Of Tusculum, TN",Tennessee,Municipality,Sydney Ireland,3020,,Tier 3,0.75,36.1751,-82.7588,0980b413-c66b-49fd-a46e-418c0c08c353,,,,,,,,,1,2026-03-03,1,,,,,,
001cv00000AuYFZ,"Town Of Dresden, TN",Tennessee,Municipality,Sydney Ireland,3025,,Tier 3,0.75,36.2915,-88.7081,138340d5-91be-49d3-844a-3b7c0d6bf516,,,,,,,,,,,,,,,,,
001cv00000AuYHq,"Town Of Oliver Springs, TN",Tennessee,Municipality,Sydney Ireland,3302,,Tier 3,0.75,36.0445,-84.3444,2f2d67de-eae0-49cb-a7bf-096971613971,,,,,,,,,,,,,,,,,
001cv00000AuYI7,"City Of Newbern, TN",Tennessee,Municipality,Sydney Ireland,3313,,Tier 3,0.75,36.1128,-89.2617,7ea45f8f-82a2-4f3f-ae0e-21772ed6b0b8,,,,,,,,,,,,,,,,,
001cv00000AuYJo,"Town Of Dandridge, TN",Tennessee,Municipality,Sydney Ireland,3377,,Tier 3,0.75,36.0154,-83.4149,1ffe7f88-94e5-4322-8d84-26f030465abe,,,,,,,,,1,2026-03-06,1,,,,,,
001cv00000AuYL9,"Town Of Somerville, TN",Tennessee,Municipality,Sydney Ireland,3423,,Tier 3,0.75,35.2437,-89.3501,d08ebc1f-6dbc-4123-8361-1c8e4e070f5c,,,,,,,,,3,2026-03-27,3,,,,,,
001cv00000AuYRN,"Town Of Centerville, TN",Tennessee,Municipality,Sydney Ireland,3549,Nurture,Tier 3,0.75,35.779,-87.467,38f37e92-16d8-410c-af90-f267dea2f0c7,Closed Lost,,,Sydney Ireland,3/10/2026,3/9/2026,,,7,2026-03-10,7,,,,,,
001cv00000AuYSu,"Town Of Jasper, TN",Tennessee,Municipality,Sydney Ireland,3625,,Tier 3,0.75,35.0742,-85.6261,98880bce-4243-4e4c-b26b-f9c24d806ae7,,,,,,,,,3,2026-03-13,3,,,,,,
001cv00000AuYT6,"City Of Etowah, TN",Tennessee,Municipality,Sydney Ireland,3632,,Tier 3,0.75,35.3234,-84.5249,7479c702-2337-4df5-9a84-45f9f970d154,,,,,,,,,10,2026-05-18,10,,,,,,
001cv00000AuYXP,"Town Of Oneida, TN",Tennessee,Municipality,Sydney Ireland,3788,,Tier 3,0.75,36.4981,-84.5127,f4fd2dc0-05b7-4acf-8953-f559a49838cf,,,,,,,,,2,2026-03-13,2,,,,,,
001cv00000AuYXU,"City Of Hohenwald, TN",Tennessee,Municipality,Sydney Ireland,3792,Nurture,Tier 3,0.75,35.5479,-87.552,4faa59a4-66b9-4583-b698-3672696aa7dd,Closed Lost,,,Sydney Ireland,3/18/2026,3/12/2026,,,4,2026-03-12,4,,,,,,
001cv00000AuYfZ,"Town Of Unicoi, TN",Tennessee,Municipality,Sydney Ireland,3792,,Tier 3,0.75,36.1954,-82.3496,a0fb754c-b555-4284-95fa-7a49f3272795,,,,,,,,,5,2026-04-07,5,,,,,,
001cv00000AuYl5,"Town Of White Bluff, TN",Tennessee,Municipality,Sydney Ireland,3969,Open Opportunity,Tier 3,0.75,36.1076,-87.2208,6dcea3bd-a38f-477a-8f2e-5d4fae0fc1cd,Open,Meeting Booked,Top of Funnel,Sydney Ireland,3/11/2026,3/11/2026,,,3,2026-03-11,2,1,,,,,
001cv00000AuYla,"Town Of Livingston, TN",Tennessee,Municipality,Sydney Ireland,3994,,Tier 3,0.75,36.3834,-85.323,2457d741-5328-4c0c-a828-00fc35ebec68,,,,,,,,,,,,,,,,,
001cv00000AuYm0,"Town Of Tiptonville, TN",Tennessee,Municipality,Sydney Ireland,4013,,Tier 3,0.75,36.3784,-89.472,808290ab-b85d-4e36-b2e0-5d9743165413,,,,,,,,,,,,,,,,,
001cv00000AuYm4,"City Of Algood, TN",Tennessee,Municipality,Sydney Ireland,4016,,Tier 3,0.75,36.1959,-85.4486,e4e99b43-a754-44d3-8f6f-cd7ad363f7eb,,,,,,,,,2,2026-03-10,2,,,,,,
001cv00000AuYrD,"City Of Camden, TN",Tennessee,Municipality,Sydney Ireland,3685,,Tier 3,0.75,36.0589,-88.0978,6bd65491-9610-42ce-bd53-bb1e7384809e,,,,,,,,,4,2026-03-12,4,,,,,,
001cv00000AuYuR,"City Of Trenton, TN",Tennessee,Municipality,Sydney Ireland,4263,,Tier 3,0.75,35.9806,-88.9415,0ec0c813-d5da-4d30-90ed-aefb32a62861,,,,,,,,,1,2026-03-10,1,,,,,,
001cv00000AuYv3,"City Of Waverly, TN",Tennessee,Municipality,Sydney Ireland,4296,Nurture,Tier 3,0.75,36.0839,-87.7947,84272505-5f9e-44d9-8a21-7dc4e1f3cfe8,Closed Lost,,,Sydney Ireland,3/17/2026,3/16/2026,,,8,2026-03-16,8,,,,,,
001cv00000AuYvX,"City Of Harrogate, TN",Tennessee,Municipality,Sydney Ireland,4327,,Tier 3,0.75,36.5823,-83.6569,038536bd-8311-43df-8d7c-11508f47329d,,,,,,,,,1,2026-03-06,1,,,,,,
001cv00000AuYwW,"Town Of Louisville, TN",Tennessee,Municipality,Sydney Ireland,4388,Open Opportunity,Tier 3,0.75,35.8217,-84.048,a317c3ee-5c08-43e5-85e6-3529db792b1f,Open,Sales Qualified,Mid Funnel,Sydney Ireland,3/9/2026,3/6/2026,,,5,2026-05-07,1,4,,,,,
001cv00000AuYy1,"Town Of Selmer, TN",Tennessee,Municipality,Sydney Ireland,4425,,Tier 3,0.75,35.1701,-88.5923,5e499af3-84ba-411d-9057-d287eed14961,,,,,,,,,2,2026-02-17,2,,,,,,
001cv00000AuYyA,"Town Of Huntingdon, TN",Tennessee,Municipality,Sydney Ireland,4433,,Tier 3,0.75,36.0006,-88.4281,0c309edf-9246-4290-9b71-be9950236c0a,,,,,,,,,5,2026-03-20,5,,,,,,
001cv00000AuZ9u,"City Of Forest Hills, TN",Tennessee,Municipality,Sydney Ireland,4758,Nurture,Tier 3,0.75,36.0684,-86.8442,a3d27539-e9b8-49ab-a686-049fa55461ce,Closed Lost,,,Sydney Ireland,3/12/2026,3/10/2026,,,5,2026-03-10,5,,,,,,
001cv00000AuZAy,"City Of Harriman, TN",Tennessee,Municipality,Sydney Ireland,5950,,Tier 3,0.75,35.934,-84.5524,16984bf8-ce3e-452b-8cc1-d491a4bf8f25,,,,,,,,,6,2025-08-08,,,6,,,,
001cv00000AuZCh,"County Of Hancock, TN",Tennessee,County,Sydney Ireland,6787,,Tier 3,0.75,36.5456,-83.2078,3b9cc314-3c84-47c5-ad4a-a66c871073dc,,,,,,,,,4,2025-11-04,,4,,,,,
001cv00000AuZDK,"County Of Lake, TN",Tennessee,County,Sydney Ireland,7128,,Tier 3,0.75,36.3271,-89.4931,5635ba42-3b16-46f4-b9d8-af547651981a,,,,,,,,,8,2025-09-17,,,8,,,,
001cv00000AuZIP,"County Of Van Buren, TN",Tennessee,County,Sydney Ireland,6324,,Tier 3,0.75,35.6997,-85.4788,cdeb0e8f-6e86-4b12-8d5b-85094579d94d,,,,,,,,,9,2025-12-12,,9,,,,,
001cv00000AuZMQ,"City Of Mount Pleasant, TN",Tennessee,Municipality,Sydney Ireland,4835,,Tier 3,0.75,35.5342,-87.207,f9f0ce90-5913-4dab-9f25-d3816f86261b,,,,,,,,,2,2026-03-11,2,,,,,,
001cv00000AuZRS,"County Of Clay, TN",Tennessee,County,Sydney Ireland,7555,,Tier 3,0.75,36.5702,-85.5612,ec0319fc-b0dd-4000-815b-457455dfa1ba,,,,,,,,,10,2025-09-19,,,10,,,,
001cv00000AuZSK,"City Of Sparta, TN",Tennessee,Municipality,Sydney Ireland,5009,,Tier 3,0.75,35.9259,-85.4641,2fa467f5-3e8b-460e-83c6-d18e238bbd23,,,,,,,,,4,2025-11-07,,4,,,,,
001cv00000AuZSu,"County Of Pickett, TN",Tennessee,County,Sydney Ireland,5079,,Tier 3,0.75,36.5541,-85.1479,c4e804cf-2a71-48d3-94e5-64e668847113,,,,,,,,,2,2025-11-07,,2,,,,,
001cv00000AuZTE,"City Of Pleasant View, TN",Tennessee,Municipality,Sydney Ireland,5119,,Tier 3,0.75,36.3942,-87.0367,41de8940-75d8-4716-9586-0450019db955,,,,,,,,,7,2026-05-08,1,6,,,,,
001cv00000AuZTI,"Town Of Madisonville, TN",Tennessee,Municipality,Sydney Ireland,5121,Open Opportunity,Tier 3,0.75,35.5198,-84.3635,ceca24b8-4c42-4d3a-ae23-259070adf07c,Open,Meeting Booked,Top of Funnel,Sydney Ireland,4/13/2026,3/11/2026,,Yes,12,2026-05-06,5,7,,,,,
001cv00000AuZTM,"Town Of Ashland City, TN",Tennessee,Municipality,Sydney Ireland,5130,Open Opportunity,Tier 3,0.75,36.2742,-87.0642,22bc1489-7508-4924-9e5e-2c7f2c4d760d,Open,Initial Interest,Top of Funnel,Sydney Ireland,3/12/2026,3/10/2026,,,23,2026-05-15,13,10,,,,,
001cv00000AuZTS,"City Of Smithville, TN",Tennessee,Municipality,Sydney Ireland,5136,,Tier 3,0.75,35.9606,-85.8142,715393db-8e27-43bb-bce3-6c7e4a497a0c,,,,,,,,,1,2025-07-17,,,1,,,,
001cv00000AuZTr,"City Of Medina, TN",Tennessee,Municipality,Sydney Ireland,5234,Open Opportunity,Tier 3,0.75,35.8028,-88.7748,8a27ce9f-5fdb-43a5-a9e2-847f509fb225,Open,Meeting Booked,Top of Funnel,Sydney Ireland,3/11/2026,3/6/2026,,,8,2026-03-11,3,5,,,,,
001cv00000AuZXc,"County Of Houston, TN",Tennessee,County,Sydney Ireland,8317,,Tier 3,0.75,36.2836,-87.6581,915c70e3-da44-43be-8070-a34c99acc182,,,,,,,,,,,,,,,,,
001cv00000AuZXz,"County Of Perry, TN",Tennessee,County,Sydney Ireland,8472,,Tier 3,0.75,35.6787,-87.8942,d7be8a76-d874-4415-8b85-38fd41dbdcfa,,,,,,,,,1,2025-11-07,,1,,,,,
001cv00000AuZaY,"County Of Decatur, TN",Tennessee,County,Sydney Ireland,11391,,Tier 2,1.0,35.5148,-84.7902,657e992a-5456-420e-92cf-4d28b7e66760,,,,,,,,,,,,,,,,,
001cv00000AuZaz,"County Of Jackson, TN",Tennessee,County,Sydney Ireland,11750,,Tier 2,1.0,35.6145,-88.8139,544e2627-1d68-4a93-950c-194cf53486cf,,,,,,,,,1,2025-10-23,,1,,,,,
001cv00000AuZff,"County Of Lewis, TN",Tennessee,County,Sydney Ireland,12857,,Tier 2,1.0,35.4962,-87.5,daa7939e-c489-4594-8577-a288a89c866a,,,,,,,,,,,,,,,,,
001cv00000AuZfs,"County Of Meigs, TN",Tennessee,County,Sydney Ireland,13049,,Tier 2,1.0,35.5194,-84.7942,49b04fa1-9a3d-4cc6-ab7c-7206791c00dd,,,,,,,,,1,2026-03-16,1,,,,,,
001cv00000AuZgP,"County Of Grundy, TN",Tennessee,County,Sydney Ireland,13622,,Tier 2,1.0,35.4013,-85.6846,860a38e7-b7a7-4455-bd7c-f8d2d874aa23,,,,,,,,,1,2025-10-23,,1,,,,,
001cv00000AuZh6,"County Of Cannon, TN",Tennessee,County,Sydney Ireland,14553,Open Opportunity,Tier 2,1.0,35.807,-86.053,0aa18ed5-b5fd-4072-bfdf-2cc16bf93cca,Open,Meeting Booked,Top of Funnel,Sydney Ireland,4/7/2026,2/23/2026,,,5,2026-02-23,2,3,,,,,
001cv00000AuZho,"County Of Bledsoe, TN",Tennessee,County,Sydney Ireland,15234,,Tier 2,1.0,35.6029,-85.2308,40e43c2a-8f87-4942-8b52-2676434fd9b6,,,,,,,,,,,,,,,,,
001cv00000AuZnI,"County Of Stewart, TN",Tennessee,County,Sydney Ireland,13855,,Tier 2,1.0,36.5023,-87.7763,54fc34c6-92c6-4514-80b9-ae58c5dca728,,,,,,,,,,,,,,,,,
001cv00000AuZnR,"County Of Crockett, TN",Tennessee,County,Sydney Ireland,13979,,Tier 2,1.0,35.7812,-89.1325,1527695f-0e39-4ddf-aa79-0a0ca14c4dca,,,,,,,,,,,,,,,,,
001cv00000AuZoz,"County Of Benton, TN",Tennessee,County,Sydney Ireland,15872,,Tier 2,1.0,35.1742,-84.6535,485214ed-5cbd-48b7-890a-b2c0c34192ba,,,,,,,,,,,,,,,,,
001cv00000AuZqq,"County Of Sequatchie, TN",Tennessee,County,Sydney Ireland,16396,,Tier 2,1.0,35.1155,-85.5944,f3fe010c-a082-4400-b894-f3b021aac9e7,,,,,,,,,,,,,,,,,
001cv00000AuZqt,"County Of Wayne, TN",Tennessee,County,Sydney Ireland,16409,,Tier 2,1.0,35.2824,-87.7763,abd65be6-eee0-4697-bc00-7d3e402352da,,,,,,,,,,,,,,,,,
001cv00000AuZsh,"County Of Fentress, TN",Tennessee,County,Sydney Ireland,18850,,Tier 2,1.0,36.3711,-84.8985,ca2961b5-8dbc-45c0-917b-86990aaa036c,,,,,,,,,,,,,,,,,
001cv00000AuZsw,"County Of Humphreys, TN",Tennessee,County,Sydney Ireland,19211,,Tier 2,1.0,36.0246,-87.737,e938d84e-e7b4-444f-958c-ba91da29a536,,,,,,,,,,,,,,,,,
001cv00000AuZti,"County Of Chester, TN",Tennessee,County,Sydney Ireland,17504,Open Opportunity,Tier 2,1.0,35.4271,-88.6724,120f9206-9d9e-4279-91d8-2fa1f96e24e5,,,,,,,,,5,2026-05-06,1,4,,,,,
001cv00000AuZtq,"County Of Haywood, TN",Tennessee,County,Sydney Ireland,17694,Nurture,Tier 2,1.0,35.6514,-89.3227,747f05e6-7351-45a0-9caa-b4ddc11adc1a,Closed Lost,,,Jenny Allison,12/4/2025,12/3/2025,"$19,000",,1,2025-12-03,,1,,,,,
001cv00000AuZts,"County Of Unicoi, TN",Tennessee,County,Sydney Ireland,17698,,Tier 2,1.0,36.1954,-82.3496,0977dafd-5056-4826-a56b-dc525209a69b,,,,,,,,,,,,,,,,,
001cv00000AuZu0,"County Of Polk, TN",Tennessee,County,Sydney Ireland,17776,,Tier 2,1.0,35.1372,-84.5641,ef603fac-36bb-48e7-84fd-522a9bf7e063,,,,,,,,,,,,,,,,,
001cv00000AuZuH,"County Of Johnson, TN",Tennessee,County,Sydney Ireland,18170,,Tier 2,1.0,36.4586,-81.8224,67162c7c-4edc-4eae-953d-1edd2f503072,,,,,,,,,,,,,,,,,
001cv00000AuZxe,"County Of Morgan, TN",Tennessee,County,Sydney Ireland,21254,,Tier 2,1.0,36.1004,-84.6479,c4c104dc-fdd9-4462-b4e3-7e543af4a177,,,,,,,,,,,,,,,,,
