Account ID,Account Name,State,Entity Type,Owner,Population,Account Status,Tier,SQO Points,Lat,Lng,Starbridge Buyer ID,Opp Status,Stage,Funnel Position,Sourced By,Discovery Call Date,Created Date,ARR,Previously Lost,Total Calls,Last Call Date,Calls - Nick Martino,Calls - Leila Assil,Calls - Ben Laddis,Calls - Joe del Rosario,Calls - Jenny Allison,Calls - Quinzel Perry,Outreach ID
001Hr000028Zd3r,"City Of Marshall, MN",Minnesota,Municipality,Nick Martino,13641,,Tier 2,1.0,44.4484,-95.7912,c586077e-39e6-484f-b39f-f252aca6952b,,,,,,,,,2,2026-04-20,2,,,,,,4988
001Hr000028Zd45,"City of Owatonna, MN",Minnesota,Municipality,Nick Martino,26398,,Tier 1,1.5,44.0879,-93.226,101d23d9-5fea-4e5b-9cb3-cf1818eb91d5,,,,,,,,,24,2025-09-04,24,,,,,,5707
001Hr000028Zd46,"City Of Sauk Rapids, MN",Minnesota,Municipality,Nick Martino,13896,,Tier 2,1.0,45.5919,-94.1661,fe8aa6c6-183a-4f45-95c4-6e20986d11a9,,,,,,,,,,,,,,,,,5003
001Hr000028Zd4V,"Fergus Falls Township, MN",Minnesota,Municipality,Nick Martino,13969,Nurture,Tier 2,1.0,46.3344,-96.1018,adf0aff1-807b-4887-90b9-7ef49b68f2f4,,,,,,,,,,,,,,,,,5004
001Hr000028Zd4d,"City of St. Louis Park, MN",Minnesota,Municipality,Nick Martino,50010,Nurture,Tier S,2.0,44.9597,-93.3702,c1068b90-ed67-459b-b1b0-65bcafcc6efb,Closed Lost,,,Nick Martino,10/27/2025,10/21/2025,,,38,2025-10-21,38,,,,,,6156
001Hr000028Zd5e,"City Of Red Wing, MN",Minnesota,Municipality,Nick Martino,16763,Nurture,Tier 2,1.0,44.5661,-92.537,0d4c6b5d-77d9-425a-88d1-1bc00ecc024b,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,1,2025-10-28,1,,,,,,5216
001Hr000028Zd5q,"City Of Farmington, MN",Minnesota,Municipality,Nick Martino,37034,Recent Competitor Purchase,Tier 1,1.5,44.6402,-93.1436,065acc0b-944b-4ada-b2c4-4554f97e6413,Closed Lost,,,Nick Martino,9/25/2025,9/23/2025,,,37,2025-12-11,37,,,,,,5576
001Hr000028Zd5z,"City Of Fridley, MN",Minnesota,Municipality,Nick Martino,30313,,Tier 1,1.5,45.0861,-93.2633,4ba70e74-0c6c-467b-852f-a930dccfd505,,,,,,,,,6,2026-04-13,6,,,,,,5822
001Hr000028Zd6E,"City Of New Hope, MN",Minnesota,Municipality,Nick Martino,21356,,Tier 2,1.0,45.038,-93.3866,ab1efadb-f816-4d30-944f-12d9ac95e18a,,,,,,,,,23,2025-10-09,23,,,,,,5503
001Hr000028Zd6m,"City of St. Michael, MN",Minnesota,Municipality,Nick Martino,18148,Nurture,Tier 2,1.0,45.21,-93.665,f351574b-df49-46cb-a7e4-25c924dca79e,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,13,2026-05-18,13,,,,,,5312
001Hr000028Zd7K,"City Of Buffalo, MN",Minnesota,Municipality,Nick Martino,16386,,Tier 2,1.0,45.1718,-93.8748,78c09054-54ac-4deb-9b2b-680c468ef4a2,,,,,,,,,10,2025-10-07,10,,,,,,5185
001Hr000028Zd7a,"City Of Columbia Heights, MN",Minnesota,Municipality,Nick Martino,21835,,Tier 2,1.0,45.0482,-93.2474,c230fd59-989e-44b3-a3fe-8be8b9109057,,,,,,,,,8,2026-05-11,8,,,,,,5500
001Hr000028Zd84,"City Of Sartell, MN",Minnesota,Municipality,Nick Martino,19532,,Tier 2,1.0,45.6216,-94.2069,b2302568-998c-4e63-83c0-bdd340eb6613,,,,,,,,,37,2026-04-02,20,,17,,,,5375
001Hr000028Zd8j,"City Of Rosemount, MN",Minnesota,Municipality,Nick Martino,26642,Nurture,Tier 1,1.5,44.7394,-93.1258,019eb917-84a4-42ac-8f12-97e86ecd8577,Closed Lost,,,Asher Rosenfeld,,1/5/2025,,,19,2026-05-18,19,,,,,,5681
001Hr000028Zd8o,"City Of Northfield, MN",Minnesota,Municipality,Nick Martino,20729,,Tier 2,1.0,44.4583,-93.1616,f494015e-cc05-42b6-bbe0-dd94d7ef8e90,,,,,,,,,22,2026-03-05,22,,,,,,5444
001Hr000028Zd9i,"City Of Shakopee, MN",Minnesota,Municipality,Nick Martino,44547,,Tier 1,1.5,44.7974,-93.5273,83fc2719-3371-47c9-ba8e-ba6d64d19955,,,,,,,,,4,2026-05-12,4,,,,,,6085
001Hr000028Zd9r,"City Of Willmar, MN",Minnesota,Municipality,Nick Martino,21045,,Tier 2,1.0,45.1224,-95.0487,9a4ca30f-0a43-48f6-9473-26ff2222e994,,,,,,,,,19,2026-05-18,19,,,,,,5470
001Hr000028Zd9t,"City Of Moorhead, MN",Minnesota,Municipality,Nick Martino,44668,,Tier 1,1.5,46.8738,-96.7678,3672e95e-b06e-4269-81bd-6fa9c7a3adfa,,,,,,,,,17,2026-05-15,17,,,,,,6098
001Hr000028Zd9u,"City Of Stillwater, MN",Minnesota,Municipality,Nick Martino,19389,Recent Competitor Purchase,Tier 2,1.0,45.056,-92.8088,06ce4450-eb82-4421-82ed-797a3d80f114,Closed Lost,,,Nick Martino,1/21/2026,1/12/2026,"$18,000",,,,,,,,,,5379
001Hr000028ZdAD,"City Of Richfield, MN",Minnesota,Municipality,Nick Martino,36527,,Tier 1,1.5,44.8833,-93.283,b922f1b0-649c-4294-97bc-1ff16c3606be,,,,,,,,,,,,,,,,,5988
001Hr000028ZdAR,"City Of Mankato, MN",Minnesota,Municipality,Nick Martino,44693,,Tier 1,1.5,44.1661,-94.0056,1d5077cf-f6f0-4005-ad14-30b6a0128943,,,,,,,,,5,2025-08-21,5,,,,,,6095
001Hr000028ZdBG,"City Of Minnetonka, MN",Minnesota,Municipality,Nick Martino,53266,Open Opportunity,Tier S,2.0,44.9379,-93.4669,49407c02-4932-4634-b2b5-a5fa2748a747,Open,Initial Interest,Top of Funnel,Nick Martino,,11/26/2025,,,76,2025-12-11,50,26,,,,,11733
001Hr000028ZdBb,"City Of Hastings, MN",Minnesota,Municipality,Nick Martino,21925,Open Opportunity,Tier 2,1.0,44.7443,-92.8514,c5fa8f9b-bed2-4d61-8acd-5359aa354fb2,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,11,2026-01-06,11,,,,,,5519
001Hr000028ZdBh,"City Of White Bear Lake, MN",Minnesota,Municipality,Nick Martino,24130,,Tier 2,1.0,45.0503,-93.0154,8ef2b133-465d-4a5b-a614-e8fc7b6afaa0,,,,,,,,,39,2026-01-20,39,,,,,,5629
001Hr000028ZdCj,"City Of New Brighton, MN",Minnesota,Municipality,Nick Martino,22902,,Tier 2,1.0,45.0655,-93.2019,7fd11e05-d8cc-461d-aeb5-433186dd2d77,,,,,,,,,11,2026-05-18,11,,,,,,5578
001Hr000028ZdEV,"City Of Elk River, MN",Minnesota,Municipality,Nick Martino,26192,Open Opportunity,Tier 1,1.5,45.3032,-93.5547,16edea45-9a71-47a0-acd2-5c96a8b573a3,Open,Meeting Booked,Top of Funnel,Nick Martino,6/1/2026,4/14/2026,,,18,2026-05-14,18,,,,,,5678
001Hr000028ZdEd,"City Of Woodbury, MN",Minnesota,Municipality,Nick Martino,76990,,Tier S,2.0,44.9239,-92.9594,131245a9-cad5-4309-8d64-69ebe8594464,,,,,,,,,6,2025-09-17,6,,,,,,11753
001Hr000028ZdEg,"City Of Prior Lake, MN",Minnesota,Municipality,Nick Martino,28086,Nurture,Tier 1,1.5,44.7133,-93.4227,b3b84798-08b3-4d47-ada4-e92fe8258f68,Closed Lost,,,Ben Laddis,2/24/2026,2/17/2026,,,3,2026-02-17,,,3,,,,5744
001Hr000028ZdFJ,"City Of Shoreview, MN",Minnesota,Municipality,Nick Martino,26670,,Tier 1,1.5,45.0791,-93.1472,998adbde-273c-4fd7-b7b2-43a283031ec4,,,,,,,,,,,,,,,,,5732
001Hr000028ZdFu,"City Of Blaine, MN",Minnesota,Municipality,Nick Martino,70935,,Tier S,2.0,45.1608,-93.2349,0b15461e-de42-4adb-903b-f8c8ced761d9,,,,,,,,,20,2026-03-09,19,1,,,,,11726
001Hr000028ZdG3,"City Of Savage, MN",Minnesota,Municipality,Nick Martino,32983,Open Opportunity,Tier 1,1.5,44.7647,-93.3591,51b40476-a033-4e16-8a2b-6fdae11489d1,Open,Initial Interest,Top of Funnel,Asher Rosenfeld,,1/5/2025,,,42,2026-02-02,41,,,1,,,5903
001Hr000028ZdGc,"City Of Cottage Grove, MN",Minnesota,Municipality,Nick Martino,39926,,Tier 1,1.5,44.8277,-92.9438,8d131b93-5520-4036-ada4-6b1745de8231,,,,,,,,,14,2025-10-07,14,,,,,,6018
001Hr000028ZdI8,"City Of Brooklyn Center, MN",Minnesota,Municipality,Nick Martino,32880,,Tier 1,1.5,45.0761,-93.3327,17e94454-50eb-425f-88b6-07fee8d0b192,,,,,,,,,25,2025-10-09,25,,,,,,5927
001Hr000028ZdJ6,"City Of Inver Grove Heights, MN",Minnesota,Municipality,Nick Martino,35541,,Tier 1,1.5,44.848,-93.0427,b7cb2e56-746f-475d-9889-9c6e423ebce9,,,,,,,,,1,2025-07-01,,,,1,,,5967
001Hr000028ZdKa,"City Of Lakeville, MN",Minnesota,Municipality,Nick Martino,72812,,Tier S,2.0,44.6497,-93.2427,e4bed6ea-e1f8-4349-bb53-b6724faaf9d1,,,,,,,,,3,2025-08-08,3,,,,,,11754
001Hr000028ZdQU,"City Of Plymouth, MN",Minnesota,Municipality,Nick Martino,79828,,Tier S,2.0,45.0105,-93.4555,b8d58dbd-ac46-4dc1-a348-19b2862d8583,,,,,,,,,7,2026-05-18,7,,,,,,11740
001Hr000028ZdT0,"Le Sueur County, MN",Minnesota,County,Nick Martino,29458,,Tier 1,1.5,44.4162,-93.6623,7249b627-a220-4cab-8af4-bcd261f1828f,,,,,,,,,1,2025-06-17,,1,,,,,12288
001Hr000028ZdWg,"Pine County, MN",Minnesota,County,Nick Martino,30197,,Tier 1,1.5,46.0983,-92.8071,22188cb7-03c5-466f-b646-d8fd840d3e2f,,,,,,,,,3,2025-06-23,,3,,,,,12276
001Hr000028ZdWk,"City Of Maple Grove, MN",Minnesota,Municipality,Nick Martino,70726,,Tier S,2.0,45.0725,-93.4558,27dc5086-e61a-41a4-8546-6e79bc50537c,,,,,,,,,51,2025-10-10,51,,,,,,11750
001Hr000028ZdY5,"Sherburne County, MN",Minnesota,County,Nick Martino,103059,,Tier S,2.0,45.4645,-93.7299,12b254e0-6ba2-4f66-8cd2-b153734992cc,,,,,,,,,11,2026-03-26,11,,,,,,12258
001Hr000028Zda8,"Saint Louis County, MN",Minnesota,County,Nick Martino,200794,Open Opportunity,Tier S,2.0,47.7395,-92.3624,476559e4-bea0-4808-a397-b781bdd5b69b,Open,Proposal,Mid Funnel,Nick Martino,3/16/2026,3/9/2026,"$65,000",,4,2026-03-10,4,,,,,,12427
001Hr000028Zdd4,"City Of Brooklyn Park, MN",Minnesota,Municipality,Nick Martino,84526,Open Opportunity,Tier S,2.0,45.0941,-93.3563,389f702a-8d10-4fbc-a59b-cfadb72d7a24,Open,Initial Interest,Top of Funnel,Nick Martino,,2/18/2026,,,26,2026-05-18,26,,,,,,11737
001Hr000028Zddq,"Winona County, MN",Minnesota,County,Nick Martino,49973,Nurture,Tier 1,1.5,44.0065,-91.7539,940523cc-e009-4f65-b649-2e067d8e7471,Closed Lost,,,Nick Martino,4/8/2026,4/6/2026,,,24,2026-03-31,24,,,,,,12287
001Hr000028Zde0,"City Of Burnsville, MN",Minnesota,Municipality,Nick Martino,63943,,Tier S,2.0,44.7677,-93.2777,c56f5bc5-6bbd-4d6e-ac3f-2741638307c6,,,,,,,,,23,2025-10-09,23,,,,,,11763
001Hr000028Zde5,"Kandiyohi County, MN",Minnesota,County,Nick Martino,43757,,Tier 1,1.5,45.1145,-95.0156,a800f6b2-2fd4-4f9b-b340-fa9fb3cd3ce1,,,,,,,,,11,2026-05-18,11,,,,,,12282
001Hr000028ZdfS,"City Of Apple Valley, MN",Minnesota,Municipality,Nick Martino,55638,,Tier S,2.0,44.7319,-93.2177,d8ce313e-30bd-4f54-b449-b60ee69e92f9,,,,,,,,,13,2025-08-27,13,,,,,,11751
001Hr000028Zdfo,"Otter Tail County, MN",Minnesota,County,Nick Martino,60884,,Tier S,2.0,46.5189,-95.8936,4bf16bfa-af65-4ef8-ae28-624406fdc642,,,,,,,,,8,2026-03-11,8,,,,,,12283
001Hr000028ZdhF,"Scott County, MN",Minnesota,County,Nick Martino,159017,Open Opportunity,Tier S,2.0,44.6834,-93.5408,68374385-2287-47aa-ba0e-d61dc55fd693,Open,Initial Interest,Top of Funnel,Nick Martino,,5/13/2026,,,26,2026-05-18,26,,,,,,12420
001Hr000028Zdil,"City Of Duluth, MN",Minnesota,Municipality,Nick Martino,86372,,Tier S,2.0,46.7845,-92.1055,b8c927c4-2bb0-4953-b0dd-ea2dce1c793a,,,,,,,,,1,2025-08-12,1,,,,,,11722
001Hr000028Zdiv,"City Of St Cloud, MN",Minnesota,Municipality,Nick Martino,68818,,Tier S,2.0,45.5579,-94.1632,65238ea1-99b6-4e79-b1cb-2fb068eba124,,,,,,,,,20,2025-08-27,20,,,,,,11760
001Hr000028Zdj9,"City Of Bloomington, MN",Minnesota,Municipality,Nick Martino,89298,Open Opportunity,Tier S,2.0,44.8408,-93.2983,4e97a55a-e0c4-4161-a4df-0dfe17f3404f,Open,Sales Qualified,Mid Funnel,Nick Martino,2/19/2026,1/30/2026,,,37,2025-09-23,37,,,,,,11741
001Hr000028Zdjn,"City Of Coon Rapids, MN",Minnesota,Municipality,Nick Martino,63385,,Tier S,2.0,45.1732,-93.303,f13d4b2e-2838-44d3-b4d1-9bc6e332726f,,,,,,,,,1,2025-11-12,1,,,,,,11749
001Hr000028Zdlm,"Wright County, MN",Minnesota,County,Nick Martino,154593,,Tier S,2.0,45.1538,-94.0191,38e85fe5-8e3c-4072-958c-61786268684f,,,,,,,,,10,2026-02-24,10,,,,,,12438
001Hr000028Zdoa,"Brown County, MN",Minnesota,County,Nick Martino,,,Tier 3,0.75,44.2294,-94.645,99645f99-dc64-4fe1-b4c6-deddaaa8faa4,,,,,,,,,,,,,,,,,12260
001Hr000028Zdqp,"Benton County, MN",Minnesota,County,Nick Martino,41881,,Tier 1,1.5,45.7211,-93.9733,59f5d19b-7ecf-4d90-8132-4ffa2779dfb5,,,,,,,,,3,2026-03-10,3,,,,,,12261
001Hr000028Zdtn,"Olmsted County, MN",Minnesota,County,Nick Martino,166424,,Tier S,2.0,43.9952,-92.3814,3c5dc34b-bac2-4788-b6a4-b770e5707737,,,,,,,,,,,,,,,,,12435
001cv000009cAqr,"Stearns County, MN",Minnesota,County,Nick Martino,160977,Nurture,Tier S,2.0,45.5845,-94.5866,71f3051b-88ce-4858-a201-8e044eef585e,Closed Lost,,,Joe del Rosario,5/12/2025,4/17/2025,,,,,,,,,,,12828
001cv00000AuVkn,"County Of Blue Earth, MN",Minnesota,County,Nick Martino,69280,,Tier S,2.0,43.9505,-93.9878,b5daab4f-d84d-4e91-a1b0-aab8449e0ef0,,,,,,,,,1,2025-11-12,1,,,,,,19767
001cv00000AuWNb,"City Of Mountain Lake, MN",Minnesota,Municipality,Nick Martino,2000,,Tier 3,0.75,43.9388,-94.9297,122df3b5-09bb-432e-ad48-1f57af955c42,,,,,,,,,,,,,,,,,13036
001cv00000AuWNh,"Township Of Lanesburgh, MN",Minnesota,Municipality,Nick Martino,2003,,Tier 3,0.75,44.5033,-93.5914,c36491be-e606-4c3f-9d77-394d09261f50,,,,,,,,,,,,,,,,,12892
001cv00000AuWNi,"Township Of Solway, MN",Minnesota,Municipality,Nick Martino,2003,,Tier 3,0.75,47.5191,-95.1294,0f134e66-e42f-4512-8b26-36ec696a90f8,,,,,,,,,,,,,,,,,12909
001cv00000AuWNo,"City Of Hoyt Lakes, MN",Minnesota,Municipality,Nick Martino,2005,,Tier 3,0.75,47.5196,-92.1385,76a54a6c-03e3-44c5-bceb-1949f5ae819e,,,,,,,,,,,,,,,,,12989
001cv00000AuWNv,"City Of Waverly, MN",Minnesota,Municipality,Nick Martino,2006,,Tier 3,0.75,45.0643,-93.9679,468e1018-a3ce-47b9-ad4b-fe59534d2aec,,,,,,,,,,,,,,,,,12881
001cv00000AuWOA,"City Of Ortonville, MN",Minnesota,Municipality,Nick Martino,2011,,Tier 3,0.75,45.3048,-96.4451,0a772058-fba0-41cd-8a3b-fd38c0c9fbd1,,,,,,,,,,,,,,,,,12877
001cv00000AuWOI,"City Of Springfield, MN",Minnesota,Municipality,Nick Martino,2015,,Tier 3,0.75,44.2388,-94.9742,24be91cf-f597-45ed-aab9-eeb0f83a818e,,,,,,,,,,,,,,,,,12897
001cv00000AuWOJ,"City Of Eyota, MN",Minnesota,Municipality,Nick Martino,2015,,Tier 3,0.75,43.9885,-92.2291,5b095f94-c5f0-4476-ae6e-d60a75044d09,,,,,,,,,,,,,,,,,12869
001cv00000AuWOf,"Township Of Eckles, MN",Minnesota,Municipality,Nick Martino,2021,,Tier 3,0.75,43.9889,-91.6566,e03fe9f1-d9d6-48cd-8b84-6fdc5e1d8430,,,,,,,,,,,,,,,,,12899
001cv00000AuWPQ,"City Of Nisswa, MN",Minnesota,Municipality,Nick Martino,2032,,Tier 3,0.75,46.5205,-94.2886,54d910a9-fffe-45d0-b0e0-4a35cfc2ed13,,,,,,,,,,,,,,,,,12975
001cv00000AuWPx,"Township Of Marysville, MN",Minnesota,Municipality,Nick Martino,2038,,Tier 3,0.75,45.109,-93.9612,5c2d0a15-6ed9-4769-8fd3-99385cbe68cf,,,,,,,,,,,,,,,,,12969
001cv00000AuWXJ,"City Of Rice, MN",Minnesota,Municipality,Nick Martino,2053,,Tier 3,0.75,45.7529,-94.2223,f76c3794-21c0-49a6-91f9-38ba5f6f68d2,,,,,,,,,,,,,,,,,13176
001cv00000AuWXU,"Township Of Duluth, MN",Minnesota,Municipality,Nick Martino,2055,,Tier 3,0.75,46.9963,-91.8471,41345ac9-2d34-4d82-8ad3-23a1679cd404,,,,,,,,,,,,,,,,,13355
001cv00000AuWY0,"City Of Tracy, MN",Minnesota,Municipality,Nick Martino,2066,,Tier 3,0.75,44.2319,-95.6228,c5a4d748-3cd3-4286-a02a-fb6bd7efba85,,,,,,,,,,,,,,,,,13288
001cv00000AuWYZ,"City Of Cologne, MN",Minnesota,Municipality,Nick Martino,2075,,Tier 3,0.75,44.7689,-93.7806,5464b04b-bf59-40dc-a5cf-ef2b51aafe62,,,,,,,,,,,,,,,,,13360
001cv00000AuWYx,"City Of Clearwater, MN",Minnesota,Municipality,Nick Martino,2083,,Tier 3,0.75,45.4194,-94.0489,cf9627ba-9f2b-45d7-a780-ee27df878693,,,,,,,,,,,,,,,,,13251
001cv00000AuWZ6,"City Of Aitkin, MN",Minnesota,Municipality,Nick Martino,2087,,Tier 3,0.75,46.533,-93.7102,317d5c84-9448-48a2-b1a5-18ba9394883e,,,,,,,,,,,,,,,,,13438
001cv00000AuWZN,"Township Of Twin Lakes, MN",Minnesota,Municipality,Nick Martino,2092,,Tier 3,0.75,43.5597,-93.423,34f7e979-49e8-42de-95fd-d1da00a0157e,,,,,,,,,,,,,,,,,13398
001cv00000AuWZR,"Township Of Avon, MN",Minnesota,Municipality,Nick Martino,2093,,Tier 3,0.75,45.6468,-94.4479,78e6cbb2-b824-4761-8360-09b51aa09d57,,,,,,,,,,,,,,,,,13364
001cv00000AuWaG,"Township Of Detroit, MN",Minnesota,Municipality,Nick Martino,2110,,Tier 3,0.75,46.8628,-95.8847,6b7fe578-7ded-4313-bd94-e3664f109348,,,,,,,,,,,,,,,,,13454
001cv00000AuWb0,"Township Of Athens, MN",Minnesota,Municipality,Nick Martino,2121,,Tier 3,0.75,45.4455,-93.2472,c931936d-f4dc-41a5-aa03-0e18106d3a25,,,,,,,,,,,,,,,,,13066
001cv00000AuWbC,"City Of Howard Lake, MN",Minnesota,Municipality,Nick Martino,2125,,Tier 3,0.75,45.0613,-94.0743,98e06538-b1b9-4479-a452-deacf71e67d9,,,,,,,,,,,,,,,,,13052
001cv00000AuWbH,"Township Of Rochester, MN",Minnesota,Municipality,Nick Martino,2126,,Tier 3,0.75,44.0193,-92.4588,738fbe62-c8bd-43b0-a629-f2bdc769459f,,,,,,,,,,,,,,,,,13141
001cv00000AuWbL,"Township Of Baytown, MN",Minnesota,Municipality,Nick Martino,2129,,Tier 3,0.75,43.9889,-91.6566,e1b35ca7-6cc2-47d6-bc75-d63d44b1909d,,,,,,,,,,,,,,,,,13178
001cv00000AuWba,"Township Of Sunrise, MN",Minnesota,Municipality,Nick Martino,2133,,Tier 3,0.75,45.5469,-92.8549,67c843ac-8ad0-4e2d-9e31-6128e5ac9a3d,,,,,,,,,,,,,,,,,13091
001cv00000AuWcG,"Township Of St Wendel, MN",Minnesota,Municipality,Nick Martino,2145,,Tier 3,0.75,45.6663,-94.3774,2a6595fe-69a4-4a9f-bfd3-b2116cad84af,,,,,,,,,,,,,,,,,13224
001cv00000AuWcj,"Township Of Maple Lake, MN",Minnesota,Municipality,Nick Martino,2154,,Tier 3,0.75,45.2508,-93.9292,d6c8d4f3-753a-4adf-9ea2-dbc647f99c2c,,,,,,,,,,,,,,,,,13228
001cv00000AuWdX,"Township Of Dovre, MN",Minnesota,Municipality,Nick Martino,2168,,Tier 3,0.75,45.2066,-95.053,7fd7cd3e-457b-43ad-a53e-ef33cd6be7d9,,,,,,,,,,,,,,,,,13214
001cv00000AuWkA,"Township Of Lake Edward, MN",Minnesota,Municipality,Nick Martino,2171,,Tier 3,0.75,46.4975,-94.1909,5b577260-bb1e-4ff4-bb1a-46d89d58e24b,,,,,,,,,,,,,,,,,13387
001cv00000AuWpE,"City Of Maple Lake, MN",Minnesota,Municipality,Nick Martino,2177,,Tier 3,0.75,45.2299,-94.0039,619ae81f-7b1d-45d7-8efd-f0326132be10,,,,,,,,,,,,,,,,,13548
001cv00000AuWpr,"Township Of Canosia, MN",Minnesota,Municipality,Nick Martino,2187,,Tier 3,0.75,46.9006,-92.2309,eec17931-e66e-45cb-9e37-83ac1602e55b,,,,,,,,,,,,,,,,,13514
001cv00000AuWqi,"Township Of Crow Wing, MN",Minnesota,Municipality,Nick Martino,2204,,Tier 3,0.75,46.2797,-94.2933,def1c954-5fbf-4237-b966-d08fb87f1f0f,,,,,,,,,,,,,,,,,13533
001cv00000AuWqj,"City Of Winsted, MN",Minnesota,Municipality,Nick Martino,2205,,Tier 3,0.75,44.9639,-94.0475,dd603f27-a8ac-4f4b-b1c1-08656835c371,,,,,,,,,,,,,,,,,13491
001cv00000AuWr1,"City Of Lauderdale, MN",Minnesota,Municipality,Nick Martino,2212,,Tier 3,0.75,44.9986,-93.2058,25303569-c868-4669-85d7-d812b89e4e92,,,,,,,,,,,,,,,,,13609
001cv00000AuWrP,"Township Of Fish Lake, MN",Minnesota,Municipality,Nick Martino,2220,,Tier 3,0.75,43.8374,-95.0552,fc0f0a90-5adc-4b36-a67d-cf33df412a29,,,,,,,,,,,,,,,,,13570
001cv00000AuWrq,"City Of Hawley, MN",Minnesota,Municipality,Nick Martino,2233,,Tier 3,0.75,46.8808,-96.3167,bd836514-7d17-4dd8-bc79-37f679ac34fb,,,,,,,,,,,,,,,,,13629
001cv00000AuX5C,"Township Of Carlos, MN",Minnesota,Municipality,Nick Martino,2245,,Tier 3,0.75,45.9725,-95.2923,f236b034-3a4b-4e11-afc0-a767d9bade77,,,,,,,,,,,,,,,,,13660
001cv00000AuX5K,"Township Of Princeton, MN",Minnesota,Municipality,Nick Martino,2246,,Tier 3,0.75,45.57,-93.5816,12082045-3937-41ce-b202-81c7f32c7c71,,,,,,,,,,,,,,,,,13595
001cv00000AuX5X,"City Of St Bonifacius, MN",Minnesota,Municipality,Nick Martino,2250,,Tier 3,0.75,44.9055,-93.7475,ec25d3e0-fe47-4b37-a906-c9f1a291f964,,,,,,,,,,,,,,,,,13699
001cv00000AuX60,"City Of Arlington, MN",Minnesota,Municipality,Nick Martino,2260,,Tier 3,0.75,44.6083,-94.0805,1118e6a4-2523-4fe7-b0e6-634aaa2e03b3,,,,,,,,,,,,,,,,,13727
001cv00000AuX7Z,"Township Of Isanti, MN",Minnesota,Municipality,Nick Martino,2291,,Tier 3,0.75,45.4894,-93.2476,fc65974c-0f5d-4b66-b9b2-0399707b0b72,,,,,,,,,,,,,,,,,13839
001cv00000AuX7g,"City Of Gaylord, MN",Minnesota,Municipality,Nick Martino,2295,,Tier 3,0.75,44.5544,-94.2208,e8e2331a-2aef-480f-aed7-80df4dc8642f,,,,,,,,,,,,,,,,,13815
001cv00000AuX7h,"Township Of Lakewood, MN",Minnesota,Municipality,Nick Martino,2295,,Tier 3,0.75,46.9052,-91.9798,61b03d5b-9276-46c6-a793-e960b38fef7f,,,,,,,,,,,,,,,,,13790
001cv00000AuX7v,"City Of Excelsior, MN",Minnesota,Municipality,Nick Martino,2299,,Tier 3,0.75,44.9033,-93.5663,64a93bfa-b27c-4861-9ca4-ceeec2dca136,,,,,,,,,,,,,,,,,13723
001cv00000AuX8g,"City Of Crosby, MN",Minnesota,Municipality,Nick Martino,2314,,Tier 3,0.75,46.4822,-93.9578,1cdad7d9-6e8e-4a15-9b03-df17b8dd8368,,,,,,,,,,,,,,,,,13997
001cv00000AuX9A,"Township Of Stanford, MN",Minnesota,Municipality,Nick Martino,2327,,Tier 3,0.75,45.4462,-93.4074,f7348d8b-5e89-410c-8e22-8d2d0620d121,,,,,,,,,,,,,,,,,13906
001cv00000AuX9J,"Township Of Ravenna, MN",Minnesota,Municipality,Nick Martino,2330,,Tier 3,0.75,44.6799,-92.7547,20c96733-9735-48b2-bc86-9ec3a58c7bab,,,,,,,,,,,,,,,,,13891
001cv00000AuX9i,"City Of Olivia, MN",Minnesota,Municipality,Nick Martino,2337,,Tier 3,0.75,44.7764,-94.9957,2d1bf471-8eb9-45d8-a37c-0ccafcd4a6d6,,,,,,,,,,,,,,,,,13868
001cv00000AuXB8,"City Of Madelia, MN",Minnesota,Municipality,Nick Martino,2374,,Tier 3,0.75,44.0508,-94.4183,3f6a5e34-9aa9-4079-a290-9b24682c6485,,,,,,,,,,,,,,,,,14026
001cv00000AuXBI,"City Of Sandstone, MN",Minnesota,Municipality,Nick Martino,2379,,Tier 3,0.75,46.1311,-92.8674,c44074a2-a4e4-4718-93dd-71a6535a9fca,,,,,,,,,,,,,,,,,13952
001cv00000AuXEd,"City Of Paynesville, MN",Minnesota,Municipality,Nick Martino,2449,,Tier 3,0.75,45.3768,-94.7236,a4779200-7886-40b7-9a79-96bd2c026939,,,,,,,,,,,,,,,,,14035
001cv00000AuXN8,"City Of Lexington, MN",Minnesota,Municipality,Nick Martino,2460,,Tier 3,0.75,45.136,-93.1702,70ee3858-82d8-49aa-9b18-0e080108f7c9,,,,,,,,,,,,,,,,,14091
001cv00000AuXOH,"Township Of Oronoco, MN",Minnesota,Municipality,Nick Martino,2484,,Tier 3,0.75,44.1661,-92.5349,ef479579-daf3-42a1-afde-44bfc1c02a29,,,,,,,,,,,,,,,,,14127
001cv00000AuXOQ,"City Of Wabasha, MN",Minnesota,Municipality,Nick Martino,2487,,Tier 3,0.75,44.3755,-92.0236,9649e527-b2b1-4a2d-9e70-d3849d0b91d4,,,,,,,,,,,,,,,,,13994
001cv00000AuXOa,"City Of Le Center, MN",Minnesota,Municipality,Nick Martino,2491,,Tier 3,0.75,44.3894,-93.7302,5d1c0c8d-2f11-43e1-b606-f1a54f1fa76f,,,,,,,,,,,,,,,,,14073
